effect_id（与客户端脚本共用ID规则，但是从50000000以上，8位(1位标示+4位类型+3位流水)，标示：5任务，6地图（NPC包含在地图里），7系统，8运营活动，9其他，4位类型：1是4位任务ID，2是4位地图ID，3是4位系统ID（自定义），4是4位运营活动ID，5没有，就是流水号；事件效果配置表，在事件配置表的ID上+1位流水	effect_second_id（副主键）	valid	"effect_type(触发效果,0无，1更新任务进度(参数1为任务ID，参数2为任务第几个条件，从0开始；参数3为任务增加的进度)，2使一个NPC可以被攻击，3使一个NPC消失（后面参数分别填NPC个体的上下限，只要在上下限范围内的都会消失），4NPC出现（后面参数分别填NPC个体的上下限，只要在上下限范围内的都会出现），5NPC群组消失，6NPC群组出现,7修改一个地图的复活点(参数1X坐标、参数2Z坐标、参数3Y坐标（要乘以10）)，8是给一个目标加一个buff,9触发一个客户端脚本（effect_pram2。0：触发者是角色，给该角色发脚本，触发者是NPC，给NPC周围的人、1:表示给整个地图发脚本、2:表示给这个地图内的同队伍的玩家发脚本），10触发一个广播，11副本进度+1，12让一个npc个体死亡,13给一个地图的队长加BUFF，14封魔塔刷出当前关卡的NPC<NPC AI 需要触发这个事件>，15使同一张地图一类型NPC死亡<参数为type_id>，16迷宫副本修改角色坐标<参数1：X分米，参数2：Y分米>)，17刷新一次道藏任务，18删除NPC身上的buff（参数effect_pram1填buffID），19结束一个地图的副本（暂时只处理的小世界/周陵/天书陵/帮派宝库）；20招出一个黑户（参数1npc_type，参数2持续时间（单位毫秒），参数3坐标X，参数4坐标Y，参数5黑户NPC等级,参数6<对应参数3/4的，代表该坐标是固定坐标0还是偏移坐标1，参数7所属类型（0表示没有所属、1表示属于玩家个人、2表示属于玩家队伍、3表示属于玩家家族、4表示属于玩家阵营、5表示人物及其队伍（如果有的话））>），21给地图所有人员加BUFF（参数1 ：BUFF_ID  参数2 BUFF等级，参数2 BUFF等级，参数3 ： 持续时间），22给某个成就加值  参数1 成就ID 参数2 更新的次数，23给某个地图刷出封妖（地图ID，随机概率类型<0系统，1事件>，刷新最大数量），24给某个地图刷出封妖，系统触发（同上，design_cfg配触发），25触发掉落（参数1掉落ID，参数3广播ID，这种掉落不会弹框），26触发一个学院召集，不限人数，27事件触发新的事件，使用需谨慎，参数1为新事件ID，触发死循环弹JJ,28事件增加完成度（参数1代表增加多少完成度、参数2填2重置完成度），29事件触发整个地图的角色传送(本地图传送)（参数1为x坐标，参数2为z坐标，参数3为y坐标，要乘以10），30触发个人掉落（参数1掉落ID，参数3广播ID，这种掉落拾取后会弹框【effect_pram4。0表示个人掉落、1表示队伍掉落】）），31触发一个好友召集，前4个可相应号召，32给一个任务id，33从任务池中给一个任务，34触发家族神兽的开户的通知
"	effect_pram1（加buff则为buffID，广播ID）	effect_pram2（加buff则为buff等级，广播范围（1地图广播，2世界广播），脚本（0只对触发者触发，1对全地图玩家触发））	effect_pram3（加buff则为buff持续时间）	effect_pram4	effect_pram5	effect_pram6	effect_pram7	effect_pram8	effect_pram9	effect_pram10	trigger_opp（触发几率） 
552501260	1	1	3	710400170	710400170	0	0	0	0	0	0	0	0	10000
552501270	1	1	3	710400171	710400171	0	0	0	0	0	0	0	0	10000
552501280	1	1	3	710400172	710400172	0	0	0	0	0	0	0	0	10000
552501290	1	1	3	710400173	710400173	0	0	0	0	0	0	0	0	10000
552501300	1	1	3	710400174	710400174	0	0	0	0	0	0	0	0	10000
552501310	1	1	3	710400175	710400175	0	0	0	0	0	0	0	0	10000
552501320	1	1	3	710400176	710400176	0	0	0	0	0	0	0	0	10000
552501330	1	1	3	710400177	710400177	0	0	0	0	0	0	0	0	10000
552501340	1	1	3	710400178	710400178	0	0	0	0	0	0	0	0	10000
552501350	1	1	3	710400179	710400179	0	0	0	0	0	0	0	0	10000
552501360	1	1	3	710500153	710500153	0	0	0	0	0	0	0	0	10000
552501370	1	1	3	710500154	710500154	0	0	0	0	0	0	0	0	10000
552501380	1	1	3	710500155	710500155	0	0	0	0	0	0	0	0	10000
552501390	1	1	3	710500156	710500156	0	0	0	0	0	0	0	0	10000
552501400	1	1	3	710500157	710500157	0	0	0	0	0	0	0	0	10000
552501410	1	1	3	710500158	710500158	0	0	0	0	0	0	0	0	10000
552501420	1	1	3	710500159	710500159	0	0	0	0	0	0	0	0	10000
552501430	1	1	3	710500160	710500160	0	0	0	0	0	0	0	0	10000
552501440	1	1	3	710500161	710500161	0	0	0	0	0	0	0	0	10000
552501450	1	1	3	710500162	710500162	0	0	0	0	0	0	0	0	10000
552501460	1	1	3	710500163	710500163	0	0	0	0	0	0	0	0	10000
552501470	1	1	3	710500164	710500164	0	0	0	0	0	0	0	0	10000
552501480	1	1	3	710500165	710500165	0	0	0	0	0	0	0	0	10000
552501490	1	1	3	710500166	710500166	0	0	0	0	0	0	0	0	10000
552501500	1	1	3	710500167	710500167	0	0	0	0	0	0	0	0	10000
552501510	1	1	3	710500168	710500168	0	0	0	0	0	0	0	0	10000
552501520	1	1	3	710500169	710500169	0	0	0	0	0	0	0	0	10000
552501530	1	1	3	710500170	710500170	0	0	0	0	0	0	0	0	10000
552501540	1	1	3	710500171	710500171	0	0	0	0	0	0	0	0	10000
552501550	1	1	3	710500172	710500172	0	0	0	0	0	0	0	0	10000
552501560	1	1	3	710500173	710500173	0	0	0	0	0	0	0	0	10000
552501570	1	1	3	710500174	710500174	0	0	0	0	0	0	0	0	10000
552501580	1	1	3	710500175	710500175	0	0	0	0	0	0	0	0	10000
552501590	1	1	3	710500176	710500176	0	0	0	0	0	0	0	0	10000
552501600	1	1	3	710500177	710500177	0	0	0	0	0	0	0	0	10000
552501610	1	1	3	710500178	710500178	0	0	0	0	0	0	0	0	10000
552501620	1	1	3	710500179	710500179	0	0	0	0	0	0	0	0	10000
552501630	1	1	3	710600153	710600153	0	0	0	0	0	0	0	0	10000
552501640	1	1	3	710600154	710600154	0	0	0	0	0	0	0	0	10000
552501650	1	1	3	710600155	710600155	0	0	0	0	0	0	0	0	10000
552501660	1	1	3	710600156	710600156	0	0	0	0	0	0	0	0	10000
552501670	1	1	3	710600157	710600157	0	0	0	0	0	0	0	0	10000
552501680	1	1	3	710600158	710600158	0	0	0	0	0	0	0	0	10000
552501690	1	1	3	710600159	710600159	0	0	0	0	0	0	0	0	10000
552501700	1	1	3	710600160	710600160	0	0	0	0	0	0	0	0	10000
552501710	1	1	3	710600161	710600161	0	0	0	0	0	0	0	0	10000
552501720	1	1	3	710600162	710600162	0	0	0	0	0	0	0	0	10000
552501730	1	1	3	710600163	710600163	0	0	0	0	0	0	0	0	10000
552501740	1	1	3	710600164	710600164	0	0	0	0	0	0	0	0	10000
552501750	1	1	3	710600165	710600165	0	0	0	0	0	0	0	0	10000
552501760	1	1	3	710600166	710600166	0	0	0	0	0	0	0	0	10000
552501770	1	1	3	710600167	710600167	0	0	0	0	0	0	0	0	10000
552501780	1	1	3	710600168	710600168	0	0	0	0	0	0	0	0	10000
552501790	1	1	3	710600169	710600169	0	0	0	0	0	0	0	0	10000
552501800	1	1	3	710600170	710600170	0	0	0	0	0	0	0	0	10000
552501810	1	1	3	710600171	710600171	0	0	0	0	0	0	0	0	10000
552501820	1	1	3	710600172	710600172	0	0	0	0	0	0	0	0	10000
552501830	1	1	3	710600173	710600173	0	0	0	0	0	0	0	0	10000
552501840	1	1	3	710600174	710600174	0	0	0	0	0	0	0	0	10000
552501850	1	1	3	710600175	710600175	0	0	0	0	0	0	0	0	10000
552501860	1	1	3	710600176	710600176	0	0	0	0	0	0	0	0	10000
552501870	1	1	3	710600177	710600177	0	0	0	0	0	0	0	0	10000
552501880	1	1	3	710600178	710600178	0	0	0	0	0	0	0	0	10000
552501890	1	1	3	710600179	710600179	0	0	0	0	0	0	0	0	10000
552501900	1	1	3	710000556	710000556	0	0	0	0	0	0	0	0	10000
552501910	1	1	3	710000557	710000557	0	0	0	0	0	0	0	0	10000
552501920	1	1	3	710000558	710000558	0	0	0	0	0	0	0	0	10000
552501930	1	1	3	710000559	710000559	0	0	0	0	0	0	0	0	10000
552501940	1	1	3	710000560	710000560	0	0	0	0	0	0	0	0	10000
552501950	1	1	3	710000561	710000561	0	0	0	0	0	0	0	0	10000
552501960	1	1	3	710100556	710100556	0	0	0	0	0	0	0	0	10000
552501970	1	1	3	710100557	710100557	0	0	0	0	0	0	0	0	10000
552501980	1	1	3	710100558	710100558	0	0	0	0	0	0	0	0	10000
552501990	1	1	3	710100559	710100559	0	0	0	0	0	0	0	0	10000
552502000	1	1	3	710100560	710100560	0	0	0	0	0	0	0	0	10000
552502010	1	1	3	710100561	710100561	0	0	0	0	0	0	0	0	10000
552502020	1	1	3	710200556	710200556	0	0	0	0	0	0	0	0	10000
552502030	1	1	3	710200557	710200557	0	0	0	0	0	0	0	0	10000
552502040	1	1	3	710200558	710200558	0	0	0	0	0	0	0	0	10000
552502050	1	1	3	710200559	710200559	0	0	0	0	0	0	0	0	10000
552502060	1	1	3	710200560	710200560	0	0	0	0	0	0	0	0	10000
552502070	1	1	3	710200561	710200561	0	0	0	0	0	0	0	0	10000
552502080	1	1	3	710300556	710300556	0	0	0	0	0	0	0	0	10000
552502090	1	1	3	710300557	710300557	0	0	0	0	0	0	0	0	10000
552502100	1	1	3	710300558	710300558	0	0	0	0	0	0	0	0	10000
552502110	1	1	3	710300559	710300559	0	0	0	0	0	0	0	0	10000
552502120	1	1	3	710300560	710300560	0	0	0	0	0	0	0	0	10000
552502130	1	1	3	710300561	710300561	0	0	0	0	0	0	0	0	10000
552502140	1	1	3	710400556	710400556	0	0	0	0	0	0	0	0	10000
552502150	1	1	3	710400557	710400557	0	0	0	0	0	0	0	0	10000
552502160	1	1	3	710400558	710400558	0	0	0	0	0	0	0	0	10000
552502170	1	1	3	710400559	710400559	0	0	0	0	0	0	0	0	10000
552502180	1	1	3	710400560	710400560	0	0	0	0	0	0	0	0	10000
552502190	1	1	3	710400561	710400561	0	0	0	0	0	0	0	0	10000
552502200	1	1	3	710500556	710500556	0	0	0	0	0	0	0	0	10000
552502210	1	1	3	710500557	710500557	0	0	0	0	0	0	0	0	10000
552502220	1	1	3	710500558	710500558	0	0	0	0	0	0	0	0	10000
552502230	1	1	3	710500559	710500559	0	0	0	0	0	0	0	0	10000
552502240	1	1	3	710500560	710500560	0	0	0	0	0	0	0	0	10000
552502250	1	1	3	710500561	710500561	0	0	0	0	0	0	0	0	10000
552502260	1	1	3	710600556	710600556	0	0	0	0	0	0	0	0	10000
552502270	1	1	3	710600557	710600557	0	0	0	0	0	0	0	0	10000
552502280	1	1	3	710600558	710600558	0	0	0	0	0	0	0	0	10000
552502290	1	1	3	710600559	710600559	0	0	0	0	0	0	0	0	10000
552502300	1	1	3	710600560	710600560	0	0	0	0	0	0	0	0	10000
552502310	1	1	3	710600561	710600561	0	0	0	0	0	0	0	0	10000
552502320	1	1	3	710000585	710000585	0	0	0	0	0	0	0	0	10000
552502330	1	1	3	710000586	710000586	0	0	0	0	0	0	0	0	10000
552502340	1	1	3	710000587	710000587	0	0	0	0	0	0	0	0	10000
552502350	1	1	3	710000588	710000588	0	0	0	0	0	0	0	0	10000
552502360	1	1	3	710000589	710000589	0	0	0	0	0	0	0	0	10000
552502370	1	1	3	710000590	710000590	0	0	0	0	0	0	0	0	10000
552502380	1	1	3	710000591	710000591	0	0	0	0	0	0	0	0	10000
552502390	1	1	3	710000592	710000592	0	0	0	0	0	0	0	0	10000
552502400	1	1	3	710000593	710000593	0	0	0	0	0	0	0	0	10000
552502410	1	1	3	710000594	710000594	0	0	0	0	0	0	0	0	10000
552502420	1	1	3	710000595	710000595	0	0	0	0	0	0	0	0	10000
552502430	1	1	3	710000596	710000596	0	0	0	0	0	0	0	0	10000
552502440	1	1	3	710100585	710100585	0	0	0	0	0	0	0	0	10000
552502450	1	1	3	710100586	710100586	0	0	0	0	0	0	0	0	10000
552502460	1	1	3	710100587	710100587	0	0	0	0	0	0	0	0	10000
552502470	1	1	3	710100588	710100588	0	0	0	0	0	0	0	0	10000
552502480	1	1	3	710100589	710100589	0	0	0	0	0	0	0	0	10000
552502490	1	1	3	710100590	710100590	0	0	0	0	0	0	0	0	10000
552502500	1	1	3	710100591	710100591	0	0	0	0	0	0	0	0	10000
552502510	1	1	3	710100592	710100592	0	0	0	0	0	0	0	0	10000
552502520	1	1	3	710100593	710100593	0	0	0	0	0	0	0	0	10000
552502530	1	1	3	710100594	710100594	0	0	0	0	0	0	0	0	10000
552502540	1	1	3	710100595	710100595	0	0	0	0	0	0	0	0	10000
552502550	1	1	3	710100596	710100596	0	0	0	0	0	0	0	0	10000
552502560	1	1	3	710200585	710200585	0	0	0	0	0	0	0	0	10000
552502570	1	1	3	710200586	710200586	0	0	0	0	0	0	0	0	10000
552502580	1	1	3	710200587	710200587	0	0	0	0	0	0	0	0	10000
552502590	1	1	3	710200588	710200588	0	0	0	0	0	0	0	0	10000
552502600	1	1	3	710200589	710200589	0	0	0	0	0	0	0	0	10000
552502610	1	1	3	710200590	710200590	0	0	0	0	0	0	0	0	10000
552502620	1	1	3	710200591	710200591	0	0	0	0	0	0	0	0	10000
552502630	1	1	3	710200592	710200592	0	0	0	0	0	0	0	0	10000
552502640	1	1	3	710200593	710200593	0	0	0	0	0	0	0	0	10000
552502650	1	1	3	710200594	710200594	0	0	0	0	0	0	0	0	10000
552502660	1	1	3	710200595	710200595	0	0	0	0	0	0	0	0	10000
552502670	1	1	3	710200596	710200596	0	0	0	0	0	0	0	0	10000
552502680	1	1	3	710300585	710300585	0	0	0	0	0	0	0	0	10000
552502690	1	1	3	710300586	710300586	0	0	0	0	0	0	0	0	10000
552502700	1	1	3	710300587	710300587	0	0	0	0	0	0	0	0	10000
552502710	1	1	3	710300588	710300588	0	0	0	0	0	0	0	0	10000
552502720	1	1	3	710300589	710300589	0	0	0	0	0	0	0	0	10000
552502730	1	1	3	710300590	710300590	0	0	0	0	0	0	0	0	10000
552502740	1	1	3	710300591	710300591	0	0	0	0	0	0	0	0	10000
552502750	1	1	3	710300592	710300592	0	0	0	0	0	0	0	0	10000
552502760	1	1	3	710300593	710300593	0	0	0	0	0	0	0	0	10000
552502770	1	1	3	710300594	710300594	0	0	0	0	0	0	0	0	10000
552502780	1	1	3	710300595	710300595	0	0	0	0	0	0	0	0	10000
552502790	1	1	3	710300596	710300596	0	0	0	0	0	0	0	0	10000
552502800	1	1	3	710400585	710400585	0	0	0	0	0	0	0	0	10000
552502810	1	1	3	710400586	710400586	0	0	0	0	0	0	0	0	10000
552502820	1	1	3	710400587	710400587	0	0	0	0	0	0	0	0	10000
552502830	1	1	3	710400588	710400588	0	0	0	0	0	0	0	0	10000
552502840	1	1	3	710400589	710400589	0	0	0	0	0	0	0	0	10000
552502850	1	1	3	710400590	710400590	0	0	0	0	0	0	0	0	10000
552502860	1	1	3	710400591	710400591	0	0	0	0	0	0	0	0	10000
552502870	1	1	3	710400592	710400592	0	0	0	0	0	0	0	0	10000
552502880	1	1	3	710400593	710400593	0	0	0	0	0	0	0	0	10000
552502890	1	1	3	710400594	710400594	0	0	0	0	0	0	0	0	10000
552502900	1	1	3	710400595	710400595	0	0	0	0	0	0	0	0	10000
552502910	1	1	3	710400596	710400596	0	0	0	0	0	0	0	0	10000
552502920	1	1	3	710500585	710500585	0	0	0	0	0	0	0	0	10000
552502930	1	1	3	710500586	710500586	0	0	0	0	0	0	0	0	10000
552502940	1	1	3	710500587	710500587	0	0	0	0	0	0	0	0	10000
552502950	1	1	3	710500588	710500588	0	0	0	0	0	0	0	0	10000
552502960	1	1	3	710500589	710500589	0	0	0	0	0	0	0	0	10000
552502970	1	1	3	710500590	710500590	0	0	0	0	0	0	0	0	10000
552502980	1	1	3	710500591	710500591	0	0	0	0	0	0	0	0	10000
552502990	1	1	3	710500592	710500592	0	0	0	0	0	0	0	0	10000
552503000	1	1	3	710500593	710500593	0	0	0	0	0	0	0	0	10000
552503010	1	1	3	710500594	710500594	0	0	0	0	0	0	0	0	10000
552503020	1	1	3	710500595	710500595	0	0	0	0	0	0	0	0	10000
552503030	1	1	3	710500596	710500596	0	0	0	0	0	0	0	0	10000
552503040	1	1	3	710600585	710600585	0	0	0	0	0	0	0	0	10000
552503050	1	1	3	710600586	710600586	0	0	0	0	0	0	0	0	10000
552503060	1	1	3	710600587	710600587	0	0	0	0	0	0	0	0	10000
552503070	1	1	3	710600588	710600588	0	0	0	0	0	0	0	0	10000
552503080	1	1	3	710600589	710600589	0	0	0	0	0	0	0	0	10000
552503090	1	1	3	710600590	710600590	0	0	0	0	0	0	0	0	10000
552503100	1	1	3	710600591	710600591	0	0	0	0	0	0	0	0	10000
552503110	1	1	3	710600592	710600592	0	0	0	0	0	0	0	0	10000
552503120	1	1	3	710600593	710600593	0	0	0	0	0	0	0	0	10000
552503130	1	1	3	710600594	710600594	0	0	0	0	0	0	0	0	10000
552503140	1	1	3	710600595	710600595	0	0	0	0	0	0	0	0	10000
552503150	1	1	3	710600596	710600596	0	0	0	0	0	0	0	0	10000
552503160	1	1	3	710700153	710700153	0	0	0	0	0	0	0	0	10000
552503170	1	1	3	710700154	710700154	0	0	0	0	0	0	0	0	10000
552503180	1	1	3	710700155	710700155	0	0	0	0	0	0	0	0	10000
552503190	1	1	3	710700156	710700156	0	0	0	0	0	0	0	0	10000
552503200	1	1	3	710700157	710700157	0	0	0	0	0	0	0	0	10000
552503210	1	1	3	710700158	710700158	0	0	0	0	0	0	0	0	10000
552503220	1	1	3	710700159	710700159	0	0	0	0	0	0	0	0	10000
552503230	1	1	3	710700160	710700160	0	0	0	0	0	0	0	0	10000
552503240	1	1	3	710700161	710700161	0	0	0	0	0	0	0	0	10000
552503250	1	1	3	710700162	710700162	0	0	0	0	0	0	0	0	10000
552503260	1	1	3	710700163	710700163	0	0	0	0	0	0	0	0	10000
552503270	1	1	3	710700164	710700164	0	0	0	0	0	0	0	0	10000
552503280	1	1	3	710700165	710700165	0	0	0	0	0	0	0	0	10000
552503290	1	1	3	710700166	710700166	0	0	0	0	0	0	0	0	10000
552503300	1	1	3	710700167	710700167	0	0	0	0	0	0	0	0	10000
552503310	1	1	3	710700168	710700168	0	0	0	0	0	0	0	0	10000
552503320	1	1	3	710700169	710700169	0	0	0	0	0	0	0	0	10000
552503330	1	1	3	710700170	710700170	0	0	0	0	0	0	0	0	10000
552503340	1	1	3	710700171	710700171	0	0	0	0	0	0	0	0	10000
552503350	1	1	3	710700172	710700172	0	0	0	0	0	0	0	0	10000
552503360	1	1	3	710700173	710700173	0	0	0	0	0	0	0	0	10000
552503370	1	1	3	710700174	710700174	0	0	0	0	0	0	0	0	10000
552503380	1	1	3	710700175	710700175	0	0	0	0	0	0	0	0	10000
552503390	1	1	3	710700176	710700176	0	0	0	0	0	0	0	0	10000
552503400	1	1	3	710700177	710700177	0	0	0	0	0	0	0	0	10000
552503410	1	1	3	710700178	710700178	0	0	0	0	0	0	0	0	10000
552503420	1	1	3	710700179	710700179	0	0	0	0	0	0	0	0	10000
552503430	1	1	3	710800153	710800153	0	0	0	0	0	0	0	0	10000
552503440	1	1	3	710800154	710800154	0	0	0	0	0	0	0	0	10000
552503450	1	1	3	710800155	710800155	0	0	0	0	0	0	0	0	10000
552503460	1	1	3	710800156	710800156	0	0	0	0	0	0	0	0	10000
552503470	1	1	3	710800157	710800157	0	0	0	0	0	0	0	0	10000
552503480	1	1	3	710800158	710800158	0	0	0	0	0	0	0	0	10000
552503490	1	1	3	710800159	710800159	0	0	0	0	0	0	0	0	10000
552503500	1	1	3	710800160	710800160	0	0	0	0	0	0	0	0	10000
552503510	1	1	3	710800161	710800161	0	0	0	0	0	0	0	0	10000
552503520	1	1	3	710800162	710800162	0	0	0	0	0	0	0	0	10000
552503530	1	1	3	710800163	710800163	0	0	0	0	0	0	0	0	10000
552503540	1	1	3	710800164	710800164	0	0	0	0	0	0	0	0	10000
552503550	1	1	3	710800165	710800165	0	0	0	0	0	0	0	0	10000
552503560	1	1	3	710800166	710800166	0	0	0	0	0	0	0	0	10000
552503570	1	1	3	710800167	710800167	0	0	0	0	0	0	0	0	10000
552503580	1	1	3	710800168	710800168	0	0	0	0	0	0	0	0	10000
552503590	1	1	3	710800169	710800169	0	0	0	0	0	0	0	0	10000
552503600	1	1	3	710800170	710800170	0	0	0	0	0	0	0	0	10000
552503610	1	1	3	710800171	710800171	0	0	0	0	0	0	0	0	10000
552503620	1	1	3	710800172	710800172	0	0	0	0	0	0	0	0	10000
552503630	1	1	3	710800173	710800173	0	0	0	0	0	0	0	0	10000
552503640	1	1	3	710800174	710800174	0	0	0	0	0	0	0	0	10000
552503650	1	1	3	710800175	710800175	0	0	0	0	0	0	0	0	10000
552503660	1	1	3	710800176	710800176	0	0	0	0	0	0	0	0	10000
552503670	1	1	3	710800177	710800177	0	0	0	0	0	0	0	0	10000
552503680	1	1	3	710800178	710800178	0	0	0	0	0	0	0	0	10000
552503690	1	1	3	710800179	710800179	0	0	0	0	0	0	0	0	10000
552503700	1	1	3	710700556	710700556	0	0	0	0	0	0	0	0	10000
552503710	1	1	3	710700557	710700557	0	0	0	0	0	0	0	0	10000
552503720	1	1	3	710700558	710700558	0	0	0	0	0	0	0	0	10000
552503730	1	1	3	710700559	710700559	0	0	0	0	0	0	0	0	10000
552503740	1	1	3	710700560	710700560	0	0	0	0	0	0	0	0	10000
552503750	1	1	3	710700561	710700561	0	0	0	0	0	0	0	0	10000
552503760	1	1	3	710800556	710800556	0	0	0	0	0	0	0	0	10000
552503770	1	1	3	710800557	710800557	0	0	0	0	0	0	0	0	10000
552503780	1	1	3	710800558	710800558	0	0	0	0	0	0	0	0	10000
552503790	1	1	3	710800559	710800559	0	0	0	0	0	0	0	0	10000
552503800	1	1	3	710800560	710800560	0	0	0	0	0	0	0	0	10000
552503810	1	1	3	710800561	710800561	0	0	0	0	0	0	0	0	10000
552503820	1	1	3	710700585	710700585	0	0	0	0	0	0	0	0	10000
552503830	1	1	3	710700586	710700586	0	0	0	0	0	0	0	0	10000
552503840	1	1	3	710700587	710700587	0	0	0	0	0	0	0	0	10000
552503850	1	1	3	710700588	710700588	0	0	0	0	0	0	0	0	10000
552503860	1	1	3	710700589	710700589	0	0	0	0	0	0	0	0	10000
552503870	1	1	3	710700590	710700590	0	0	0	0	0	0	0	0	10000
552503880	1	1	3	710700591	710700591	0	0	0	0	0	0	0	0	10000
552503890	1	1	3	710700592	710700592	0	0	0	0	0	0	0	0	10000
552503900	1	1	3	710700593	710700593	0	0	0	0	0	0	0	0	10000
552503910	1	1	3	710700594	710700594	0	0	0	0	0	0	0	0	10000
552503920	1	1	3	710700595	710700595	0	0	0	0	0	0	0	0	10000
552503930	1	1	3	710700596	710700596	0	0	0	0	0	0	0	0	10000
552503940	1	1	3	710800585	710800585	0	0	0	0	0	0	0	0	10000
552503950	1	1	3	710800586	710800586	0	0	0	0	0	0	0	0	10000
552503960	1	1	3	710800587	710800587	0	0	0	0	0	0	0	0	10000
552503970	1	1	3	710800588	710800588	0	0	0	0	0	0	0	0	10000
552503980	1	1	3	710800589	710800589	0	0	0	0	0	0	0	0	10000
552503990	1	1	3	710800590	710800590	0	0	0	0	0	0	0	0	10000
552504000	1	1	3	710800591	710800591	0	0	0	0	0	0	0	0	10000
552504010	1	1	3	710800592	710800592	0	0	0	0	0	0	0	0	10000
552504020	1	1	3	710800593	710800593	0	0	0	0	0	0	0	0	10000
552504030	1	1	3	710800594	710800594	0	0	0	0	0	0	0	0	10000
552504040	1	1	3	710800595	710800595	0	0	0	0	0	0	0	0	10000
552504050	1	1	3	710800596	710800596	0	0	0	0	0	0	0	0	10000
551100011	1	1	1	5110	0	1	0	0	0	0	0	0	0	10000
551100012	1	1	1	5051	0	1	0	0	0	0	0	0	0	10000
551100022	1	1	1	5053	0	1	0	0	0	0	0	0	0	10000
551100032	1	1	1	5054	0	1	0	0	0	0	0	0	0	10000
551100013	1	1	1	23	0	1	0	0	0	0	0	0	0	10000
420000011	1	0	9	1420001	1	0	0	0	0	0	0	0	0	10000
420000012	1	1	3	420000035	420000035	0	0	0	0	0	0	0	0	10000
420000013	1	1	12	420000001	0	0	0	0	0	0	0	0	0	10000
420000014	1	1	6	420000036	0	0	0	0	0	0	0	0	0	10000
420000015	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
420000016	1	1	4	420000050	420000050	0	0	0	0	0	0	0	0	10000
420000017	1	1	4	420000052	420000052	0	0	0	0	0	0	0	0	10000
420000021	1	0	9	1420002	1	0	0	0	0	0	0	0	0	10000
420000022	1	1	4	420000084	420000084	0	0	0	0	0	0	0	0	10000
420000023	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
420000024	1	1	3	420000030	420000030	0	0	0	0	0	0	0	0	10000
420000025	1	1	4	420000058	420000058	0	0	0	0	0	0	0	0	10000
420000031	1	1	5	420000037	0	0	0	0	0	0	0	0	0	10000
420000032	1	1	3	420000058	420000058	0	0	0	0	0	0	0	0	10000
420000033	1	0	9	1420003	1	0	0	0	0	0	0	0	0	10000
420000041	1	1	6	420000003	0	0	0	0	0	0	0	0	0	10000
420000042	1	1	6	420000011	0	0	0	0	0	0	0	0	0	10000
420000043	1	1	6	420000007	0	0	0	0	0	0	0	0	0	10000
420000044	1	1	6	420000016	0	0	0	0	0	0	0	0	0	10000
420000045	1	1	6	420000020	0	0	0	0	0	0	0	0	0	10000
420000046	1	0	6	420000033	0	0	0	0	0	0	0	0	0	10000
420000047	1	1	4	420000028	420000028	0	0	0	0	0	0	0	0	10000
420000048	1	1	4	420000032	420000032	0	0	0	0	0	0	0	0	10000
420000051	1	1	6	420000043	0	0	0	0	0	0	0	0	0	10000
420000052	1	1	6	420000045	0	0	0	0	0	0	0	0	0	10000
420000053	1	1	6	420000050	0	0	0	0	0	0	0	0	0	10000
420000054	1	1	6	420000031	0	0	0	0	0	0	0	0	0	10000
420000055	1	1	3	420000001	420000001	0	0	0	0	0	0	0	0	10000
420000056	1	1	4	420000053	420000053	0	0	0	0	0	0	0	0	10000
420000057	1	1	9	1420104	1	0	0	0	0	0	0	0	0	10000
420000061	1	1	9	42000010	1	0	0	0	0	0	0	0	0	10000
420000071	1	1	3	420000008	420000008	0	0	0	0	0	0	0	0	10000
420000072	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
420000073	1	1	4	420000054	420000054	0	0	0	0	0	0	0	0	10000
420000074	1	1	4	420000057	420000057	0	0	0	0	0	0	0	0	10000
420000075	1	1	9	1420104	1	0	0	0	0	0	0	0	0	10000
420000081	1	1	6	420000033	0	0	0	0	0	0	0	0	0	10000
420000082	1	1	4	420000048	420000049	0	0	0	0	0	0	0	0	10000
420000091	1	1	3	420000026	420000026	0	0	0	0	0	0	0	0	10000
420000092	1	1	4	420000046	420000047	0	0	0	0	0	0	0	0	10000
420100011	1	0	9	1420101	1	0	0	0	0	0	0	0	0	10000
420100012	1	1	3	420100035	420100035	0	0	0	0	0	0	0	0	10000
420100013	1	1	12	420100001	0	0	0	0	0	0	0	0	0	10000
420100014	1	1	6	420100036	0	0	0	0	0	0	0	0	0	10000
420100015	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
420100016	1	1	4	420100050	420100050	0	0	0	0	0	0	0	0	10000
420100017	1	1	4	420100052	420100052	0	0	0	0	0	0	0	0	10000
420100018	1	1	9	1420105	1	0	0	0	0	0	0	0	0	10000
420100021	1	0	9	1420102	1	0	0	0	0	0	0	0	0	10000
420100022	1	1	4	420100084	420100084	0	0	0	0	0	0	0	0	10000
420100023	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
420100024	1	1	3	420100030	420100030	0	0	0	0	0	0	0	0	10000
420100025	1	1	4	420100058	420100058	0	0	0	0	0	0	0	0	10000
420100026	1	1	9	1420106	1	0	0	0	0	0	0	0	0	10000
