熔炼主键（表示熔炼类型，1装备分解，2宝石分解，3道具熔炼，4卡牌分解）	熔炼副键（装备/宝石都是6位的：1位类型<1装备2宝石>+1位颜色+2位分类(部位)+2位等级；道具是8位的，直接用材料道具ID）	副键-方案2	valid	可用状态限制ID	消耗ID（批量分解装备、宝石都无消耗，字段无效；道具熔炼可以配消耗）	获得货币类型1(暂时无用)	获得货币值1(暂时无用)	获得宝石精华类型	获得宝石精华数量	获得道具ID1	获得道具数据1	获得道具ID2	获得道具数据2	获得道具ID3	获得道具数据3	获得道具ID4	获得道具数据4	获得道具ID5	获得道具数据5	获得道具ID6	获得道具数据6	可见状态限制 
1	170303	3	1	0	0	0	0	0	0	400700103	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170403	3	1	0	0	0	0	0	0	400700104	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170503	3	1	0	0	0	0	0	0	400700105	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170603	3	1	0	0	0	0	0	0	400700106	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170703	3	1	0	0	0	0	0	0	400700107	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170803	3	1	0	0	0	0	0	0	400700108	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170903	3	1	0	0	0	0	0	0	400700109	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170003	4	1	0	0	0	0	0	0	400700100	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170103	4	1	0	0	0	0	0	0	400700101	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170203	4	1	0	0	0	0	0	0	400700102	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170303	4	1	0	0	0	0	0	0	400700103	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170403	4	1	0	0	0	0	0	0	400700104	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170503	4	1	0	0	0	0	0	0	400700105	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170603	4	1	0	0	0	0	0	0	400700106	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170703	4	1	0	0	0	0	0	0	400700107	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170803	4	1	0	0	0	0	0	0	400700108	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170903	4	1	0	0	0	0	0	0	400700109	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170003	5	1	0	0	0	0	0	0	400700100	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170103	5	1	0	0	0	0	0	0	400700101	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170203	5	1	0	0	0	0	0	0	400700102	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170303	5	1	0	0	0	0	0	0	400700103	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170403	5	1	0	0	0	0	0	0	400700104	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170503	5	1	0	0	0	0	0	0	400700105	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170603	5	1	0	0	0	0	0	0	400700106	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170703	5	1	0	0	0	0	0	0	400700107	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170803	5	1	0	0	0	0	0	0	400700108	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170903	5	1	0	0	0	0	0	0	400700109	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170003	6	1	0	0	0	0	0	0	400700100	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170103	6	1	0	0	0	0	0	0	400700101	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170203	6	1	0	0	0	0	0	0	400700102	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170303	6	1	0	0	0	0	0	0	400700103	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170403	6	1	0	0	0	0	0	0	400700104	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170503	6	1	0	0	0	0	0	0	400700105	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170603	6	1	0	0	0	0	0	0	400700106	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170703	6	1	0	0	0	0	0	0	400700107	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170803	6	1	0	0	0	0	0	0	400700108	38	400800100	31	0	0	0	0	0	0	0	0	0
1	170903	6	1	0	0	0	0	0	0	400700109	38	400800100	31	0	0	0	0	0	0	0	0	0
1	180003	1	1	0	0	0	0	0	0	400700100	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180103	1	1	0	0	0	0	0	0	400700101	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180203	1	1	0	0	0	0	0	0	400700102	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180303	1	1	0	0	0	0	0	0	400700103	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180403	1	1	0	0	0	0	0	0	400700104	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180503	1	1	0	0	0	0	0	0	400700105	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180603	1	1	0	0	0	0	0	0	400700106	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180703	1	1	0	0	0	0	0	0	400700107	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180803	1	1	0	0	0	0	0	0	400700108	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180903	1	1	0	0	0	0	0	0	400700109	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180003	2	1	0	0	0	0	0	0	400700100	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180103	2	1	0	0	0	0	0	0	400700101	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180203	2	1	0	0	0	0	0	0	400700102	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180303	2	1	0	0	0	0	0	0	400700103	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180403	2	1	0	0	0	0	0	0	400700104	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180503	2	1	0	0	0	0	0	0	400700105	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180603	2	1	0	0	0	0	0	0	400700106	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180703	2	1	0	0	0	0	0	0	400700107	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180803	2	1	0	0	0	0	0	0	400700108	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180903	2	1	0	0	0	0	0	0	400700109	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180003	3	1	0	0	0	0	0	0	400700100	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180103	3	1	0	0	0	0	0	0	400700101	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180203	3	1	0	0	0	0	0	0	400700102	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180303	3	1	0	0	0	0	0	0	400700103	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180403	3	1	0	0	0	0	0	0	400700104	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180503	3	1	0	0	0	0	0	0	400700105	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180603	3	1	0	0	0	0	0	0	400700106	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180703	3	1	0	0	0	0	0	0	400700107	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180803	3	1	0	0	0	0	0	0	400700108	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180903	3	1	0	0	0	0	0	0	400700109	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180003	4	1	0	0	0	0	0	0	400700100	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180103	4	1	0	0	0	0	0	0	400700101	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180203	4	1	0	0	0	0	0	0	400700102	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180303	4	1	0	0	0	0	0	0	400700103	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180403	4	1	0	0	0	0	0	0	400700104	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180503	4	1	0	0	0	0	0	0	400700105	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180603	4	1	0	0	0	0	0	0	400700106	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180703	4	1	0	0	0	0	0	0	400700107	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180803	4	1	0	0	0	0	0	0	400700108	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180903	4	1	0	0	0	0	0	0	400700109	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180003	5	1	0	0	0	0	0	0	400700100	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180103	5	1	0	0	0	0	0	0	400700101	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180203	5	1	0	0	0	0	0	0	400700102	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180303	5	1	0	0	0	0	0	0	400700103	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180403	5	1	0	0	0	0	0	0	400700104	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180503	5	1	0	0	0	0	0	0	400700105	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180603	5	1	0	0	0	0	0	0	400700106	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180703	5	1	0	0	0	0	0	0	400700107	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180803	5	1	0	0	0	0	0	0	400700108	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180903	5	1	0	0	0	0	0	0	400700109	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180003	6	1	0	0	0	0	0	0	400700100	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180103	6	1	0	0	0	0	0	0	400700101	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180203	6	1	0	0	0	0	0	0	400700102	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180303	6	1	0	0	0	0	0	0	400700103	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180403	6	1	0	0	0	0	0	0	400700104	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180503	6	1	0	0	0	0	0	0	400700105	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180603	6	1	0	0	0	0	0	0	400700106	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180703	6	1	0	0	0	0	0	0	400700107	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180803	6	1	0	0	0	0	0	0	400700108	48	400800100	40	0	0	0	0	0	0	0	0	0
1	180903	6	1	0	0	0	0	0	0	400700109	48	400800100	40	0	0	0	0	0	0	0	0	0
1	190003	1	1	0	0	0	0	0	0	400700100	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190103	1	1	0	0	0	0	0	0	400700101	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190203	1	1	0	0	0	0	0	0	400700102	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190303	1	1	0	0	0	0	0	0	400700103	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190403	1	1	0	0	0	0	0	0	400700104	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190503	1	1	0	0	0	0	0	0	400700105	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190603	1	1	0	0	0	0	0	0	400700106	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190703	1	1	0	0	0	0	0	0	400700107	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190803	1	1	0	0	0	0	0	0	400700108	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190903	1	1	0	0	0	0	0	0	400700109	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190003	2	1	0	0	0	0	0	0	400700100	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190103	2	1	0	0	0	0	0	0	400700101	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190203	2	1	0	0	0	0	0	0	400700102	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190303	2	1	0	0	0	0	0	0	400700103	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190403	2	1	0	0	0	0	0	0	400700104	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190503	2	1	0	0	0	0	0	0	400700105	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190603	2	1	0	0	0	0	0	0	400700106	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190703	2	1	0	0	0	0	0	0	400700107	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190803	2	1	0	0	0	0	0	0	400700108	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190903	2	1	0	0	0	0	0	0	400700109	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190003	3	1	0	0	0	0	0	0	400700100	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190103	3	1	0	0	0	0	0	0	400700101	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190203	3	1	0	0	0	0	0	0	400700102	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190303	3	1	0	0	0	0	0	0	400700103	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190403	3	1	0	0	0	0	0	0	400700104	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190503	3	1	0	0	0	0	0	0	400700105	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190603	3	1	0	0	0	0	0	0	400700106	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190703	3	1	0	0	0	0	0	0	400700107	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190803	3	1	0	0	0	0	0	0	400700108	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190903	3	1	0	0	0	0	0	0	400700109	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190003	4	1	0	0	0	0	0	0	400700100	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190103	4	1	0	0	0	0	0	0	400700101	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190203	4	1	0	0	0	0	0	0	400700102	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190303	4	1	0	0	0	0	0	0	400700103	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190403	4	1	0	0	0	0	0	0	400700104	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190503	4	1	0	0	0	0	0	0	400700105	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190603	4	1	0	0	0	0	0	0	400700106	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190703	4	1	0	0	0	0	0	0	400700107	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190803	4	1	0	0	0	0	0	0	400700108	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190903	4	1	0	0	0	0	0	0	400700109	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190003	5	1	0	0	0	0	0	0	400700100	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190103	5	1	0	0	0	0	0	0	400700101	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190203	5	1	0	0	0	0	0	0	400700102	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190303	5	1	0	0	0	0	0	0	400700103	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190403	5	1	0	0	0	0	0	0	400700104	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190503	5	1	0	0	0	0	0	0	400700105	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190603	5	1	0	0	0	0	0	0	400700106	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190703	5	1	0	0	0	0	0	0	400700107	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190803	5	1	0	0	0	0	0	0	400700108	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190903	5	1	0	0	0	0	0	0	400700109	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190003	6	1	0	0	0	0	0	0	400700100	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190103	6	1	0	0	0	0	0	0	400700101	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190203	6	1	0	0	0	0	0	0	400700102	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190303	6	1	0	0	0	0	0	0	400700103	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190403	6	1	0	0	0	0	0	0	400700104	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190503	6	1	0	0	0	0	0	0	400700105	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190603	6	1	0	0	0	0	0	0	400700106	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190703	6	1	0	0	0	0	0	0	400700107	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190803	6	1	0	0	0	0	0	0	400700108	58	400800100	49	0	0	0	0	0	0	0	0	0
1	190903	6	1	0	0	0	0	0	0	400700109	58	400800100	49	0	0	0	0	0	0	0	0	0
1	200003	1	1	0	0	0	0	0	0	400700100	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200103	1	1	0	0	0	0	0	0	400700101	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200203	1	1	0	0	0	0	0	0	400700102	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200303	1	1	0	0	0	0	0	0	400700103	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200403	1	1	0	0	0	0	0	0	400700104	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200503	1	1	0	0	0	0	0	0	400700105	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200603	1	1	0	0	0	0	0	0	400700106	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200703	1	1	0	0	0	0	0	0	400700107	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200803	1	1	0	0	0	0	0	0	400700108	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200903	1	1	0	0	0	0	0	0	400700109	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200003	2	1	0	0	0	0	0	0	400700100	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200103	2	1	0	0	0	0	0	0	400700101	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200203	2	1	0	0	0	0	0	0	400700102	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200303	2	1	0	0	0	0	0	0	400700103	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200403	2	1	0	0	0	0	0	0	400700104	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200503	2	1	0	0	0	0	0	0	400700105	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200603	2	1	0	0	0	0	0	0	400700106	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200703	2	1	0	0	0	0	0	0	400700107	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200803	2	1	0	0	0	0	0	0	400700108	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200903	2	1	0	0	0	0	0	0	400700109	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200003	3	1	0	0	0	0	0	0	400700100	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200103	3	1	0	0	0	0	0	0	400700101	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200203	3	1	0	0	0	0	0	0	400700102	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200303	3	1	0	0	0	0	0	0	400700103	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200403	3	1	0	0	0	0	0	0	400700104	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200503	3	1	0	0	0	0	0	0	400700105	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200603	3	1	0	0	0	0	0	0	400700106	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200703	3	1	0	0	0	0	0	0	400700107	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200803	3	1	0	0	0	0	0	0	400700108	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200903	3	1	0	0	0	0	0	0	400700109	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200003	4	1	0	0	0	0	0	0	400700100	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200103	4	1	0	0	0	0	0	0	400700101	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200203	4	1	0	0	0	0	0	0	400700102	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200303	4	1	0	0	0	0	0	0	400700103	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200403	4	1	0	0	0	0	0	0	400700104	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200503	4	1	0	0	0	0	0	0	400700105	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200603	4	1	0	0	0	0	0	0	400700106	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200703	4	1	0	0	0	0	0	0	400700107	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200803	4	1	0	0	0	0	0	0	400700108	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200903	4	1	0	0	0	0	0	0	400700109	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200003	5	1	0	0	0	0	0	0	400700100	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200103	5	1	0	0	0	0	0	0	400700101	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200203	5	1	0	0	0	0	0	0	400700102	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200303	5	1	0	0	0	0	0	0	400700103	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200403	5	1	0	0	0	0	0	0	400700104	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200503	5	1	0	0	0	0	0	0	400700105	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200603	5	1	0	0	0	0	0	0	400700106	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200703	5	1	0	0	0	0	0	0	400700107	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200803	5	1	0	0	0	0	0	0	400700108	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200903	5	1	0	0	0	0	0	0	400700109	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200003	6	1	0	0	0	0	0	0	400700100	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200103	6	1	0	0	0	0	0	0	400700101	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200203	6	1	0	0	0	0	0	0	400700102	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200303	6	1	0	0	0	0	0	0	400700103	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200403	6	1	0	0	0	0	0	0	400700104	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200503	6	1	0	0	0	0	0	0	400700105	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200603	6	1	0	0	0	0	0	0	400700106	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200703	6	1	0	0	0	0	0	0	400700107	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200803	6	1	0	0	0	0	0	0	400700108	78	400800100	68	0	0	0	0	0	0	0	0	0
1	200903	6	1	0	0	0	0	0	0	400700109	78	400800100	68	0	0	0	0	0	0	0	0	0
2	230101	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230102	1	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230103	1	1	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230104	1	1	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230105	1	1	0	0	0	0	1	108	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230106	1	1	0	0	0	0	1	432	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230107	1	1	0	0	0	0	1	1728	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230108	1	1	0	0	0	0	1	8640	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240101	1	1	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240102	1	1	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240103	1	1	0	0	0	0	1	108	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240104	1	1	0	0	0	0	1	432	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240105	1	1	0	0	0	0	1	1728	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240106	1	1	0	0	0	0	1	8640	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240107	1	1	0	0	0	0	1	43200	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240108	1	1	0	0	0	0	1	216000	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250101	1	1	0	0	0	0	1	432	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250102	1	1	0	0	0	0	1	1728	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250103	1	1	0	0	0	0	1	8640	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250104	1	1	0	0	0	0	1	43200	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250105	1	1	0	0	0	0	1	216000	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250106	1	1	0	0	0	0	1	1080000	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250107	1	1	0	0	0	0	1	5400000	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250108	1	1	0	0	0	0	1	27000000	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230201	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230202	1	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230203	1	1	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230204	1	1	0	0	0	0	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230205	1	1	0	0	0	0	2	108	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230206	1	1	0	0	0	0	2	432	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230207	1	1	0	0	0	0	2	1728	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230208	1	1	0	0	0	0	2	8640	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240201	1	1	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240202	1	1	0	0	0	0	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240203	1	1	0	0	0	0	2	108	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240204	1	1	0	0	0	0	2	432	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240205	1	1	0	0	0	0	2	1728	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240206	1	1	0	0	0	0	2	8640	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240207	1	1	0	0	0	0	2	43200	0	0	0	0	0	0	0	0	0	0	0	0	0
2	240208	1	1	0	0	0	0	2	216000	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250201	1	1	0	0	0	0	2	432	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250202	1	1	0	0	0	0	2	1728	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250203	1	1	0	0	0	0	2	8640	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250204	1	1	0	0	0	0	2	43200	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250205	1	1	0	0	0	0	2	216000	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250206	1	1	0	0	0	0	2	1080000	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250207	1	1	0	0	0	0	2	5400000	0	0	0	0	0	0	0	0	0	0	0	0	0
2	250208	1	1	0	0	0	0	2	27000000	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230301	1	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230302	1	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230303	1	1	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230304	1	1	0	0	0	0	3	27	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230305	1	1	0	0	0	0	3	108	0	0	0	0	0	0	0	0	0	0	0	0	0
2	230306	1	1	0	0	0	0	3	432	0	0	0	0	0	0	0	0	0	0	0	0	0
