注魂主ID	副ID，1注魂，2成神	valid	需要品质	状态限制（char_state_limit）	新装备ID	合成消耗ID	解封描述	模型路径	模型名字	模型路径	模型名字	视角距离（模型缩放的倒数）	解封脚本	虚拟魂装TIPS_ID	外观描述	外观数组1	外观数组2	外观数组3	外观数组4	外观数组5	已合成的检测成就
22100130	1	1	4	53021000	22101130	50632	突破到元婴境	base_effect	luoli_yaodai_ZT	base_effect	luoli_yaodai	1	RoleInfoPanel.ShowAssignPanel(2)	22101130	暂无	0	0	0	0	0	2013
82100130	1	1	4	53081000	82101130	50638	镶嵌5个3级宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	82101130	暂无	0	0	0	0	0	2019
72100130	1	1	4	53071000	72101130	50637	4件二阶以上装备双完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	RolePanel.CMD_ShowSubPanelByIndex(3,part,subIndex)	72101130	暂无	0	0	0	0	0	2018
42100130	1	1	4	53041000	42101130	50634	获得3只S级以上灵宠	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	LogicScriptManager.TriggerScript(4104201)	42101130	暂无	0	0	0	0	0	2015
92100130	1	1	4	53091000	92101130	50639	任意法器5级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	92101130	暂无	0	0	0	0	0	2020
52100130	1	1	4	53051000	52101130	50635	三阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	52101130	暂无	0	0	0	0	0	2016
62100130	1	1	4	53061000	62101130	50636	三阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	62101130	暂无	0	0	0	0	0	2017
2100140	1	1	4	54001000	2101140	50640	强化全身10件装备到+15	base_effect	HZ_luoli_wuqi	base_effect	HZ_luoli_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	2101140	暂无	0	0	0	0	0	2021
12100140	1	1	4	54011000	12101140	50641	2个招式25级	base_effect	luoli_yifu_ZT	base_effect	luoli_yifu	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	12101140	暂无	0	0	0	0	0	2022
32100140	1	1	4	54031000	32101140	50643	任意灵宠培养到3星	base_effect	luoli_kuzi_ZT	base_effect	luoli_kuzi	1	LogicScriptManager.TriggerScript(4104201)	32101140	暂无	0	0	0	0	0	2024
22100140	1	1	4	54021000	22101140	50642	重铸佩戴4张紫卡到完美	base_effect	luoli_yaodai_ZT	base_effect	luoli_yaodai	1	CMD_OpenCardPanel(2,nil)	22101140	暂无	0	0	0	0	0	2023
82100140	1	1	4	54081000	82101140	50648	镶嵌10个4级宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	82101140	暂无	0	0	0	0	0	2029
72100140	1	1	4	54071000	72101140	50647	4件三阶以上装备双完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	RolePanel.CMD_ShowSubPanelByIndex(3,part,subIndex)	72101140	暂无	0	0	0	0	0	2028
42100140	1	1	4	54041000	42101140	50644	获得1只SS级灵宠	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	LogicScriptManager.TriggerScript(4104201)	42101140	暂无	0	0	0	0	0	2025
92100140	1	1	4	54091000	92101140	50649	任意紫色法器5级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	92101140	暂无	0	0	0	0	0	2030
52100140	1	1	4	54051000	52101140	50645	四阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	52101140	暂无	0	0	0	0	0	2026
62100140	1	1	4	54061000	62101140	50646	四阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	62101140	暂无	0	0	0	0	0	2027
2100150	1	1	4	55001000	2101150	50650	强化全身10件装备到+30	base_effect	HZ_luoli_wuqi	base_effect	HZ_luoli_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	2101150	暂无	0	0	0	0	0	2031
12100150	1	1	4	55011000	12101150	50651	秘法激活灵师大圆满	base_effect	luoli_yifu_ZT	base_effect	luoli_yifu	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	12101150	暂无	0	0	0	0	0	2032
32100150	1	1	4	55031000	32101150	50653	任意灵宠培养到4星	base_effect	luoli_kuzi_ZT	base_effect	luoli_kuzi	1	LogicScriptManager.TriggerScript(4104201)	32101150	暂无	0	0	0	0	0	2034
22100150	1	1	4	55021000	22101150	50652	佩戴1张紫色魂卡牌	base_effect	luoli_yaodai_ZT	base_effect	luoli_yaodai	1	CMD_OpenCardPanel(5,nil)	22101150	暂无	0	0	0	0	0	2033
82100150	1	1	4	55081000	82101150	50658	镶嵌5个5级宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	82101150	暂无	0	0	0	0	0	2039
72100150	1	1	4	55071000	72101150	50657	4件四阶以上装备双完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	RolePanel.CMD_ShowSubPanelByIndex(3,part,subIndex)	72101150	暂无	0	0	0	0	0	2038
42100150	1	1	4	55041000	42101150	50654	佩戴任意3张紫卡升到4星	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	CMD_OpenCardPanel(3,nil)	42101150	暂无	0	0	0	0	0	2035
92100150	1	1	4	55091000	92101150	50659	2个紫色法器5级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	92101150	暂无	0	0	0	0	0	2040
52100150	1	1	4	55051000	52101150	50655	五阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	52101150	暂无	0	0	0	0	0	2036
62100150	1	1	4	55061000	62101150	50656	五阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	62101150	暂无	0	0	0	0	0	2037
2100160	1	1	4	56001000	2101160	50660	强化8件以上装备到+40	base_effect	HZ_luoli_wuqi	base_effect	HZ_luoli_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	2101160	暂无	0	0	0	0	0	2041
12100160	1	1	4	56011000	12101160	50661	秘法激活真人大圆满	base_effect	luoli_yifu_ZT	base_effect	luoli_yifu	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	12101160	暂无	0	0	0	0	0	2042
32100160	1	1	4	56031000	32101160	50663	任意灵宠培养到6星	base_effect	luoli_kuzi_ZT	base_effect	luoli_kuzi	1	LogicScriptManager.TriggerScript(4104201)	32101160	暂无	0	0	0	0	0	2044
22100160	1	1	4	56021000	22101160	50662	重铸佩戴5张橙卡到完美	base_effect	luoli_yaodai_ZT	base_effect	luoli_yaodai	1	CMD_OpenCardPanel(2,nil)	22101160	暂无	0	0	0	0	0	2043
82100160	1	1	4	56081000	82101160	50668	镶嵌10个4级上古宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	82101160	暂无	0	0	0	0	0	2049
72100160	1	1	4	56071000	72101160	50667	6层秘法修炼到完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	72101160	暂无	0	0	0	0	0	2048
42100160	1	1	4	56041000	42101160	50664	获得2只SS级灵宠	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	LogicScriptManager.TriggerScript(4104201)	42101160	暂无	0	0	0	0	0	2045
92100160	1	1	4	56091000	92101160	50669	合成1个橙色魂法器	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	92101160	暂无	0	0	0	0	0	2050
52100160	1	1	4	56051000	52101160	50665	六阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	52101160	暂无	0	0	0	0	0	2046
62100160	1	1	4	56061000	62101160	50666	六阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	62101160	暂无	0	0	0	0	0	2047
2100170	1	1	4	57001000	2101170	50670	强化全身10件装备到+50	base_effect	HZ_luoli_wuqi	base_effect	HZ_luoli_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	2101170	暂无	0	0	0	0	0	2051
12100170	1	1	4	57011000	12101170	50671	秘法激活散仙大圆满	base_effect	luoli_yifu_ZT	base_effect	luoli_yifu	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	12101170	暂无	0	0	0	0	0	2052
32100170	1	1	4	57031000	32101170	50673	任意灵宠培养到7星	base_effect	luoli_kuzi_ZT	base_effect	luoli_kuzi	1	LogicScriptManager.TriggerScript(4104201)	32101170	暂无	0	0	0	0	0	2054
22100170	1	1	4	57021000	22101170	50672	佩戴2张橙色魂卡牌	base_effect	luoli_yaodai_ZT	base_effect	luoli_yaodai	1	CMD_OpenCardPanel(5,nil)	22101170	暂无	0	0	0	0	0	2053
82100170	1	1	4	57081000	82101170	50678	镶嵌5个6级上古宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	82101170	暂无	0	0	0	0	0	2059
72100170	1	1	4	57071000	72101170	50677	4件六阶以上装备双完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	RolePanel.CMD_ShowSubPanelByIndex(3,part,subIndex)	72101170	暂无	0	0	0	0	0	2058
42100170	1	1	4	57041000	42101170	50674	佩戴任意5张橙卡升到6星	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	CMD_OpenCardPanel(3,nil)	42101170	暂无	0	0	0	0	0	2055
92100170	1	1	4	57091000	92101170	50679	2个橙色法器升到10级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	92101170	暂无	0	0	0	0	0	2060
52100170	1	1	4	57051000	52101170	50675	七阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	52101170	暂无	0	0	0	0	0	2056
62100170	1	1	4	57061000	62101170	50676	七阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	62101170	暂无	0	0	0	0	0	2057
2100180	1	1	4	58001000	2101180	50680	强化全身10件装备到+60	base_effect	HZ_luoli_wuqi	base_effect	HZ_luoli_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	2101180	暂无	0	0	0	0	0	2061
12100180	1	1	4	58011000	12101180	50681	秘法激活真仙大圆满	base_effect	luoli_yifu_ZT	base_effect	luoli_yifu	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	12101180	暂无	0	0	0	0	0	2062
32100180	1	1	4	58031000	32101180	50683	任意灵宠培养到8星	base_effect	luoli_kuzi_ZT	base_effect	luoli_kuzi	1	LogicScriptManager.TriggerScript(4104201)	32101180	暂无	0	0	0	0	0	2064
22100180	1	1	4	58021000	22101180	50682	重铸任意6张红卡到完美	base_effect	luoli_yaodai_ZT	base_effect	luoli_yaodai	1	CMD_OpenCardPanel(2,nil)	22101180	暂无	0	0	0	0	0	2063
82100180	1	1	4	58081000	82101180	50688	镶嵌10个4级神赐宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	82101180	暂无	0	0	0	0	0	2069
72100180	1	1	4	58071000	72101180	50687	18层秘法修炼到完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	72101180	暂无	0	0	0	0	0	2068
42100180	1	1	4	58041000	42101180	50684	佩戴任意3张红卡升到4星	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	CMD_OpenCardPanel(3,nil)	42101180	暂无	0	0	0	0	0	2065
92100180	1	1	4	58091000	92101180	50689	2个红色法器升到5级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	92101180	暂无	0	0	0	0	0	2070
52100180	1	1	4	58051000	52101180	50685	八阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	52101180	暂无	0	0	0	0	0	2066
62100180	1	1	4	58061000	62101180	50686	八阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	62101180	暂无	0	0	0	0	0	2067
2100190	1	1	4	59001000	2101190	50690	强化全身10件装备到+70	base_effect	HZ_luoli_wuqi	base_effect	HZ_luoli_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	2101190	暂无	0	0	0	0	0	2091
12100190	1	1	4	59011000	12101190	50691	秘法激活上仙大圆满	base_effect	luoli_yifu_ZT	base_effect	luoli_yifu	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	12101190	暂无	0	0	0	0	0	2092
32100190	1	1	4	59031000	32101190	50693	任意灵宠培养到9星	base_effect	luoli_kuzi_ZT	base_effect	luoli_kuzi	1	LogicScriptManager.TriggerScript(4104201)	32101190	暂无	0	0	0	0	0	2094
22100190	1	1	4	59021000	22101190	50692	佩戴3张红色魂卡牌	base_effect	luoli_yaodai_ZT	base_effect	luoli_yaodai	1	CMD_OpenCardPanel(5,nil)	22101190	暂无	0	0	0	0	0	2093
82100190	1	1	4	59081000	82101190	50698	镶嵌10个5级神赐宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	82101190	暂无	0	0	0	0	0	2099
72100190	1	1	4	59071000	72101190	50697	24层秘法修炼到完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	72101190	暂无	0	0	0	0	0	2098
42100190	1	1	4	59041000	42101190	50694	佩戴任意5张红卡升到6星	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	CMD_OpenCardPanel(3,nil)	42101190	暂无	0	0	0	0	0	2095
92100190	1	1	4	59091000	92101190	50699	1个红色魂法器升到10级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	92101190	暂无	0	0	0	0	0	2100
52100190	1	1	4	59051000	52101190	50695	九阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	52101190	暂无	0	0	0	0	0	2096
62100190	1	1	4	59061000	62101190	50696	九阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	62101190	暂无	0	0	0	0	0	2097
3100110	1	1	4	51000000	3101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_wuqi	base_effect	daoke_wuqi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2001
13100110	1	1	4	51000000	13101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_yifu_nan	base_effect	daoke_yifu_nv	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2002
33100110	1	1	4	51000000	33101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_kuzi_nan	base_effect	daoke_kuzi_nv	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2004
23100110	1	1	4	51000000	23101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_yaodai_nan	base_effect	daoke_yaodai_nv	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2003
83100110	1	1	4	51000000	83101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_maozi	base_effect	daoke_maozi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2009
73100110	1	1	4	51000000	73101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_hujian	base_effect	daoke_hujian	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2008
43100110	1	1	4	51000000	43101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2005
93100110	1	1	4	51000000	93101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2010
53100110	1	1	4	51000000	53101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2006
63100110	1	1	4	51000000	63101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2007
3100120	1	1	4	51000000	3101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_wuqi	base_effect	daoke_wuqi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2001
13100120	1	1	4	51000000	13101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_yifu_nan	base_effect	daoke_yifu_nv	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2002
33100120	1	1	4	51000000	33101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_kuzi_nan	base_effect	daoke_kuzi_nv	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2004
23100120	1	1	4	51000000	23101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_yaodai_nan	base_effect	daoke_yaodai_nv	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2003
83100120	1	1	4	51000000	83101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_maozi	base_effect	daoke_maozi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2009
73100120	1	1	4	51000000	73101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_hujian	base_effect	daoke_hujian	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2008
43100120	1	1	4	51000000	43101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2005
93100120	1	1	4	51000000	93101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2010
53100120	1	1	4	51000000	53101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2006
63100120	1	1	4	51000000	63101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2007
3100130	1	1	4	53001000	3101130	50630	强化全身10件装备到+10	base_effect	daoke_wuqi	base_effect	daoke_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	3101130	暂无	0	0	0	0	0	2011
13100130	1	1	4	53011000	13101130	50631	2个招式15级	base_effect	daoke_yifu_nan	base_effect	daoke_yifu_nv	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	13101130	暂无	0	0	0	0	0	2012
33100130	1	1	4	53031000	33101130	50633	任意灵宠培养到2星	base_effect	daoke_kuzi_nan	base_effect	daoke_kuzi_nv	1	LogicScriptManager.TriggerScript(4104201)	33101130	暂无	0	0	0	0	0	2014
23100130	1	1	4	53021000	23101130	50632	突破到元婴境	base_effect	daoke_yaodai_nan	base_effect	daoke_yaodai_nv	1	RoleInfoPanel.ShowAssignPanel(2)	23101130	暂无	0	0	0	0	0	2013
83100130	1	1	4	53081000	83101130	50638	镶嵌5个3级宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	83101130	暂无	0	0	0	0	0	2019
73100130	1	1	4	53071000	73101130	50637	4件二阶以上装备双完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	RolePanel.CMD_ShowSubPanelByIndex(3,part,subIndex)	73101130	暂无	0	0	0	0	0	2018
43100130	1	1	4	53041000	43101130	50634	获得3只S级以上灵宠	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	LogicScriptManager.TriggerScript(4104201)	43101130	暂无	0	0	0	0	0	2015
93100130	1	1	4	53091000	93101130	50639	任意法器5级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	93101130	暂无	0	0	0	0	0	2020
53100130	1	1	4	53051000	53101130	50635	三阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	53101130	暂无	0	0	0	0	0	2016
63100130	1	1	4	53061000	63101130	50636	三阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	63101130	暂无	0	0	0	0	0	2017
3100140	1	1	4	54001000	3101140	50640	强化全身10件装备到+15	base_effect	daoke_wuqi	base_effect	daoke_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	3101140	暂无	0	0	0	0	0	2021
13100140	1	1	4	54011000	13101140	50641	2个招式25级	base_effect	daoke_yifu_nan	base_effect	daoke_yifu_nv	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	13101140	暂无	0	0	0	0	0	2022
33100140	1	1	4	54031000	33101140	50643	任意灵宠培养到3星	base_effect	daoke_kuzi_nan	base_effect	daoke_kuzi_nv	1	LogicScriptManager.TriggerScript(4104201)	33101140	暂无	0	0	0	0	0	2024
23100140	1	1	4	54021000	23101140	50642	重铸佩戴4张紫卡到完美	base_effect	daoke_yaodai_nan	base_effect	daoke_yaodai_nv	1	CMD_OpenCardPanel(2,nil)	23101140	暂无	0	0	0	0	0	2023
83100140	1	1	4	54081000	83101140	50648	镶嵌10个4级宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	83101140	暂无	0	0	0	0	0	2029
73100140	1	1	4	54071000	73101140	50647	4件三阶以上装备双完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	RolePanel.CMD_ShowSubPanelByIndex(3,part,subIndex)	73101140	暂无	0	0	0	0	0	2028
43100140	1	1	4	54041000	43101140	50644	获得1只SS级灵宠	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	LogicScriptManager.TriggerScript(4104201)	43101140	暂无	0	0	0	0	0	2025
93100140	1	1	4	54091000	93101140	50649	任意紫色法器5级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	93101140	暂无	0	0	0	0	0	2030
53100140	1	1	4	54051000	53101140	50645	四阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	53101140	暂无	0	0	0	0	0	2026
63100140	1	1	4	54061000	63101140	50646	四阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	63101140	暂无	0	0	0	0	0	2027
3100150	1	1	4	55001000	3101150	50650	强化全身10件装备到+30	base_effect	daoke_wuqi	base_effect	daoke_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	3101150	暂无	0	0	0	0	0	2031
13100150	1	1	4	55011000	13101150	50651	秘法激活灵师大圆满	base_effect	daoke_yifu_nan	base_effect	daoke_yifu_nv	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	13101150	暂无	0	0	0	0	0	2032
33100150	1	1	4	55031000	33101150	50653	任意灵宠培养到4星	base_effect	daoke_kuzi_nan	base_effect	daoke_kuzi_nv	1	LogicScriptManager.TriggerScript(4104201)	33101150	暂无	0	0	0	0	0	2034
23100150	1	1	4	55021000	23101150	50652	佩戴1张紫色魂卡牌	base_effect	daoke_yaodai_nan	base_effect	daoke_yaodai_nv	1	CMD_OpenCardPanel(5,nil)	23101150	暂无	0	0	0	0	0	2033
83100150	1	1	4	55081000	83101150	50658	镶嵌5个5级宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	83101150	暂无	0	0	0	0	0	2039
73100150	1	1	4	55071000	73101150	50657	4件四阶以上装备双完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	RolePanel.CMD_ShowSubPanelByIndex(3,part,subIndex)	73101150	暂无	0	0	0	0	0	2038
43100150	1	1	4	55041000	43101150	50654	佩戴任意3张紫卡升到4星	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	CMD_OpenCardPanel(3,nil)	43101150	暂无	0	0	0	0	0	2035
93100150	1	1	4	55091000	93101150	50659	2个紫色法器5级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	93101150	暂无	0	0	0	0	0	2040
53100150	1	1	4	55051000	53101150	50655	五阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	53101150	暂无	0	0	0	0	0	2036
63100150	1	1	4	55061000	63101150	50656	五阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	63101150	暂无	0	0	0	0	0	2037
3100160	1	1	4	56001000	3101160	50660	强化8件以上装备到+40	base_effect	daoke_wuqi	base_effect	daoke_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	3101160	暂无	0	0	0	0	0	2041
13100160	1	1	4	56011000	13101160	50661	秘法激活真人大圆满	base_effect	daoke_yifu_nan	base_effect	daoke_yifu_nv	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	13101160	暂无	0	0	0	0	0	2042
