境界ID	有效标志位	境界等级	境界名字	升级所需灵元(灵宠的灵元，满了才能突破)	升级属性ID（职业）(对应role_fight_attr的表，与境界等级共同起作用)	洗点攻击上限	单次攻击基数	洗点防御上限	单次防御基数	洗点生命上限	单次生命基数	洗点攻击战力值	洗点防御战力值	洗点生命战力值	档次	阶段对应星级
100001	1	5165	炼体境5阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	5166	炼体境6阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	5167	炼体境7阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	5168	炼体境8阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	5169	炼体境9阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	5170	炼体境10阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	5171	炼体境11阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	5172	炼体境12阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	5173	炼体境13阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	5174	炼体境14阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	5175	炼体境15阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	5176	炼体境16阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	5177	炼体境17阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	5178	炼体境18阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	5179	炼体境19阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	5180	炼体境20阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6161	筑基初境1阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6162	筑基初境2阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6163	筑基初境3阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6164	筑基初境4阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6165	筑基初境5阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6166	筑基初境6阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6167	筑基初境7阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6168	筑基初境8阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6169	筑基初境9阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6170	筑基初境10阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6171	筑基中境1阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6172	筑基中境2阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6173	筑基中境3阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6174	筑基中境4阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6175	筑基中境5阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6176	筑基中境6阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6177	筑基中境7阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6178	筑基中境8阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6179	筑基中境9阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6180	筑基中境10阶	5000000	900001	48894	74	24447	37	1187542	2300	97265	97265	97265	7	8
100001	1	6181	筑基上境1阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6182	筑基上境2阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6183	筑基上境3阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6184	筑基上境4阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6185	筑基上境5阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6186	筑基上境6阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6187	筑基上境7阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6188	筑基上境8阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6189	筑基上境9阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6190	筑基上境10阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6191	筑基巅峰1阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6192	筑基巅峰2阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6193	筑基巅峰3阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6194	筑基巅峰4阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6195	筑基巅峰5阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6196	筑基巅峰6阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6197	筑基巅峰7阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6198	筑基巅峰8阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6199	筑基巅峰9阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	6200	筑基巅峰10阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7181	金丹初境1阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7182	金丹初境2阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7183	金丹初境3阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7184	金丹初境4阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7185	金丹初境5阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7186	金丹初境6阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7187	金丹初境7阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7188	金丹初境8阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7189	金丹初境9阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7190	金丹初境10阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7191	金丹中境1阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7192	金丹中境2阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7193	金丹中境3阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7194	金丹中境4阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7195	金丹中境5阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7196	金丹中境6阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7197	金丹中境7阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7198	金丹中境8阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7199	金丹中境9阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
100001	1	7200	金丹中境10阶	5000000	900001	65460	75	32730	37	1397254	953	168407	168407	168407	8	9
