#道藏ID	#等级	valid 	#升级消耗ID	#升级限制ID	#剑客属性1类型	#剑客属性1数值	#剑客属性2类型	#剑客属性2数值	#御灵属性1类型	#御灵属性1数值	#御灵属性2类型	#御灵属性2数值	#刀客属性1类型	#刀客属性1数值	#刀客属性2类型	#刀客属性2数值	#弓手属性1类型	#弓手属性1数值	#弓手属性2类型	#弓手属性2数值	#伙伴属性1类型	#伙伴属性1数值	#伙伴属性2类型	#伙伴属性2数值	增加战力值
[C][S]id	[C][S]level	0	[C][S]consume_id	[C][S]char_state_limit_id	[C][S]char_attr_pro11_type1	[C][S]char_attr_pro11_value1	[C][S]char_attr_pro11_type2	[C][S]char_attr_pro11_value2	[C][S]char_attr_pro21_type1	[C][S]char_attr_pro21_value1	[C][S]char_attr_pro21_type2	[C][S]char_attr_pro21_value2	[C][S]char_attr_pro31_type1	[C][S]char_attr_pro31_value1	[C][S]char_attr_pro31_type2	[C][S]char_attr_pro31_value2	[C][S]char_attr_pro41_type1	[C][S]char_attr_pro41_value1	[C][S]char_attr_pro41_type2	[C][S]char_attr_pro41_value2	[C][S]partner_attr_type1	[C][S]partner_attr_value1	[C][S]partner_attr_type2	[C][S]partner_attr_value2	[S]add_fighting_
900006015	1	1	0	0	68	230	71	230	68	230	71	230	68	253	71	253	68	184	71	184	0	0	0	0	1620
900006016	0	1	60616	90003036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900006016	1	1	0	0	68	230	71	230	68	230	71	230	68	253	71	253	68	184	71	184	0	0	0	0	2164
900006017	0	1	60617	90003037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900006017	1	1	0	0	68	263	71	263	68	263	71	263	68	289	71	289	68	210	71	210	0	0	0	0	2472
900006018	0	1	60618	90003038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900006018	1	1	0	0	68	263	71	263	68	263	71	263	68	289	71	289	68	210	71	210	0	0	0	0	2472
900006019	0	1	60619	90003039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900006019	1	1	0	0	68	296	71	296	68	296	71	296	68	326	71	326	68	237	71	237	0	0	0	0	3712
900006020	0	1	60620	90003040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900006020	1	1	0	0	68	329	71	329	68	329	71	329	68	362	71	362	68	263	71	263	0	0	0	0	4123
