精炼规则ID	精炼星级	有效字段	精炼条件限制	精炼消耗ID	分解材料副ID（1位类型<1装备2宝石>+1位颜色+2位分类(部位)+1位等级；道具是8位的）	精炼成功率·真	精炼成功率·假	付费精炼价格	精炼等级强化上限	突破该星级需要的强化等级	神装升阶时计算继承用的积分 
3152	4	1	0	53152	150200	10000	10000	10000	100	0	2400
3152	5	1	0	53152	150200	10000	10000	10000	100	0	3600
3152	6	1	0	53152	150200	10000	10000	10000	100	0	4800
3152	7	1	0	53152	150200	10000	10000	10000	100	0	6720
3152	8	1	0	53152	150200	10000	10000	10000	100	0	8640
3152	9	1	0	53152	150200	10000	10000	10000	100	0	12480
3152	10	1	-1	-1	150200	0	0	10000	100	0	16320
3162	0	1	0	53162	160200	10000	10000	10000	100	0	0
3162	1	1	0	53162	160200	10000	10000	10000	100	0	600
3162	2	1	0	53162	160200	10000	10000	10000	100	0	1200
3162	3	1	0	53162	160200	10000	10000	10000	100	0	2400
3162	4	1	0	53162	160200	10000	10000	10000	100	0	3600
3162	5	1	0	53162	160200	10000	10000	10000	100	0	5400
3162	6	1	0	53162	160200	10000	10000	10000	100	0	7200
3162	7	1	0	53162	160200	10000	10000	10000	100	0	10400
3162	8	1	0	53162	160200	10000	10000	10000	100	0	13600
3162	9	1	0	53162	160200	10000	10000	10000	100	0	20000
3162	10	1	-1	-1	160200	0	0	10000	100	0	26400
3172	0	1	0	53172	170200	10000	10000	10000	100	0	0
3172	1	1	0	53172	170200	10000	10000	10000	100	0	975
3172	2	1	0	53172	170200	10000	10000	10000	100	0	1950
3172	3	1	0	53172	170200	10000	10000	10000	100	0	3900
3172	4	1	0	53172	170200	10000	10000	10000	100	0	5850
3172	5	1	0	53172	170200	10000	10000	10000	100	0	8775
3172	6	1	0	53172	170200	10000	10000	10000	100	0	11700
3172	7	1	0	53172	170200	10000	10000	10000	100	0	17400
3172	8	1	0	53172	170200	10000	10000	10000	100	0	23100
3172	9	1	0	53172	170200	10000	10000	10000	100	0	34500
3172	10	1	-1	-1	170200	0	0	10000	100	0	45900
3182	0	1	0	53182	180200	10000	10000	10000	100	0	0
3182	1	1	0	53182	180200	10000	10000	10000	100	0	1400
3182	2	1	0	53182	180200	10000	10000	10000	100	0	2800
3182	3	1	0	53182	180200	10000	10000	10000	100	0	5600
3182	4	1	0	53182	180200	10000	10000	10000	100	0	8400
3182	5	1	0	53182	180200	10000	10000	10000	100	0	12600
3182	6	1	0	53182	180200	10000	10000	10000	100	0	16800
3182	7	1	0	53182	180200	10000	10000	10000	100	0	25600
3182	8	1	0	53182	180200	10000	10000	10000	100	0	34400
3182	9	1	0	53182	180200	10000	10000	10000	100	0	52000
3182	10	1	-1	-1	180200	0	0	10000	100	0	69600
3192	0	1	0	53192	190200	10000	10000	10000	100	0	0
3192	1	1	0	53192	190200	10000	10000	10000	100	0	2000
3192	2	1	0	53192	190200	10000	10000	10000	100	0	4000
3192	3	1	0	53192	190200	10000	10000	10000	100	0	8000
3192	4	1	0	53192	190200	10000	10000	10000	100	0	12000
3192	5	1	0	53192	190200	10000	10000	10000	100	0	18000
3192	6	1	0	53192	190200	10000	10000	10000	100	0	24000
3192	7	1	0	53192	190200	10000	10000	10000	100	0	36500
3192	8	1	0	53192	190200	10000	10000	10000	100	0	49000
3192	9	1	0	53192	190200	10000	10000	10000	100	0	74000
3192	10	1	-1	-1	190200	0	0	10000	100	0	99000
3113	0	1	-1	-1	110300	0	0	10000	100	0	0
3123	0	1	0	53123	120300	10000	10000	10000	100	0	0
3133	0	1	0	53133	130300	10000	10000	10000	100	0	0
3133	1	1	0	53133	130300	10000	10000	10000	100	0	105
3133	2	1	0	53133	130300	10000	10000	10000	100	0	210
3133	3	1	0	53133	130300	10000	10000	10000	100	0	420
3133	4	1	0	53133	130300	10000	10000	10000	100	0	630
3133	5	1	0	53133	130300	10000	10000	10000	100	0	945
3133	6	1	-1	-1	130300	0	0	10000	100	0	1260
3143	0	1	0	53143	140300	10000	10000	10000	100	0	0
3143	1	1	0	53143	140300	10000	10000	10000	100	0	200
3143	2	1	0	53143	140300	10000	10000	10000	100	0	400
3143	3	1	0	53143	140300	10000	10000	10000	100	0	800
3143	4	1	0	53143	140300	10000	10000	10000	100	0	1200
3143	5	1	0	53143	140300	10000	10000	10000	100	0	1800
3143	6	1	0	53143	140300	10000	10000	10000	100	0	2400
3143	7	1	0	53143	140300	10000	10000	10000	100	0	3400
3143	8	1	0	53143	140300	10000	10000	10000	100	0	4400
3143	9	1	0	53143	140300	10000	10000	10000	100	0	6400
3143	10	1	-1	-1	140300	0	0	10000	100	0	8400
3153	0	1	0	53153	150300	10000	10000	10000	100	0	0
3153	1	1	0	53153	150300	10000	10000	10000	100	0	400
3153	2	1	0	53153	150300	10000	10000	10000	100	0	800
3153	3	1	0	53153	150300	10000	10000	10000	100	0	1600
3153	4	1	0	53153	150300	10000	10000	10000	100	0	2400
3153	5	1	0	53153	150300	10000	10000	10000	100	0	3600
3153	6	1	0	53153	150300	10000	10000	10000	100	0	4800
3153	7	1	0	53153	150300	10000	10000	10000	100	0	6720
3153	8	1	0	53153	150300	10000	10000	10000	100	0	8640
3153	9	1	0	53153	150300	10000	10000	10000	100	0	12480
3153	10	1	-1	-1	150300	0	0	10000	100	0	16320
3163	0	1	0	53163	160300	10000	10000	10000	100	0	0
3163	1	1	0	53163	160300	10000	10000	10000	100	0	600
3163	2	1	0	53163	160300	10000	10000	10000	100	0	1200
3163	3	1	0	53163	160300	10000	10000	10000	100	0	2400
3163	4	1	0	53163	160300	10000	10000	10000	100	0	3600
3163	5	1	0	53163	160300	10000	10000	10000	100	0	5400
3163	6	1	0	53163	160300	10000	10000	10000	100	0	7200
3163	7	1	0	53163	160300	10000	10000	10000	100	0	10400
3163	8	1	0	53163	160300	10000	10000	10000	100	0	13600
3163	9	1	0	53163	160300	10000	10000	10000	100	0	20000
3163	10	1	-1	-1	160300	0	0	10000	100	0	26400
3173	0	1	0	53173	170300	10000	10000	10000	100	0	0
3173	1	1	0	53173	170300	10000	10000	10000	100	0	975
3173	2	1	0	53173	170300	10000	10000	10000	100	0	1950
3173	3	1	0	53173	170300	10000	10000	10000	100	0	3900
3173	4	1	0	53173	170300	10000	10000	10000	100	0	5850
3173	5	1	0	53173	170300	10000	10000	10000	100	0	8775
3173	6	1	0	53173	170300	10000	10000	10000	100	0	11700
3173	7	1	0	53173	170300	10000	10000	10000	100	0	17400
3173	8	1	0	53173	170300	10000	10000	10000	100	0	23100
3173	9	1	0	53173	170300	10000	10000	10000	100	0	34500
3173	10	1	-1	-1	170300	0	0	10000	100	0	45900
3183	0	1	0	53183	180300	10000	10000	10000	100	0	0
3183	1	1	0	53183	180300	10000	10000	10000	100	0	1400
3183	2	1	0	53183	180300	10000	10000	10000	100	0	2800
3183	3	1	0	53183	180300	10000	10000	10000	100	0	5600
3183	4	1	0	53183	180300	10000	10000	10000	100	0	8400
3183	5	1	0	53183	180300	10000	10000	10000	100	0	12600
3183	6	1	0	53183	180300	10000	10000	10000	100	0	16800
3183	7	1	0	53183	180300	10000	10000	10000	100	0	25600
3183	8	1	0	53183	180300	10000	10000	10000	100	0	34400
3183	9	1	0	53183	180300	10000	10000	10000	100	0	52000
3183	10	1	-1	-1	180300	0	0	10000	100	0	69600
3193	0	1	0	53193	190300	10000	10000	10000	100	0	0
3193	1	1	0	53193	190300	10000	10000	10000	100	0	2000
3193	2	1	0	53193	190300	10000	10000	10000	100	0	4000
3193	3	1	0	53193	190300	10000	10000	10000	100	0	8000
3193	4	1	0	53193	190300	10000	10000	10000	100	0	12000
3193	5	1	0	53193	190300	10000	10000	10000	100	0	18000
3193	6	1	0	53193	190300	10000	10000	10000	100	0	24000
3193	7	1	0	53193	190300	10000	10000	10000	100	0	36500
3193	8	1	0	53193	190300	10000	10000	10000	100	0	49000
3193	9	1	0	53193	190300	10000	10000	10000	100	0	74000
3193	10	1	-1	-1	190300	0	0	10000	100	0	99000
3114	0	1	-1	-1	110400	0	0	10000	100	0	0
3124	0	1	0	53124	120400	10000	10000	10000	100	0	0
3134	0	1	0	53134	130400	10000	10000	10000	100	0	0
3134	1	1	0	53134	130400	10000	10000	10000	100	0	105
3134	2	1	0	53134	130400	10000	10000	10000	100	0	210
3134	3	1	0	53134	130400	10000	10000	10000	100	0	420
3134	4	1	0	53134	130400	10000	10000	10000	100	0	630
3134	5	1	0	53134	130400	10000	10000	10000	100	0	945
3134	6	1	-1	-1	130400	0	0	10000	100	0	1260
3144	0	1	0	53144	140400	10000	10000	10000	100	0	0
3144	1	1	0	53144	140400	10000	10000	10000	100	0	200
3144	2	1	0	53144	140400	10000	10000	10000	100	0	400
3144	3	1	0	53144	140400	10000	10000	10000	100	0	800
3144	4	1	0	53144	140400	10000	10000	10000	100	0	1200
3144	5	1	0	53144	140400	10000	10000	10000	100	0	1800
3144	6	1	0	53144	140400	10000	10000	10000	100	0	2400
3144	7	1	0	53144	140400	10000	10000	10000	100	0	3400
3144	8	1	0	53144	140400	10000	10000	10000	100	0	4400
3144	9	1	0	53144	140400	10000	10000	10000	100	0	6400
3144	10	1	-1	-1	140400	0	0	10000	100	0	8400
3154	0	1	0	53154	150400	10000	10000	10000	100	0	0
3154	1	1	0	53154	150400	10000	10000	10000	100	0	400
3154	2	1	0	53154	150400	10000	10000	10000	100	0	800
3154	3	1	0	53154	150400	10000	10000	10000	100	0	1600
3154	4	1	0	53154	150400	10000	10000	10000	100	0	2400
3154	5	1	0	53154	150400	10000	10000	10000	100	0	3600
3154	6	1	0	53154	150400	10000	10000	10000	100	0	4800
3154	7	1	0	53154	150400	10000	10000	10000	100	0	6720
3154	8	1	0	53154	150400	10000	10000	10000	100	0	8640
3154	9	1	0	53154	150400	10000	10000	10000	100	0	12480
3154	10	1	-1	-1	150400	0	0	10000	100	0	16320
3164	0	1	0	53164	160400	10000	10000	10000	100	0	0
3164	1	1	0	53164	160400	10000	10000	10000	100	0	600
3164	2	1	0	53164	160400	10000	10000	10000	100	0	1200
3164	3	1	0	53164	160400	10000	10000	10000	100	0	2400
3164	4	1	0	53164	160400	10000	10000	10000	100	0	3600
3164	5	1	0	53164	160400	10000	10000	10000	100	0	5400
3164	6	1	0	53164	160400	10000	10000	10000	100	0	7200
3164	7	1	0	53164	160400	10000	10000	10000	100	0	10400
3164	8	1	0	53164	160400	10000	10000	10000	100	0	13600
3164	9	1	0	53164	160400	10000	10000	10000	100	0	20000
3164	10	1	-1	-1	160400	0	0	10000	100	0	26400
3174	0	1	0	53174	170400	10000	10000	10000	100	0	0
3174	1	1	0	53174	170400	10000	10000	10000	100	0	975
3174	2	1	0	53174	170400	10000	10000	10000	100	0	1950
3174	3	1	0	53174	170400	10000	10000	10000	100	0	3900
3174	4	1	0	53174	170400	10000	10000	10000	100	0	5850
3174	5	1	0	53174	170400	10000	10000	10000	100	0	8775
3174	6	1	0	53174	170400	10000	10000	10000	100	0	11700
3174	7	1	0	53174	170400	10000	10000	10000	100	0	17400
3174	8	1	0	53174	170400	10000	10000	10000	100	0	23100
3174	9	1	0	53174	170400	10000	10000	10000	100	0	34500
3174	10	1	-1	-1	170400	0	0	10000	100	0	45900
3184	0	1	0	53184	180400	10000	10000	10000	100	0	0
3184	1	1	0	53184	180400	10000	10000	10000	100	0	1400
3184	2	1	0	53184	180400	10000	10000	10000	100	0	2800
3184	3	1	0	53184	180400	10000	10000	10000	100	0	5600
3184	4	1	0	53184	180400	10000	10000	10000	100	0	8400
3184	5	1	0	53184	180400	10000	10000	10000	100	0	12600
3184	6	1	0	53184	180400	10000	10000	10000	100	0	16800
3184	7	1	0	53184	180400	10000	10000	10000	100	0	25600
3184	8	1	0	53184	180400	10000	10000	10000	100	0	34400
3184	9	1	0	53184	180400	10000	10000	10000	100	0	52000
3184	10	1	-1	-1	180400	0	0	10000	100	0	69600
3194	0	1	0	53194	190400	10000	10000	10000	100	0	0
3194	1	1	0	53194	190400	10000	10000	10000	100	0	2000
3194	2	1	0	53194	190400	10000	10000	10000	100	0	4000
3194	3	1	0	53194	190400	10000	10000	10000	100	0	8000
3194	4	1	0	53194	190400	10000	10000	10000	100	0	12000
3194	5	1	0	53194	190400	10000	10000	10000	100	0	18000
3194	6	1	0	53194	190400	10000	10000	10000	100	0	24000
3194	7	1	0	53194	190400	10000	10000	10000	100	0	36500
3194	8	1	0	53194	190400	10000	10000	10000	100	0	49000
3194	9	1	0	53194	190400	10000	10000	10000	100	0	74000
3194	10	1	-1	-1	190400	0	0	10000	100	0	99000
3115	0	1	-1	-1	110500	0	0	10000	100	0	0
3125	0	1	0	53125	120500	10000	10000	10000	100	0	0
3135	0	1	0	53135	130500	10000	10000	10000	100	0	0
3135	1	1	0	53135	130500	10000	10000	10000	100	0	105
3135	2	1	0	53135	130500	10000	10000	10000	100	0	210
3135	3	1	0	53135	130500	10000	10000	10000	100	0	420
3135	4	1	0	53135	130500	10000	10000	10000	100	0	630
3135	5	1	0	53135	130500	10000	10000	10000	100	0	945
3135	6	1	-1	-1	130500	0	0	10000	100	0	1260
3145	0	1	0	53145	140500	10000	10000	10000	100	0	0
3145	1	1	0	53145	140500	10000	10000	10000	100	0	200
3145	2	1	0	53145	140500	10000	10000	10000	100	0	400
3145	3	1	0	53145	140500	10000	10000	10000	100	0	800
3145	4	1	0	53145	140500	10000	10000	10000	100	0	1200
3145	5	1	0	53145	140500	10000	10000	10000	100	0	1800
3145	6	1	0	53145	140500	10000	10000	10000	100	0	2400
3145	7	1	0	53145	140500	10000	10000	10000	100	0	3400
3145	8	1	0	53145	140500	10000	10000	10000	100	0	4400
3145	9	1	0	53145	140500	10000	10000	10000	100	0	6400
3145	10	1	-1	-1	140500	0	0	10000	100	0	8400
3155	0	1	0	53155	150500	10000	10000	10000	100	0	0
3155	1	1	0	53155	150500	10000	10000	10000	100	0	400
3155	2	1	0	53155	150500	10000	10000	10000	100	0	800
3155	3	1	0	53155	150500	10000	10000	10000	100	0	1600
3155	4	1	0	53155	150500	10000	10000	10000	100	0	2400
3155	5	1	0	53155	150500	10000	10000	10000	100	0	3600
3155	6	1	0	53155	150500	10000	10000	10000	100	0	4800
3155	7	1	0	53155	150500	10000	10000	10000	100	0	6720
3155	8	1	0	53155	150500	10000	10000	10000	100	0	8640
3155	9	1	0	53155	150500	10000	10000	10000	100	0	12480
3155	10	1	-1	-1	150500	0	0	10000	100	0	16320
3165	0	1	0	53165	160500	10000	10000	10000	100	0	0
3165	1	1	0	53165	160500	10000	10000	10000	100	0	600
3165	2	1	0	53165	160500	10000	10000	10000	100	0	1200
3165	3	1	0	53165	160500	10000	10000	10000	100	0	2400
3165	4	1	0	53165	160500	10000	10000	10000	100	0	3600
3165	5	1	0	53165	160500	10000	10000	10000	100	0	5400
3165	6	1	0	53165	160500	10000	10000	10000	100	0	7200
3165	7	1	0	53165	160500	10000	10000	10000	100	0	10400
3165	8	1	0	53165	160500	10000	10000	10000	100	0	13600
3165	9	1	0	53165	160500	10000	10000	10000	100	0	20000
3165	10	1	-1	-1	160500	0	0	10000	100	0	26400
3175	0	1	0	53175	170500	10000	10000	10000	100	0	0
3175	1	1	0	53175	170500	10000	10000	10000	100	0	975
3175	2	1	0	53175	170500	10000	10000	10000	100	0	1950
3175	3	1	0	53175	170500	10000	10000	10000	100	0	3900
3175	4	1	0	53175	170500	10000	10000	10000	100	0	5850
3175	5	1	0	53175	170500	10000	10000	10000	100	0	8775
3175	6	1	0	53175	170500	10000	10000	10000	100	0	11700
3175	7	1	0	53175	170500	10000	10000	10000	100	0	17400
3175	8	1	0	53175	170500	10000	10000	10000	100	0	23100
3175	9	1	0	53175	170500	10000	10000	10000	100	0	34500
3175	10	1	-1	-1	170500	0	0	10000	100	0	45900
3185	0	1	0	53185	180500	10000	10000	10000	100	0	0
3185	1	1	0	53185	180500	10000	10000	10000	100	0	1400
3185	2	1	0	53185	180500	10000	10000	10000	100	0	2800
3185	3	1	0	53185	180500	10000	10000	10000	100	0	5600
3185	4	1	0	53185	180500	10000	10000	10000	100	0	8400
3185	5	1	0	53185	180500	10000	10000	10000	100	0	12600
3185	6	1	0	53185	180500	10000	10000	10000	100	0	16800
3185	7	1	0	53185	180500	10000	10000	10000	100	0	25600
3185	8	1	0	53185	180500	10000	10000	10000	100	0	34400
3185	9	1	0	53185	180500	10000	10000	10000	100	0	52000
3185	10	1	-1	-1	180500	0	0	10000	100	0	69600
3195	0	1	0	53195	190500	10000	10000	10000	100	0	0
3195	1	1	0	53195	190500	10000	10000	10000	100	0	2000
3195	2	1	0	53195	190500	10000	10000	10000	100	0	4000
3195	3	1	0	53195	190500	10000	10000	10000	100	0	8000
3195	4	1	0	53195	190500	10000	10000	10000	100	0	12000
3195	5	1	0	53195	190500	10000	10000	10000	100	0	18000
3195	6	1	0	53195	190500	10000	10000	10000	100	0	24000
3195	7	1	0	53195	190500	10000	10000	10000	100	0	36500
3195	8	1	0	53195	190500	10000	10000	10000	100	0	49000
3195	9	1	0	53195	190500	10000	10000	10000	100	0	74000
3195	10	1	-1	-1	190500	0	0	10000	100	0	99000
3116	0	1	-1	-1	110600	0	0	10000	100	0	0
3126	0	1	0	53126	120600	10000	10000	10000	100	0	0
3136	0	1	0	53136	130600	10000	10000	10000	100	0	0
3136	1	1	0	53136	130600	10000	10000	10000	100	0	105
3136	2	1	0	53136	130600	10000	10000	10000	100	0	210
3136	3	1	0	53136	130600	10000	10000	10000	100	0	420
3136	4	1	0	53136	130600	10000	10000	10000	100	0	630
3136	5	1	0	53136	130600	10000	10000	10000	100	0	945
3136	6	1	-1	-1	130600	0	0	10000	100	0	1260
3146	0	1	0	53146	140600	10000	10000	10000	100	0	0
3146	1	1	0	53146	140600	10000	10000	10000	100	0	200
3146	2	1	0	53146	140600	10000	10000	10000	100	0	400
3146	3	1	0	53146	140600	10000	10000	10000	100	0	800
3146	4	1	0	53146	140600	10000	10000	10000	100	0	1200
3146	5	1	0	53146	140600	10000	10000	10000	100	0	1800
3146	6	1	0	53146	140600	10000	10000	10000	100	0	2400
3146	7	1	0	53146	140600	10000	10000	10000	100	0	3400
3146	8	1	0	53146	140600	10000	10000	10000	100	0	4400
3146	9	1	0	53146	140600	10000	10000	10000	100	0	6400
3146	10	1	-1	-1	140600	0	0	10000	100	0	8400
3156	0	1	0	53156	150600	10000	10000	10000	100	0	0
3156	1	1	0	53156	150600	10000	10000	10000	100	0	400
3156	2	1	0	53156	150600	10000	10000	10000	100	0	800
3156	3	1	0	53156	150600	10000	10000	10000	100	0	1600
3156	4	1	0	53156	150600	10000	10000	10000	100	0	2400
3156	5	1	0	53156	150600	10000	10000	10000	100	0	3600
3156	6	1	0	53156	150600	10000	10000	10000	100	0	4800
3156	7	1	0	53156	150600	10000	10000	10000	100	0	6720
3156	8	1	0	53156	150600	10000	10000	10000	100	0	8640
3156	9	1	0	53156	150600	10000	10000	10000	100	0	12480
3156	10	1	-1	-1	150600	0	0	10000	100	0	16320
3166	0	1	0	53166	160600	10000	10000	10000	100	0	0
3166	1	1	0	53166	160600	10000	10000	10000	100	0	600
3166	2	1	0	53166	160600	10000	10000	10000	100	0	1200
3166	3	1	0	53166	160600	10000	10000	10000	100	0	2400
3166	4	1	0	53166	160600	10000	10000	10000	100	0	3600
3166	5	1	0	53166	160600	10000	10000	10000	100	0	5400
3166	6	1	0	53166	160600	10000	10000	10000	100	0	7200
3166	7	1	0	53166	160600	10000	10000	10000	100	0	10400
3166	8	1	0	53166	160600	10000	10000	10000	100	0	13600
3166	9	1	0	53166	160600	10000	10000	10000	100	0	20000
3166	10	1	-1	-1	160600	0	0	10000	100	0	26400
3176	0	1	0	53176	170600	10000	10000	10000	100	0	0
3176	1	1	0	53176	170600	10000	10000	10000	100	0	975
3176	2	1	0	53176	170600	10000	10000	10000	100	0	1950
3176	3	1	0	53176	170600	10000	10000	10000	100	0	3900
3176	4	1	0	53176	170600	10000	10000	10000	100	0	5850
3176	5	1	0	53176	170600	10000	10000	10000	100	0	8775
3176	6	1	0	53176	170600	10000	10000	10000	100	0	11700
3176	7	1	0	53176	170600	10000	10000	10000	100	0	17400
3176	8	1	0	53176	170600	10000	10000	10000	100	0	23100
3176	9	1	0	53176	170600	10000	10000	10000	100	0	34500
3176	10	1	-1	-1	170600	0	0	10000	100	0	45900
3186	0	1	0	53186	180600	10000	10000	10000	100	0	0
3186	1	1	0	53186	180600	10000	10000	10000	100	0	1400
3186	2	1	0	53186	180600	10000	10000	10000	100	0	2800
3186	3	1	0	53186	180600	10000	10000	10000	100	0	5600
3186	4	1	0	53186	180600	10000	10000	10000	100	0	8400
3186	5	1	0	53186	180600	10000	10000	10000	100	0	12600
3186	6	1	0	53186	180600	10000	10000	10000	100	0	16800
3186	7	1	0	53186	180600	10000	10000	10000	100	0	25600
3186	8	1	0	53186	180600	10000	10000	10000	100	0	34400
3186	9	1	0	53186	180600	10000	10000	10000	100	0	52000
3186	10	1	-1	-1	180600	0	0	10000	100	0	69600
3196	0	1	0	53196	190600	10000	10000	10000	100	0	0
3196	1	1	0	53196	190600	10000	10000	10000	100	0	2000
3196	2	1	0	53196	190600	10000	10000	10000	100	0	4000
3196	3	1	0	53196	190600	10000	10000	10000	100	0	8000
3196	4	1	0	53196	190600	10000	10000	10000	100	0	12000
3196	5	1	0	53196	190600	10000	10000	10000	100	0	18000
3196	6	1	0	53196	190600	10000	10000	10000	100	0	24000
3196	7	1	0	53196	190600	10000	10000	10000	100	0	36500
3196	8	1	0	53196	190600	10000	10000	10000	100	0	49000
3196	9	1	0	53196	190600	10000	10000	10000	100	0	74000
3196	10	1	-1	-1	190600	0	0	10000	100	0	99000
3117	0	1	-1	-1	110700	0	0	10000	100	0	0
3127	0	1	0	53127	120700	10000	10000	10000	100	0	0
3137	0	1	0	53137	130700	10000	10000	10000	100	0	0
3137	1	1	0	53137	130700	10000	10000	10000	100	0	105
3137	2	1	0	53137	130700	10000	10000	10000	100	0	210
3137	3	1	0	53137	130700	10000	10000	10000	100	0	420
3137	4	1	0	53137	130700	10000	10000	10000	100	0	630
3137	5	1	0	53137	130700	10000	10000	10000	100	0	945
3137	6	1	-1	-1	130700	0	0	10000	100	0	1260
3147	0	1	0	53147	140700	10000	10000	10000	100	0	0
3147	1	1	0	53147	140700	10000	10000	10000	100	0	200
3147	2	1	0	53147	140700	10000	10000	10000	100	0	400
3147	3	1	0	53147	140700	10000	10000	10000	100	0	800
3147	4	1	0	53147	140700	10000	10000	10000	100	0	1200
3147	5	1	0	53147	140700	10000	10000	10000	100	0	1800
3147	6	1	0	53147	140700	10000	10000	10000	100	0	2400
3147	7	1	0	53147	140700	10000	10000	10000	100	0	3400
3147	8	1	0	53147	140700	10000	10000	10000	100	0	4400
3147	9	1	0	53147	140700	10000	10000	10000	100	0	6400
3147	10	1	-1	-1	140700	0	0	10000	100	0	8400
3157	0	1	0	53157	150700	10000	10000	10000	100	0	0
3157	1	1	0	53157	150700	10000	10000	10000	100	0	400
3157	2	1	0	53157	150700	10000	10000	10000	100	0	800
3157	3	1	0	53157	150700	10000	10000	10000	100	0	1600
3157	4	1	0	53157	150700	10000	10000	10000	100	0	2400
3157	5	1	0	53157	150700	10000	10000	10000	100	0	3600
3157	6	1	0	53157	150700	10000	10000	10000	100	0	4800
3157	7	1	0	53157	150700	10000	10000	10000	100	0	6720
3157	8	1	0	53157	150700	10000	10000	10000	100	0	8640
3157	9	1	0	53157	150700	10000	10000	10000	100	0	12480
3157	10	1	-1	-1	150700	0	0	10000	100	0	16320
3167	0	1	0	53167	160700	10000	10000	10000	100	0	0
3167	1	1	0	53167	160700	10000	10000	10000	100	0	600
3167	2	1	0	53167	160700	10000	10000	10000	100	0	1200
3167	3	1	0	53167	160700	10000	10000	10000	100	0	2400
3167	4	1	0	53167	160700	10000	10000	10000	100	0	3600
3167	5	1	0	53167	160700	10000	10000	10000	100	0	5400
3167	6	1	0	53167	160700	10000	10000	10000	100	0	7200
3167	7	1	0	53167	160700	10000	10000	10000	100	0	10400
3167	8	1	0	53167	160700	10000	10000	10000	100	0	13600
3167	9	1	0	53167	160700	10000	10000	10000	100	0	20000
3167	10	1	-1	-1	160700	0	0	10000	100	0	26400
3177	0	1	0	53177	170700	10000	10000	10000	100	0	0
3177	1	1	0	53177	170700	10000	10000	10000	100	0	975
3177	2	1	0	53177	170700	10000	10000	10000	100	0	1950
3177	3	1	0	53177	170700	10000	10000	10000	100	0	3900
3177	4	1	0	53177	170700	10000	10000	10000	100	0	5850
3177	5	1	0	53177	170700	10000	10000	10000	100	0	8775
3177	6	1	0	53177	170700	10000	10000	10000	100	0	11700
3177	7	1	0	53177	170700	10000	10000	10000	100	0	17400
3177	8	1	0	53177	170700	10000	10000	10000	100	0	23100
3177	9	1	0	53177	170700	10000	10000	10000	100	0	34500
3177	10	1	-1	-1	170700	0	0	10000	100	0	45900
3187	0	1	0	53187	180700	10000	10000	10000	100	0	0
3187	1	1	0	53187	180700	10000	10000	10000	100	0	1400
3187	2	1	0	53187	180700	10000	10000	10000	100	0	2800
3187	3	1	0	53187	180700	10000	10000	10000	100	0	5600
3187	4	1	0	53187	180700	10000	10000	10000	100	0	8400
3187	5	1	0	53187	180700	10000	10000	10000	100	0	12600
3187	6	1	0	53187	180700	10000	10000	10000	100	0	16800
3187	7	1	0	53187	180700	10000	10000	10000	100	0	25600
3187	8	1	0	53187	180700	10000	10000	10000	100	0	34400
3187	9	1	0	53187	180700	10000	10000	10000	100	0	52000
3187	10	1	-1	-1	180700	0	0	10000	100	0	69600
3197	0	1	0	53197	190700	10000	10000	10000	100	0	0
3197	1	1	0	53197	190700	10000	10000	10000	100	0	2000
3197	2	1	0	53197	190700	10000	10000	10000	100	0	4000
3197	3	1	0	53197	190700	10000	10000	10000	100	0	8000
3197	4	1	0	53197	190700	10000	10000	10000	100	0	12000
3197	5	1	0	53197	190700	10000	10000	10000	100	0	18000
3197	6	1	0	53197	190700	10000	10000	10000	100	0	24000
3197	7	1	0	53197	190700	10000	10000	10000	100	0	36500
3197	8	1	0	53197	190700	10000	10000	10000	100	0	49000
3197	9	1	0	53197	190700	10000	10000	10000	100	0	74000
3197	10	1	-1	-1	190700	0	0	10000	100	0	99000
3118	0	1	-1	-1	110800	0	0	10000	100	0	0
3128	0	1	0	53128	120800	10000	10000	10000	100	0	0
3138	0	1	0	53138	130800	10000	10000	10000	100	0	0
3138	1	1	0	53138	130800	10000	10000	10000	100	0	105
3138	2	1	0	53138	130800	10000	10000	10000	100	0	210
3138	3	1	0	53138	130800	10000	10000	10000	100	0	420
3138	4	1	0	53138	130800	10000	10000	10000	100	0	630
3138	5	1	0	53138	130800	10000	10000	10000	100	0	945
3138	6	1	-1	-1	130800	0	0	10000	100	0	1260
3148	0	1	0	53148	140800	10000	10000	10000	100	0	0
3148	1	1	0	53148	140800	10000	10000	10000	100	0	200
3148	2	1	0	53148	140800	10000	10000	10000	100	0	400
3148	3	1	0	53148	140800	10000	10000	10000	100	0	800
3148	4	1	0	53148	140800	10000	10000	10000	100	0	1200
3148	5	1	0	53148	140800	10000	10000	10000	100	0	1800
3148	6	1	0	53148	140800	10000	10000	10000	100	0	2400
3148	7	1	0	53148	140800	10000	10000	10000	100	0	3400
3148	8	1	0	53148	140800	10000	10000	10000	100	0	4400
3148	9	1	0	53148	140800	10000	10000	10000	100	0	6400
3148	10	1	-1	-1	140800	0	0	10000	100	0	8400
3158	0	1	0	53158	150800	10000	10000	10000	100	0	0
3158	1	1	0	53158	150800	10000	10000	10000	100	0	400
3158	2	1	0	53158	150800	10000	10000	10000	100	0	800
3158	3	1	0	53158	150800	10000	10000	10000	100	0	1600
3158	4	1	0	53158	150800	10000	10000	10000	100	0	2400
3158	5	1	0	53158	150800	10000	10000	10000	100	0	3600
