奖励ID（抽奖表要保持连贯性，中间不要出现有效值为0或者中断跳字的情况，活动ID参数不是主键，要注意参数ID不同的奖励ID不能相同——会导致前面参数的数据被服务器读取跳过，最多到256）	所属境界	抽奖档次(1青铜抽奖、2白银抽奖、3黄金抽奖)	有效标志	活动ID参数	出现几率（低价档）	出现几率（中价档随机3个）	出现几率（高价档随机1个）	获得几率	第1次重抽	第2~5次重抽	第6次及以上重抽	奖励类型（1货币，2道具）	奖励物品ID(货币枚举：1感悟，2军功，3威望，4荣誉，5贡献，6体力，7神识，8学分，200经验,201星辉，202金币，203绑金，204元宝，205绑元)	奖励数量	奖励倍数	奖励参数	触发事件	最多出现次数（注意这个次数是低、中、高三档共用的，如果某个东西三档里都有，而次数都出现在低价档里了，那另外两档就都随不到他了）	状态限制	是否广播	时间限制（时间限制ID，主要和活动关联决定这个玩家能不能出现在奖池里的）	是否高价值（大于0有特效，大于2在奖池中显示，数值越大则排序越靠前）	次数限制ID	底图颜色 
29	24	1	1	0	0	0	300	100	200	250	300	2	430100601	1	9	0	0	1	0	1	0	1	0	6
29	25	1	1	0	0	0	300	100	200	250	300	2	430100601	1	9	0	0	1	0	1	0	1	0	6
30	0	1	1	0	0	0	0	100	0	0	0	2	430200304	1	1	0	0	1	0	0	0	5	0	3
30	1	1	1	0	0	0	0	100	0	0	0	2	430200304	1	1	0	0	1	0	0	0	5	0	3
30	2	1	1	0	0	0	0	100	0	0	0	2	430200304	1	1	0	0	1	0	0	0	5	0	3
30	3	1	1	0	0	0	0	100	0	0	0	2	430200304	1	1	0	0	1	0	0	0	5	0	3
30	4	1	1	0	0	0	0	100	0	0	0	2	430200304	1	1	0	0	1	0	0	0	5	0	3
30	5	1	1	0	0	0	0	100	0	0	0	2	430200304	1	1	0	0	1	0	0	0	5	0	3
30	6	1	1	0	0	0	0	100	0	0	0	2	430200304	1	1	0	0	1	0	0	0	5	0	3
30	7	1	1	0	0	0	0	100	0	0	0	2	430200304	1	1	0	0	1	0	0	0	5	0	3
30	8	1	1	0	0	1000	0	100	300	200	160	2	430200304	1	1	0	0	1	0	0	0	5	0	3
30	9	1	1	0	0	1000	0	100	300	200	160	2	430200304	1	1	0	0	1	0	0	0	5	0	3
30	10	1	1	0	0	1000	0	100	300	200	160	2	430200304	1	1	0	0	1	0	0	0	5	0	3
30	11	1	1	0	0	600	0	100	300	200	160	2	430200304	1	1	0	0	1	0	0	0	5	0	3
30	12	1	1	0	0	600	0	100	300	200	160	2	430200304	1	1	0	0	1	0	0	0	5	0	3
30	13	1	1	0	0	600	0	100	300	200	160	2	430200304	1	1	0	0	1	0	0	0	5	0	3
30	14	1	1	0	0	600	0	100	300	200	160	2	430200404	1	1	0	0	1	0	0	0	5	0	4
30	15	1	1	0	0	600	0	100	300	200	160	2	430200404	1	1	0	0	1	0	0	0	5	0	4
30	16	1	1	0	0	600	0	100	300	200	160	2	430200404	1	1	0	0	1	0	0	0	5	0	4
30	17	1	1	0	0	600	0	100	300	200	160	2	430200404	1	1	0	0	1	0	0	0	5	0	4
30	18	1	1	0	0	600	0	100	300	200	160	2	430200404	1	1	0	0	1	0	0	0	5	0	4
30	19	1	1	0	0	600	0	100	300	200	160	2	430200404	1	1	0	0	1	0	0	0	5	0	4
30	20	1	1	0	0	600	0	100	300	200	160	2	430200504	1	1	0	0	1	0	0	0	5	0	6
30	21	1	1	0	0	600	0	100	300	200	160	2	430200504	1	1	0	0	1	0	0	0	5	0	6
30	22	1	1	0	0	600	0	100	300	200	160	2	430200504	1	1	0	0	1	0	0	0	5	0	6
30	23	1	1	0	0	600	0	100	300	200	160	2	430200504	1	1	0	0	1	0	0	0	5	0	6
30	24	1	1	0	0	600	0	100	300	200	160	2	430200504	1	1	0	0	1	0	0	0	5	0	6
30	25	1	1	0	0	600	0	100	300	200	160	2	430200504	1	1	0	0	1	0	0	0	5	0	6
31	0	1	1	0	0	0	0	100	0	0	0	2	430200304	1	2	0	0	1	0	1	0	5	0	3
31	1	1	1	0	0	0	0	100	0	0	0	2	430200304	1	2	0	0	1	0	1	0	5	0	3
31	2	1	1	0	0	0	0	100	0	0	0	2	430200304	1	2	0	0	1	0	1	0	5	0	3
31	3	1	1	0	0	0	0	100	0	0	0	2	430200304	1	2	0	0	1	0	1	0	5	0	3
31	4	1	1	0	0	0	0	100	0	0	0	2	430200304	1	2	0	0	1	0	1	0	5	0	3
31	5	1	1	0	0	0	0	100	0	0	0	2	430200304	1	2	0	0	1	0	1	0	5	0	3
31	6	1	1	0	0	0	0	100	0	0	0	2	430200304	1	2	0	0	1	0	1	0	5	0	3
31	7	1	1	0	0	0	0	100	0	0	0	2	430200304	1	2	0	0	1	0	1	0	5	0	3
31	8	1	1	0	0	0	500	100	200	250	300	2	430200304	1	2	0	0	1	0	1	0	5	0	3
31	9	1	1	0	0	0	500	100	200	250	300	2	430200304	1	2	0	0	1	0	1	0	5	0	3
31	10	1	1	0	0	0	500	100	200	250	300	2	430200304	1	2	0	0	1	0	1	0	5	0	3
31	11	1	1	0	0	0	300	100	200	250	300	2	430200304	1	2	0	0	1	0	1	0	5	0	3
31	12	1	1	0	0	0	300	100	200	250	300	2	430200304	1	2	0	0	1	0	1	0	5	0	3
31	13	1	1	0	0	0	300	100	200	250	300	2	430200304	1	2	0	0	1	0	1	0	5	0	3
31	14	1	1	0	0	0	300	100	200	250	300	2	430200404	1	2	0	0	1	0	1	0	5	0	4
31	15	1	1	0	0	0	300	100	200	250	300	2	430200404	1	2	0	0	1	0	1	0	5	0	4
31	16	1	1	0	0	0	300	100	200	250	300	2	430200404	1	2	0	0	1	0	1	0	5	0	4
31	17	1	1	0	0	0	300	100	200	250	300	2	430200404	1	2	0	0	1	0	1	0	5	0	4
31	18	1	1	0	0	0	300	100	200	250	300	2	430200404	1	2	0	0	1	0	1	0	5	0	4
31	19	1	1	0	0	0	300	100	200	250	300	2	430200404	1	2	0	0	1	0	1	0	5	0	4
31	20	1	1	0	0	0	300	100	200	250	300	2	430200504	1	2	0	0	1	0	1	0	5	0	6
31	21	1	1	0	0	0	300	100	200	250	300	2	430200504	1	2	0	0	1	0	1	0	5	0	6
31	22	1	1	0	0	0	300	100	200	250	300	2	430200504	1	2	0	0	1	0	1	0	5	0	6
31	23	1	1	0	0	0	300	100	200	250	300	2	430200504	1	2	0	0	1	0	1	0	5	0	6
31	24	1	1	0	0	0	300	100	200	250	300	2	430200504	1	2	0	0	1	0	1	0	5	0	6
31	25	1	1	0	0	0	300	100	200	250	300	2	430200504	1	2	0	0	1	0	1	0	5	0	6
1	0	2	1	0	500	0	0	1000	500	600	400	1	200	170000	1	0	0	2	0	0	0	0	0	2
1	1	2	1	0	500	0	0	1000	500	600	400	1	200	170000	1	0	0	2	0	0	0	0	0	2
1	2	2	1	0	500	0	0	1000	500	600	400	1	200	170000	1	0	0	2	0	0	0	0	0	2
1	3	2	1	0	500	0	0	1000	500	600	400	1	200	170000	1	0	0	2	0	0	0	0	0	2
1	4	2	1	0	500	0	0	1000	500	600	400	1	200	170000	1	0	0	2	0	0	0	0	0	2
1	5	2	1	0	500	0	0	1000	500	600	400	1	200	330000	1	0	0	2	0	0	0	0	0	2
1	6	2	1	0	500	0	0	1000	500	600	400	1	200	330000	1	0	0	2	0	0	0	0	0	2
1	7	2	1	0	500	0	0	1000	500	600	400	1	200	330000	1	0	0	2	0	0	0	0	0	2
1	8	2	1	0	500	0	0	1000	500	600	400	1	200	660000	1	0	0	2	0	0	0	0	0	2
1	9	2	1	0	500	0	0	1000	500	600	400	1	200	660000	1	0	0	2	0	0	0	0	0	2
1	10	2	1	0	500	0	0	1000	500	600	400	1	200	660000	1	0	0	2	0	0	0	0	0	2
1	11	2	1	0	500	0	0	1000	500	600	400	1	200	1330000	1	0	0	2	0	0	0	0	0	2
1	12	2	1	0	500	0	0	1000	500	600	400	1	200	1330000	1	0	0	2	0	0	0	0	0	2
1	13	2	1	0	500	0	0	1000	500	600	400	1	200	1330000	1	0	0	2	0	0	0	0	0	2
1	14	2	1	0	500	0	0	1000	500	600	400	1	200	2650000	1	0	0	2	0	0	0	0	0	2
1	15	2	1	0	500	0	0	1000	500	600	400	1	200	2650000	1	0	0	2	0	0	0	0	0	2
1	16	2	1	0	500	0	0	1000	500	600	400	1	200	2650000	1	0	0	2	0	0	0	0	0	2
1	17	2	1	0	500	0	0	1000	500	600	400	1	200	5310000	1	0	0	2	0	0	0	0	0	2
1	18	2	1	0	500	0	0	1000	500	600	400	1	200	5310000	1	0	0	2	0	0	0	0	0	2
1	19	2	1	0	500	0	0	1000	500	600	400	1	200	5310000	1	0	0	2	0	0	0	0	0	2
1	20	2	1	0	500	0	0	1000	500	600	400	1	200	10610000	1	0	0	2	0	0	0	0	0	2
1	21	2	1	0	500	0	0	1000	500	600	400	1	200	10610000	1	0	0	2	0	0	0	0	0	2
1	22	2	1	0	500	0	0	1000	500	600	400	1	200	10610000	1	0	0	2	0	0	0	0	0	2
1	23	2	1	0	500	0	0	1000	500	600	400	1	200	21230000	1	0	0	2	0	0	0	0	0	2
1	24	2	1	0	500	0	0	1000	500	600	400	1	200	21230000	1	0	0	2	0	0	0	0	0	2
1	25	2	1	0	500	0	0	1000	500	600	400	1	200	21230000	1	0	0	2	0	0	0	0	0	2
2	0	2	1	0	500	0	0	1000	500	600	400	1	203	100000	1	0	0	2	0	0	0	0	0	2
2	1	2	1	0	500	0	0	1000	500	600	400	1	203	100000	1	0	0	2	0	0	0	0	0	2
2	2	2	1	0	500	0	0	1000	500	600	400	1	203	100000	1	0	0	2	0	0	0	0	0	2
2	3	2	1	0	500	0	0	1000	500	600	400	1	203	100000	1	0	0	2	0	0	0	0	0	2
2	4	2	1	0	500	0	0	1000	500	600	400	1	203	100000	1	0	0	2	0	0	0	0	0	2
2	5	2	1	0	500	0	0	1000	500	600	400	1	203	119000	1	0	0	2	0	0	0	0	0	2
2	6	2	1	0	500	0	0	1000	500	600	400	1	203	119000	1	0	0	2	0	0	0	0	0	2
2	7	2	1	0	500	0	0	1000	500	600	400	1	203	119000	1	0	0	2	0	0	0	0	0	2
2	8	2	1	0	500	0	0	1000	500	600	400	1	203	144000	1	0	0	2	0	0	0	0	0	2
2	9	2	1	0	500	0	0	1000	500	600	400	1	203	144000	1	0	0	2	0	0	0	0	0	2
2	10	2	1	0	500	0	0	1000	500	600	400	1	203	144000	1	0	0	2	0	0	0	0	0	2
2	11	2	1	0	700	0	0	1000	500	600	400	1	203	174000	1	0	0	2	0	0	0	0	0	2
2	12	2	1	0	700	0	0	1000	500	600	400	1	203	174000	1	0	0	2	0	0	0	0	0	2
2	13	2	1	0	700	0	0	1000	500	600	400	1	203	174000	1	0	0	2	0	0	0	0	0	2
2	14	2	1	0	700	0	0	1000	500	600	400	1	203	209000	1	0	0	2	0	0	0	0	0	2
2	15	2	1	0	700	0	0	1000	500	600	400	1	203	209000	1	0	0	2	0	0	0	0	0	2
2	16	2	1	0	700	0	0	1000	500	600	400	1	203	209000	1	0	0	2	0	0	0	0	0	2
2	17	2	1	0	700	0	0	1000	500	600	400	1	203	249000	1	0	0	2	0	0	0	0	0	2
2	18	2	1	0	700	0	0	1000	500	600	400	1	203	249000	1	0	0	2	0	0	0	0	0	2
2	19	2	1	0	700	0	0	1000	500	600	400	1	203	249000	1	0	0	2	0	0	0	0	0	2
2	20	2	1	0	700	0	0	1000	500	600	400	1	203	299000	1	0	0	2	0	0	0	0	0	2
2	21	2	1	0	700	0	0	1000	500	600	400	1	203	299000	1	0	0	2	0	0	0	0	0	2
2	22	2	1	0	700	0	0	1000	500	600	400	1	203	299000	1	0	0	2	0	0	0	0	0	2
2	23	2	1	0	700	0	0	1000	500	600	400	1	203	358000	1	0	0	2	0	0	0	0	0	2
2	24	2	1	0	700	0	0	1000	500	600	400	1	203	358000	1	0	0	2	0	0	0	0	0	2
2	25	2	1	0	700	0	0	1000	500	600	400	1	203	358000	1	0	0	2	0	0	0	0	0	2
3	0	2	1	0	188	0	0	1000	500	600	400	2	300110010	1	1	0	0	2	0	0	0	0	0	0
3	1	2	1	0	188	0	0	1000	500	600	400	2	300120020	1	1	0	0	2	0	0	0	0	0	0
3	2	2	1	0	188	0	0	1000	500	600	400	2	300120020	1	1	0	0	2	0	0	0	0	0	0
3	3	2	1	0	188	0	0	1000	500	600	400	2	300120020	1	1	0	0	2	0	0	0	0	0	0
3	4	2	1	0	188	0	0	1000	500	600	400	2	300120020	1	1	0	0	2	0	0	0	0	0	0
3	5	2	1	0	188	0	0	1000	500	600	400	2	300140030	1	1	0	0	2	0	0	0	0	0	0
3	6	2	1	0	188	0	0	1000	500	600	400	2	300140030	1	1	0	0	2	0	0	0	0	0	0
3	7	2	1	0	188	0	0	1000	500	600	400	2	300140030	1	1	0	0	2	0	0	0	0	0	0
3	8	2	1	0	188	0	0	1000	500	600	400	2	300140040	1	1	0	0	2	0	0	0	0	0	0
3	9	2	1	0	188	0	0	1000	500	600	400	2	300140040	1	1	0	0	2	0	0	0	0	0	0
3	10	2	1	0	188	0	0	1000	500	600	400	2	300140040	1	1	0	0	2	0	0	0	0	0	0
3	11	2	1	0	188	0	0	1000	500	600	400	2	300140050	1	1	0	0	2	0	0	0	0	0	0
3	12	2	1	0	188	0	0	1000	500	600	400	2	300140050	1	1	0	0	2	0	0	0	0	0	0
3	13	2	1	0	188	0	0	1000	500	600	400	2	300140050	1	1	0	0	2	0	0	0	0	0	0
3	14	2	1	0	188	0	0	1000	500	600	400	2	300140060	1	1	0	0	2	0	0	0	0	0	0
3	15	2	1	0	188	0	0	1000	500	600	400	2	300140060	1	1	0	0	2	0	0	0	0	0	0
3	16	2	1	0	188	0	0	1000	500	600	400	2	300140060	1	1	0	0	2	0	0	0	0	0	0
3	17	2	1	0	188	0	0	1000	500	600	400	2	300140070	1	1	0	0	2	0	0	0	0	0	0
3	18	2	1	0	188	0	0	1000	500	600	400	2	300140070	1	1	0	0	2	0	0	0	0	0	0
3	19	2	1	0	188	0	0	1000	500	600	400	2	300140070	1	1	0	0	2	0	0	0	0	0	0
3	20	2	1	0	188	0	0	1000	500	600	400	2	300140080	1	1	0	0	2	0	0	0	0	0	0
3	21	2	1	0	188	0	0	1000	500	600	400	2	300140080	1	1	0	0	2	0	0	0	0	0	0
3	22	2	1	0	188	0	0	1000	500	600	400	2	300140080	1	1	0	0	2	0	0	0	0	0	0
3	23	2	1	0	188	0	0	1000	500	600	400	2	300140090	1	1	0	0	2	0	0	0	0	0	0
3	24	2	1	0	188	0	0	1000	500	600	400	2	300140090	1	1	0	0	2	0	0	0	0	0	0
3	25	2	1	0	188	0	0	1000	500	600	400	2	300140090	1	1	0	0	2	0	0	0	0	0	0
4	0	2	1	0	0	63	0	500	1500	1000	800	2	300110010	1	2	0	0	1	0	0	0	1	0	0
4	1	2	1	0	0	63	0	500	1500	1000	800	2	300120020	1	2	0	0	1	0	0	0	1	0	0
4	2	2	1	0	0	63	0	500	1500	1000	800	2	300120020	1	2	0	0	1	0	0	0	1	0	0
4	3	2	1	0	0	63	0	500	1500	1000	800	2	300120020	1	2	0	0	1	0	0	0	1	0	0
4	4	2	1	0	0	63	0	500	1500	1000	800	2	300120020	1	2	0	0	1	0	0	0	1	0	0
4	5	2	1	0	0	63	0	500	1500	1000	800	2	300140030	1	2	0	0	1	0	0	0	1	0	0
4	6	2	1	0	0	63	0	500	1500	1000	800	2	300140030	1	2	0	0	1	0	0	0	1	0	0
4	7	2	1	0	0	63	0	500	1500	1000	800	2	300140030	1	2	0	0	1	0	0	0	1	0	0
4	8	2	1	0	0	63	0	500	1500	1000	800	2	300140040	1	2	0	0	1	0	0	0	1	0	0
4	9	2	1	0	0	63	0	500	1500	1000	800	2	300140040	1	2	0	0	1	0	0	0	1	0	0
4	10	2	1	0	0	63	0	500	1500	1000	800	2	300140040	1	2	0	0	1	0	0	0	1	0	0
4	11	2	1	0	0	63	0	500	1500	1000	800	2	300140050	1	2	0	0	1	0	0	0	1	0	0
4	12	2	1	0	0	63	0	500	1500	1000	800	2	300140050	1	2	0	0	1	0	0	0	1	0	0
4	13	2	1	0	0	63	0	500	1500	1000	800	2	300140050	1	2	0	0	1	0	0	0	1	0	0
4	14	2	1	0	0	63	0	500	1500	1000	800	2	300140060	1	2	0	0	1	0	0	0	1	0	0
4	15	2	1	0	0	63	0	500	1500	1000	800	2	300140060	1	2	0	0	1	0	0	0	1	0	0
4	16	2	1	0	0	63	0	500	1500	1000	800	2	300140060	1	2	0	0	1	0	0	0	1	0	0
4	17	2	1	0	0	63	0	500	1500	1000	800	2	300140070	1	2	0	0	1	0	0	0	1	0	0
4	18	2	1	0	0	63	0	500	1500	1000	800	2	300140070	1	2	0	0	1	0	0	0	1	0	0
4	19	2	1	0	0	63	0	500	1500	1000	800	2	300140070	1	2	0	0	1	0	0	0	1	0	0
4	20	2	1	0	0	63	0	500	1500	1000	800	2	300140080	1	2	0	0	1	0	0	0	1	0	0
4	21	2	1	0	0	63	0	500	1500	1000	800	2	300140080	1	2	0	0	1	0	0	0	1	0	0
4	22	2	1	0	0	63	0	500	1500	1000	800	2	300140080	1	2	0	0	1	0	0	0	1	0	0
4	23	2	1	0	0	63	0	500	1500	1000	800	2	300140090	1	2	0	0	1	0	0	0	1	0	0
4	24	2	1	0	0	63	0	500	1500	1000	800	2	300140090	1	2	0	0	1	0	0	0	1	0	0
4	25	2	1	0	0	63	0	500	1500	1000	800	2	300140090	1	2	0	0	1	0	0	0	1	0	0
5	0	2	1	0	0	0	41	100	200	250	300	2	300110010	1	3	0	0	1	0	0	0	5	0	0
5	1	2	1	0	0	0	41	100	200	250	300	2	300120020	1	3	0	0	1	0	1	0	5	0	0
5	2	2	1	0	0	0	41	100	200	250	300	2	300120020	1	3	0	0	1	0	1	0	5	0	0
5	3	2	1	0	0	0	41	100	200	250	300	2	300120020	1	3	0	0	1	0	1	0	5	0	0
5	4	2	1	0	0	0	41	100	200	250	300	2	300120020	1	3	0	0	1	0	1	0	5	0	0
5	5	2	1	0	0	0	41	100	200	250	300	2	300140030	1	3	0	0	1	0	1	0	5	0	0
5	6	2	1	0	0	0	41	100	200	250	300	2	300140030	1	3	0	0	1	0	1	0	5	0	0
5	7	2	1	0	0	0	41	100	200	250	300	2	300140030	1	3	0	0	1	0	1	0	5	0	0
5	8	2	1	0	0	0	41	100	200	250	300	2	300140040	1	3	0	0	1	0	1	0	5	0	0
5	9	2	1	0	0	0	41	100	200	250	300	2	300140040	1	3	0	0	1	0	1	0	5	0	0
5	10	2	1	0	0	0	41	100	200	250	300	2	300140040	1	3	0	0	1	0	1	0	5	0	0
5	11	2	1	0	0	0	41	100	200	250	300	2	300140050	1	3	0	0	1	0	1	0	5	0	0
5	12	2	1	0	0	0	41	100	200	250	300	2	300140050	1	3	0	0	1	0	1	0	5	0	0
5	13	2	1	0	0	0	41	100	200	250	300	2	300140050	1	3	0	0	1	0	1	0	5	0	0
5	14	2	1	0	0	0	41	100	200	250	300	2	300140060	1	3	0	0	1	0	1	0	5	0	0
5	15	2	1	0	0	0	41	100	200	250	300	2	300140060	1	3	0	0	1	0	1	0	5	0	0
5	16	2	1	0	0	0	41	100	200	250	300	2	300140060	1	3	0	0	1	0	1	0	5	0	0
5	17	2	1	0	0	0	41	100	200	250	300	2	300140070	1	3	0	0	1	0	1	0	5	0	0
5	18	2	1	0	0	0	41	100	200	250	300	2	300140070	1	3	0	0	1	0	1	0	5	0	0
5	19	2	1	0	0	0	41	100	200	250	300	2	300140070	1	3	0	0	1	0	1	0	5	0	0
5	20	2	1	0	0	0	41	100	200	250	300	2	300140080	1	3	0	0	1	0	1	0	5	0	0
5	21	2	1	0	0	0	41	100	200	250	300	2	300140080	1	3	0	0	1	0	1	0	5	0	0
5	22	2	1	0	0	0	41	100	200	250	300	2	300140080	1	3	0	0	1	0	1	0	5	0	0
5	23	2	1	0	0	0	41	100	200	250	300	2	300140090	1	3	0	0	1	0	1	0	5	0	0
5	24	2	1	0	0	0	41	100	200	250	300	2	300140090	1	3	0	0	1	0	1	0	5	0	0
5	25	2	1	0	0	0	41	100	200	250	300	2	300140090	1	3	0	0	1	0	1	0	5	0	0
6	0	2	1	0	188	0	0	1000	500	600	400	2	300110110	1	1	0	0	2	0	0	0	0	0	0
6	1	2	1	0	188	0	0	1000	500	600	400	2	300110110	1	1	0	0	2	0	0	0	0	0	0
6	2	2	1	0	188	0	0	1000	500	600	400	2	300120120	1	1	0	0	2	0	0	0	0	0	0
6	3	2	1	0	188	0	0	1000	500	600	400	2	300120120	1	1	0	0	2	0	0	0	0	0	0
6	4	2	1	0	188	0	0	1000	500	600	400	2	300120120	1	1	0	0	2	0	0	0	0	0	0
6	5	2	1	0	188	0	0	1000	500	600	400	2	300140130	1	1	0	0	2	0	0	0	0	0	0
6	6	2	1	0	188	0	0	1000	500	600	400	2	300140130	1	1	0	0	2	0	0	0	0	0	0
6	7	2	1	0	188	0	0	1000	500	600	400	2	300140130	1	1	0	0	2	0	0	0	0	0	0
6	8	2	1	0	188	0	0	1000	500	600	400	2	300140140	1	1	0	0	2	0	0	0	0	0	0
6	9	2	1	0	188	0	0	1000	500	600	400	2	300140140	1	1	0	0	2	0	0	0	0	0	0
6	10	2	1	0	188	0	0	1000	500	600	400	2	300140140	1	1	0	0	2	0	0	0	0	0	0
6	11	2	1	0	188	0	0	1000	500	600	400	2	300140150	1	1	0	0	2	0	0	0	0	0	0
6	12	2	1	0	188	0	0	1000	500	600	400	2	300140150	1	1	0	0	2	0	0	0	0	0	0
6	13	2	1	0	188	0	0	1000	500	600	400	2	300140150	1	1	0	0	2	0	0	0	0	0	0
6	14	2	1	0	188	0	0	1000	500	600	400	2	300140160	1	1	0	0	2	0	0	0	0	0	0
6	15	2	1	0	188	0	0	1000	500	600	400	2	300140160	1	1	0	0	2	0	0	0	0	0	0
6	16	2	1	0	188	0	0	1000	500	600	400	2	300140160	1	1	0	0	2	0	0	0	0	0	0
6	17	2	1	0	188	0	0	1000	500	600	400	2	300140170	1	1	0	0	2	0	0	0	0	0	0
6	18	2	1	0	188	0	0	1000	500	600	400	2	300140170	1	1	0	0	2	0	0	0	0	0	0
6	19	2	1	0	188	0	0	1000	500	600	400	2	300140170	1	1	0	0	2	0	0	0	0	0	0
6	20	2	1	0	188	0	0	1000	500	600	400	2	300140180	1	1	0	0	2	0	0	0	0	0	0
6	21	2	1	0	188	0	0	1000	500	600	400	2	300140180	1	1	0	0	2	0	0	0	0	0	0
6	22	2	1	0	188	0	0	1000	500	600	400	2	300140180	1	1	0	0	2	0	0	0	0	0	0
6	23	2	1	0	188	0	0	1000	500	600	400	2	300140190	1	1	0	0	2	0	0	0	0	0	0
6	24	2	1	0	188	0	0	1000	500	600	400	2	300140190	1	1	0	0	2	0	0	0	0	0	0
6	25	2	1	0	188	0	0	1000	500	600	400	2	300140190	1	1	0	0	2	0	0	0	0	0	0
7	0	2	1	0	0	63	0	500	1500	1000	800	2	300110110	1	2	0	0	1	0	0	0	1	0	0
7	1	2	1	0	0	63	0	500	1500	1000	800	2	300110110	1	2	0	0	1	0	0	0	1	0	0
7	2	2	1	0	0	63	0	500	1500	1000	800	2	300120120	1	2	0	0	1	0	0	0	1	0	0
7	3	2	1	0	0	63	0	500	1500	1000	800	2	300120120	1	2	0	0	1	0	0	0	1	0	0
7	4	2	1	0	0	63	0	500	1500	1000	800	2	300120120	1	2	0	0	1	0	0	0	1	0	0
7	5	2	1	0	0	63	0	500	1500	1000	800	2	300140130	1	2	0	0	1	0	0	0	1	0	0
7	6	2	1	0	0	63	0	500	1500	1000	800	2	300140130	1	2	0	0	1	0	0	0	1	0	0
7	7	2	1	0	0	63	0	500	1500	1000	800	2	300140130	1	2	0	0	1	0	0	0	1	0	0
7	8	2	1	0	0	63	0	500	1500	1000	800	2	300140140	1	2	0	0	1	0	0	0	1	0	0
7	9	2	1	0	0	63	0	500	1500	1000	800	2	300140140	1	2	0	0	1	0	0	0	1	0	0
7	10	2	1	0	0	63	0	500	1500	1000	800	2	300140140	1	2	0	0	1	0	0	0	1	0	0
7	11	2	1	0	0	63	0	500	1500	1000	800	2	300140150	1	2	0	0	1	0	0	0	1	0	0
7	12	2	1	0	0	63	0	500	1500	1000	800	2	300140150	1	2	0	0	1	0	0	0	1	0	0
7	13	2	1	0	0	63	0	500	1500	1000	800	2	300140150	1	2	0	0	1	0	0	0	1	0	0
7	14	2	1	0	0	63	0	500	1500	1000	800	2	300140160	1	2	0	0	1	0	0	0	1	0	0
7	15	2	1	0	0	63	0	500	1500	1000	800	2	300140160	1	2	0	0	1	0	0	0	1	0	0
7	16	2	1	0	0	63	0	500	1500	1000	800	2	300140160	1	2	0	0	1	0	0	0	1	0	0
7	17	2	1	0	0	63	0	500	1500	1000	800	2	300140170	1	2	0	0	1	0	0	0	1	0	0
7	18	2	1	0	0	63	0	500	1500	1000	800	2	300140170	1	2	0	0	1	0	0	0	1	0	0
7	19	2	1	0	0	63	0	500	1500	1000	800	2	300140170	1	2	0	0	1	0	0	0	1	0	0
7	20	2	1	0	0	63	0	500	1500	1000	800	2	300140180	1	2	0	0	1	0	0	0	1	0	0
7	21	2	1	0	0	63	0	500	1500	1000	800	2	300140180	1	2	0	0	1	0	0	0	1	0	0
7	22	2	1	0	0	63	0	500	1500	1000	800	2	300140180	1	2	0	0	1	0	0	0	1	0	0
7	23	2	1	0	0	63	0	500	1500	1000	800	2	300140190	1	2	0	0	1	0	0	0	1	0	0
7	24	2	1	0	0	63	0	500	1500	1000	800	2	300140190	1	2	0	0	1	0	0	0	1	0	0
7	25	2	1	0	0	63	0	500	1500	1000	800	2	300140190	1	2	0	0	1	0	0	0	1	0	0
8	0	2	1	0	0	0	41	100	200	250	300	2	300110110	1	3	0	0	1	0	0	0	5	0	0
8	1	2	1	0	0	0	41	100	200	250	300	2	300110110	1	3	0	0	1	0	0	0	5	0	0
8	2	2	1	0	0	0	41	100	200	250	300	2	300120120	1	3	0	0	1	0	1	0	5	0	0
8	3	2	1	0	0	0	41	100	200	250	300	2	300120120	1	3	0	0	1	0	1	0	5	0	0
8	4	2	1	0	0	0	41	100	200	250	300	2	300120120	1	3	0	0	1	0	1	0	5	0	0
8	5	2	1	0	0	0	41	100	200	250	300	2	300140130	1	3	0	0	1	0	1	0	5	0	0
8	6	2	1	0	0	0	41	100	200	250	300	2	300140130	1	3	0	0	1	0	1	0	5	0	0
8	7	2	1	0	0	0	41	100	200	250	300	2	300140130	1	3	0	0	1	0	1	0	5	0	0
8	8	2	1	0	0	0	41	100	200	250	300	2	300140140	1	3	0	0	1	0	1	0	5	0	0
8	9	2	1	0	0	0	41	100	200	250	300	2	300140140	1	3	0	0	1	0	1	0	5	0	0
8	10	2	1	0	0	0	41	100	200	250	300	2	300140140	1	3	0	0	1	0	1	0	5	0	0
8	11	2	1	0	0	0	41	100	200	250	300	2	300140150	1	3	0	0	1	0	1	0	5	0	0
8	12	2	1	0	0	0	41	100	200	250	300	2	300140150	1	3	0	0	1	0	1	0	5	0	0
8	13	2	1	0	0	0	41	100	200	250	300	2	300140150	1	3	0	0	1	0	1	0	5	0	0
8	14	2	1	0	0	0	41	100	200	250	300	2	300140160	1	3	0	0	1	0	1	0	5	0	0
8	15	2	1	0	0	0	41	100	200	250	300	2	300140160	1	3	0	0	1	0	1	0	5	0	0
8	16	2	1	0	0	0	41	100	200	250	300	2	300140160	1	3	0	0	1	0	1	0	5	0	0
8	17	2	1	0	0	0	41	100	200	250	300	2	300140170	1	3	0	0	1	0	1	0	5	0	0
8	18	2	1	0	0	0	41	100	200	250	300	2	300140170	1	3	0	0	1	0	1	0	5	0	0
8	19	2	1	0	0	0	41	100	200	250	300	2	300140170	1	3	0	0	1	0	1	0	5	0	0
