限制ID（0-599为个人日限制(201-220为刷新商店专用，221-400为商品购买专用)600-679 周次数限制，680-699 月次数限制，700-749为小时限制，750-900为新增日次数限制，901~950为新增周次数限制，951~999新增月次数限制，帮派次数限制(日次数限制1000-1099，周次数限制1100-1149，月次数限制1150-1200)）	有效标志位	vip等级	次数限制	回复次数	是否客户端可见	名字	备注
215	1	0	1	1	1	0	圣诞节，祝福字，归墟用(元旦、劳动节复用)、七夕节双修复用
216	1	0	1	1	1	0	圣诞节，祝福字，秘境用(元旦、劳动节复用)、七夕商城复用
217	1	0	1	1	1	0	圣诞节，祝福字，鬼王陵用(元旦、劳动节复用)，七夕节复用
218	1	0	5	5	1	0	圣诞节，祝福字，宝岛篝火用
219	1	0	2	2	1	0	圣诞节，祝福字，剑池任务1、4环
220	1	0	1	1	1	0	圣诞节，祝福字，醉仙酿用（情人节婚戒购买复用）
221	1	0	10	10	1	0	帮派兑换-[制造]女娲石
222	1	0	10	10	1	0	帮派兑换-[制造]女娲石
223	1	0	1	1	1	0	活动，圣诞泡澡
224	1	0	10	10	1	0	活动，祝福字1购买次数
225	1	0	10	10	1	0	活动，祝福字2购买次数
226	1	0	5	0	1	0	元旦，商城礼盒一次数
227	1	0	2	0	1	0	元旦，商城礼盒二次数
228	1	0	1	0	1	0	元旦，商城礼盒三次数
229	1	0	2	0	1	0	元旦，商城礼盒四次数
230	1	0	2	0	1	0	元旦，商城礼盒五次数
231	1	0	1	0	1	0	活动基金购买次数
232	1	0	3	3	1	0	元旦，孔明灯每日奖励次数
233	1	0	999	999	1	0	购买周卡、月卡计数
234	1	0	1	0	1	0	师徒-醉仙酿
235	1	0	1	0	1	0	师徒-剑池任务
236	1	0	1	0	1	0	师徒-长生碑
237	1	0	1	0	1	0	师徒-巨兽
238	1	0	1	0	1	0	师徒-夺旗
239	1	0	1	0	1	0	师徒-秘境
240	1	0	1	0	1	0	师徒-归墟
241	1	0	1	0	1	0	师徒-鬼王陵
242	1	0	1	0	1	0	师徒-帮任
243	1	0	1	0	1	0	师徒-观碑
244	1	0	1	0	1	0	师徒-帮派宝库
245	1	0	1	0	1	0	师徒-装备强化
246	1	0	1	0	1	0	师徒-装备重铸
247	1	0	1	0	1	0	师徒-宠物培养
248	1	0	1	0	1	0	师徒-宠物突破
249	1	0	1	0	1	0	师徒-装备精炼
250	1	0	1	0	1	0	师徒-宝石升级
251	1	0	1	0	1	0	师徒-购买聚宝盆
252	1	0	1	0	1	0	师徒-购买周卡
253	1	0	5	5	1	0	情人节送花前5次有奖励
254	1	0	1	1	1	0	帮派兑换-帮派宝石盒
255	1	0	1	1	1	0	帮派兑换-帮派宝石盒
256	1	0	1	1	1	0	帮派兑换-帮派宝石盒
257	1	0	20	20	1	0	帮派兑换-陨铁
258	1	0	20	20	1	0	帮派兑换-[灵兽]培养丹
259	1	0	1	0	1	0	基金购买-成长基金
260	1	0	1	0	1	0	基金购买-登录基金
261	1	0	5	5	1	0	IOS小额充值次数限制-6元
262	1	0	5	5	1	0	IOS小额充值次数限制-30元
263	1	0	6	6	1	0	奇遇任务-每天6次
264	1	0	225	225	1	0	地宫打宝前30分钟225只怪保底
265	1	0	1	1	1	0	地宫钥匙每天保底1把
266	1	0	3	3	1	0	地宫钥匙每天后续产3把
267	1	0	3	3	1	0	占坑
268	1	0	2	2	1	0	占坑
269	1	0	1	1	1	0	占坑
270	1	0	2	2	1	0	占坑
271	1	0	2	2	1	0	占坑
272	1	0	1	1	1	0	港澳台官网包，点券夺宝100元宝-暂不给奖励，次数填1
273	1	0	1	1	1	0	港澳台官网包，点券夺宝200元宝-暂不给奖励，次数填1
274	1	0	1	1	1	0	港澳台官网包，点券夺宝机会获取-300元宝每日1次
275	1	0	1	1	1	0	港澳台官网包，点券夺宝机会获取-400元宝每日1次
276	1	0	1	1	1	0	港澳台官网包，点券夺宝机会获取-600元宝每日1次
277	1	0	1	1	1	0	港澳台官网包，点券夺宝机会获取-700元宝每日1次
278	1	0	1	0	1	0	魅力榜礼包4
279	1	0	3	3	1	0	每天购买天地灵气3次
280	1	0	1	1	1	0	越南专用-最低档，点券夺宝100元宝-暂不给奖励，次数填1
281	1	0	12	12	1	0	力量陨石/上古力量陨石/神赐力量陨石
282	1	0	12	12	1	0	守护陨石/上古守护陨石/神赐守护陨石
283	1	0	12	12	1	0	生命陨石上古生命陨石/神赐生命陨石
284	1	0	12	12	1	0	诡秘陨石/上古诡秘陨石/神赐诡秘陨石
285	1	0	100	100	1	0	紫星魂
286	1	0	100	100	1	0	紫星魂/橙星魂
287	1	0	100	100	1	0	橙星魂/红星魂
288	1	0	2	0	1	0	限时礼包，，六，4~15天，礼包4
289	1	0	2	0	1	0	限时礼包，，七，4~15天，礼包1
290	1	0	2	0	1	0	限时礼包，，七，4~15天，礼包2
291	1	0	1	0	1	0	限时礼包，，七，4~15天，礼包3
292	1	0	4	0	1	0	限时礼包，，八，4~15天，礼包1
293	1	0	1	0	1	0	限时礼包，，八，4~15天，礼包2
294	1	0	1	0	1	0	限时礼包，，八，4~15天，礼包3
295	1	0	0	0	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	1	15	15	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	2	20	20	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	3	25	25	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	4	30	30	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	5	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	6	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	7	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	8	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	9	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	10	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	11	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	12	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	13	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	14	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	15	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	16	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	17	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	18	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	19	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
295	1	20	999	999	1	0	世界频道发言每日次数（云峰、游戏猫）
296	1	0	0	0	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	1	15	15	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	2	20	20	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	3	25	25	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	4	30	30	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	5	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	6	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	7	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	8	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	9	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	10	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	11	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	12	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	13	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	14	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	15	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	16	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	17	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	18	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	19	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
296	1	20	999	999	1	0	阵营频道发言每日次数（云峰、游戏猫）
297	1	0	1	1	1	0	每日18元礼包购买次数
298	1	0	1	1	1	0	25元摇宝
299	1	0	1	1	1	0	50元摇宝
300	1	0	160	160	1	0	幸运抽奖次数
301	1	0	20	20	1	0	商城购买-绑元限量-普通强化石
302	1	0	15	15	1	0	商城购买-绑元限量-精粹强化石
303	1	0	10	10	1	0	商城购买-绑元限量-稀有强化石
304	1	0	3	3	1	0	商城购买-绑元限量-上古强化石
305	1	0	2	2	1	0	商城购买-绑元限量-神赐强化石
306	1	0	100	100	1	0	商城购买-绑元限量-灵宠培养丹
307	1	0	5	5	1	0	商城购买-绑元限量-低级灵卷
308	1	0	2	2	1	0	商城购买-绑元限量-中级灵卷
309	1	0	1	1	1	0	商城购买-绑元限量-高级灵卷
310	1	0	100	100	1	0	商城购买-元宝限量-上古解封石
311	1	0	100	100	1	0	商城购买-元宝限量-神赐解封石
312	1	0	1	1	1	0	商城购买-占位
313	1	0	1	1	1	0	商城购买-占位
314	1	0	1	1	1	0	商城购买-占位
315	1	0	1	1	1	0	商城购买-占位
316	1	0	1	1	1	0	商城购买-占位
317	1	0	1	1	1	0	商城购买-占位
318	1	0	1	1	1	0	商城购买-占位
319	1	0	1	1	1	0	商城购买-占位
320	1	0	1	1	1	0	商城只能购买一次高级膜拜丹
321	1	0	3	0	1	0	长生礼包1
322	1	0	1	0	1	0	长生礼包2
323	1	0	2	0	1	0	长生礼包3
324	1	0	1	0	1	0	长生礼包4
325	1	0	3	0	1	0	强化榜礼包1
326	1	0	2	0	1	0	强化榜礼包2
327	1	0	1	0	1	0	强化榜礼包3
328	1	0	1	0	1	0	强化榜礼包4
329	1	0	1	0	1	0	宝石榜礼包1
330	1	0	2	0	1	0	宝石榜礼包2
331	1	0	1	0	1	0	宝石榜礼包3
332	1	0	1	0	1	0	宝石榜礼包4
333	1	0	3	0	1	0	灵宠榜礼包1
334	1	0	2	0	1	0	灵宠榜礼包2
335	1	0	1	0	1	0	灵宠榜礼包3
336	1	0	1	0	1	0	灵宠榜礼包4
337	1	0	1	0	1	0	修为榜礼包1
338	1	0	1	0	1	0	修为榜礼包2
339	1	0	1	0	1	0	修为榜礼包3
340	1	0	1	0	1	0	修为榜礼包4
341	1	0	1	0	1	0	魅力榜礼包1
342	1	0	1	0	1	0	魅力榜礼包2
343	1	0	1	0	1	0	魅力榜礼包3
344	1	0	1	0	1	0	魅力榜礼包4
345	1	0	3	0	1	0	长生礼包1
346	1	0	1	0	1	0	长生礼包2
347	1	0	1	0	1	0	长生礼包3
348	1	0	1	0	1	0	长生礼包4
349	1	0	3	0	1	0	强化榜礼包1
350	1	0	2	0	1	0	强化榜礼包2
351	1	0	1	0	1	0	强化榜礼包3
352	1	0	1	0	1	0	强化榜礼包4
353	1	0	1	0	1	0	宝石榜礼包1
354	1	0	2	0	1	0	宝石榜礼包2
355	1	0	1	0	1	0	宝石榜礼包3
356	1	0	1	0	1	0	宝石榜礼包4
357	1	0	1	0	1	0	宝石榜礼包5
358	1	0	3	0	1	0	灵宠榜礼包1
359	1	0	2	0	1	0	灵宠榜礼包2
360	1	0	1	0	1	0	灵宠榜礼包3
361	1	0	1	0	1	0	灵宠榜礼包4
362	1	0	1	0	1	0	灵宠榜礼包5
363	1	0	1	0	1	0	修为榜礼包1
364	1	0	1	0	1	0	修为榜礼包2
365	1	0	1	0	1	0	修为榜礼包3
366	1	0	1	0	1	0	修为榜礼包4
367	1	0	1	0	1	0	魅力榜礼包1
368	1	0	1	0	1	0	魅力榜礼包2
369	1	0	1	0	1	0	VIP礼包购买限制-V0
370	1	0	1	0	1	0	VIP礼包购买限制-V11
371	1	0	1	0	1	0	VIP礼包购买限制-V12
372	1	0	1	0	1	0	VIP礼包购买限制-V13
373	1	0	1	0	1	0	VIP礼包购买限制-V14
374	1	0	1	0	1	0	VIP礼包购买限制-V15
375	1	0	10	10	1	0	港澳台开服活动--仙露琼浆，宝岛每日10次
376	1	0	35	35	1	0	藏品店主题物购买----康乃馨
377	1	0	2	2	1	0	藏品店，魂灵宝碎片，每日2次
378	1	0	3	0	1	0	修仙榜---宝石榜，科技一
379	1	0	3	0	1	0	修仙榜---修为，科技一
380	1	0	1	0	1	0	VIP礼包购买限制-V1
381	1	0	1	0	1	0	VIP礼包购买限制-V2
382	1	0	1	0	1	0	VIP礼包购买限制-V3
383	1	0	1	0	1	0	VIP礼包购买限制-V4
384	1	0	1	0	1	0	VIP礼包购买限制-V5
385	1	0	1	0	1	0	VIP礼包购买限制-V6
386	1	0	1	0	1	0	VIP礼包购买限制-V7
387	1	0	1	0	1	0	VIP礼包购买限制-V8
388	1	0	1	0	1	0	VIP礼包购买限制-V9
389	1	0	1	0	1	0	VIP礼包购买限制-V10
390	1	0	1	1	1	0	每日1元礼包购买
391	1	0	1	1	1	0	每日3元礼包购买
392	1	0	1	1	1	0	每日6元礼包购买
393	1	0	1	1	1	0	每日1元礼包使用次数限制
394	1	0	1	1	1	0	每日3元礼包使用次数限制
395	1	0	1	1	1	0	每日6元礼包使用次数限制
396	1	0	2	2	1	0	鬼王陵，开服宝箱活动--每日2次
397	1	0	10	10	1	0	清明节祭祖酒---每日掉落10次
398	1	0	1	1	1	0	周卡每日领取次数
399	1	0	1	1	1	0	月卡每日领取次数
400	1	0	4	4	1	0	灵兽大暴走活动次数限制
401	1	0	1	1	1	0	新春祝福奖励次数ID
402	1	0	1	1	1	0	未知次数限制
403	1	0	1	0	1	0	成长礼包-科技2后进免费包---复用
404	1	0	3	0	1	0	成长礼包-技2后进12元包---复用
405	1	0	3	0	1	0	成长礼包-技2后进25元包---复用
406	1	0	1	0	1	0	成长礼包-技2正常免费包
407	1	0	1	0	1	0	成长礼包-技2正常8元包
408	1	0	1	0	1	0	成长礼包-技2正常18元包
409	1	0	1	0	1	0	成长礼包-技2正常30元包
410	1	0	1	0	1	0	成长礼包-技2正常50元包
411	1	0	1	0	1	0	成长礼包-技2正常88元包
412	1	0	1	1	1	0	1级藏宝图每日免费次数
413	1	0	1	1	1	0	答题每日进入次数限制
414	1	0	1200	0	1	0	离线修炼时间（分钟）
415	1	0	1	0	1	0	成长礼包-科技一1------复用
416	1	0	1	0	1	0	成长礼包-科技一2------复用
417	1	0	1	0	1	0	成长礼包-科技一3------复用
418	1	0	1	0	1	0	成长礼包-科技一4------复用
419	1	0	1	0	1	0	成长礼包-科技一5------复用
420	1	0	1	0	1	0	成长礼包-超值礼包1（二次充值礼包）
421	1	0	1	0	1	0	周卡-首次6.5折
422	1	0	1	0	1	0	月卡-首次6.5折
423	1	0	1	1	1	0	夫妻双修副本2进入次数
424	1	0	1	0	1	0	成长礼包-科技3后进免费包
425	1	0	3	0	1	0	成长礼包-技3后进12元包
426	1	0	3	0	1	0	成长礼包-技3后进30元包
427	1	0	1	0	1	0	成长礼包-技3正常免费包
428	1	0	2	0	1	0	成长礼包-技3正常12元包
429	1	0	2	0	1	0	成长礼包-技3正常25元包
430	1	0	1	0	1	0	成长礼包-技3正常68元包
431	1	0	1	0	1	0	成长礼包-技3正常108元包
432	1	0	1	0	1	0	成长礼包-技3正常218元包
433	1	0	1	0	1	0	成长礼包-科技4后进免费包
434	1	0	2	0	1	0	成长礼包-技4后进12元包
435	1	0	2	0	1	0	成长礼包-技4后进30元包
436	1	0	1	0	1	0	成长礼包-技4正常免费包
437	1	0	2	0	1	0	成长礼包-技4正常12元包
438	1	0	2	0	1	0	成长礼包-技4正常25元包
439	1	0	1	0	1	0	成长礼包-技4正常68元包
440	1	0	1	0	1	0	成长礼包-技4正常108元包
441	1	0	1	0	1	0	成长礼包-技4正常218元包
442	1	0	60	60	1	0	夫妻双修副本2篝火次数
443	1	0	1	1	1	0	夫妻双修副本2篝火恩爱值次数
444	1	0	1	0	1	0	VIP礼包购买限制-V16
445	1	0	1	0	1	0	VIP礼包购买限制-V17
446	1	0	1	0	1	0	VIP礼包购买限制-V18
447	1	0	1	0	1	0	VIP礼包购买限制-V19
448	1	0	1	0	1	0	VIP礼包购买限制-V20
449	1	0	1	0	1	0	成长礼包-科技五新手免费包
450	1	0	2	0	1	0	成长礼包-科技五新手12元包
451	1	0	2	0	1	0	成长礼包-科技五新手30元包
452	1	0	1	0	1	0	成长礼包-科技五正常限时福利礼
453	1	0	2	0	1	0	成长礼包-科技五正常12元包
454	1	0	2	0	1	0	成长礼包-科技五正常25元包
455	1	0	1	0	1	0	成长礼包-科技五正常68元包
456	1	0	1	0	1	0	成长礼包-科技五正常108元包
457	1	0	1	0	1	0	成长礼包-科技五正常218元包
458	1	0	1	0	1	0	成长礼包-科技六正常免费包
459	1	0	2	0	1	0	成长礼包-科技六正常12元包
460	1	0	2	0	1	0	成长礼包-科技六正常30元包
461	1	0	1	0	1	0	成长礼包-科技六正常限时福利礼
462	1	0	2	0	1	0	成长礼包-科技六正常12元包
463	1	0	2	0	1	0	成长礼包-科技六正常25元包
464	1	0	1	0	1	0	成长礼包-科技六正常68元包
465	1	0	1	0	1	0	成长礼包-科技六正常218元包
466	1	0	1	0	1	0	成长礼包-科技六正常318元包
467	1	0	1	0	1	0	成长礼包-科技七正常免费包
468	1	0	2	0	1	0	成长礼包-科技七正常12元包
469	1	0	2	0	1	0	成长礼包-科技七正常30元包
470	1	0	1	0	1	0	成长礼包-科技七正常限时福利礼
471	1	0	2	0	1	0	成长礼包-科技七正常12元包
472	1	0	2	0	1	0	成长礼包-科技七正常25元包
473	1	0	1	0	1	0	成长礼包-科技七正常68元包
474	1	0	1	0	1	0	成长礼包-科技七正常218元包
475	1	0	1	0	1	0	成长礼包-科技七正常318元包
476	1	0	1	0	1	0	成长礼包-科技八正常免费包
477	1	0	2	0	1	0	成长礼包-科技八正常12元包
478	1	0	2	0	1	0	成长礼包-科技八正常30元包
479	1	0	1	0	1	0	成长礼包-科技八正常限时福利礼
480	1	0	2	0	1	0	成长礼包-科技八正常12元包
481	1	0	2	0	1	0	成长礼包-科技八正常25元包
482	1	0	1	0	1	0	成长礼包-科技八正常68元包
483	1	0	1	0	1	0	成长礼包-科技八正常218元包
484	1	0	1	0	1	0	成长礼包-科技八正常318元包
485	1	0	5	5	1	0	春节活动-醒狮送福每日5次
486	1	0	8	8	1	0	春节活动-驱逐年兽每日8次
487	1	0	1	1	1	0	修仙榜礼包1
488	1	0	1	1	1	0	修仙榜礼包1
489	1	0	1	1	1	0	修仙榜礼包1
490	1	0	1	1	1	0	修仙榜礼包1
491	1	0	1	1	1	0	修仙榜礼包2
492	1	0	1	1	1	0	修仙榜礼包2
493	1	0	1	1	1	0	修仙榜礼包2
494	1	0	1	1	1	0	修仙榜礼包2
495	1	0	10	10	1	0	元宵活动-灯谜每日10题（母亲节宝岛掉落复用）
496	1	0	1	1	1	0	春节活动礼盒·一（七夕藏品店复用）
497	1	0	1	1	1	0	春节活动礼盒·二（七夕藏品店复用）
498	1	0	1	1	1	0	春节活动礼盒·三（七夕藏品店复用）
499	1	0	1	1	1	0	春节活动礼盒·四（七夕藏品店复用）
500	1	0	1	1	1	0	春节活动礼盒·五（七夕藏品店复用）
501	1	0	1	1	1	0	情人节活动产出称号令牌次数限制
502	1	0	5	5	1	0	活动商店购买醒狮信物每天5次；
503	1	0	100	100	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	1	100	100	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	2	100	100	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	3	100	100	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	4	100	100	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	5	100	100	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	6	150	150	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	7	150	150	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	8	150	150	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	9	200	200	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	10	200	200	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	11	250	250	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	12	250	250	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	13	300	300	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	14	300	300	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	15	300	300	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	16	300	300	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	17	400	400	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	18	400	400	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	19	400	400	1	0	宝塔抽奖最大次数限制（程序写死）
503	1	20	400	400	1	0	宝塔抽奖最大次数限制（程序写死）
504	1	0	1	1	1	0	宝塔抽奖每日免费次数（程序写死）
505	1	0	1	0	1	0	限时礼包，，一，礼包1
506	1	0	4	0	1	0	限时礼包，，一，礼包2
507	1	0	1	0	1	0	限时礼包，，一，礼包3
508	1	0	2	0	1	0	限时礼包，，一，礼包4
509	1	0	3	0	1	0	限时礼包，，一，礼包5
510	1	0	1	0	1	0	限时礼包，，二，后进，前四天，礼包1
511	1	0	3	0	1	0	限时礼包，，二，后进，前四天，礼包2
512	1	0	1	0	1	0	限时礼包，，二，后进，前四天，礼包3
513	1	0	2	0	1	0	限时礼包，，二，后进，前四天，礼包4
514	1	0	1	0	1	0	限时礼包，，二，正常，前四天，礼包1
515	1	0	3	0	1	0	限时礼包，，二，正常，前四天，礼包2
516	1	0	2	0	1	0	限时礼包，，二，正常，前四天，礼包3
517	1	0	2	0	1	0	限时礼包，，二，正常，前四天，礼包4
518	1	0	1	0	1	0	限时礼包，，二，正常，前四天，礼包5
519	1	0	1	0	1	0	限时礼包，，二，后进，后四天，礼包1
520	1	0	3	0	1	0	限时礼包，，二，后进，后四天，礼包2
521	1	0	2	0	1	0	限时礼包，，二，后进，后四天，礼包3
522	1	0	3	0	1	0	限时礼包，，二，后进，后四天，礼包4
523	1	0	1	0	1	0	限时礼包，，二，正常，后四天，礼包1
524	1	0	2	0	1	0	限时礼包，，二，正常，后四天，礼包2
525	1	0	3	0	1	0	限时礼包，，二，正常，后四天，礼包3
526	1	0	2	0	1	0	限时礼包，，二，正常，后四天，礼包4
527	1	0	2	0	1	0	限时礼包，，二，正常，后四天，礼包5
528	1	0	1	0	1	0	限时礼包，，三，后进，第1个四天，礼包1
529	1	0	1	0	1	0	限时礼包，，三，后进，第1个四天，礼包2
530	1	0	2	0	1	0	限时礼包，，三，后进，第1个四天，礼包3
531	1	0	2	0	1	0	限时礼包，，三，后进，第1个四天，礼包4
532	1	0	1	0	1	0	限时礼包，，三，正常，第1个四天，礼包1
533	1	0	2	0	1	0	限时礼包，，三，正常，第1个四天，礼包2
534	1	0	3	0	1	0	限时礼包，，三，正常，第1个四天，礼包3
535	1	0	2	0	1	0	限时礼包，，三，正常，第1个四天，礼包4
536	1	0	2	0	1	0	限时礼包，，三，正常，第1个四天，礼包5
537	1	0	2	0	1	0	限时礼包，，三，正常，第1个四天，礼包6
538	1	0	1	0	1	0	限时礼包，，三，后进，第2个四天，礼包1
539	1	0	3	0	1	0	限时礼包，，三，后进，第2个四天，礼包2
540	1	0	3	0	1	0	限时礼包，，三，后进，第2个四天，礼包3
541	1	0	1	0	1	0	限时礼包，，三，正常，第2个四天，礼包1
542	1	0	1	0	1	0	限时礼包，，三，正常，第2个四天，礼包2
543	1	0	2	0	1	0	限时礼包，，三，正常，第2个四天，礼包3
544	1	0	2	0	1	0	限时礼包，，三，正常，第2个四天，礼包4
545	1	0	1	0	1	0	限时礼包，，三，正常，第2个四天，礼包5
546	1	0	1	0	1	0	限时礼包，，三，后进，第3个四天，礼包1
547	1	0	4	0	1	0	限时礼包，，三，后进，第3个四天，礼包2
548	1	0	3	0	1	0	限时礼包，，三，后进，第3个四天，礼包3
549	1	0	2	0	1	0	限时礼包，，三，后进，第3个四天，礼包4
550	1	0	2	0	1	0	限时礼包，，三，后进，第3个四天，礼包5
551	1	0	1	0	1	0	限时礼包，，三，正常，第3个四天，礼包1
552	1	0	3	0	1	0	限时礼包，，三，正常，第3个四天，礼包2
553	1	0	2	0	1	0	限时礼包，，三，正常，第3个四天，礼包3
554	1	0	3	0	1	0	限时礼包，，三，正常，第3个四天，礼包4
555	1	0	1	0	1	0	限时礼包，，三，正常，第3个四天，礼包5
556	1	0	2	0	1	0	限时礼包，，三，正常，第3个四天，礼包6
557	1	0	2	0	1	0	限时礼包，，三，正常，第3个四天，礼包7
558	1	0	1	0	1	0	限时礼包，，三，后进，后3天，礼包1
559	1	0	3	0	1	0	限时礼包，，三，后进，后3天，礼包2
560	1	0	3	0	1	0	限时礼包，，三，后进，后3天，礼包3
561	1	0	1	0	1	0	限时礼包，，三，后进，后3天，礼包4
562	1	0	1	0	1	0	限时礼包，，三，正常，后3天，礼包1
563	1	0	3	0	1	0	限时礼包，，三，正常，后3天，礼包2
564	1	0	3	0	1	0	限时礼包，，三，正常，后3天，礼包3
565	1	0	2	0	1	0	限时礼包，，三，正常，后3天，礼包4
566	1	0	2	0	1	0	限时礼包，，三，正常，后3天，礼包5
567	1	0	1	0	1	0	限时礼包，，四，后进，前3天，礼包1
568	1	0	1	0	1	0	限时礼包，，四，后进，前3天，礼包2
569	1	0	1	0	1	0	限时礼包，，四，后进，前3天，礼包3
570	1	0	1	0	1	0	限时礼包，，四，后进，前3天，礼包4
571	1	0	1	0	1	0	限时礼包，，四，后进，前3天，礼包5
572	1	0	2	0	1	0	限时礼包，，四，后进，前3天，礼包6
573	1	0	1	0	1	0	限时礼包，，四，正常，前3天，礼包1
574	1	0	1	0	1	0	限时礼包，，四，正常，前3天，礼包2
575	1	0	2	0	1	0	限时礼包，，四，正常，前3天，礼包3
576	1	0	2	0	1	0	限时礼包，，四，正常，前3天，礼包4
577	1	0	2	0	1	0	限时礼包，，四，正常，前3天，礼包5
578	1	0	2	0	1	0	限时礼包，，四，正常，前3天，礼包6
579	1	0	1	0	1	0	限时礼包，，四，正常，前3天，礼包7
580	1	0	2	0	1	0	限时礼包，，四，正常，前3天，礼包8
581	1	0	3	3	1	0	打宝-天地元气每天3个
582	1	0	3	0	1	0	修仙榜---宝石，科技二
583	1	0	3	0	1	0	修仙榜---修为，科技二
584	1	0	1	1	1	0	每日惊喜礼包
585	1	0	1	1	1	0	周末礼包
586	1	0	1	1	1	0	活动礼包
587	1	0	3	0	1	0	限时礼包，，四，4~6天，礼包1
588	1	0	3	0	1	0	限时礼包，，四，4~6天，礼包2
589	1	0	2	0	1	0	限时礼包，，四，4~6天，礼包3
590	1	0	2	0	1	0	限时礼包，，四，4~6天，礼包4
591	1	0	3	0	1	0	限时礼包，，四，7~15天，礼包1
592	1	0	2	0	1	0	限时礼包，，四，7~15天，礼包2
593	1	0	2	0	1	0	限时礼包，，四，7~15天，礼包3
594	1	0	4	0	1	0	限时礼包，，五，4~15天，礼包1
595	1	0	2	0	1	0	限时礼包，，五，4~15天，礼包2
596	1	0	1	0	1	0	限时礼包，，五，4~15天，礼包3
597	1	0	3	0	1	0	限时礼包，，六，4~15天，礼包1
598	1	0	1	0	1	0	限时礼包，，六，4~15天，礼包2
599	1	0	1	0	1	0	限时礼包，，六，4~15天，礼包3
600	1	0	3	3	1	0	每周只能参加三次上古遗迹(经验）
600	1	1	3	3	1	0	每周只能参加三次上古遗迹(经验）
600	1	2	3	3	1	0	每周只能参加三次上古遗迹(经验）
600	1	3	3	3	1	0	每周只能参加三次上古遗迹(经验）
600	1	4	3	3	1	0	每周只能参加三次上古遗迹(经验）
600	1	5	5	5	1	0	每周只能参加五次上古遗迹(经验）
600	1	6	5	5	1	0	每周只能参加五次上古遗迹(经验）
