life_star_id（第1位无用，第2~3位表示职业，第4~5位表示第几个命星）	life_star_lvl	valid	need_acm_id	attr_type1	attr_value1	attr_type2	attr_value2	attr_type3	attr_value3	attr_type4	attr_value4	attr_type5	attr_value5	attr_type6	attr_value6	增加战力值	增加战力值	增加战力值	增加战力值	增加战力值	增加战力值	reward_acm_id1	reward_acm_id2	main_acm_script	reward_acm_script1	reward_acm_script2	建议境界
80304	8	1	1452	72	1800	0	0	72	300	0	0	72	300	0	0	0	0	0	0	0	0	1454	1455	LogicScriptManager.TriggerScript(4104200)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	16
80305	1	1	1503	72	450	0	0	72	74	0	0	72	74	0	0	0	0	0	0	0	0	1505	1506	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4101400)	4
80305	2	1	1510	72	900	0	0	72	150	0	0	72	150	0	0	0	0	0	0	0	0	1512	1513	LogicScriptManager.TriggerScript(4107201)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107201)	6
80305	3	1	1517	72	1350	0	0	72	224	0	0	72	224	0	0	0	0	0	0	0	0	1519	1520	LogicScriptManager.TriggerScript(4107301)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107301)	7
80305	4	1	1524	72	1800	0	0	72	300	0	0	72	300	0	0	0	0	0	0	0	0	1526	1527	LogicScriptManager.TriggerScript(4107301)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107201)	8
80305	5	1	1531	72	1800	0	0	72	300	0	0	72	300	0	0	0	0	0	0	0	0	1533	1534	LogicScriptManager.TriggerScript(4107301)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107201)	10
80305	6	1	1538	72	1800	0	0	72	300	0	0	72	300	0	0	0	0	0	0	0	0	1540	1541	LogicScriptManager.TriggerScript(4107201)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107301)	12
80305	7	1	1545	72	1800	0	0	72	300	0	0	72	300	0	0	0	0	0	0	0	0	1547	1548	LogicScriptManager.TriggerScript(4107101)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107301)	14
80305	8	1	1552	72	1800	0	0	72	300	0	0	72	300	0	0	0	0	0	0	0	0	1554	1555	LogicScriptManager.TriggerScript(4107201)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107401)	16
80401	1	1	1103	70	150	0	0	70	25	0	0	70	25	0	0	0	0	0	0	0	0	1106	1107	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(5110601)	LogicScriptManager.TriggerScript(4102202)	1
80401	2	1	1111	70	225	0	0	70	37	0	0	70	37	0	0	0	0	0	0	0	0	1113	1114	LogicScriptManager.TriggerScript(5110901)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	2
80401	3	1	1118	70	281	0	0	70	46	0	0	70	46	0	0	0	0	0	0	0	0	1120	1121	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	5
80401	4	1	1125	70	337	0	0	70	56	0	0	70	56	0	0	0	0	0	0	0	0	1127	1128	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	8
80401	5	1	1132	70	337	0	0	70	56	0	0	70	56	0	0	0	0	0	0	0	0	1135	1136	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	10
80401	6	1	1140	70	337	0	0	70	56	0	0	70	56	0	0	0	0	0	0	0	0	1143	1144	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	12
80401	7	1	1148	70	337	0	0	70	56	0	0	70	56	0	0	0	0	0	0	0	0	1151	1152	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	14
80401	8	1	1156	70	337	0	0	70	56	0	0	70	56	0	0	0	0	0	0	0	0	1159	1160	LogicScriptManager.TriggerScript(4102202)	LogicScriptManager.TriggerScript(4102300)	LogicScriptManager.TriggerScript(4102300)	16
80402	1	1	1202	68	96	0	0	68	16	0	0	68	16	0	0	0	0	0	0	0	0	1205	1206	LogicScriptManager.TriggerScript(5120201)	"TaskTracePanel.ShowTaskTip(\""极品武器、衣服、裤子、腰带可以在血凝城玩法中争夺获得\"")"	"TaskTracePanel.ShowTaskTip(\""极品武器、衣服、裤子、腰带可以在血凝城玩法中争夺获得\"")"	2
80402	2	1	1210	68	144	0	0	68	24	0	0	68	24	0	0	0	0	0	0	0	0	1212	1213	LogicScriptManager.TriggerScript(5121001)	"AcmEquipGuide(2,5,1)"	"AcmEquipGuide(2,6,1)"	3
80402	3	1	1217	68	180	0	0	68	29	0	0	68	29	0	0	0	0	0	0	0	0	1219	1220	"SourcePanel.Show(4,921101)"	LogicScriptManager.TriggerScript(5121201)	LogicScriptManager.TriggerScript(4101500)	5
80402	4	1	1224	68	216	0	0	68	36	0	0	68	36	0	0	0	0	0	0	0	0	1226	1227	LogicScriptManager.TriggerScript(5122201)	"EquipSoulPanel.CMD_SelectEquip(2,2,1)"	"EquipSoulPanel.CMD_SelectEquip(3,2,1)"	7
80402	5	1	1231	68	216	0	0	68	36	0	0	68	36	0	0	0	0	0	0	0	0	1233	1234	LogicScriptManager.TriggerScript(5123101)	"AcmEquipGuide(4,8,1)"	LogicScriptManager.TriggerScript(4101500)	9
80402	6	1	1238	68	216	0	0	68	36	0	0	68	36	0	0	0	0	0	0	0	0	1240	1241	LogicScriptManager.TriggerScript(5123801)	"AcmEquipGuide(4,7,1)"	LogicScriptManager.TriggerScript(4101500)	11
80402	7	1	1245	68	216	0	0	68	36	0	0	68	36	0	0	0	0	0	0	0	0	1247	1248	LogicScriptManager.TriggerScript(5124501)	"EquipSoulPanel.CMD_SelectEquip(2,3,1)"	"EquipSoulPanel.CMD_SelectEquip(3,3,1)"	13
80402	8	1	1252	68	216	0	0	68	36	0	0	68	36	0	0	0	0	0	0	0	0	1254	1255	LogicScriptManager.TriggerScript(5125201)	"AcmEquipGuide(5,8,1)"	"AcmEquipGuide(5,7,1)"	15
80403	1	1	1303	71	96	0	0	71	16	0	0	71	16	0	0	0	0	0	0	0	0	1305	1306	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	1
80403	2	1	1310	71	144	0	0	71	24	0	0	71	24	0	0	0	0	0	0	0	0	1312	1313	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101303)	LogicScriptManager.TriggerScript(4101303)	2
80403	3	1	1317	71	180	0	0	71	29	0	0	71	29	0	0	0	0	0	0	0	0	1319	1320	LogicScriptManager.TriggerScript(4101304)	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101305)	5
80403	4	1	1324	71	216	0	0	71	36	0	0	71	36	0	0	0	0	0	0	0	0	1326	1327	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101300)	7
80403	5	1	1331	71	216	0	0	71	36	0	0	71	36	0	0	0	0	0	0	0	0	1333	1334	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101300)	LogicScriptManager.TriggerScript(4101301)	9
80403	6	1	1338	71	216	0	0	71	36	0	0	71	36	0	0	0	0	0	0	0	0	1340	1341	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101305)	11
80403	7	1	1345	71	216	0	0	71	36	0	0	71	36	0	0	0	0	0	0	0	0	1347	1348	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101304)	LogicScriptManager.TriggerScript(4101306)	13
80403	8	1	1352	71	216	0	0	71	36	0	0	71	36	0	0	0	0	0	0	0	0	1354	1355	LogicScriptManager.TriggerScript(4101200)	LogicScriptManager.TriggerScript(4101308)	LogicScriptManager.TriggerScript(4101305)	15
80404	1	1	1403	72	375	0	0	72	62	0	0	72	62	0	0	0	0	0	0	0	0	1405	1406	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	3
80404	2	1	1410	72	750	0	0	72	125	0	0	72	125	0	0	0	0	0	0	0	0	1412	1413	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	4
80404	3	1	1417	72	1125	0	0	72	187	0	0	72	187	0	0	0	0	0	0	0	0	1419	1420	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	6
80404	4	1	1424	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1426	1427	LogicScriptManager.TriggerScript(4104100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	8
80404	5	1	1431	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1433	1434	LogicScriptManager.TriggerScript(4104100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	10
80404	6	1	1438	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1440	1441	LogicScriptManager.TriggerScript(4104200)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	12
80404	7	1	1445	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1447	1448	LogicScriptManager.TriggerScript(4104100)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	14
80404	8	1	1452	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1454	1455	LogicScriptManager.TriggerScript(4104200)	LogicScriptManager.TriggerScript(4103100)	LogicScriptManager.TriggerScript(4104100)	16
80405	1	1	1503	72	375	0	0	72	62	0	0	72	62	0	0	0	0	0	0	0	0	1505	1506	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4101400)	4
80405	2	1	1510	72	750	0	0	72	125	0	0	72	125	0	0	0	0	0	0	0	0	1512	1513	LogicScriptManager.TriggerScript(4107201)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107201)	6
80405	3	1	1517	72	1125	0	0	72	187	0	0	72	187	0	0	0	0	0	0	0	0	1519	1520	LogicScriptManager.TriggerScript(4107301)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107301)	7
80405	4	1	1524	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1526	1527	LogicScriptManager.TriggerScript(4107301)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107201)	8
80405	5	1	1531	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1533	1534	LogicScriptManager.TriggerScript(4107301)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107201)	10
80405	6	1	1538	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1540	1541	LogicScriptManager.TriggerScript(4107201)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107301)	12
80405	7	1	1545	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1547	1548	LogicScriptManager.TriggerScript(4107101)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107301)	14
80405	8	1	1552	72	1500	0	0	72	250	0	0	72	250	0	0	0	0	0	0	0	0	1554	1555	LogicScriptManager.TriggerScript(4107201)	LogicScriptManager.TriggerScript(4101400)	LogicScriptManager.TriggerScript(4107401)	16
