宝石道具ID	有效标志	镶嵌的部位	镶嵌孔的形状	宝石类型	宝石颜色	宝石等级	下级宝石ID	上级宝石ID	境界限制	升级需要同级宝石数（要算上自己）	升级需要晶石	分解材料副ID（1位类型<1装备2宝石>+1位颜色+2位分类(部位)+1位等级）	付费升级消耗ID	升级宝石成功率	属性类型1	剑客数值1	御灵数值1	刀客数值1	弓手数值1	属性类型2	剑客数值1	御灵数值1	刀客数值1	弓手数值1	属性类型2	剑客数值1	御灵数值1	刀客数值1	弓手数值1	属性类型2	剑客数值1	御灵数值1	刀客数值1	弓手数值1	增加战力值1	增加战力值2	属性类型2	剑客数值1	御灵数值1	刀客数值1	弓手数值1	下阶宝石ID
400140804	1	144	1	7	4	8	400140904	400140704	10	3	79360000	240708	50141	10000	5	2250	2250	2250	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65530	0	0	0	0	0	0	400150804
400140904	1	144	1	7	4	9	-1	400140804	10	-1	-1	240708	-1	10000	5	2750	2750	2750	2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91742	0	0	0	0	0	0	400150904
400150104	1	144	1	7	5	1	400150204	-1	17	3	107500	250701	50151	10000	5	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8262	0	0	0	0	0	0	-1
400150204	1	144	1	7	5	2	400150304	400150104	17	3	215000	250702	50151	10000	5	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16524	0	0	0	0	0	0	-1
400150304	1	144	1	7	5	3	400150404	400150204	17	3	860000	250703	50151	10000	5	1200	1200	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24786	0	0	0	0	0	0	-1
400150404	1	144	1	7	5	4	400150504	400150304	17	3	3440000	250704	50151	10000	5	1600	1600	1600	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37180	0	0	0	0	0	0	-1
400150504	1	144	1	7	5	5	400150604	400150404	17	3	13760000	250705	50151	10000	5	2300	2300	2300	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55770	0	0	0	0	0	0	-1
400150604	1	144	1	7	5	6	400150704	400150504	17	3	55040000	250706	50151	10000	5	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83656	0	0	0	0	0	0	-1
400150704	1	144	1	7	5	7	400150804	400150604	17	3	220160000	250707	50151	10000	5	4000	4000	4000	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125484	0	0	0	0	0	0	-1
400150804	1	144	1	7	5	8	400150904	400150704	17	3	220160000	250708	50151	10000	5	5000	5000	5000	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175678	0	0	0	0	0	0	-1
400150904	1	144	1	7	5	9	-1	400150804	17	-1	-1	250708	-1	10000	5	6000	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245950	0	0	0	0	0	0	-1
400130105	1	520	2	8	3	1	400130205	-1	2	3	12500	230801	50231	10000	6	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	400140105
400130205	1	520	2	8	3	2	400130305	400130105	2	3	25000	230802	50231	10000	6	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	400140205
400130305	1	520	2	8	3	3	400130405	400130205	2	3	100000	230803	50231	10000	6	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	400140305
400130405	1	520	2	8	3	4	400130505	400130305	2	3	400000	230804	50231	10000	6	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	400140405
400130505	1	520	2	8	3	5	400130605	400130405	2	3	1600000	230805	50231	10000	6	575	575	575	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	0	0	400140505
400130605	1	520	2	8	3	6	400130705	400130505	2	3	6400000	230806	50231	10000	6	750	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5760	0	0	0	0	0	0	400140605
400130705	1	520	2	8	3	7	400130805	400130605	5	3	25600000	230807	50231	10000	6	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8640	0	0	0	0	0	0	400140705
400130805	1	520	2	8	3	8	400130905	400130705	5	3	25600000	230808	50231	10000	6	1250	1250	1250	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12960	0	0	0	0	0	0	400140805
400130905	1	520	2	8	3	9	-1	400130805	8	-1	-1	230808	-1	10000	6	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18144	0	0	0	0	0	0	400140905
400140105	1	520	2	8	4	1	400140205	-1	10	3	38750	240801	50241	10000	6	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618	0	0	0	0	0	0	400150105
400140205	1	520	2	8	4	2	400140305	400140105	10	3	77500	240802	50241	10000	6	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3236	0	0	0	0	0	0	400150205
400140305	1	520	2	8	4	3	400140405	400140205	10	3	310000	240803	50241	10000	6	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6472	0	0	0	0	0	0	400150305
400140405	1	520	2	8	4	4	400140505	400140305	10	3	1240000	240804	50241	10000	6	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12944	0	0	0	0	0	0	400150405
400140505	1	520	2	8	4	5	400140605	400140405	10	3	4960000	240805	50241	10000	6	1150	1150	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19416	0	0	0	0	0	0	400150505
400140605	1	520	2	8	4	6	400140705	400140505	10	3	19840000	240806	50241	10000	6	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29124	0	0	0	0	0	0	400150605
400140705	1	520	2	8	4	7	400140805	400140605	10	3	79360000	240807	50241	10000	6	1850	1850	1850	1850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43686	0	0	0	0	0	0	400150705
400140805	1	520	2	8	4	8	400140905	400140705	10	3	79360000	240808	50241	10000	6	2250	2250	2250	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65530	0	0	0	0	0	0	400150805
400140905	1	520	2	8	4	9	-1	400140805	10	-1	-1	240808	-1	10000	6	2750	2750	2750	2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91742	0	0	0	0	0	0	400150905
400150105	1	520	2	8	5	1	400150205	-1	17	3	107500	250801	50251	10000	6	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8262	0	0	0	0	0	0	-1
400150205	1	520	2	8	5	2	400150305	400150105	17	3	215000	250802	50251	10000	6	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16524	0	0	0	0	0	0	-1
400150305	1	520	2	8	5	3	400150405	400150205	17	3	860000	250803	50251	10000	6	1200	1200	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24786	0	0	0	0	0	0	-1
400150405	1	520	2	8	5	4	400150505	400150305	17	3	3440000	250804	50251	10000	6	1600	1600	1600	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37180	0	0	0	0	0	0	-1
400150505	1	520	2	8	5	5	400150605	400150405	17	3	13760000	250805	50251	10000	6	2300	2300	2300	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55770	0	0	0	0	0	0	-1
400150605	1	520	2	8	5	6	400150705	400150505	17	3	55040000	250806	50251	10000	6	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83656	0	0	0	0	0	0	-1
400150705	1	520	2	8	5	7	400150805	400150605	17	3	220160000	250807	50251	10000	6	4000	4000	4000	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125484	0	0	0	0	0	0	-1
400150805	1	520	2	8	5	8	400150905	400150705	17	3	220160000	250808	50251	10000	6	5000	5000	5000	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175678	0	0	0	0	0	0	-1
400150905	1	520	2	8	5	9	-1	400150805	17	-1	-1	250808	-1	10000	6	6000	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245950	0	0	0	0	0	0	-1
400130106	1	272	3	9	3	1	400130206	-1	2	3	12500	230901	50131	10000	11	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	400140106
400130206	1	272	3	9	3	2	400130306	400130106	2	3	25000	230902	50131	10000	11	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	400140206
400130306	1	272	3	9	3	3	400130406	400130206	2	3	100000	230903	50131	10000	11	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	400140306
400130406	1	272	3	9	3	4	400130506	400130306	2	3	400000	230904	50131	10000	11	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	400140406
400130506	1	272	3	9	3	5	400130606	400130406	2	3	1600000	230905	50131	10000	11	575	575	575	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	0	0	400140506
400130606	1	272	3	9	3	6	400130706	400130506	2	3	6400000	230906	50131	10000	11	750	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5760	0	0	0	0	0	0	400140606
400130706	1	272	3	9	3	7	400130806	400130606	5	3	25600000	230907	50131	10000	11	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8640	0	0	0	0	0	0	400140706
400130806	1	272	3	9	3	8	400130906	400130706	5	3	25600000	230908	50131	10000	11	1250	1250	1250	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12960	0	0	0	0	0	0	400140806
400130906	1	272	3	9	3	9	-1	400130806	8	-1	-1	230908	-1	10000	11	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18144	0	0	0	0	0	0	400140906
400140106	1	272	3	9	4	1	400140206	-1	11	3	38750	240901	50141	10000	11	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618	0	0	0	0	0	0	400150106
400140206	1	272	3	9	4	2	400140306	400140106	11	3	77500	240902	50141	10000	11	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3236	0	0	0	0	0	0	400150206
400140306	1	272	3	9	4	3	400140406	400140206	11	3	310000	240903	50141	10000	11	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6472	0	0	0	0	0	0	400150306
400140406	1	272	3	9	4	4	400140506	400140306	11	3	1240000	240904	50141	10000	11	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12944	0	0	0	0	0	0	400150406
400140506	1	272	3	9	4	5	400140606	400140406	11	3	4960000	240905	50141	10000	11	1150	1150	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19416	0	0	0	0	0	0	400150506
400140606	1	272	3	9	4	6	400140706	400140506	11	3	19840000	240906	50141	10000	11	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29124	0	0	0	0	0	0	400150606
400140706	1	272	3	9	4	7	400140806	400140606	11	3	79360000	240907	50141	10000	11	1850	1850	1850	1850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43686	0	0	0	0	0	0	400150706
400140806	1	272	3	9	4	8	400140906	400140706	11	3	79360000	240908	50141	10000	11	2250	2250	2250	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65530	0	0	0	0	0	0	400150806
400140906	1	272	3	9	4	9	-1	400140806	11	-1	-1	240908	-1	10000	11	2750	2750	2750	2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91742	0	0	0	0	0	0	400150906
400150106	1	272	3	9	5	1	400150206	-1	20	3	107500	250901	50151	10000	11	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8262	0	0	0	0	0	0	-1
400150206	1	272	3	9	5	2	400150306	400150106	20	3	215000	250902	50151	10000	11	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16524	0	0	0	0	0	0	-1
400150306	1	272	3	9	5	3	400150406	400150206	20	3	860000	250903	50151	10000	11	1200	1200	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24786	0	0	0	0	0	0	-1
400150406	1	272	3	9	5	4	400150506	400150306	20	3	3440000	250904	50151	10000	11	1600	1600	1600	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37180	0	0	0	0	0	0	-1
400150506	1	272	3	9	5	5	400150606	400150406	20	3	13760000	250905	50151	10000	11	2300	2300	2300	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55770	0	0	0	0	0	0	-1
400150606	1	272	3	9	5	6	400150706	400150506	20	3	55040000	250906	50151	10000	11	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83656	0	0	0	0	0	0	-1
400150706	1	272	3	9	5	7	400150806	400150606	20	3	220160000	250907	50151	10000	11	4000	4000	4000	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125484	0	0	0	0	0	0	-1
400150806	1	272	3	9	5	8	400150906	400150706	20	3	220160000	250908	50151	10000	11	5000	5000	5000	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175678	0	0	0	0	0	0	-1
400150906	1	272	3	9	5	9	-1	400150806	23	-1	-1	250908	-1	10000	11	6000	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245950	0	0	0	0	0	0	-1
400130107	1	12	3	10	3	1	400130207	-1	2	3	12500	231001	50231	10000	10	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	400140107
400130207	1	12	3	10	3	2	400130307	400130107	2	3	25000	231002	50231	10000	10	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	400140207
400130307	1	12	3	10	3	3	400130407	400130207	2	3	100000	231003	50231	10000	10	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	400140307
400130407	1	12	3	10	3	4	400130507	400130307	2	3	400000	231004	50231	10000	10	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	400140407
400130507	1	12	3	10	3	5	400130607	400130407	2	3	1600000	231005	50231	10000	10	575	575	575	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	0	0	400140507
400130607	1	12	3	10	3	6	400130707	400130507	2	3	6400000	231006	50231	10000	10	750	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5760	0	0	0	0	0	0	400140607
400130707	1	12	3	10	3	7	400130807	400130607	5	3	25600000	231007	50231	10000	10	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8640	0	0	0	0	0	0	400140707
400130807	1	12	3	10	3	8	400130907	400130707	5	3	25600000	231008	50231	10000	10	1250	1250	1250	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12960	0	0	0	0	0	0	400140807
400130907	1	12	3	10	3	9	-1	400130807	8	-1	-1	231008	-1	10000	10	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18144	0	0	0	0	0	0	400140907
400140107	1	12	3	10	4	1	400140207	-1	11	3	38750	241001	50241	10000	10	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618	0	0	0	0	0	0	400150107
400140207	1	12	3	10	4	2	400140307	400140107	11	3	77500	241002	50241	10000	10	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3236	0	0	0	0	0	0	400150207
400140307	1	12	3	10	4	3	400140407	400140207	11	3	310000	241003	50241	10000	10	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6472	0	0	0	0	0	0	400150307
400140407	1	12	3	10	4	4	400140507	400140307	11	3	1240000	241004	50241	10000	10	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12944	0	0	0	0	0	0	400150407
400140507	1	12	3	10	4	5	400140607	400140407	11	3	4960000	241005	50241	10000	10	1150	1150	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19416	0	0	0	0	0	0	400150507
400140607	1	12	3	10	4	6	400140707	400140507	11	3	19840000	241006	50241	10000	10	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29124	0	0	0	0	0	0	400150607
400140707	1	12	3	10	4	7	400140807	400140607	11	3	79360000	241007	50241	10000	10	1850	1850	1850	1850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43686	0	0	0	0	0	0	400150707
400140807	1	12	3	10	4	8	400140907	400140707	11	3	79360000	241008	50241	10000	10	2250	2250	2250	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65530	0	0	0	0	0	0	400150807
400140907	1	12	3	10	4	9	-1	400140807	11	-1	-1	241008	-1	10000	10	2750	2750	2750	2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91742	0	0	0	0	0	0	400150907
400150107	1	12	3	10	5	1	400150207	-1	20	3	107500	251001	50251	10000	10	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8262	0	0	0	0	0	0	-1
400150207	1	12	3	10	5	2	400150307	400150107	20	3	215000	251002	50251	10000	10	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16524	0	0	0	0	0	0	-1
400150307	1	12	3	10	5	3	400150407	400150207	20	3	860000	251003	50251	10000	10	1200	1200	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24786	0	0	0	0	0	0	-1
400150407	1	12	3	10	5	4	400150507	400150307	20	3	3440000	251004	50251	10000	10	1600	1600	1600	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37180	0	0	0	0	0	0	-1
400150507	1	12	3	10	5	5	400150607	400150407	20	3	13760000	251005	50251	10000	10	2300	2300	2300	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55770	0	0	0	0	0	0	-1
400150607	1	12	3	10	5	6	400150707	400150507	20	3	55040000	251006	50251	10000	10	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83656	0	0	0	0	0	0	-1
400150707	1	12	3	10	5	7	400150807	400150607	20	3	220160000	251007	50251	10000	10	4000	4000	4000	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125484	0	0	0	0	0	0	-1
400150807	1	12	3	10	5	8	400150907	400150707	20	3	220160000	251008	50251	10000	10	5000	5000	5000	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175678	0	0	0	0	0	0	-1
400150907	1	12	3	10	5	9	-1	400150807	23	-1	-1	251008	-1	10000	10	6000	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245950	0	0	0	0	0	0	-1
400130108	1	65	3	11	3	1	400130208	-1	2	3	12500	231101	50231	10000	74	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	400140108
400130208	1	65	3	11	3	2	400130308	400130108	2	3	25000	231102	50231	10000	74	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	400140208
400130308	1	65	3	11	3	3	400130408	400130208	2	3	100000	231103	50231	10000	74	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	400140308
400130408	1	65	3	11	3	4	400130508	400130308	2	3	400000	231104	50231	10000	74	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	400140408
400130508	1	65	3	11	3	5	400130608	400130408	2	3	1600000	231105	50231	10000	74	575	575	575	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	0	0	400140508
400130608	1	65	3	11	3	6	400130708	400130508	2	3	6400000	231106	50231	10000	74	750	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5760	0	0	0	0	0	0	400140608
400130708	1	65	3	11	3	7	400130808	400130608	5	3	25600000	231107	50231	10000	74	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8640	0	0	0	0	0	0	400140708
400130808	1	65	3	11	3	8	400130908	400130708	5	3	25600000	231108	50231	10000	74	1250	1250	1250	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12960	0	0	0	0	0	0	400140808
400130908	1	65	3	11	3	9	-1	400130808	8	-1	-1	231108	-1	10000	74	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18144	0	0	0	0	0	0	400140908
400140108	1	65	3	11	4	1	400140208	-1	11	3	38750	241101	50241	10000	74	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618	0	0	0	0	0	0	400150108
400140208	1	65	3	11	4	2	400140308	400140108	11	3	77500	241102	50241	10000	74	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3236	0	0	0	0	0	0	400150208
400140308	1	65	3	11	4	3	400140408	400140208	11	3	310000	241103	50241	10000	74	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6472	0	0	0	0	0	0	400150308
400140408	1	65	3	11	4	4	400140508	400140308	11	3	1240000	241104	50241	10000	74	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12944	0	0	0	0	0	0	400150408
400140508	1	65	3	11	4	5	400140608	400140408	11	3	4960000	241105	50241	10000	74	1150	1150	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19416	0	0	0	0	0	0	400150508
400140608	1	65	3	11	4	6	400140708	400140508	11	3	19840000	241106	50241	10000	74	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29124	0	0	0	0	0	0	400150608
400140708	1	65	3	11	4	7	400140808	400140608	11	3	79360000	241107	50241	10000	74	1850	1850	1850	1850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43686	0	0	0	0	0	0	400150708
400140808	1	65	3	11	4	8	400140908	400140708	11	3	79360000	241108	50241	10000	74	2250	2250	2250	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65530	0	0	0	0	0	0	400150808
400140908	1	65	3	11	4	9	-1	400140808	11	-1	-1	241108	-1	10000	74	2750	2750	2750	2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91742	0	0	0	0	0	0	400150908
400150108	1	65	3	11	5	1	400150208	-1	20	3	107500	251101	50251	10000	74	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8262	0	0	0	0	0	0	-1
400150208	1	65	3	11	5	2	400150308	400150108	20	3	215000	251102	50251	10000	74	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16524	0	0	0	0	0	0	-1
400150308	1	65	3	11	5	3	400150408	400150208	20	3	860000	251103	50251	10000	74	1200	1200	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24786	0	0	0	0	0	0	-1
400150408	1	65	3	11	5	4	400150508	400150308	20	3	3440000	251104	50251	10000	74	1600	1600	1600	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37180	0	0	0	0	0	0	-1
400150508	1	65	3	11	5	5	400150608	400150408	20	3	13760000	251105	50251	10000	74	2300	2300	2300	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55770	0	0	0	0	0	0	-1
400150608	1	65	3	11	5	6	400150708	400150508	20	3	55040000	251106	50251	10000	74	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83656	0	0	0	0	0	0	-1
400150708	1	65	3	11	5	7	400150808	400150608	20	3	220160000	251107	50251	10000	74	4000	4000	4000	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125484	0	0	0	0	0	0	-1
400150808	1	65	3	11	5	8	400150908	400150708	20	3	220160000	251108	50251	10000	74	5000	5000	5000	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175678	0	0	0	0	0	0	-1
400150908	1	65	3	11	5	9	-1	400150808	23	-1	-1	251108	-1	10000	74	6000	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245950	0	0	0	0	0	0	-1
400130109	1	130	3	12	3	1	400130209	-1	2	3	12500	231201	50131	10000	75	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	400140109
400130209	1	130	3	12	3	2	400130309	400130109	2	3	25000	231202	50131	10000	75	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	400140209
400130309	1	130	3	12	3	3	400130409	400130209	2	3	100000	231203	50131	10000	75	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	400140309
400130409	1	130	3	12	3	4	400130509	400130309	2	3	400000	231204	50131	10000	75	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	400140409
400130509	1	130	3	12	3	5	400130609	400130409	2	3	1600000	231205	50131	10000	75	575	575	575	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	0	0	400140509
400130609	1	130	3	12	3	6	400130709	400130509	2	3	6400000	231206	50131	10000	75	750	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5760	0	0	0	0	0	0	400140609
400130709	1	130	3	12	3	7	400130809	400130609	5	3	25600000	231207	50131	10000	75	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8640	0	0	0	0	0	0	400140709
400130809	1	130	3	12	3	8	400130909	400130709	5	3	25600000	231208	50131	10000	75	1250	1250	1250	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12960	0	0	0	0	0	0	400140809
400130909	1	130	3	12	3	9	-1	400130809	8	-1	-1	231208	-1	10000	75	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18144	0	0	0	0	0	0	400140909
400140109	1	130	3	12	4	1	400140209	-1	11	3	38750	241201	50141	10000	75	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618	0	0	0	0	0	0	400150109
400140209	1	130	3	12	4	2	400140309	400140109	11	3	77500	241202	50141	10000	75	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3236	0	0	0	0	0	0	400150209
400140309	1	130	3	12	4	3	400140409	400140209	11	3	310000	241203	50141	10000	75	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6472	0	0	0	0	0	0	400150309
400140409	1	130	3	12	4	4	400140509	400140309	11	3	1240000	241204	50141	10000	75	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12944	0	0	0	0	0	0	400150409
400140509	1	130	3	12	4	5	400140609	400140409	11	3	4960000	241205	50141	10000	75	1150	1150	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19416	0	0	0	0	0	0	400150509
400140609	1	130	3	12	4	6	400140709	400140509	11	3	19840000	241206	50141	10000	75	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29124	0	0	0	0	0	0	400150609
