群组ID	有效值	死亡触发事件ID	公共掉落ID	单人掉落ID	是否为群组巡逻	成员个数	成员ID1	成员ID2	成员ID3	成员ID4	成员ID5	成员ID6	成员ID7	成员ID8	成员ID9	成员ID10	成员ID11	成员ID12	成员ID13	成员ID14	成员ID15	成员ID16	成员ID17	成员ID18	成员ID19	成员ID20
340800080	1	0	0	0	0	1	340800080																			
340800081	1	0	0	0	0	4	340800081	340800082	340800083	340800084																
340800085	1	34080023	0	0	0	1	340800085																			
340800086	1	34080022	0	0	0	4	340800086	340800087	340800088	340800089																
340800090	1	34080025	0	0	0	3	340800090	340800095	340800096																	
340800091	1	0	0	0	0	4	340800091	340800092	340800093	340800094																
340800098	1	0	0	0	0	7	340800098	340800099	340800100	340800101	340800102	340800103	340800104													
340800105	1	34080028	0	0	0	7	340800105	340800106	340800107	340800108	340800109	340800110	340800111													
340800112	1	34080030	0	0	0	2	340800112	340800113																		
340800114	1	0	0	0	0	3	340800114	340800115	340800116																	
360100005	1	0	0	0	0	4	360100005	360100006	360100007	360100008																
360100009	1	36010101	0	0	0	1	360100009																			
360200005	1	0	0	0	0	4	360200005	360200006	360200007	360200008																
360200009	1	36020101	0	0	0	1	360200009																			
360300005	1	0	0	0	0	4	360300005	360300006	360300007	360300008																
360300009	1	36030101	0	0	0	1	360300009																			
360400005	1	0	0	0	0	4	360400005	360400006	360400007	360400008																
360400009	1	36040101	0	0	0	1	360400009																			
360500005	1	0	0	0	0	4	360500005	360500006	360500007	360500008																
360500009	1	36050101	0	0	0	1	360500009																			
360600005	1	0	0	0	0	4	360600005	360600006	360600007	360600008																
360600009	1	36060101	0	0	0	1	360600009																			
360700005	1	0	0	0	0	4	360700005	360700006	360700007	360700008																
360700009	1	36070101	0	0	0	1	360700009																			
410300101	1	4103007	0	0	0	3	410300011	410300012	410300013																	
410300102	1	4103008	0	0	0	3	410300014	410300015	410300016																	
410300103	1	4103009	0	0	0	3	410300017	410300018	410300019																	
410300104	1	4103010	0	0	0	3	410300020	410300021	410300022																	
420000003	1	0	0	0	0	4	420000003	420000004	420000005	420000006																
420000011	1	42000009	0	0	0	4	420000011	420000012	420000013	420000015																
420000007	1	0	0	0	0	3	420000007	420000009	420000010																	
420000016	1	0	0	0	0	3	420000016	420000018	420000019																	
420000020	1	42000008	0	0	0	3	420000020	420000022	420000023																	
420000033	1	42000001	0	0	0	2	420000033	420000014																		
420000036	1	42000005	0	0	0	6	420000036	420000017	420000021	420000024	420000027	420000029														
420000043	1	42000007	510130	0	0	2	420000043	420000044																		
420000045	1	0	0	0	0	1	420000045																			
420000037	1	0	0	0	0	4	420000037	420000038	420000039	420000040																
420000031	1	42000002	0	0	0	2	420000031	420000034																		
420100003	1	0	0	0	0	4	420100003	420100004	420100005	420100006																
420100011	1	42010009	0	0	0	4	420100011	420100012	420100013	420100015																
420100007	1	0	0	0	0	3	420100007	420100009	420100010																	
420100016	1	0	0	0	0	3	420100016	420100018	420100019																	
420100020	1	42010008	0	0	0	3	420100020	420100022	420100023																	
420100033	1	42010001	0	0	0	2	420100033	420100014																		
420100036	1	42010005	0	0	0	6	420100036	420100017	420100021	420100024	420100027	420100029														
420100043	1	42010007	0	0	0	2	420100043	420100044																		
420100045	1	0	0	0	0	1	420100045																			
420100037	1	0	0	0	0	4	420100037	420100038	420100039	420100040																
420100031	1	42010002	0	0	0	2	420100031	420100034																		
420300001	1	0	0	0	0	6	420300001	420300002	420300003	420300004	420300016	420300047														
420300020	1	42030006	0	0	0	16	420300020	420300021	420300022	420300023	420300024	420300025	420300026	420300027	420300028	420300029	420300030	420300031	420300032	420300033	420300034	420300035				
420300005	1	42030001	0	0	0	9	420300005	420300006	420300007	420300008	420300009	420300010	420300011	420300012	420300013											
420300014	1	42030007	0	0	0	13	420300014	420300015	420300036	420300037	420300038	420300039	420300040	420300041	420300042	420300043	420300044	420300045	420300046							
420300048	1	42030002	0	0	0	11	420300048	420300049	420300050	420300065	420300066	420300067	420300068	420300069	420300070	420300071	420300072									
420300061	1	0	0	0	0	2	420300061	420300062																		
420300051	1	42030003	0	0	0	1	420300051																			
420300081	1	42030008	0	0	0	10	420300081	420300082	420300083	420300084	420300085	420300086	420300087	420300088	420300089	420300090										
420300018	1	42030004	0	0	0	1	420300018																			
602000008	1	60200001	0	0	0	7	602000008	602000009	602000010	602000011	602000012	602000013	602000014													
602000017	1	60200002	0	0	0	20	602000017	602000018	602000019	602000020	602000021	602000022	602000023	602000024	602000025	602000026	602000027	602000028	602000029	602000030	602000031	602000032	602000033	602000034	602000035	602000036
602000037	1	60200003	0	0	0	1	602000037																			
701000001	1	70100001	0	0	0	5	701000001	701000002	701000003	701000004	701000005															
701000011	1	70100002	0	0	0	5	701000011	701000012	701000013	701000014	701000015															
701000021	1	70100003	0	0	0	5	701000021	701000022	701000023	701000024	701000025															
701000031	1	70100004	0	0	0	5	701000031	701000032	701000033	701000034	701000035															
701000041	1	70100005	0	0	0	2	701000041	701000042																		
701000043	1	70100009	0	0	0	5	701000043	701000044	701000045	701000046	701000047															
701000053	1	70100010	0	0	0	5	701000053	701000054	701000055	701000056	701000057															
701000063	1	70100006	0	0	0	1	701000063																			
701000064	1	70100012	0	0	0	5	701000064	701000065	701000066	701000067	701000068															
701000074	1	70100011	0	0	0	5	701000074	701000075	701000076	701000077	701000078															
701000084	1	70100007	0	0	0	1	701000084																			
701000085	1	70100013	0	0	0	5	701000085	701000086	701000087	701000088	701000089															
701000095	1	70100014	0	0	0	10	701000095	701000096	701000097	701000098	701000099	701000100	701000101	701000102	701000103	701000104										
701000105	1	70100008	0	0	0	1	701000105																			
900100001	1	0	0	0	0	1	900101001																			
900101001	1	0	0	0	0	3	900101002	900101003	900101004																	
900101002	1	0	0	0	0	4	900101005	900101006	900101007	900102001																
900102001	1	0	0	0	0	3	900102002	900102003	900102004																	
900102002	1	0	0	0	0	4	900102005	900102006	900102007	900103001																
900103001	1	0	0	0	0	3	900103002	900103003	900103004																	
900103002	1	0	0	0	0	3	900103005	900103006	900104001																	
900104001	1	0	0	0	0	3	900104002	900104003	900104004																	
900104002	1	0	0	0	0	5	900104005	900104006	900104007	900104008	900105001															
900105001	1	0	0	0	0	3	900105002	900105003	900105004																	
900105002	1	0	0	0	0	7	900105005	900105006	900105007	900105008	900105009	900105010	900106001													
900106001	1	0	0	0	0	3	900106002	900106003	900106004																	
900106002	1	0	0	0	0	4	900106005	900106006	900106007	900107001																
900107001	1	0	0	0	0	3	900107002	900107003	900107004																	
900107002	1	0	0	0	0	4	900107005	900107006	900107007	900108001																
900108001	1	0	0	0	0	5	900108002	900108003	900108004	900108005	900108014															
900108002	1	0	0	0	0	3	900108006	900108007	900109001																	
900109001	1	0	0	0	0	4	900109002	900109003	900109004	900109005																
900109002	1	0	0	0	0	4	900109006	900109007	900109008	900110001																
900110001	1	0	0	0	0	1	900110002																			
900200001	1	0	0	0	0	1	900201001																			
900201001	1	0	0	0	0	3	900201002	900201003	900201004																	
900201002	1	0	0	0	0	4	900201005	900201006	900201007	900202001																
900202001	1	0	0	0	0	3	900202002	900202003	900202004																	
900202002	1	0	0	0	0	4	900202005	900202006	900202007	900203001																
900203001	1	0	0	0	0	3	900203002	900203003	900203004																	
900203002	1	0	0	0	0	3	900203005	900203006	900204001																	
900204001	1	0	0	0	0	3	900204002	900204003	900204004																	
900204002	1	0	0	0	0	5	900204005	900204006	900204007	900204008	900205001															
900205001	1	0	0	0	0	3	900205002	900205003	900205004																	
900205002	1	0	0	0	0	7	900205005	900205006	900205007	900205008	900205009	900205010	900206001													
900206001	1	0	0	0	0	3	900206002	900206003	900206004																	
900206002	1	0	0	0	0	4	900206005	900206006	900206007	900207001																
900207001	1	0	0	0	0	3	900207002	900207003	900207004																	
900207002	1	0	0	0	0	4	900207005	900207006	900207007	900208001																
900208001	1	0	0	0	0	5	900208002	900208003	900208004	900208005	900208014															
900208002	1	0	0	0	0	3	900208006	900208007	900209001																	
900209001	1	0	0	0	0	4	900209002	900209003	900209004	900209005																
900209002	1	0	0	0	0	4	900209006	900209007	900209008	900210001																
900210001	1	0	0	0	0	1	900210002																			
900300001	1	0	0	0	0	1	900301001																			
900301001	1	0	0	0	0	3	900301002	900301003	900301004																	
900301002	1	0	0	0	0	4	900301005	900301006	900301007	900302001																
900302001	1	0	0	0	0	3	900302002	900302003	900302004																	
900302002	1	0	0	0	0	4	900302005	900302006	900302007	900303001																
900303001	1	0	0	0	0	3	900303002	900303003	900303004																	
900303002	1	0	0	0	0	3	900303005	900303006	900304001																	
900304001	1	0	0	0	0	3	900304002	900304003	900304004																	
900304002	1	0	0	0	0	5	900304005	900304006	900304007	900304008	900305001															
900305001	1	0	0	0	0	3	900305002	900305003	900305004																	
900305002	1	0	0	0	0	7	900305005	900305006	900305007	900305008	900305009	900305010	900306001													
900306001	1	0	0	0	0	3	900306002	900306003	900306004																	
900306002	1	0	0	0	0	4	900306005	900306006	900306007	900307001																
900307001	1	0	0	0	0	3	900307002	900307003	900307004																	
900307002	1	0	0	0	0	4	900307005	900307006	900307007	900308001																
900308001	1	0	0	0	0	5	900308002	900308003	900308004	900308005	900308014															
900308002	1	0	0	0	0	3	900308006	900308007	900309001																	
900309001	1	0	0	0	0	4	900309002	900309003	900309004	900309005																
900309002	1	0	0	0	0	4	900309006	900309007	900309008	900310001																
900310001	1	0	0	0	0	1	900310002																			
900400001	1	0	0	0	0	1	900401001																			
900401001	1	0	0	0	0	3	900401002	900401003	900401004																	
900401002	1	0	0	0	0	4	900401005	900401006	900401007	900402001																
900402001	1	0	0	0	0	3	900402002	900402003	900402004																	
900402002	1	0	0	0	0	4	900402005	900402006	900402007	900403001																
900403001	1	0	0	0	0	3	900403002	900403003	900403004																	
900403002	1	0	0	0	0	3	900403005	900403006	900404001																	
900404001	1	0	0	0	0	3	900404002	900404003	900404004																	
900404002	1	0	0	0	0	5	900404005	900404006	900404007	900404008	900405001															
900405001	1	0	0	0	0	3	900405002	900405003	900405004																	
900405002	1	0	0	0	0	7	900405005	900405006	900405007	900405008	900405009	900405010	900406001													
900406001	1	0	0	0	0	3	900406002	900406003	900406004																	
900406002	1	0	0	0	0	4	900406005	900406006	900406007	900407001																
900407001	1	0	0	0	0	3	900407002	900407003	900407004																	
900407002	1	0	0	0	0	4	900407005	900407006	900407007	900408001																
900408001	1	0	0	0	0	5	900408002	900408003	900408004	900408005	900408014															
900408002	1	0	0	0	0	3	900408006	900408007	900409001																	
900409001	1	0	0	0	0	4	900409002	900409003	900409004	900409005																
900409002	1	0	0	0	0	4	900409006	900409007	900409008	900410001																
900410001	1	0	0	0	0	1	900410002																			
900500001	1	0	0	0	0	1	900501001																			
900501001	1	0	0	0	0	3	900501002	900501003	900501004																	
900501002	1	0	0	0	0	4	900501005	900501006	900501007	900502001																
900502001	1	0	0	0	0	3	900502002	900502003	900502004																	
900502002	1	0	0	0	0	4	900502005	900502006	900502007	900503001																
900503001	1	0	0	0	0	3	900503002	900503003	900503004																	
900503002	1	0	0	0	0	3	900503005	900503006	900504001																	
900504001	1	0	0	0	0	3	900504002	900504003	900504004																	
900504002	1	0	0	0	0	5	900504005	900504006	900504007	900504008	900505001															
900505001	1	0	0	0	0	3	900505002	900505003	900505004																	
900505002	1	0	0	0	0	7	900505005	900505006	900505007	900505008	900505009	900505010	900506001													
900506001	1	0	0	0	0	3	900506002	900506003	900506004																	
900506002	1	0	0	0	0	4	900506005	900506006	900506007	900507001																
900507001	1	0	0	0	0	3	900507002	900507003	900507004																	
900507002	1	0	0	0	0	4	900507005	900507006	900507007	900508001																
900508001	1	0	0	0	0	5	900508002	900508003	900508004	900508005	900508014															
900508002	1	0	0	0	0	3	900508006	900508007	900509001																	
900509001	1	0	0	0	0	4	900509002	900509003	900509004	900509005																
900509002	1	0	0	0	0	4	900509006	900509007	900509008	900510001																
900510001	1	0	0	0	0	1	900510002																			
900600001	1	0	0	0	0	1	900601001																			
900601001	1	0	0	0	0	3	900601002	900601003	900601004																	
900601002	1	0	0	0	0	4	900601005	900601006	900601007	900602001																
900602001	1	0	0	0	0	3	900602002	900602003	900602004																	
900602002	1	0	0	0	0	4	900602005	900602006	900602007	900603001																
900603001	1	0	0	0	0	3	900603002	900603003	900603004																	
900603002	1	0	0	0	0	3	900603005	900603006	900604001																	
900604001	1	0	0	0	0	3	900604002	900604003	900604004																	
900604002	1	0	0	0	0	5	900604005	900604006	900604007	900604008	900605001															
900605001	1	0	0	0	0	3	900605002	900605003	900605004																	
900605002	1	0	0	0	0	7	900605005	900605006	900605007	900605008	900605009	900605010	900606001													
900606001	1	0	0	0	0	3	900606002	900606003	900606004																	
900606002	1	0	0	0	0	4	900606005	900606006	900606007	900607001																
900607001	1	0	0	0	0	3	900607002	900607003	900607004																	
900607002	1	0	0	0	0	4	900607005	900607006	900607007	900608001																
900608001	1	0	0	0	0	5	900608002	900608003	900608004	900608005	900608014															
900608002	1	0	0	0	0	3	900608006	900608007	900609001																	
900609001	1	0	0	0	0	4	900609002	900609003	900609004	900609005																
900609002	1	0	0	0	0	4	900609006	900609007	900609008	900610001																
900610001	1	0	0	0	0	1	900610002																			
900700001	1	0	0	0	0	1	900701001																			
900701001	1	0	0	0	0	3	900701002	900701003	900701004																	
900701002	1	0	0	0	0	4	900701005	900701006	900701007	900702001																
900702001	1	0	0	0	0	3	900702002	900702003	900702004																	
900702002	1	0	0	0	0	4	900702005	900702006	900702007	900703001																
900703001	1	0	0	0	0	3	900703002	900703003	900703004																	
900703002	1	0	0	0	0	3	900703005	900703006	900704001																	
900704001	1	0	0	0	0	3	900704002	900704003	900704004																	
900704002	1	0	0	0	0	5	900704005	900704006	900704007	900704008	900705001															
900705001	1	0	0	0	0	3	900705002	900705003	900705004																	
900705002	1	0	0	0	0	7	900705005	900705006	900705007	900705008	900705009	900705010	900706001													
900706001	1	0	0	0	0	3	900706002	900706003	900706004																	
900706002	1	0	0	0	0	4	900706005	900706006	900706007	900707001																
900707001	1	0	0	0	0	3	900707002	900707003	900707004																	
900707002	1	0	0	0	0	4	900707005	900707006	900707007	900708001																
900708001	1	0	0	0	0	5	900708002	900708003	900708004	900708005	900708014															
900708002	1	0	0	0	0	3	900708006	900708007	900709001																	
900709001	1	0	0	0	0	4	900709002	900709003	900709004	900709005																
900709002	1	0	0	0	0	4	900709006	900709007	900709008	900710001																
900710001	1	0	0	0	0	1	900710002																			
900800001	1	0	0	0	0	1	900801001																			
900801001	1	0	0	0	0	3	900801002	900801003	900801004																	
900801002	1	0	0	0	0	4	900801005	900801006	900801007	900802001																
900802001	1	0	0	0	0	3	900802002	900802003	900802004																	
900802002	1	0	0	0	0	4	900802005	900802006	900802007	900803001																
900803001	1	0	0	0	0	3	900803002	900803003	900803004																	
900803002	1	0	0	0	0	3	900803005	900803006	900804001																	
900804001	1	0	0	0	0	3	900804002	900804003	900804004																	
900804002	1	0	0	0	0	5	900804005	900804006	900804007	900804008	900805001															
900805001	1	0	0	0	0	3	900805002	900805003	900805004																	
900805002	1	0	0	0	0	7	900805005	900805006	900805007	900805008	900805009	900805010	900806001													
900806001	1	0	0	0	0	3	900806002	900806003	900806004																	
900806002	1	0	0	0	0	4	900806005	900806006	900806007	900807001																
900807001	1	0	0	0	0	3	900807002	900807003	900807004																	
900807002	1	0	0	0	0	4	900807005	900807006	900807007	900808001																
900808001	1	0	0	0	0	5	900808002	900808003	900808004	900808005	900808014															
900808002	1	0	0	0	0	3	900808006	900808007	900809001																	
900809001	1	0	0	0	0	4	900809002	900809003	900809004	900809005																
900809002	1	0	0	0	0	4	900809006	900809007	900809008	900810001																
900810001	1	0	0	0	0	1	900810002																			
900900001	1	0	0	0	0	1	900901001																			
900901001	1	0	0	0	0	3	900901002	900901003	900901004																	
900901002	1	0	0	0	0	4	900901005	900901006	900901007	900902001																
900902001	1	0	0	0	0	3	900902002	900902003	900902004																	
900902002	1	0	0	0	0	4	900902005	900902006	900902007	900903001																
900903001	1	0	0	0	0	3	900903002	900903003	900903004																	
900903002	1	0	0	0	0	3	900903005	900903006	900904001																	
900904001	1	0	0	0	0	3	900904002	900904003	900904004																	
900904002	1	0	0	0	0	5	900904005	900904006	900904007	900904008	900905001															
900905001	1	0	0	0	0	3	900905002	900905003	900905004																	
900905002	1	0	0	0	0	7	900905005	900905006	900905007	900905008	900905009	900905010	900906001													
900906001	1	0	0	0	0	3	900906002	900906003	900906004																	
900906002	1	0	0	0	0	4	900906005	900906006	900906007	900907001																
900907001	1	0	0	0	0	3	900907002	900907003	900907004																	
900907002	1	0	0	0	0	4	900907005	900907006	900907007	900908001																
900908001	1	0	0	0	0	5	900908002	900908003	900908004	900908005	900908014															
900908002	1	0	0	0	0	3	900908006	900908007	900909001																	
900909001	1	0	0	0	0	4	900909002	900909003	900909004	900909005																
900909002	1	0	0	0	0	4	900909006	900909007	900909008	900910001																
900910001	1	0	0	0	0	1	900910002																			
901000001	1	0	0	0	0	1	901001001																			
901001001	1	0	0	0	0	3	901001002	901001003	901001004																	
901001002	1	0	0	0	0	4	901001005	901001006	901001007	901002001																
901002001	1	0	0	0	0	3	901002002	901002003	901002004																	
901002002	1	0	0	0	0	4	901002005	901002006	901002007	901003001																
901003001	1	0	0	0	0	3	901003002	901003003	901003004																	
901003002	1	0	0	0	0	3	901003005	901003006	901004001																	
901004001	1	0	0	0	0	3	901004002	901004003	901004004																	
901004002	1	0	0	0	0	5	901004005	901004006	901004007	901004008	901005001															
901005001	1	0	0	0	0	3	901005002	901005003	901005004																	
901005002	1	0	0	0	0	7	901005005	901005006	901005007	901005008	901005009	901005010	901006001													
901006001	1	0	0	0	0	3	901006002	901006003	901006004																	
901006002	1	0	0	0	0	4	901006005	901006006	901006007	901007001																
901007001	1	0	0	0	0	3	901007002	901007003	901007004																	
901007002	1	0	0	0	0	4	901007005	901007006	901007007	901008001																
901008001	1	0	0	0	0	5	901008002	901008003	901008004	901008005	901008014															
901008002	1	0	0	0	0	3	901008006	901008007	901009001																	
901009001	1	0	0	0	0	4	901009002	901009003	901009004	901009005																
901009002	1	0	0	0	0	4	901009006	901009007	901009008	901010001																
901010001	1	0	0	0	0	1	901010002																			
901100001	1	0	0	0	0	1	901101001																			
901101001	1	0	0	0	0	3	901101002	901101003	901101004																	
901101002	1	0	0	0	0	4	901101005	901101006	901101007	901102001																
901102001	1	0	0	0	0	3	901102002	901102003	901102004																	
901102002	1	0	0	0	0	4	901102005	901102006	901102007	901103001																
901103001	1	0	0	0	0	3	901103002	901103003	901103004																	
901103002	1	0	0	0	0	3	901103005	901103006	901104001																	
901104001	1	0	0	0	0	3	901104002	901104003	901104004																	
901104002	1	0	0	0	0	5	901104005	901104006	901104007	901104008	901105001															
901105001	1	0	0	0	0	3	901105002	901105003	901105004																	
901105002	1	0	0	0	0	7	901105005	901105006	901105007	901105008	901105009	901105010	901106001													
901106001	1	0	0	0	0	3	901106002	901106003	901106004																	
901106002	1	0	0	0	0	4	901106005	901106006	901106007	901107001																
901107001	1	0	0	0	0	3	901107002	901107003	901107004																	
901107002	1	0	0	0	0	4	901107005	901107006	901107007	901108001																
901108001	1	0	0	0	0	5	901108002	901108003	901108004	901108005	901108014															
901108002	1	0	0	0	0	3	901108006	901108007	901109001																	
901109001	1	0	0	0	0	4	901109002	901109003	901109004	901109005																
901109002	1	0	0	0	0	4	901109006	901109007	901109008	901110001																
901110001	1	0	0	0	0	1	901110002																			
901200001	1	0	0	0	0	1	901201001																			
901201001	1	0	0	0	0	3	901201002	901201003	901201004																	
901201002	1	0	0	0	0	4	901201005	901201006	901201007	901202001																
901202001	1	0	0	0	0	3	901202002	901202003	901202004																	
901202002	1	0	0	0	0	4	901202005	901202006	901202007	901203001																
901203001	1	0	0	0	0	3	901203002	901203003	901203004																	
901203002	1	0	0	0	0	3	901203005	901203006	901204001																	
901204001	1	0	0	0	0	3	901204002	901204003	901204004																	
901204002	1	0	0	0	0	5	901204005	901204006	901204007	901204008	901205001															
901205001	1	0	0	0	0	3	901205002	901205003	901205004																	
901205002	1	0	0	0	0	7	901205005	901205006	901205007	901205008	901205009	901205010	901206001													
901206001	1	0	0	0	0	3	901206002	901206003	901206004																	
901206002	1	0	0	0	0	4	901206005	901206006	901206007	901207001																
901207001	1	0	0	0	0	3	901207002	901207003	901207004																	
901207002	1	0	0	0	0	4	901207005	901207006	901207007	901208001																
901208001	1	0	0	0	0	5	901208002	901208003	901208004	901208005	901208014															
901208002	1	0	0	0	0	3	901208006	901208007	901209001																	
901209001	1	0	0	0	0	4	901209002	901209003	901209004	901209005																
901209002	1	0	0	0	0	4	901209006	901209007	901209008	901210001																
901210001	1	0	0	0	0	1	901210002																			
901300001	1	0	0	0	0	1	901301001																			
901301001	1	0	0	0	0	3	901301002	901301003	901301004																	
901301002	1	0	0	0	0	4	901301005	901301006	901301007	901302001																
901302001	1	0	0	0	0	3	901302002	901302003	901302004																	
901302002	1	0	0	0	0	4	901302005	901302006	901302007	901303001																
901303001	1	0	0	0	0	3	901303002	901303003	901303004																	
901303002	1	0	0	0	0	3	901303005	901303006	901304001																	
901304001	1	0	0	0	0	3	901304002	901304003	901304004																	
901304002	1	0	0	0	0	5	901304005	901304006	901304007	901304008	901305001															
901305001	1	0	0	0	0	3	901305002	901305003	901305004																	
901305002	1	0	0	0	0	7	901305005	901305006	901305007	901305008	901305009	901305010	901306001													
901306001	1	0	0	0	0	3	901306002	901306003	901306004																	
901306002	1	0	0	0	0	4	901306005	901306006	901306007	901307001																
901307001	1	0	0	0	0	3	901307002	901307003	901307004																	
901307002	1	0	0	0	0	4	901307005	901307006	901307007	901308001																
901308001	1	0	0	0	0	5	901308002	901308003	901308004	901308005	901308014															
901308002	1	0	0	0	0	3	901308006	901308007	901309001																	
901309001	1	0	0	0	0	4	901309002	901309003	901309004	901309005																
901309002	1	0	0	0	0	4	901309006	901309007	901309008	901310001																
901310001	1	0	0	0	0	1	901310002																			
901400001	1	0	0	0	0	1	901401001																			
901401001	1	0	0	0	0	3	901401002	901401003	901401004																	
901401002	1	0	0	0	0	4	901401005	901401006	901401007	901402001																
901402001	1	0	0	0	0	3	901402002	901402003	901402004																	
901402002	1	0	0	0	0	4	901402005	901402006	901402007	901403001																
901403001	1	0	0	0	0	3	901403002	901403003	901403004																	
901403002	1	0	0	0	0	3	901403005	901403006	901404001																	
901404001	1	0	0	0	0	3	901404002	901404003	901404004																	
901404002	1	0	0	0	0	5	901404005	901404006	901404007	901404008	901405001															
901405001	1	0	0	0	0	3	901405002	901405003	901405004																	
901405002	1	0	0	0	0	7	901405005	901405006	901405007	901405008	901405009	901405010	901406001													
901406001	1	0	0	0	0	3	901406002	901406003	901406004																	
901406002	1	0	0	0	0	4	901406005	901406006	901406007	901407001																
901407001	1	0	0	0	0	3	901407002	901407003	901407004																	
901407002	1	0	0	0	0	4	901407005	901407006	901407007	901408001																
901408001	1	0	0	0	0	5	901408002	901408003	901408004	901408005	901408014															
901408002	1	0	0	0	0	3	901408006	901408007	901409001																	
901409001	1	0	0	0	0	4	901409002	901409003	901409004	901409005																
901409002	1	0	0	0	0	4	901409006	901409007	901409008	901410001																
901410001	1	0	0	0	0	1	901410002																			
901500001	1	0	0	0	0	1	901501001																			
901501001	1	0	0	0	0	3	901501002	901501003	901501004																	
901501002	1	0	0	0	0	4	901501005	901501006	901501007	901502001																
901502001	1	0	0	0	0	3	901502002	901502003	901502004																	
901502002	1	0	0	0	0	4	901502005	901502006	901502007	901503001																
901503001	1	0	0	0	0	3	901503002	901503003	901503004																	
901503002	1	0	0	0	0	3	901503005	901503006	901504001																	
901504001	1	0	0	0	0	3	901504002	901504003	901504004																	
901504002	1	0	0	0	0	5	901504005	901504006	901504007	901504008	901505001															
901505001	1	0	0	0	0	3	901505002	901505003	901505004																	
901505002	1	0	0	0	0	7	901505005	901505006	901505007	901505008	901505009	901505010	901506001													
901506001	1	0	0	0	0	3	901506002	901506003	901506004																	
901506002	1	0	0	0	0	4	901506005	901506006	901506007	901507001																
901507001	1	0	0	0	0	3	901507002	901507003	901507004																	
901507002	1	0	0	0	0	4	901507005	901507006	901507007	901508001																
901508001	1	0	0	0	0	5	901508002	901508003	901508004	901508005	901508014															
901508002	1	0	0	0	0	3	901508006	901508007	901509001																	
901509001	1	0	0	0	0	4	901509002	901509003	901509004	901509005																
901509002	1	0	0	0	0	4	901509006	901509007	901509008	901510001																
901510001	1	0	0	0	0	1	901510002																			
901600001	1	0	0	0	0	1	901601001																			
901601001	1	0	0	0	0	3	901601002	901601003	901601004																	
901601002	1	0	0	0	0	4	901601005	901601006	901601007	901602001																
901602001	1	0	0	0	0	3	901602002	901602003	901602004																	
901602002	1	0	0	0	0	4	901602005	901602006	901602007	901603001																
901603001	1	0	0	0	0	3	901603002	901603003	901603004																	
901603002	1	0	0	0	0	3	901603005	901603006	901604001																	
901604001	1	0	0	0	0	3	901604002	901604003	901604004																	
901604002	1	0	0	0	0	5	901604005	901604006	901604007	901604008	901605001															
901605001	1	0	0	0	0	3	901605002	901605003	901605004																	
901605002	1	0	0	0	0	7	901605005	901605006	901605007	901605008	901605009	901605010	901606001													
901606001	1	0	0	0	0	3	901606002	901606003	901606004																	
901606002	1	0	0	0	0	4	901606005	901606006	901606007	901607001																
901607001	1	0	0	0	0	3	901607002	901607003	901607004																	
901607002	1	0	0	0	0	4	901607005	901607006	901607007	901608001																
901608001	1	0	0	0	0	5	901608002	901608003	901608004	901608005	901608014															
901608002	1	0	0	0	0	3	901608006	901608007	901609001																	
901609001	1	0	0	0	0	4	901609002	901609003	901609004	901609005																
901609002	1	0	0	0	0	4	901609006	901609007	901609008	901610001																
901610001	1	0	0	0	0	1	901610002																			
901700001	1	0	0	0	0	1	901701001																			
901701001	1	0	0	0	0	3	901701002	901701003	901701004																	
901701002	1	0	0	0	0	4	901701005	901701006	901701007	901702001																
901702001	1	0	0	0	0	3	901702002	901702003	901702004																	
901702002	1	0	0	0	0	4	901702005	901702006	901702007	901703001																
901703001	1	0	0	0	0	3	901703002	901703003	901703004																	
901703002	1	0	0	0	0	3	901703005	901703006	901704001																	
901704001	1	0	0	0	0	3	901704002	901704003	901704004																	
901704002	1	0	0	0	0	5	901704005	901704006	901704007	901704008	901705001															
901705001	1	0	0	0	0	3	901705002	901705003	901705004																	
901705002	1	0	0	0	0	7	901705005	901705006	901705007	901705008	901705009	901705010	901706001													
901706001	1	0	0	0	0	3	901706002	901706003	901706004																	
901706002	1	0	0	0	0	4	901706005	901706006	901706007	901707001																
901707001	1	0	0	0	0	3	901707002	901707003	901707004																	
901707002	1	0	0	0	0	4	901707005	901707006	901707007	901708001																
901708001	1	0	0	0	0	5	901708002	901708003	901708004	901708005	901708014															
901708002	1	0	0	0	0	3	901708006	901708007	901709001																	
901709001	1	0	0	0	0	4	901709002	901709003	901709004	901709005																
901709002	1	0	0	0	0	4	901709006	901709007	901709008	901710001																
901710001	1	0	0	0	0	1	901710002																			
901800001	1	0	0	0	0	1	901801001																			
901801001	1	0	0	0	0	3	901801002	901801003	901801004																	
901801002	1	0	0	0	0	4	901801005	901801006	901801007	901802001																
901802001	1	0	0	0	0	3	901802002	901802003	901802004																	
901802002	1	0	0	0	0	4	901802005	901802006	901802007	901803001																
901803001	1	0	0	0	0	3	901803002	901803003	901803004																	
901803002	1	0	0	0	0	3	901803005	901803006	901804001																	
901804001	1	0	0	0	0	3	901804002	901804003	901804004																	
901804002	1	0	0	0	0	5	901804005	901804006	901804007	901804008	901805001															
901805001	1	0	0	0	0	3	901805002	901805003	901805004																	
901805002	1	0	0	0	0	7	901805005	901805006	901805007	901805008	901805009	901805010	901806001													
901806001	1	0	0	0	0	3	901806002	901806003	901806004																	
901806002	1	0	0	0	0	4	901806005	901806006	901806007	901807001																
