ID（1位分类（1装备，2道具，3符印），2位部位，2位颜色，1位流水）	品质（普通道具0，魂道具1，下品装备0，上品装备1，极品装备2，无符印0，天符印1，地符印2，人符印3）	有效标志位	价格1（世界科技1）	价格2（世界科技2）	价格3（世界科技3）	价格4（世界科技4）	价格5（世界科技5）	价格6（世界科技6）	价格7（世界科技7）	价格8（世界科技8）	价格9（世界科技9）	价格10（世界科技10）
320701600	0	1	800	800	800	800	800	800	800	800	800	800
320701700	0	1	800	800	800	800	800	800	800	800	800	800
320701800	0	1	800	800	800	800	800	800	800	800	800	800
320701900	0	1	800	800	800	800	800	800	800	800	800	800
320702000	0	1	800	800	800	800	800	800	800	800	800	800
320702100	0	1	800	800	800	800	800	800	800	800	800	800
320702600	0	1	800	800	800	800	800	800	800	800	800	800
320702700	0	1	800	800	800	800	800	800	800	800	800	800
320702800	0	1	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400
320702900	0	1	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400
320703000	0	1	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400
320703100	0	1	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400
320703200	0	1	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400
320703300	0	1	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400
323100101	0	1	20	20	20	20	20	20	20	20	20	20
323100102	0	1	100	100	100	100	100	100	100	100	100	100
323100201	0	1	20	20	20	20	20	20	20	20	20	20
323100202	0	1	100	100	100	100	100	100	100	100	100	100
323100301	0	1	20	20	20	20	20	20	20	20	20	20
323100302	0	1	100	100	100	100	100	100	100	100	100	100
323100401	0	1	20	20	20	20	20	20	20	20	20	20
323100402	0	1	100	100	100	100	100	100	100	100	100	100
323100501	0	1	20	20	20	20	20	20	20	20	20	20
323100502	0	1	100	100	100	100	100	100	100	100	100	100
323100601	0	1	20	20	20	20	20	20	20	20	20	20
323100602	0	1	100	100	100	100	100	100	100	100	100	100
323100701	0	1	20	20	20	20	20	20	20	20	20	20
323100702	0	1	100	100	100	100	100	100	100	100	100	100
323100801	0	1	20	20	20	20	20	20	20	20	20	20
323100802	0	1	100	100	100	100	100	100	100	100	100	100
400130200	0	1	68	68	68	68	68	68	68	68	68	68
400130201	0	1	45	30	30	30	30	30	30	30	30	30
400130210	0	1	90	60	60	60	60	60	60	60	60	60
400130300	0	1	204	204	204	204	204	204	204	204	204	204
400130301	0	1	135	135	135	135	135	135	135	135	135	135
400130310	0	1	270	270	270	270	270	270	270	270	270	270
400130400	0	1	612	612	612	612	612	612	612	612	612	612
400130401	0	1	405	405	405	405	405	405	405	405	405	405
400130410	0	1	810	810	810	810	810	810	810	810	810	810
400130500	0	1	1836	1836	1836	1836	1836	1836	1836	1836	1836	1836
400130501	0	1	1215	1215	1215	1215	1215	1215	1215	1215	1215	1215
400130510	0	1	2430	2430	2430	2430	2430	2430	2430	2430	2430	2430
400130600	0	1	5508	5508	5508	5508	5508	5508	5508	5508	5508	5508
400130601	0	1	3645	3645	3645	3645	3645	3645	3645	3645	3645	3645
400130610	0	1	7290	7290	7290	7290	7290	7290	7290	7290	7290	7290
400130700	0	1	16524	16524	16524	16524	16524	16524	16524	16524	16524	16524
400130701	0	1	10935	10935	10935	10935	10935	10935	10935	10935	10935	10935
400130710	0	1	21870	21870	21870	21870	21870	21870	21870	21870	21870	21870
400130800	0	1	49572	49572	49572	49572	49572	49572	49572	49572	49572	49572
400130801	0	1	32805	32805	32805	32805	32805	32805	32805	32805	32805	32805
400130810	0	1	65610	65610	65610	65610	65610	65610	65610	65610	65610	65610
400130900	0	1	148716	148716	148716	148716	148716	148716	148716	148716	148716	148716
400130901	0	1	98415	98415	98415	98415	98415	98415	98415	98415	98415	98415
400130910	0	1	196830	196830	196830	196830	196830	196830	196830	196830	196830	196830
400140200	0	1	225	225	225	225	225	225	225	225	225	225
400140201	0	1	150	150	150	150	150	150	150	150	150	150
400140210	0	1	300	300	300	300	300	300	300	300	300	300
400140300	0	1	680	680	680	680	680	680	680	680	680	680
400140301	0	1	450	450	450	450	450	450	450	450	450	450
400140310	0	1	900	900	900	900	900	900	900	900	900	900
400140400	0	1	2040	2040	2040	2040	2040	2040	2040	2040	2040	2040
400140401	0	1	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350
400140410	0	1	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700
400140500	0	1	6120	6120	6120	6120	6120	6120	6120	6120	6120	6120
400140501	0	1	4050	4050	4050	4050	4050	4050	4050	4050	4050	4050
400140510	0	1	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100
400140600	0	1	18360	18360	18360	18360	18360	18360	18360	18360	18360	18360
400140601	0	1	12150	12150	12150	12150	12150	12150	12150	12150	12150	12150
400140610	0	1	24300	24300	24300	24300	24300	24300	24300	24300	24300	24300
400140700	0	1	55080	55080	55080	55080	55080	55080	55080	55080	55080	55080
400140701	0	1	36450	36450	36450	36450	36450	36450	36450	36450	36450	36450
400140710	0	1	72900	72900	72900	72900	72900	72900	72900	72900	72900	72900
400140800	0	1	165240	165240	165240	165240	165240	165240	165240	165240	165240	165240
400140801	0	1	109350	109350	109350	109350	109350	109350	109350	109350	109350	109350
400140810	0	1	218700	218700	218700	218700	218700	218700	218700	218700	218700	218700
400140900	0	1	495720	495720	495720	495720	495720	495720	495720	495720	495720	495720
400140901	0	1	328050	328050	328050	328050	328050	328050	328050	328050	328050	328050
400140910	0	1	656100	656100	656100	656100	656100	656100	656100	656100	656100	656100
400150200	0	1	750	750	750	750	750	750	750	750	750	750
400150201	0	1	500	500	500	500	500	500	500	500	500	500
400150210	0	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
400150300	0	1	2267	2267	2267	2267	2267	2267	2267	2267	2267	2267
400150301	0	1	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500
400150310	0	1	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000
400150400	0	1	6800	6800	6800	6800	6800	6800	6800	6800	6800	6800
400150401	0	1	4500	4500	4500	4500	4500	4500	4500	4500	4500	4500
400150410	0	1	9000	9000	9000	9000	9000	9000	9000	9000	9000	9000
400150500	0	1	20400	20400	20400	20400	20400	20400	20400	20400	20400	20400
400150501	0	1	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500
400150510	0	1	27000	27000	27000	27000	27000	27000	27000	27000	27000	27000
400150600	0	1	61200	61200	61200	61200	61200	61200	61200	61200	61200	61200
400150601	0	1	40500	40500	40500	40500	40500	40500	40500	40500	40500	40500
400150610	0	1	81000	81000	81000	81000	81000	81000	81000	81000	81000	81000
400150700	0	1	183600	183600	183600	183600	183600	183600	183600	183600	183600	183600
400150701	0	1	121500	121500	121500	121500	121500	121500	121500	121500	121500	121500
400150710	0	1	243000	243000	243000	243000	243000	243000	243000	243000	243000	243000
400150800	0	1	550800	550800	550800	550800	550800	550800	550800	550800	550800	550800
400150801	0	1	364500	364500	364500	364500	364500	364500	364500	364500	364500	364500
400150810	0	1	729000	729000	729000	729000	729000	729000	729000	729000	729000	729000
400150900	0	1	1652400	1652400	1652400	1652400	1652400	1652400	1652400	1652400	1652400	1652400
400150901	0	1	1093500	1093500	1093500	1093500	1093500	1093500	1093500	1093500	1093500	1093500
400150910	0	1	2187000	2187000	2187000	2187000	2187000	2187000	2187000	2187000	2187000	2187000
400600034	0	1	200	200	200	200	200	200	200	200	200	200
400600035	0	1	200	200	200	200	200	200	200	200	200	200
400600036	0	1	200	200	200	200	200	200	200	200	200	200
400600037	0	1	200	200	200	200	200	200	200	200	200	200
400600038	0	1	200	200	200	200	200	200	200	200	200	200
400600039	0	1	200	200	200	200	200	200	200	200	200	200
400600044	0	1	240	240	240	240	240	240	240	240	240	240
400600045	0	1	240	240	240	240	240	240	240	240	240	240
400600046	0	1	240	240	240	240	240	240	240	240	240	240
400600047	0	1	240	240	240	240	240	240	240	240	240	240
400600048	0	1	240	240	240	240	240	240	240	240	240	240
400600049	0	1	240	240	240	240	240	240	240	240	240	240
400600054	0	1	300	300	300	300	300	300	300	300	300	300
400600055	0	1	300	300	300	300	300	300	300	300	300	300
400600056	0	1	300	300	300	300	300	300	300	300	300	300
400600057	0	1	300	300	300	300	300	300	300	300	300	300
400600058	0	1	300	300	300	300	300	300	300	300	300	300
400600059	0	1	300	300	300	300	300	300	300	300	300	300
400600064	0	1	360	360	360	360	360	360	360	360	360	360
400600065	0	1	360	360	360	360	360	360	360	360	360	360
400600066	0	1	360	360	360	360	360	360	360	360	360	360
400600067	0	1	360	360	360	360	360	360	360	360	360	360
400600068	0	1	360	360	360	360	360	360	360	360	360	360
400600069	0	1	360	360	360	360	360	360	360	360	360	360
400600074	0	1	440	440	440	440	440	440	440	440	440	440
400600075	0	1	440	440	440	440	440	440	440	440	440	440
400600076	0	1	440	440	440	440	440	440	440	440	440	440
400600077	0	1	440	440	440	440	440	440	440	440	440	440
400600078	0	1	440	440	440	440	440	440	440	440	440	440
400600079	0	1	440	440	440	440	440	440	440	440	440	440
400600084	0	1	520	520	520	520	520	520	520	520	520	520
400600085	0	1	520	520	520	520	520	520	520	520	520	520
400600086	0	1	520	520	520	520	520	520	520	520	520	520
400600087	0	1	520	520	520	520	520	520	520	520	520	520
400600088	0	1	520	520	520	520	520	520	520	520	520	520
400600089	0	1	520	520	520	520	520	520	520	520	520	520
400600094	0	1	600	600	600	600	600	600	600	600	600	600
400600095	0	1	600	600	600	600	600	600	600	600	600	600
400600096	0	1	600	600	600	600	600	600	600	600	600	600
400600097	0	1	600	600	600	600	600	600	600	600	600	600
400600098	0	1	600	600	600	600	600	600	600	600	600	600
400600099	0	1	600	600	600	600	600	600	600	600	600	600
400800100	0	1	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000
401500101	0	1	8	8	8	8	8	8	8	8	8	8
401500102	0	1	10	10	10	10	10	10	10	10	10	10
401500103	0	1	12	12	12	12	12	12	12	12	12	12
401500104	0	1	14	14	14	14	14	14	14	14	14	14
401500105	0	1	16	16	16	16	16	16	16	16	16	16
401500106	0	1	18	18	18	18	18	18	18	18	18	18
401500107	0	1	20	20	20	20	20	20	20	20	20	20
401500108	0	1	22	22	22	22	22	22	22	22	22	22
401500201	0	1	150	150	150	150	150	150	150	150	150	150
401500202	0	1	180	180	180	180	180	180	180	180	180	180
401500203	0	1	200	200	200	200	200	200	200	200	200	200
401500204	0	1	240	240	240	240	240	240	240	240	240	240
401500205	0	1	320	320	320	320	320	320	320	320	320	320
401500206	0	1	400	400	400	400	400	400	400	400	400	400
401500207	0	1	480	480	480	480	480	480	480	480	480	480
401500208	0	1	560	560	560	560	560	560	560	560	560	560
403200001	0	1	500	500	500	500	500	500	500	500	500	500
403200002	0	1	500	500	500	500	500	500	500	500	500	500
403200010	0	1	100	100	100	100	100	100	100	100	100	100
403200011	0	1	100	100	100	100	100	100	100	100	100	100
403200012	0	1	100	100	100	100	100	100	100	100	100	100
403200013	0	1	100	100	100	100	100	100	100	100	100	100
403200014	0	1	100	100	100	100	100	100	100	100	100	100
403200015	0	1	100	100	100	100	100	100	100	100	100	100
403200016	0	1	100	100	100	100	100	100	100	100	100	100
403200017	0	1	400	400	400	400	400	400	400	400	400	400
410130001	0	1	400	400	400	400	400	400	400	400	400	400
410140001	0	1	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
410160001	0	1	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
410160002	0	1	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
410160003	0	1	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
410160004	0	1	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
410160005	0	1	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
410160006	0	1	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
410160007	0	1	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
410160008	0	1	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
410160009	0	1	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
410160010	0	1	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
410160011	0	1	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
410200901	0	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
410530001	0	1	20	20	20	20	20	20	20	20	20	20
410540001	0	1	60	60	60	60	60	60	60	60	60	60
410560001	0	1	150	150	150	150	150	150	150	150	150	150
410560002	0	1	150	150	150	150	150	150	150	150	150	150
410560003	0	1	150	150	150	150	150	150	150	150	150	150
410560004	0	1	150	150	150	150	150	150	150	150	150	150
410560005	0	1	150	150	150	150	150	150	150	150	150	150
410560006	0	1	150	150	150	150	150	150	150	150	150	150
410560007	0	1	150	150	150	150	150	150	150	150	150	150
410560008	0	1	150	150	150	150	150	150	150	150	150	150
410560009	0	1	150	150	150	150	150	150	150	150	150	150
410560010	0	1	150	150	150	150	150	150	150	150	150	150
410560011	0	1	150	150	150	150	150	150	150	150	150	150
410560012	0	1	150	150	150	150	150	150	150	150	150	150
410560013	0	1	150	150	150	150	150	150	150	150	150	150
410560014	0	1	150	150	150	150	150	150	150	150	150	150
410560015	0	1	150	150	150	150	150	150	150	150	150	150
410560016	0	1	150	150	150	150	150	150	150	150	150	150
410560017	0	1	150	150	150	150	150	150	150	150	150	150
410560018	0	1	150	150	150	150	150	150	150	150	150	150
410560019	0	1	150	150	150	150	150	150	150	150	150	150
410560020	0	1	150	150	150	150	150	150	150	150	150	150
410300000	0	1	200	200	200	200	200	200	200	200	200	200
410300001	0	1	400	400	400	400	400	400	400	400	400	400
410300002	0	1	800	800	800	800	800	800	800	800	800	800
410600000	0	1	100	100	100	100	100	100	100	100	100	100
410600001	0	1	750	750	750	750	750	750	750	750	750	750
410600100	0	1	50	50	50	50	50	50	50	50	50	50
410600101	0	1	100	100	100	100	100	100	100	100	100	100
410720001	0	1	240	240	240	240	240	240	240	240	240	240
410720002	0	1	200	200	200	200	200	200	200	200	200	200
410720005	0	1	160	160	160	160	160	160	160	160	160	160
410720009	0	1	120	120	120	120	120	120	120	120	120	120
410730001	0	1	480	480	480	480	480	480	480	480	480	480
410730002	0	1	400	400	400	400	400	400	400	400	400	400
410730005	0	1	320	320	320	320	320	320	320	320	320	320
410730009	0	1	240	240	240	240	240	240	240	240	240	240
410740001	0	1	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200
410740002	0	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
410740005	0	1	800	800	800	800	800	800	800	800	800	800
410740009	0	1	600	600	600	600	600	600	600	600	600	600
411000119	0	1	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200
411000120	0	1	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200
411000114	0	1	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200
411000101	0	1	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200
411000112	0	1	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200
411000117	0	1	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200
411000113	0	1	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200
411000116	0	1	1600	1600	1600	1600	1600	1600	1600	1600	1600	1600
411000121	0	1	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200
411000127	0	1	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400
411000104	0	1	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
411000108	0	1	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
411000122	0	1	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
411000123	0	1	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
411000124	0	1	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
411000125	0	1	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
411000126	0	1	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
411000128	0	1	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400
411000129	0	1	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600
411000130	0	1	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
411000109	0	1	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
411000102	0	1	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
411000110	0	1	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200
411000111	0	1	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
411000106	0	1	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
411000107	0	1	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
411000115	0	1	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
411100001	0	1	50	50	50	50	50	50	50	50	50	50
420200200	0	1	50	50	50	50	50	50	50	50	50	50
420200300	0	1	100	100	100	100	100	100	100	100	100	100
420200400	0	1	200	200	200	200	200	200	200	200	200	200
420200500	0	1	250	250	250	250	250	250	250	250	250	250
420300200	0	1	250	250	250	250	250	250	250	250	250	250
420300300	0	1	500	500	500	500	500	500	500	500	500	500
420300400	0	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
420300500	0	1	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250
420100100	0	1	125	125	125	125	125	125	125	125	125	125
420100200	0	1	400	400	400	400	400	400	400	400	400	400
420100300	0	1	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400
420100400	0	1	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400
420400100	0	1	25	25	25	25	25	25	25	25	25	25
420400200	0	1	40	40	40	40	40	40	40	40	40	40
420400300	0	1	70	70	70	70	70	70	70	70	70	70
420400400	0	1	80	80	80	80	80	80	80	80	80	80
422110100	0	1	40	40	40	40	40	40	40	40	40	40
422110101	0	1	40	40	40	40	40	40	40	40	40	40
422110102	0	1	40	40	40	40	40	40	40	40	40	40
422110103	0	1	40	40	40	40	40	40	40	40	40	40
422120100	0	1	40	40	40	40	40	40	40	40	40	40
422120101	0	1	40	40	40	40	40	40	40	40	40	40
422120102	0	1	40	40	40	40	40	40	40	40	40	40
422120103	0	1	40	40	40	40	40	40	40	40	40	40
422130100	0	1	40	40	40	40	40	40	40	40	40	40
422130101	0	1	40	40	40	40	40	40	40	40	40	40
422130102	0	1	40	40	40	40	40	40	40	40	40	40
422130103	0	1	40	40	40	40	40	40	40	40	40	40
422140100	0	1	40	40	40	40	40	40	40	40	40	40
422140101	0	1	40	40	40	40	40	40	40	40	40	40
422140102	0	1	40	40	40	40	40	40	40	40	40	40
422140103	0	1	40	40	40	40	40	40	40	40	40	40
310251625	0	1	50	50	50	50	50	50	50	50	50	50
310251626	0	1	50	50	50	50	50	50	50	50	50	50
310251627	0	1	25	25	25	25	25	25	25	25	25	25
310251628	0	1	25	25	25	25	25	25	25	25	25	25
430200301	0	1	100	100	100	100	100	100	100	100	100	100
430200302	0	1	100	100	100	100	100	100	100	100	100	100
430200303	0	1	100	100	100	100	100	100	100	100	100	100
430200504	0	1	60	60	60	60	60	60	60	60	60	60
430200401	0	1	120	120	120	120	120	120	120	120	120	120
430200402	0	1	120	120	120	120	120	120	120	120	120	120
430200403	0	1	120	120	120	120	120	120	120	120	120	120
430200404	0	1	75	75	75	75	75	75	75	75	75	75
430200501	0	1	160	160	160	160	160	160	160	160	160	160
430200502	0	1	160	160	160	160	160	160	160	160	160	160
430200503	0	1	160	160	160	160	160	160	160	160	160	160
430200504	0	1	100	100	100	100	100	100	100	100	100	100
430201301	0	1	150	150	150	150	150	150	150	150	150	150
430201302	0	1	150	150	150	150	150	150	150	150	150	150
430201303	0	1	150	150	150	150	150	150	150	150	150	150
430201304	0	1	150	150	150	150	150	150	150	150	150	150
430201305	0	1	150	150	150	150	150	150	150	150	150	150
430201306	0	1	150	150	150	150	150	150	150	150	150	150
430201307	0	1	200	200	200	200	200	200	200	200	200	200
430201308	0	1	200	200	200	200	200	200	200	200	200	200
430201309	0	1	150	150	150	150	150	150	150	150	150	150
430201310	0	1	150	150	150	150	150	150	150	150	150	150
430201311	0	1	150	150	150	150	150	150	150	150	150	150
430201312	0	1	150	150	150	150	150	150	150	150	150	150
430201313	0	1	150	150	150	150	150	150	150	150	150	150
430201314	0	1	150	150	150	150	150	150	150	150	150	150
430201315	0	1	150	150	150	150	150	150	150	150	150	150
430201316	0	1	150	150	150	150	150	150	150	150	150	150
430201401	0	1	200	200	200	200	200	200	200	200	200	200
430201402	0	1	200	200	200	200	200	200	200	200	200	200
430201403	0	1	200	200	200	200	200	200	200	200	200	200
430201404	0	1	200	200	200	200	200	200	200	200	200	200
430201405	0	1	200	200	200	200	200	200	200	200	200	200
430201406	0	1	200	200	200	200	200	200	200	200	200	200
430201407	0	1	250	250	250	250	250	250	250	250	250	250
430201408	0	1	250	250	250	250	250	250	250	250	250	250
430201409	0	1	200	200	200	200	200	200	200	200	200	200
430201410	0	1	200	200	200	200	200	200	200	200	200	200
430201411	0	1	200	200	200	200	200	200	200	200	200	200
430201412	0	1	200	200	200	200	200	200	200	200	200	200
430201413	0	1	200	200	200	200	200	200	200	200	200	200
430201414	0	1	200	200	200	200	200	200	200	200	200	200
430201415	0	1	200	200	200	200	200	200	200	200	200	200
430201416	0	1	200	200	200	200	200	200	200	200	200	200
430201501	0	1	250	250	250	250	250	250	250	250	250	250
430201502	0	1	250	250	250	250	250	250	250	250	250	250
430201503	0	1	250	250	250	250	250	250	250	250	250	250
430201504	0	1	250	250	250	250	250	250	250	250	250	250
430201505	0	1	250	250	250	250	250	250	250	250	250	250
430201506	0	1	250	250	250	250	250	250	250	250	250	250
430201507	0	1	300	300	300	300	300	300	300	300	300	300
430201508	0	1	300	300	300	300	300	300	300	300	300	300
430201509	0	1	250	250	250	250	250	250	250	250	250	250
430201510	0	1	250	250	250	250	250	250	250	250	250	250
430201511	0	1	250	250	250	250	250	250	250	250	250	250
430201512	0	1	250	250	250	250	250	250	250	250	250	250
430201513	0	1	250	250	250	250	250	250	250	250	250	250
430201514	0	1	250	250	250	250	250	250	250	250	250	250
430201515	0	1	250	250	250	250	250	250	250	250	250	250
430201516	0	1	250	250	250	250	250	250	250	250	250	250
