奖励ID（抽奖表要保持连贯性，中间不要出现有效值为0或者中断跳字的情况，活动ID参数不是主键，要注意参数ID不同的奖励ID不能相同——会导致前面参数的数据被服务器读取跳过，最多到256）	所属境界	抽奖档次(4幸运抽奖，该表不用1、2、3，幸运抽奖专用)	有效标志	活动ID参数	出现几率（低价档）	出现几率（中价档随机3个）	出现几率（高价档随机1个）	获得几率	第1次重抽	第2~5次重抽	第6次及以上重抽	奖励类型（1货币，2道具）	奖励物品ID(货币枚举：1感悟，2军功，3威望，4荣誉，5贡献，6体力，7神识，8学分，200经验,201星辉，202金币，203绑金，204元宝，205绑元)	奖励数量	奖励倍数	奖励参数	触发事件	最多出现次数（注意这个次数是低、中、高三档共用的，如果某个东西三档里都有，而次数都出现在低价档里了，那另外两档就都随不到他了）	状态限制	是否广播	时间限制（时间限制ID，主要和活动关联决定这个玩家能不能出现在奖池里的）	是否高价值（大于0有特效，大于2在奖池中显示，数值越大则排序越靠前）	次数限制ID	底图颜色
9	20	4	1	1	0	0	1000	10	10	10	10	2	310270129	1	1	0	0	1	0	1	0	2	0	6
9	21	4	1	1	0	0	1000	10	10	10	10	2	310270129	1	1	0	0	1	0	1	0	2	0	6
9	22	4	1	1	0	0	1000	10	10	10	10	2	310270129	1	1	0	0	1	0	1	0	2	0	6
9	23	4	1	1	0	0	1000	10	10	10	10	2	310270129	1	1	0	0	1	0	1	0	2	0	6
9	24	4	1	1	0	0	1000	10	10	10	10	2	310270129	1	1	0	0	1	0	1	0	2	0	6
9	25	4	1	1	0	0	1000	10	10	10	10	2	310270129	1	1	0	0	1	0	1	0	2	0	6
10	0	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	1	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	2	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	3	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	4	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	5	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	6	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	7	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	8	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	9	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	10	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	11	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	12	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	13	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	14	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	15	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	16	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	17	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	18	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	19	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	20	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	21	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	22	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	23	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	24	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
10	25	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
11	0	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	1	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	2	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	3	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	4	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	5	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	6	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	7	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	8	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	9	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	10	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	11	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	12	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	13	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	14	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	15	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	16	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	17	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	18	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	19	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	20	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	21	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	22	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	23	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	24	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
11	25	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
12	0	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	1	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	2	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	3	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	4	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	5	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	6	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	7	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	8	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	9	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	10	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	11	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	12	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	13	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	14	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	15	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	16	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	17	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	18	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	19	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	20	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	21	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	22	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	23	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	24	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
12	25	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
13	0	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	1	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	2	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	3	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	4	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	5	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	6	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	7	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	8	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	9	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	10	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	11	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	12	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	13	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	14	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	15	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	16	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	17	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	18	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	19	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	20	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	21	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	22	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	23	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	24	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
13	25	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
14	0	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	1	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	2	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	3	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	4	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	5	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	6	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	7	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	8	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	9	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	10	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	11	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	12	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	13	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	14	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	15	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	16	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	17	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	18	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	19	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	20	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	21	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	22	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	23	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	24	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
14	25	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	0	0	3
15	0	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	1	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	2	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	3	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	4	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	5	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	6	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	7	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	8	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	9	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	10	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	11	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	12	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	13	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	14	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	15	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	16	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	17	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	18	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	19	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	20	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	21	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	22	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	23	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	24	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
15	25	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	2	0	0	0	1	0	3
16	0	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	1	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	2	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	3	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	4	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	5	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	6	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	7	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	8	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	9	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	10	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	11	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	12	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	13	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	14	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	15	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	16	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	17	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	18	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	19	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	20	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	21	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	22	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	23	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	24	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
16	25	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
17	0	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	1	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	2	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	3	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	4	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	5	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	6	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	7	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	8	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	9	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	10	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	11	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	12	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	13	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	14	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	15	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	16	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	17	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	18	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	19	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	20	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	21	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	22	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	23	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	24	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
17	25	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
18	0	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	1	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	2	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	3	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	4	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	5	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	6	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	7	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	8	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	9	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	10	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	11	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	12	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	13	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	14	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	15	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	16	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	17	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	18	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	19	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	20	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	21	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	22	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	23	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	24	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
18	25	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	1	0	4
19	0	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	1	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	2	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	3	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	4	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	5	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	6	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	7	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	8	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	9	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	10	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	11	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	12	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	13	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	14	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	15	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	16	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	17	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	18	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
