等级	有效标志位	老的升级所需经验经验	所需经验	可存储经验上限（已废弃）	等级所对应的境界	限制节点类型(0不限，1职业转职-实现，2满级，3技能，4成就-实现，5境界-实现)	限制节点数据	触发事件	科技1经验上限（卡等级时，经验最多可积累的上限）	科技2经验上限（卡等级时，经验最多可积累的上限）	科技3经验上限（卡等级时，经验最多可积累的上限）	科技4经验上限（卡等级时，经验最多可积累的上限）	科技5经验上限（卡等级时，经验最多可积累的上限）	科技6经验上限（卡等级时，经验最多可积累的上限）	科技7经验上限（卡等级时，经验最多可积累的上限）	科技8经验上限（卡等级时，经验最多可积累的上限）	科技9经验上限（卡等级时，经验最多可积累的上限）	科技10经验上限（卡等级时，经验最多可积累的上限）	可存储双倍经验	每次获得修炼经验
3110	1	17670000	26505000	157725000	13	0	0	0	53310000	53310000	53310000	263238000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	228000000	2400000
3111	1	17870000	26805000	157725000	13	0	0	0	53910000	53910000	53910000	263238000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	228000000	2400000
3112	1	18070000	27105000	157725000	13	0	0	0	54510000	54510000	54510000	263238000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	228000000	2400000
3113	1	18270000	27405000	157725000	13	0	0	0	55110000	55110000	55110000	263238000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	228000000	2400000
3114	1	18470000	27705000	157725000	13	0	0	0	55710000	55710000	55710000	263238000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	228000000	2400000
3115	1	18670000	28005000	157725000	13	0	0	0	56310000	56310000	56310000	263238000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	228000000	2400000
3116	1	18870000	28305000	157725000	13	0	0	0	56910000	56910000	56910000	263238000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	228000000	2400000
3117	1	19070000	28605000	157725000	13	0	0	0	57510000	57510000	57510000	263238000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	228000000	2400000
3118	1	19270000	28905000	157725000	13	0	0	0	87315000	87315000	87315000	263238000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	228000000	2400000
3119	1	19470000	58410000	157725000	13	0	0	0	288665341	288665341	288665341	263238000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	228000000	2400000
3120	1	105150000	230255341	157725000	13	6	5	0	339405341	339405341	339405341	339405341	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	228000000	2400000
3121	1	109150000	109150000	488955000	14	0	0	0	222300000	222300000	222300000	222300000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3122	1	113150000	113150000	488955000	14	0	0	0	230300000	230300000	230300000	230300000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3123	1	117150000	117150000	488955000	14	0	0	0	238300000	238300000	238300000	238300000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3124	1	121150000	121150000	488955000	14	0	0	0	246300000	246300000	246300000	246300000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3125	1	125150000	125150000	488955000	14	0	0	0	254300000	254300000	254300000	254300000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3126	1	129150000	129150000	488955000	14	0	0	0	262300000	262300000	262300000	262300000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3127	1	133150000	133150000	488955000	14	0	0	0	270300000	270300000	270300000	270300000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3128	1	137150000	137150000	488955000	14	0	0	0	278300000	278300000	278300000	278300000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3129	1	141150000	141150000	488955000	14	0	0	0	276140000	276140000	276140000	276140000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3130	1	134990000	134990000	488955000	14	0	0	0	273980000	273980000	273980000	273980000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3131	1	138990000	138990000	488955000	15	0	0	0	281980000	281980000	281980000	281980000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3132	1	142990000	142990000	488955000	15	0	0	0	289980000	289980000	289980000	289980000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3133	1	146990000	146990000	488955000	15	0	0	0	297980000	297980000	297980000	297980000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3134	1	150990000	150990000	488955000	15	0	0	0	305980000	305980000	305980000	305980000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3135	1	154990000	154990000	488955000	15	0	0	0	313980000	313980000	313980000	313980000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3136	1	158990000	158990000	488955000	15	0	0	0	321980000	321980000	321980000	321980000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3137	1	162990000	162990000	488955000	15	0	0	0	329980000	329980000	329980000	329980000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3138	1	166990000	166990000	488955000	15	0	0	0	337980000	337980000	337980000	337980000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3139	1	170990000	170990000	488955000	15	0	0	0	226670000	226670000	226670000	226670000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
3140	1	37120000	55680000	488955000	15	1	4	0	114360000	114360000	114360000	114360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4121	1	39120000	58680000	488955000	16	0	0	0	120360000	120360000	120360000	120360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4122	1	41120000	61680000	488955000	16	0	0	0	126360000	126360000	126360000	126360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4123	1	43120000	64680000	488955000	16	0	0	0	132360000	132360000	132360000	132360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4124	1	45120000	67680000	488955000	16	0	0	0	138360000	138360000	138360000	138360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4125	1	47120000	70680000	488955000	16	0	0	0	144360000	144360000	144360000	144360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4126	1	49120000	73680000	488955000	16	0	0	0	150360000	150360000	150360000	150360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4127	1	51120000	76680000	488955000	16	0	0	0	156360000	156360000	156360000	156360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4128	1	53120000	79680000	488955000	16	0	0	0	162360000	162360000	162360000	162360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4129	1	55120000	82680000	488955000	16	0	0	0	168360000	168360000	168360000	168360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4130	1	57120000	85680000	488955000	16	0	0	0	174360000	174360000	174360000	174360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4131	1	59120000	88680000	488955000	16	0	0	0	180360000	180360000	180360000	180360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4132	1	61120000	91680000	488955000	16	0	0	0	186360000	186360000	186360000	186360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4133	1	63120000	94680000	488955000	16	0	0	0	192360000	192360000	192360000	192360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4134	1	65120000	97680000	488955000	16	0	0	0	198360000	198360000	198360000	198360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4135	1	67120000	100680000	488955000	16	0	0	0	204360000	204360000	204360000	204360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4136	1	69120000	103680000	488955000	16	0	0	0	210360000	210360000	210360000	210360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4137	1	71120000	106680000	488955000	16	0	0	0	216360000	216360000	216360000	216360000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4138	1	73120000	109680000	488955000	16	0	0	0	259920000	259920000	259920000	259920000	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4139	1	75120000	150240000	488955000	16	0	0	0	919902058	919902058	919902058	919902058	828162000	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4140	1	395760000	769662058	488955000	16	6	6	0	1173422058	1173422058	1173422058	1173422058	1173422058	2504646000	8112180000	15484632000	15484632000	15484632000	456000000	4800000
4141	1	403760000	403760000	1264425000	17	0	0	0	815520000	815520000	815520000	815520000	815520000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4142	1	411760000	411760000	1264425000	17	0	0	0	831520000	831520000	831520000	831520000	831520000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4143	1	419760000	419760000	1264425000	17	0	0	0	847520000	847520000	847520000	847520000	847520000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4144	1	427760000	427760000	1264425000	17	0	0	0	863520000	863520000	863520000	863520000	863520000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4145	1	435760000	435760000	1264425000	17	0	0	0	879520000	879520000	879520000	879520000	879520000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4146	1	443760000	443760000	1264425000	17	0	0	0	895520000	895520000	895520000	895520000	895520000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4147	1	451760000	451760000	1264425000	17	0	0	0	911520000	911520000	911520000	911520000	911520000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4148	1	459760000	459760000	1264425000	17	0	0	0	927520000	927520000	927520000	927520000	927520000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4149	1	467760000	467760000	1264425000	17	0	0	0	933210000	933210000	933210000	933210000	933210000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4150	1	465450000	465450000	1264425000	17	0	0	0	938900000	938900000	938900000	938900000	938900000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4151	1	473450000	473450000	1264425000	18	0	0	0	954900000	954900000	954900000	954900000	954900000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4152	1	481450000	481450000	1264425000	18	0	0	0	970900000	970900000	970900000	970900000	970900000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4153	1	489450000	489450000	1264425000	18	0	0	0	986900000	986900000	986900000	986900000	986900000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4154	1	497450000	497450000	1264425000	18	0	0	0	1002900000	1002900000	1002900000	1002900000	1002900000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4155	1	505450000	505450000	1264425000	18	0	0	0	1018900000	1018900000	1018900000	1018900000	1018900000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4156	1	513450000	513450000	1264425000	18	0	0	0	1034900000	1034900000	1034900000	1034900000	1034900000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4157	1	521450000	521450000	1264425000	18	0	0	0	1050900000	1050900000	1050900000	1050900000	1050900000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4158	1	529450000	529450000	1264425000	18	0	0	0	1066900000	1066900000	1066900000	1066900000	1066900000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4159	1	537450000	537450000	1264425000	18	0	0	0	754815000	754815000	754815000	754815000	754815000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
4160	1	144910000	217365000	1264425000	18	1	5	0	442230000	442230000	442230000	442230000	442230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5141	1	149910000	224865000	1264425000	19	0	0	0	457230000	457230000	457230000	457230000	457230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5142	1	154910000	232365000	1264425000	19	0	0	0	472230000	472230000	472230000	472230000	472230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5143	1	159910000	239865000	1264425000	19	0	0	0	487230000	487230000	487230000	487230000	487230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5144	1	164910000	247365000	1264425000	19	0	0	0	502230000	502230000	502230000	502230000	502230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5145	1	169910000	254865000	1264425000	19	0	0	0	517230000	517230000	517230000	517230000	517230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5146	1	174910000	262365000	1264425000	19	0	0	0	532230000	532230000	532230000	532230000	532230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5147	1	179910000	269865000	1264425000	19	0	0	0	547230000	547230000	547230000	547230000	547230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5148	1	184910000	277365000	1264425000	19	0	0	0	562230000	562230000	562230000	562230000	562230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5149	1	189910000	284865000	1264425000	19	0	0	0	577230000	577230000	577230000	577230000	577230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5150	1	194910000	292365000	1264425000	19	0	0	0	592230000	592230000	592230000	592230000	592230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5151	1	199910000	299865000	1264425000	19	0	0	0	607230000	607230000	607230000	607230000	607230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5152	1	204910000	307365000	1264425000	19	0	0	0	622230000	622230000	622230000	622230000	622230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5153	1	209910000	314865000	1264425000	19	0	0	0	637230000	637230000	637230000	637230000	637230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5154	1	214910000	322365000	1264425000	19	0	0	0	652230000	652230000	652230000	652230000	652230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5155	1	219910000	329865000	1264425000	19	0	0	0	667230000	667230000	667230000	667230000	667230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5156	1	224910000	337365000	1264425000	19	0	0	0	682230000	682230000	682230000	682230000	682230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5157	1	229910000	344865000	1264425000	19	0	0	0	697230000	697230000	697230000	697230000	697230000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5158	1	234910000	352365000	1264425000	19	0	0	0	832185000	832185000	832185000	832185000	832185000	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5159	1	239910000	479820000	1264425000	19	0	0	0	1950559453	1950559453	1950559453	1950559453	1950559453	2504646000	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5160	1	735760000	1470739453	1264425000	19	6	7	0	2231499453	2231499453	2231499453	2231499453	2231499453	2231499453	8112180000	15484632000	15484632000	15484632000	912000000	9600000
5161	1	760760000	760760000	1770195000	20	0	0	0	1546520000	1546520000	1546520000	1546520000	1546520000	1546520000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5162	1	785760000	785760000	1770195000	20	0	0	0	1596520000	1596520000	1596520000	1596520000	1596520000	1596520000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5163	1	810760000	810760000	1770195000	20	0	0	0	1646520000	1646520000	1646520000	1646520000	1646520000	1646520000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5164	1	835760000	835760000	1770195000	20	0	0	0	1696520000	1696520000	1696520000	1696520000	1696520000	1696520000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5165	1	860760000	860760000	1770195000	20	0	0	0	1746520000	1746520000	1746520000	1746520000	1746520000	1746520000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5166	1	885760000	885760000	1770195000	20	0	0	0	1796520000	1796520000	1796520000	1796520000	1796520000	1796520000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5167	1	910760000	910760000	1770195000	20	0	0	0	1846520000	1846520000	1846520000	1846520000	1846520000	1846520000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5168	1	935760000	935760000	1770195000	20	0	0	0	1896520000	1896520000	1896520000	1896520000	1896520000	1896520000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5169	1	960760000	960760000	1770195000	20	0	0	0	1784400000	1784400000	1784400000	1784400000	1784400000	1784400000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5170	1	823640000	823640000	1770195000	20	0	0	0	1672280000	1672280000	1672280000	1672280000	1672280000	1672280000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5171	1	848640000	848640000	1770195000	21	0	0	0	1722280000	1722280000	1722280000	1722280000	1722280000	1722280000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5172	1	873640000	873640000	1770195000	21	0	0	0	1772280000	1772280000	1772280000	1772280000	1772280000	1772280000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5173	1	898640000	898640000	1770195000	21	0	0	0	1822280000	1822280000	1822280000	1822280000	1822280000	1822280000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5174	1	923640000	923640000	1770195000	21	0	0	0	1872280000	1872280000	1872280000	1872280000	1872280000	1872280000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5175	1	948640000	948640000	1770195000	21	0	0	0	1922280000	1922280000	1922280000	1922280000	1922280000	1922280000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5176	1	973640000	973640000	1770195000	21	0	0	0	1972280000	1972280000	1972280000	1972280000	1972280000	1972280000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5177	1	998640000	998640000	1770195000	21	0	0	0	2022280000	2022280000	2022280000	2022280000	2022280000	2022280000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5178	1	1023640000	1023640000	1770195000	21	0	0	0	2072280000	2072280000	2072280000	2072280000	2072280000	2072280000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5179	1	1048640000	1048640000	1770195000	21	0	0	0	1325885000	1325885000	1325885000	1325885000	1325885000	1325885000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
5180	1	184830000	277245000	1770195000	21	1	6	0	584490000	584490000	584490000	584490000	584490000	584490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6161	1	204830000	307245000	1770195000	22	0	0	0	644490000	644490000	644490000	644490000	644490000	644490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6162	1	224830000	337245000	1770195000	22	0	0	0	704490000	704490000	704490000	704490000	704490000	704490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6163	1	244830000	367245000	1770195000	22	0	0	0	764490000	764490000	764490000	764490000	764490000	764490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6164	1	264830000	397245000	1770195000	22	0	0	0	824490000	824490000	824490000	824490000	824490000	824490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6165	1	284830000	427245000	1770195000	22	0	0	0	884490000	884490000	884490000	884490000	884490000	884490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6166	1	304830000	457245000	1770195000	22	0	0	0	944490000	944490000	944490000	944490000	944490000	944490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6167	1	324830000	487245000	1770195000	22	0	0	0	1004490000	1004490000	1004490000	1004490000	1004490000	1004490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6168	1	344830000	517245000	1770195000	22	0	0	0	1064490000	1064490000	1064490000	1064490000	1064490000	1064490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6169	1	364830000	547245000	1770195000	22	0	0	0	1124490000	1124490000	1124490000	1124490000	1124490000	1124490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6170	1	384830000	577245000	1770195000	22	0	0	0	1184490000	1184490000	1184490000	1184490000	1184490000	1184490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6171	1	404830000	607245000	1770195000	22	0	0	0	1244490000	1244490000	1244490000	1244490000	1244490000	1244490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6172	1	424830000	637245000	1770195000	22	0	0	0	1304490000	1304490000	1304490000	1304490000	1304490000	1304490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6173	1	444830000	667245000	1770195000	22	0	0	0	1364490000	1364490000	1364490000	1364490000	1364490000	1364490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6174	1	464830000	697245000	1770195000	22	0	0	0	1424490000	1424490000	1424490000	1424490000	1424490000	1424490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6175	1	484830000	727245000	1770195000	22	0	0	0	1484490000	1484490000	1484490000	1484490000	1484490000	1484490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6176	1	504830000	757245000	1770195000	22	0	0	0	1544490000	1544490000	1544490000	1544490000	1544490000	1544490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6177	1	524830000	787245000	1770195000	22	0	0	0	1604490000	1604490000	1604490000	1604490000	1604490000	1604490000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6178	1	544830000	817245000	1770195000	22	0	0	0	1946905000	1946905000	1946905000	1946905000	1946905000	1946905000	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6179	1	564830000	1129660000	1770195000	22	0	0	0	3806623501	3806623501	3806623501	3806623501	3806623501	3806623501	8112180000	15484632000	15484632000	15484632000	912000000	13440000
6180	1	1202880000	2676963501	1770195000	22	6	8	0	3939843501	3939843501	3939843501	3939843501	3939843501	3939843501	3939843501	15484632000	15484632000	15484632000	912000000	13440000
6181	1	1262880000	1262880000	1770195000	23	0	0	0	2585760000	2585760000	2585760000	2585760000	2585760000	2585760000	2585760000	15484632000	15484632000	15484632000	912000000	18816000
6182	1	1322880000	1322880000	1770195000	23	0	0	0	2705760000	2705760000	2705760000	2705760000	2705760000	2705760000	2705760000	15484632000	15484632000	15484632000	912000000	18816000
6183	1	1382880000	1382880000	1770195000	23	0	0	0	2825760000	2825760000	2825760000	2825760000	2825760000	2825760000	2825760000	15484632000	15484632000	15484632000	912000000	18816000
6184	1	1442880000	1442880000	1770195000	23	0	0	0	2945760000	2945760000	2945760000	2945760000	2945760000	2945760000	2945760000	15484632000	15484632000	15484632000	912000000	18816000
6185	1	1502880000	1502880000	1770195000	23	0	0	0	3065760000	3065760000	3065760000	3065760000	3065760000	3065760000	3065760000	15484632000	15484632000	15484632000	912000000	18816000
6186	1	1562880000	1562880000	1770195000	23	0	0	0	3185760000	3185760000	3185760000	3185760000	3185760000	3185760000	3185760000	15484632000	15484632000	15484632000	912000000	18816000
6187	1	1622880000	1622880000	1770195000	23	0	0	0	3305760000	3305760000	3305760000	3305760000	3305760000	3305760000	3305760000	15484632000	15484632000	15484632000	912000000	18816000
6188	1	1682880000	1682880000	1770195000	23	0	0	0	3425760000	3425760000	3425760000	3425760000	3425760000	3425760000	3425760000	15484632000	15484632000	15484632000	912000000	18816000
6189	1	1742880000	1742880000	1770195000	23	0	0	0	3111340000	3111340000	3111340000	3111340000	3111340000	3111340000	3111340000	15484632000	15484632000	15484632000	912000000	18816000
6190	1	1368460000	1368460000	1770195000	23	0	0	0	2796920000	2796920000	2796920000	2796920000	2796920000	2796920000	2796920000	15484632000	15484632000	15484632000	912000000	18816000
6191	1	1428460000	1428460000	1770195000	24	0	0	0	2916920000	2916920000	2916920000	2916920000	2916920000	2916920000	2916920000	15484632000	15484632000	15484632000	912000000	18816000
6192	1	1488460000	1488460000	1770195000	24	0	0	0	3036920000	3036920000	3036920000	3036920000	3036920000	3036920000	3036920000	15484632000	15484632000	15484632000	912000000	18816000
6193	1	1548460000	1548460000	1770195000	24	0	0	0	3156920000	3156920000	3156920000	3156920000	3156920000	3156920000	3156920000	15484632000	15484632000	15484632000	912000000	18816000
6194	1	1608460000	1608460000	1770195000	24	0	0	0	3276920000	3276920000	3276920000	3276920000	3276920000	3276920000	3276920000	15484632000	15484632000	15484632000	912000000	18816000
6195	1	1668460000	1668460000	1770195000	24	0	0	0	3396920000	3396920000	3396920000	3396920000	3396920000	3396920000	3396920000	15484632000	15484632000	15484632000	912000000	18816000
6196	1	1728460000	1728460000	1770195000	24	0	0	0	3470831667	3470831667	3470831667	3470831667	3470831667	3470831667	3470831667	15484632000	15484632000	15484632000	912000000	18816000
6197	1	1742371667	1742371667	1770195000	24	0	0	0	3498655001	3498655001	3498655001	3498655001	3498655001	3498655001	3498655001	15484632000	15484632000	15484632000	912000000	18816000
6198	1	1756283334	1756283334	1770195000	24	0	0	0	3526477334	3526477334	3526477334	3526477334	3526477334	3526477334	3526477334	15484632000	15484632000	15484632000	912000000	18816000
6199	1	1770194000	1770194000	1770195000	24	0	0	0	2066369000	2066369000	2066369000	2066369000	2066369000	2066369000	2066369000	15484632000	15484632000	15484632000	912000000	18816000
6200	1	197450000	296175000	1770195000	24	1	7	0	667350000	667350000	667350000	667350000	667350000	667350000	667350000	15484632000	15484632000	15484632000	912000000	18816000
7181	1	247450000	371175000	1770195000	25	0	0	0	817350000	817350000	817350000	817350000	817350000	817350000	817350000	15484632000	15484632000	15484632000	912000000	18816000
7182	1	297450000	446175000	1770195000	25	0	0	0	967350000	967350000	967350000	967350000	967350000	967350000	967350000	15484632000	15484632000	15484632000	912000000	18816000
7183	1	347450000	521175000	1770195000	25	0	0	0	1117350000	1117350000	1117350000	1117350000	1117350000	1117350000	1117350000	15484632000	15484632000	15484632000	912000000	18816000
7184	1	397450000	596175000	1770195000	25	0	0	0	1267350000	1267350000	1267350000	1267350000	1267350000	1267350000	1267350000	15484632000	15484632000	15484632000	912000000	18816000
7185	1	447450000	671175000	1770195000	25	0	0	0	1417350000	1417350000	1417350000	1417350000	1417350000	1417350000	1417350000	15484632000	15484632000	15484632000	912000000	18816000
7186	1	497450000	746175000	1770195000	25	0	0	0	1567350000	1567350000	1567350000	1567350000	1567350000	1567350000	1567350000	15484632000	15484632000	15484632000	912000000	18816000
7187	1	547450000	821175000	1770195000	25	0	0	0	1717350000	1717350000	1717350000	1717350000	1717350000	1717350000	1717350000	15484632000	15484632000	15484632000	912000000	18816000
7188	1	597450000	896175000	1770195000	25	0	0	0	1867350000	1867350000	1867350000	1867350000	1867350000	1867350000	1867350000	15484632000	15484632000	15484632000	912000000	18816000
7189	1	647450000	971175000	1770195000	25	0	0	0	2017350000	2017350000	2017350000	2017350000	2017350000	2017350000	2017350000	15484632000	15484632000	15484632000	912000000	18816000
7190	1	697450000	1046175000	1770195000	25	0	0	0	2167350000	2167350000	2167350000	2167350000	2167350000	2167350000	2167350000	15484632000	15484632000	15484632000	912000000	18816000
7191	1	747450000	1121175000	1770195000	25	0	0	0	2317350000	2317350000	2317350000	2317350000	2317350000	2317350000	2317350000	15484632000	15484632000	15484632000	912000000	18816000
7192	1	797450000	1196175000	1770195000	25	0	0	0	2467350000	2467350000	2467350000	2467350000	2467350000	2467350000	2467350000	15484632000	15484632000	15484632000	912000000	18816000
7193	1	847450000	1271175000	1770195000	25	0	0	0	2617350000	2617350000	2617350000	2617350000	2617350000	2617350000	2617350000	15484632000	15484632000	15484632000	912000000	18816000
7194	1	897450000	1346175000	1770195000	25	0	0	0	2767350000	2767350000	2767350000	2767350000	2767350000	2767350000	2767350000	15484632000	15484632000	15484632000	912000000	18816000
7195	1	947450000	1421175000	1770195000	25	0	0	0	2917350000	2917350000	2917350000	2917350000	2917350000	2917350000	2917350000	15484632000	15484632000	15484632000	912000000	18816000
7196	1	997450000	1496175000	1770195000	25	0	0	0	3067350000	3067350000	3067350000	3067350000	3067350000	3067350000	3067350000	15484632000	15484632000	15484632000	912000000	18816000
