卡牌ID	有效标志位	名字	类型	卡牌颜色	职业限制	等级下限	等级上限	境界下限	境界上限	佩带数量	时间限制（佩带生效总时长，单位为秒，-1为不限时）	可否续费	时间限制ID	超出时间限制是否删除	附加属性池ID（可以用来当BUFF？）	附加法球类型（属性池ID主键）	属性池ID副键，后面两个字段暂时不要了	法球触发几率下限	法球触发几率上限	卡牌重铸类型（对应design_cfg的保底规则）	重铸消耗元宝（consumeID）--现在改为绑元数量	重铸道具	重铸数量	卡牌升星ID（强化）	是否不可重铸	高级重铸ID（吞噬？）	高级重铸消耗元宝（consumeID）	高级重铸消耗？	拍卖类型	摆摊价格	出售货币类型（以前的销毁）	出售价格	攻击类型	转化后卡牌ID	洗炼材料1	洗炼材料2	洗炼材料3	洗炼材料4	附加战斗属性类型	属性1下限	属性1上限	属性1几率	属性1元宝重铸几率	属性2下限	属性2上限	属性2几率	属性2元宝重铸几率	属性3下限	属性3上限	属性3几率	属性3元宝重铸几率	属性4下限	属性4上限	属性4几率	属性4元宝重铸几率	属性5下限	属性5上限	属性5几率	属性5元宝重铸几率	属性6下限	属性6上限	属性6几率	属性6元宝重铸几率	属性7下限	属性7上限	属性7几率	属性7元宝重铸几率	属性8下限（完美）	属性8上限	属性8几率	属性8元宝重铸几率	属性9下限	属性9上限	属性9几率	属性9元宝重铸几率	属性10下限（逆天）	属性10上限	属性10几率	属性10元宝重铸几率	附加战斗属性类型2	属性1下限	属性1上限	属性1几率	属性1元宝重铸几率	属性2下限	属性2上限	属性2几率	属性2元宝重铸几率	属性3下限	属性3上限	属性3几率	属性3元宝重铸几率	属性4下限	属性4上限	属性4几率	属性4元宝重铸几率	属性5下限	属性5上限	属性5几率	属性5元宝重铸几率	属性6下限	属性6上限	属性6几率	属性6元宝重铸几率	属性7下限	属性7上限	属性7几率	属性7元宝重铸几率	属性8下限（完美）	属性8上限	属性8几率	属性8元宝重铸几率	属性9下限	属性9上限	属性9几率	属性9元宝重铸几率	属性10下限（逆天）	属性10上限	属性10几率	属性10元宝重铸几率	属性1战力值	属性2战力值	卡牌种类，只在合成时判断用（0不是卡，1普通卡，2魂卡，3神卡）
500123202	1	神·水神气息	11	3	0	1081	9999	0	999	3	-1	0	0	0	0	0	0	0	0	2	40	430500301	5	1003	0	0	0	0	0	0	203	100	2	500123201	0	0	0	0	1070	251	251	0	0	251	502	0	0	502	753	0	0	753	1004	0	0	1004	1255	0	0	1255	1506	0	0	1506	1757	0	0	1757	2008	9990	9990	2008	2510	10	10	2510	3200	0	0	1005	43	43	0	0	43	86	0	0	86	129	3000	690	129	172	6000	8000	172	215	1000	1000	215	258	0	100	258	301	0	100	301	344	0	100	344	430	0	10	430	550	0	0	10176	10176	3
500123203	1	神·雷神气息	11	3	0	1081	9999	0	999	3	-1	0	0	0	0	0	0	0	0	2	40	430500301	5	1003	0	0	0	0	0	0	203	100	1	500123204	0	0	0	0	1067	251	251	0	0	251	502	0	0	502	753	0	0	753	1004	0	0	1004	1255	0	0	1255	1506	0	0	1506	1757	0	0	1757	2008	9990	9990	2008	2510	10	10	2510	3200	0	0	1011	43	43	0	0	43	86	0	0	86	129	3000	690	129	172	6000	8000	172	215	1000	1000	215	258	0	100	258	301	0	100	301	344	0	100	344	430	0	10	430	550	0	0	10176	10176	3
500123204	1	神·火神气息	11	3	0	1081	9999	0	999	3	-1	0	0	0	0	0	0	0	0	2	40	430500301	5	1003	0	0	0	0	0	0	203	100	2	500123203	0	0	0	0	1070	251	251	0	0	251	502	0	0	502	753	0	0	753	1004	0	0	1004	1255	0	0	1255	1506	0	0	1506	1757	0	0	1757	2008	9990	9990	2008	2510	10	10	2510	3200	0	0	1011	43	43	0	0	43	86	0	0	86	129	3000	690	129	172	6000	8000	172	215	1000	1000	215	258	0	100	258	301	0	100	301	344	0	100	344	430	0	10	430	550	0	0	10176	10176	3
500123205	1	神·炎魔气息	11	3	0	1081	9999	0	999	3	-1	0	0	0	0	0	0	0	0	2	40	430500301	5	1003	0	0	0	0	0	0	203	100	1	500123206	0	0	0	0	1067	251	251	0	0	251	502	0	0	502	753	0	0	753	1004	0	0	1004	1255	0	0	1255	1506	0	0	1506	1757	0	0	1757	2008	9990	9990	2008	2510	10	10	2510	3200	0	0	1074	43	43	0	0	43	86	0	0	86	129	3000	690	129	172	6000	8000	172	215	1000	1000	215	258	0	100	258	301	0	100	301	344	0	100	344	430	0	10	430	550	0	0	10176	10176	3
500123206	1	神·冰魅气息	11	3	0	1081	9999	0	999	3	-1	0	0	0	0	0	0	0	0	2	40	430500301	5	1003	0	0	0	0	0	0	203	100	2	500123205	0	0	0	0	1070	251	251	0	0	251	502	0	0	502	753	0	0	753	1004	0	0	1004	1255	0	0	1255	1506	0	0	1506	1757	0	0	1757	2008	9990	9990	2008	2510	10	10	2510	3200	0	0	1074	43	43	0	0	43	86	0	0	86	129	3000	690	129	172	6000	8000	172	215	1000	1000	215	258	0	100	258	301	0	100	301	344	0	100	344	430	0	10	430	550	0	0	10176	10176	3
500123207	1	神·血魔气息	11	3	0	1081	9999	0	999	3	-1	0	0	0	0	0	0	0	0	2	40	430500301	5	1003	0	0	0	0	0	0	203	100	1	500123208	0	0	0	0	1067	251	251	0	0	251	502	0	0	502	753	0	0	753	1004	0	0	1004	1255	0	0	1255	1506	0	0	1506	1757	0	0	1757	2008	9990	9990	2008	2510	10	10	2510	3200	0	0	1007	43	43	0	0	43	86	0	0	86	129	3000	690	129	172	6000	8000	172	215	1000	1000	215	258	0	100	258	301	0	100	301	344	0	100	344	430	0	10	430	550	0	0	10176	10176	3
500123208	1	神·梦魇气息	11	3	0	1081	9999	0	999	3	-1	0	0	0	0	0	0	0	0	2	40	430500301	5	1003	0	0	0	0	0	0	203	100	2	500123207	0	0	0	0	1070	251	251	0	0	251	502	0	0	502	753	0	0	753	1004	0	0	1004	1255	0	0	1255	1506	0	0	1506	1757	0	0	1757	2008	9990	9990	2008	2510	10	10	2510	3200	0	0	1007	43	43	0	0	43	86	0	0	86	129	3000	690	129	172	6000	8000	172	215	1000	1000	215	258	0	100	258	301	0	100	301	344	0	100	344	430	0	10	430	550	0	0	10176	10176	3
500123209	1	神·后羿祝福	12	3	0	1081	9999	0	999	3	-1	0	0	0	0	0	0	0	0	2	40	430500301	5	1003	0	0	0	0	0	0	203	100	0	0	0	0	0	0	1068	251	251	0	0	251	502	0	0	502	753	0	0	753	1004	0	0	1004	1255	0	0	1255	1506	0	0	1506	1757	0	0	1757	2008	9990	9990	2008	2510	10	10	2510	3200	0	0	1006	43	43	0	0	43	86	0	0	86	129	3000	690	129	172	6000	8000	172	215	1000	1000	215	258	0	100	258	301	0	100	301	344	0	100	344	430	0	10	430	550	0	0	10176	10176	3
500123210	1	神·蚩尤祝福	12	3	0	1081	9999	0	999	3	-1	0	0	0	0	0	0	0	0	2	40	430500301	5	1003	0	0	0	0	0	0	203	100	0	0	0	0	0	0	1068	251	251	0	0	251	502	0	0	502	753	0	0	753	1004	0	0	1004	1255	0	0	1255	1506	0	0	1506	1757	0	0	1757	2008	9990	9990	2008	2510	10	10	2510	3200	0	0	1010	43	43	0	0	43	86	0	0	86	129	3000	690	129	172	6000	8000	172	215	1000	1000	215	258	0	100	258	301	0	100	301	344	0	100	344	430	0	10	430	550	0	0	10176	10176	3
500123211	1	神·刑天祝福	12	3	0	1081	9999	0	999	3	-1	0	0	0	0	0	0	0	0	2	40	430500301	5	1003	0	0	0	0	0	0	203	100	0	0	0	0	0	0	1071	251	251	0	0	251	502	0	0	502	753	0	0	753	1004	0	0	1004	1255	0	0	1255	1506	0	0	1506	1757	0	0	1757	2008	9990	9990	2008	2510	10	10	2510	3200	0	0	1006	43	43	0	0	43	86	0	0	86	129	3000	690	129	172	6000	8000	172	215	1000	1000	215	258	0	100	258	301	0	100	301	344	0	100	344	430	0	10	430	550	0	0	10176	10176	3
500123212	1	神·黄帝祝福	12	3	0	1081	9999	0	999	3	-1	0	0	0	0	0	0	0	0	2	40	430500301	5	1003	0	0	0	0	0	0	203	100	0	0	0	0	0	0	1071	251	251	0	0	251	502	0	0	502	753	0	0	753	1004	0	0	1004	1255	0	0	1255	1506	0	0	1506	1757	0	0	1757	2008	9990	9990	2008	2510	10	10	2510	3200	0	0	1010	43	43	0	0	43	86	0	0	86	129	3000	690	129	172	6000	8000	172	215	1000	1000	215	258	0	100	258	301	0	100	301	344	0	100	344	430	0	10	430	550	0	0	10176	10176	3
500123213	1	神·神农之心	10	3	0	1100	9999	0	999	3	-1	0	0	0	0	0	0	0	0	2	40	430500301	5	1003	0	0	0	0	0	0	203	100	0	0	0	0	0	0	1072	3040	3040	0	0	3040	6080	0	0	6080	9120	0	0	9120	12160	0	0	12160	15200	0	0	15200	18240	0	0	18240	21280	0	0	21280	24320	9990	9990	24320	30400	10	10	30400	38700	0	0	1006	43	43	0	0	43	86	0	0	86	129	3000	690	129	172	6000	8000	172	215	1000	1000	215	258	0	100	258	301	0	100	301	344	0	100	344	430	0	10	430	550	0	0	10176	10176	3
500123214	1	神·帝尧之心	10	3	0	1100	9999	0	999	3	-1	0	0	0	0	0	0	0	0	2	40	430500301	5	1003	0	0	0	0	0	0	203	100	0	0	0	0	0	0	1072	3040	3040	0	0	3040	6080	0	0	6080	9120	0	0	9120	12160	0	0	12160	15200	0	0	15200	18240	0	0	18240	21280	0	0	21280	24320	9990	9990	24320	30400	10	10	30400	38700	0	0	1010	43	43	0	0	43	86	0	0	86	129	3000	690	129	172	6000	8000	172	215	1000	1000	215	258	0	100	258	301	0	100	301	344	0	100	344	430	0	10	430	550	0	0	10176	10176	3
500123215	1	神·白帝之心	10	3	0	1100	9999	0	999	3	-1	0	0	0	0	0	0	0	0	2	40	430500301	5	1003	0	0	0	0	0	0	203	100	0	0	0	0	0	0	1072	3040	3040	0	0	3040	6080	0	0	6080	9120	0	0	9120	12160	0	0	12160	15200	0	0	15200	18240	0	0	18240	21280	0	0	21280	24320	9990	9990	24320	30400	10	10	30400	38700	0	0	1075	43	43	0	0	43	86	0	0	86	129	3000	690	129	172	6000	8000	172	215	1000	1000	215	258	0	100	258	301	0	100	301	344	0	100	344	430	0	10	430	550	0	0	10176	10176	3
500123216	1	神·神魔之心	10	3	0	1100	9999	0	999	3	-1	0	0	0	0	0	0	0	0	2	40	430500301	5	1003	0	0	0	0	0	0	203	100	0	0	0	0	0	0	1072	3040	3040	0	0	3040	6080	0	0	6080	9120	0	0	9120	12160	0	0	12160	15200	0	0	15200	18240	0	0	18240	21280	0	0	21280	24320	9990	9990	24320	30400	10	10	30400	38700	0	0	1008	43	43	0	0	43	86	0	0	86	129	3000	690	129	172	6000	8000	172	215	1000	1000	215	258	0	100	258	301	0	100	301	344	0	100	344	430	0	10	430	550	0	0	10176	10176	3
500104201	1	上古精灵源泉	10	4	0	3140	9999	0	999	3	-1	0	0	0	70001001	0	0	0	0	0	16	430500401	1	2001	0	0	0	0	0	0	203	100	0	0	500104201	500104501	0	0	1072	3440	3440	4000	686	3440	6880	4000	3000	6880	10320	1500	3000	10320	13760	150	2800	13760	17200	100	200	17200	19350	100	100	19350	22790	100	100	22790	26230	50	100	26230	29670	0	10	29670	38700	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10176	0	1
500104202	1	上古血魔力量	11	4	0	3101	9999	0	999	3	-1	0	0	0	70001002	0	0	0	0	0	16	430500401	1	2001	0	0	0	0	0	0	203	100	1	500104203	500104202	500104502	0	0	1067	284	284	4000	686	284	568	4000	3000	568	852	1500	3000	852	1136	150	2800	1136	1420	100	200	1420	1600	100	100	1600	1884	100	100	1884	2168	50	100	2168	2452	0	10	2452	3200	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10176	0	1
500104203	1	上古太乙力量	11	4	0	3101	9999	0	999	3	-1	0	0	0	70001003	0	0	0	0	0	16	430500401	1	2001	0	0	0	0	0	0	203	100	2	500104202	500104203	500104503	0	0	1070	284	284	4000	686	284	568	4000	3000	568	852	1500	3000	852	1136	150	2800	1136	1420	100	200	1420	1600	100	100	1600	1884	100	100	1884	2168	50	100	2168	2452	0	10	2452	3200	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10176	0	1
500104204	1	上古大地守护	12	4	0	3101	9999	0	999	3	-1	0	0	0	70001001	0	0	0	0	0	16	430500401	1	2001	0	0	0	0	0	0	203	100	0	0	500104204	500104504	0	0	1068	284	284	4000	686	284	568	4000	3000	568	852	1500	3000	852	1136	150	2800	1136	1420	100	200	1420	1600	100	100	1600	1884	100	100	1884	2168	50	100	2168	2452	0	10	2452	3200	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10176	0	1
500104205	1	上古风神守护	12	4	0	3101	9999	0	999	3	-1	0	0	0	70001001	0	0	0	0	0	16	430500401	1	2001	0	0	0	0	0	0	203	100	0	0	500104205	500104505	0	0	1071	284	284	4000	686	284	568	4000	3000	568	852	1500	3000	852	1136	150	2800	1136	1420	100	200	1420	1600	100	100	1600	1884	100	100	1884	2168	50	100	2168	2452	0	10	2452	3200	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10176	0	1
500104206	1	上古明视之眼	13	4	0	3130	9999	0	999	3	-1	0	0	0	70001001	0	0	0	0	0	16	430500402	1	2001	0	0	0	0	0	0	203	100	0	0	500104206	500104506	0	0	1005	48	48	4000	686	48	96	4000	3000	96	144	1500	3000	144	192	150	2800	192	240	100	200	240	275	100	100	275	323	100	100	323	371	50	100	371	419	0	10	419	550	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10176	0	1
500104207	1	上古邪魅之舞	14	4	0	3101	9999	0	999	3	-1	0	0	0	70001001	0	0	0	0	0	16	430500403	1	2001	0	0	0	0	0	0	203	100	0	0	500104207	500104507	0	0	1006	48	48	4000	686	48	96	4000	3000	96	144	1500	3000	144	192	150	2800	192	240	100	200	240	275	100	100	275	323	100	100	323	371	50	100	371	419	0	10	419	550	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10176	0	1
500104208	1	上古雷霆之怒	15	4	0	3101	9999	0	999	3	-1	0	0	0	70001001	0	0	0	0	0	16	430500402	1	2001	0	0	0	0	0	0	203	100	0	0	500104208	500104508	0	0	1007	48	48	4000	686	48	96	4000	3000	96	144	1500	3000	144	192	150	2800	192	240	100	200	240	275	100	100	275	323	100	100	323	371	50	100	371	419	0	10	419	550	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10176	0	1
500104209	1	上古空明之心	16	4	0	3130	9999	0	999	3	-1	0	0	0	70001001	0	0	0	0	0	16	430500403	1	2001	0	0	0	0	0	0	203	100	0	0	500104209	500104509	0	0	1008	48	48	4000	686	48	96	4000	3000	96	144	1500	3000	144	192	150	2800	192	240	100	200	240	275	100	100	275	323	100	100	323	371	50	100	371	419	0	10	419	550	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10176	0	1
500104210	1	上古料敌先机	17	4	0	3101	9999	0	999	3	-1	0	0	0	70001001	0	0	0	0	0	16	430500402	1	2001	0	0	0	0	0	0	203	100	0	0	500104210	500104510	0	0	1074	48	48	4000	686	48	96	4000	3000	96	144	1500	3000	144	192	150	2800	192	240	100	200	240	275	100	100	275	323	100	100	323	371	50	100	371	419	0	10	419	550	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10176	0	1
500104211	1	上古会心凝神	18	4	0	3130	9999	0	999	3	-1	0	0	0	70001001	0	0	0	0	0	16	430500403	1	2001	0	0	0	0	0	0	203	100	0	0	500104211	500104511	0	0	1075	48	48	4000	686	48	96	4000	3000	96	144	1500	3000	144	192	150	2800	192	240	100	200	240	275	100	100	275	323	100	100	323	371	50	100	371	419	0	10	419	550	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10176	0	1
500104212	1	上古裂天之锋	19	4	0	3130	9999	0	999	3	-1	0	0	0	70001001	0	0	0	0	0	16	430500402	1	2001	0	0	0	0	0	0	203	100	0	0	500104212	500104512	0	0	1011	48	48	4000	686	48	96	4000	3000	96	144	1500	3000	144	192	150	2800	192	240	100	200	240	275	100	100	275	323	100	100	323	371	50	100	371	419	0	10	419	550	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10176	0	1
500104213	1	上古两仪之御	20	4	0	3101	9999	0	999	3	-1	0	0	0	70001001	0	0	0	0	0	16	430500403	1	2001	0	0	0	0	0	0	203	100	0	0	500104213	500104513	0	0	1010	48	48	4000	686	48	96	4000	3000	96	144	1500	3000	144	192	150	2800	192	240	100	200	240	275	100	100	275	323	100	100	323	371	50	100	371	419	0	10	419	550	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10176	0	1
500104501	1	上古精灵源泉[材料]	10	4	0	3140	9999	0	999	0	-1	0	0	0	70001101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	203	100	0	0	0	0	0	0	1072	1	1	698	500	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
500104502	1	上古血魔力量[材料]	11	4	0	3121	9999	0	999	0	-1	0	0	0	70001102	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	203	100	0	0	0	0	0	0	1067	1	1	698	500	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
500104503	1	上古太乙力量[材料]	11	4	0	3121	9999	0	999	0	-1	0	0	0	70001103	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	203	100	0	0	0	0	0	0	1070	1	1	698	500	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
500104504	1	上古大地守护[材料]	12	4	0	3121	9999	0	999	0	-1	0	0	0	70001101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	203	100	0	0	0	0	0	0	1068	1	1	698	500	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
500104505	1	上古风神守护[材料]	12	4	0	3121	9999	0	999	0	-1	0	0	0	70001101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	203	100	0	0	0	0	0	0	1071	1	1	698	500	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
500104506	1	上古明视之眼[材料]	13	4	0	3130	9999	0	999	0	-1	0	0	0	70001101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	203	100	0	0	0	0	0	0	1005	1	1	698	500	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
500104507	1	上古邪魅之舞[材料]	14	4	0	3121	9999	0	999	0	-1	0	0	0	70001101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	203	100	0	0	0	0	0	0	1006	1	1	698	500	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
500104508	1	上古雷霆之怒[材料]	15	4	0	3121	9999	0	999	0	-1	0	0	0	70001101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	203	100	0	0	0	0	0	0	1007	1	1	698	500	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
500104509	1	上古空明之心[材料]	16	4	0	3130	9999	0	999	0	-1	0	0	0	70001101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	203	100	0	0	0	0	0	0	1008	1	1	698	500	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
500104510	1	上古料敌先机[材料]	17	4	0	3121	9999	0	999	0	-1	0	0	0	70001101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	203	100	0	0	0	0	0	0	1074	1	1	698	500	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
500104511	1	上古会心凝神[材料]	18	4	0	3130	9999	0	999	0	-1	0	0	0	70001101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	203	100	0	0	0	0	0	0	1075	1	1	698	500	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
500104512	1	上古裂天之锋[材料]	19	4	0	3130	9999	0	999	0	-1	0	0	0	70001101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	203	100	0	0	0	0	0	0	1011	1	1	698	500	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
500104513	1	上古两仪之御[材料]	20	4	0	3121	9999	0	999	0	-1	0	0	0	70001101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	203	100	0	0	0	0	0	0	1010	1	1	698	500	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
500114201	1	魂·上古精灵源泉	10	4	0	3140	9999	0	999	3	-1	0	0	0	70001001	0	0	0	0	1	32	430500401	2	2002	0	0	0	0	0	0	203	100	0	0	500104201	500104501	0	0	1072	5042	5042	0	0	5042	10084	0	0	10084	15126	0	0	15126	20168	0	0	20168	25210	0	0	25210	30252	0	0	30252	35294	0	0	35294	40336	9990	9990	40336	50420	10	10	50420	70600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29432	0	2
500114202	1	魂·上古血魔力量	11	4	0	3121	9999	0	999	3	-1	0	0	0	70001002	0	0	0	0	1	32	430500401	2	2002	0	0	0	0	0	0	203	100	1	500114203	500104202	500104502	0	0	1067	371	371	0	0	371	742	0	0	742	1113	0	0	1113	1484	0	0	1484	1855	0	0	1855	2226	0	0	2226	2597	0	0	2597	2968	9990	9990	2968	3710	10	10	3710	5200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29432	0	2
500114203	1	魂·上古太乙力量	11	4	0	3121	9999	0	999	3	-1	0	0	0	70001003	0	0	0	0	1	32	430500401	2	2002	0	0	0	0	0	0	203	100	2	500114202	500104203	500104503	0	0	1070	371	371	0	0	371	742	0	0	742	1113	0	0	1113	1484	0	0	1484	1855	0	0	1855	2226	0	0	2226	2597	0	0	2597	2968	9990	9990	2968	3710	10	10	3710	5200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29432	0	2
500114204	1	魂·上古大地守护	12	4	0	3121	9999	0	999	3	-1	0	0	0	70001001	0	0	0	0	1	32	430500401	2	2002	0	0	0	0	0	0	203	100	0	0	500104204	500104504	0	0	1068	371	371	0	0	371	742	0	0	742	1113	0	0	1113	1484	0	0	1484	1855	0	0	1855	2226	0	0	2226	2597	0	0	2597	2968	9990	9990	2968	3710	10	10	3710	5200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29432	0	2
