道具ID	兵甲坊等级	有效值	装备品阶	概率1	概率2	概率3	道具1	道具2	道具3	帮贡消耗	基础稀缺分数（每次打造增加这个积分的1~3倍）	基础上古分数（每次打造增加这个积分的1~3倍）	需要的稀缺分数	需要的上古分数 
12100130	8	1	3	57	35	8	300110130	300140130	300150130	3560	356	356	2034	8900
12100130	9	1	3	57	35	8	300110130	300140130	300150130	3400	340	340	1943	8500
12100130	10	1	3	57	35	8	300110130	300140130	300150130	3240	324	324	1851	8100
12100130	11	1	3	57	35	8	300110130	300140130	300150130	3080	308	308	1760	7700
12100130	12	1	3	57	35	8	300110130	300140130	300150130	2920	292	292	1669	7300
12100130	13	1	3	57	35	8	300110130	300140130	300150130	2760	276	276	1577	6900
12100130	14	1	3	57	35	8	300110130	300140130	300150130	2600	260	260	1486	6500
12100130	15	1	3	57	35	8	300110130	300140130	300150130	2440	244	244	1394	6100
12100130	16	1	3	57	35	8	300110130	300140130	300150130	2280	228	228	1303	5700
12100130	17	1	3	57	35	8	300110130	300140130	300150130	2120	212	212	1211	5300
12100130	18	1	3	57	35	8	300110130	300140130	300150130	1960	196	196	1120	4900
12100130	19	1	3	57	35	8	300110130	300140130	300150130	1800	180	180	1029	4500
12100130	20	1	3	57	35	8	300110130	300140130	300150130	1640	164	164	937	4100
12100140	1	1	4	57	35	8	300110140	300140140	300150140	6120	612	612	3497	15300
12100140	2	1	4	57	35	8	300110140	300140140	300150140	5920	592	592	3383	14800
12100140	3	1	4	57	35	8	300110140	300140140	300150140	5720	572	572	3269	14300
12100140	4	1	4	57	35	8	300110140	300140140	300150140	5520	552	552	3154	13800
12100140	5	1	4	57	35	8	300110140	300140140	300150140	5320	532	532	3040	13300
12100140	6	1	4	57	35	8	300110140	300140140	300150140	5120	512	512	2926	12800
12100140	7	1	4	57	35	8	300110140	300140140	300150140	4920	492	492	2811	12300
12100140	8	1	4	57	35	8	300110140	300140140	300150140	4720	472	472	2697	11800
12100140	9	1	4	57	35	8	300110140	300140140	300150140	4520	452	452	2583	11300
12100140	10	1	4	57	35	8	300110140	300140140	300150140	4320	432	432	2469	10800
12100140	11	1	4	57	35	8	300110140	300140140	300150140	4120	412	412	2354	10300
12100140	12	1	4	57	35	8	300110140	300140140	300150140	3920	392	392	2240	9800
12100140	13	1	4	57	35	8	300110140	300140140	300150140	3720	372	372	2126	9300
12100140	14	1	4	57	35	8	300110140	300140140	300150140	3520	352	352	2011	8800
12100140	15	1	4	57	35	8	300110140	300140140	300150140	3320	332	332	1897	8300
12100140	16	1	4	57	35	8	300110140	300140140	300150140	3120	312	312	1783	7800
12100140	17	1	4	57	35	8	300110140	300140140	300150140	2920	292	292	1669	7300
12100140	18	1	4	57	35	8	300110140	300140140	300150140	2720	272	272	1554	6800
12100140	19	1	4	57	35	8	300110140	300140140	300150140	2520	252	252	1440	6300
12100140	20	1	4	57	35	8	300110140	300140140	300150140	2320	232	232	1326	5800
12100150	1	1	5	57	35	8	300110150	300140150	300150150	9120	912	912	5211	22800
12100150	2	1	5	57	35	8	300110150	300140150	300150150	8820	882	882	5040	22050
12100150	3	1	5	57	35	8	300110150	300140150	300150150	8520	852	852	4869	21300
12100150	4	1	5	57	35	8	300110150	300140150	300150150	8220	822	822	4697	20550
12100150	5	1	5	57	35	8	300110150	300140150	300150150	7920	792	792	4526	19800
12100150	6	1	5	57	35	8	300110150	300140150	300150150	7620	762	762	4354	19050
12100150	7	1	5	57	35	8	300110150	300140150	300150150	7320	732	732	4183	18300
12100150	8	1	5	57	35	8	300110150	300140150	300150150	7020	702	702	4011	17550
12100150	9	1	5	57	35	8	300110150	300140150	300150150	6720	672	672	3840	16800
12100150	10	1	5	57	35	8	300110150	300140150	300150150	6420	642	642	3669	16050
12100150	11	1	5	57	35	8	300110150	300140150	300150150	6120	612	612	3497	15300
12100150	12	1	5	57	35	8	300110150	300140150	300150150	5820	582	582	3326	14550
12100150	13	1	5	57	35	8	300110150	300140150	300150150	5520	552	552	3154	13800
12100150	14	1	5	57	35	8	300110150	300140150	300150150	5220	522	522	2983	13050
12100150	15	1	5	57	35	8	300110150	300140150	300150150	4920	492	492	2811	12300
12100150	16	1	5	57	35	8	300110150	300140150	300150150	4620	462	462	2640	11550
12100150	17	1	5	57	35	8	300110150	300140150	300150150	4320	432	432	2469	10800
12100150	18	1	5	57	35	8	300110150	300140150	300150150	4020	402	402	2297	10050
12100150	19	1	5	57	35	8	300110150	300140150	300150150	3720	372	372	2126	9300
12100150	20	1	5	57	35	8	300110150	300140150	300150150	3420	342	342	1954	8550
12100160	1	1	6	57	35	8	300110160	300140160	300150160	13800	1380	1380	7886	34500
12100160	2	1	6	57	35	8	300110160	300140160	300150160	13340	1334	1334	7623	33350
12100160	3	1	6	57	35	8	300110160	300140160	300150160	12880	1288	1288	7360	32200
12100160	4	1	6	57	35	8	300110160	300140160	300150160	12420	1242	1242	7097	31050
12100160	5	1	6	57	35	8	300110160	300140160	300150160	11960	1196	1196	6834	29900
12100160	6	1	6	57	35	8	300110160	300140160	300150160	11500	1150	1150	6571	28750
12100160	7	1	6	57	35	8	300110160	300140160	300150160	11040	1104	1104	6309	27600
12100160	8	1	6	57	35	8	300110160	300140160	300150160	10580	1058	1058	6046	26450
12100160	9	1	6	57	35	8	300110160	300140160	300150160	10120	1012	1012	5783	25300
12100160	10	1	6	57	35	8	300110160	300140160	300150160	9660	966	966	5520	24150
12100160	11	1	6	57	35	8	300110160	300140160	300150160	9200	920	920	5257	23000
12100160	12	1	6	57	35	8	300110160	300140160	300150160	8740	874	874	4994	21850
12100160	13	1	6	57	35	8	300110160	300140160	300150160	8280	828	828	4731	20700
12100160	14	1	6	57	35	8	300110160	300140160	300150160	7820	782	782	4469	19550
12100160	15	1	6	57	35	8	300110160	300140160	300150160	7360	736	736	4206	18400
12100160	16	1	6	57	35	8	300110160	300140160	300150160	6900	690	690	3943	17250
12100160	17	1	6	57	35	8	300110160	300140160	300150160	6440	644	644	3680	16100
12100160	18	1	6	57	35	8	300110160	300140160	300150160	5980	598	598	3417	14950
12100160	19	1	6	57	35	8	300110160	300140160	300150160	5520	552	552	3154	13800
12100160	20	1	6	57	35	8	300110160	300140160	300150160	5060	506	506	2891	12650
12100170	1	1	7	57	35	8	300110170	300140170	300150170	19800	1980	1980	11314	49500
12100170	2	1	7	57	35	8	300110170	300140170	300150170	19140	1914	1914	10937	47850
12100170	3	1	7	57	35	8	300110170	300140170	300150170	18480	1848	1848	10560	46200
12100170	4	1	7	57	35	8	300110170	300140170	300150170	17820	1782	1782	10183	44550
12100170	5	1	7	57	35	8	300110170	300140170	300150170	17160	1716	1716	9806	42900
12100170	6	1	7	57	35	8	300110170	300140170	300150170	16500	1650	1650	9429	41250
12100170	7	1	7	57	35	8	300110170	300140170	300150170	15840	1584	1584	9051	39600
12100170	8	1	7	57	35	8	300110170	300140170	300150170	15180	1518	1518	8674	37950
12100170	9	1	7	57	35	8	300110170	300140170	300150170	14520	1452	1452	8297	36300
12100170	10	1	7	57	35	8	300110170	300140170	300150170	13860	1386	1386	7920	34650
12100170	11	1	7	57	35	8	300110170	300140170	300150170	13200	1320	1320	7543	33000
12100170	12	1	7	57	35	8	300110170	300140170	300150170	12540	1254	1254	7166	31350
12100170	13	1	7	57	35	8	300110170	300140170	300150170	11880	1188	1188	6789	29700
12100170	14	1	7	57	35	8	300110170	300140170	300150170	11220	1122	1122	6411	28050
12100170	15	1	7	57	35	8	300110170	300140170	300150170	10560	1056	1056	6034	26400
12100170	16	1	7	57	35	8	300110170	300140170	300150170	9900	990	990	5657	24750
12100170	17	1	7	57	35	8	300110170	300140170	300150170	9240	924	924	5280	23100
12100170	18	1	7	57	35	8	300110170	300140170	300150170	8580	858	858	4903	21450
12100170	19	1	7	57	35	8	300110170	300140170	300150170	7920	792	792	4526	19800
12100170	20	1	7	57	35	8	300110170	300140170	300150170	7260	726	726	4149	18150
12100180	1	1	8	57	35	8	300110180	300140180	300150180	29640	2964	2964	16937	74100
12100180	2	1	8	57	35	8	300110180	300140180	300150180	28650	2865	2865	16371	71625
12100180	3	1	8	57	35	8	300110180	300140180	300150180	27660	2766	2766	15806	69150
12100180	4	1	8	57	35	8	300110180	300140180	300150180	26670	2667	2667	15240	66675
12100180	5	1	8	57	35	8	300110180	300140180	300150180	25680	2568	2568	14674	64200
12100180	6	1	8	57	35	8	300110180	300140180	300150180	24690	2469	2469	14109	61725
12100180	7	1	8	57	35	8	300110180	300140180	300150180	23700	2370	2370	13543	59250
12100180	8	1	8	57	35	8	300110180	300140180	300150180	22710	2271	2271	12977	56775
12100180	9	1	8	57	35	8	300110180	300140180	300150180	21720	2172	2172	12411	54300
12100180	10	1	8	57	35	8	300110180	300140180	300150180	20730	2073	2073	11846	51825
12100180	11	1	8	57	35	8	300110180	300140180	300150180	19740	1974	1974	11280	49350
12100180	12	1	8	57	35	8	300110180	300140180	300150180	18750	1875	1875	10714	46875
12100180	13	1	8	57	35	8	300110180	300140180	300150180	17760	1776	1776	10149	44400
12100180	14	1	8	57	35	8	300110180	300140180	300150180	16770	1677	1677	9583	41925
12100180	15	1	8	57	35	8	300110180	300140180	300150180	15780	1578	1578	9017	39450
12100180	16	1	8	57	35	8	300110180	300140180	300150180	14790	1479	1479	8451	36975
12100180	17	1	8	57	35	8	300110180	300140180	300150180	13800	1380	1380	7886	34500
12100180	18	1	8	57	35	8	300110180	300140180	300150180	12810	1281	1281	7320	32025
12100180	19	1	8	57	35	8	300110180	300140180	300150180	11820	1182	1182	6754	29550
12100180	20	1	8	57	35	8	300110180	300140180	300150180	10830	1083	1083	6189	27075
12100190	1	1	9	57	35	8	300110190	300140190	300150190	47040	4704	4704	26880	117600
12100190	2	1	9	57	35	8	300110190	300140190	300150190	45470	4547	4547	25983	113675
12100190	3	1	9	57	35	8	300110190	300140190	300150190	43900	4390	4390	25086	109750
12100190	4	1	9	57	35	8	300110190	300140190	300150190	42330	4233	4233	24189	105825
12100190	5	1	9	57	35	8	300110190	300140190	300150190	40760	4076	4076	23291	101900
12100190	6	1	9	57	35	8	300110190	300140190	300150190	39190	3919	3919	22394	97975
12100190	7	1	9	57	35	8	300110190	300140190	300150190	37620	3762	3762	21497	94050
12100190	8	1	9	57	35	8	300110190	300140190	300150190	36050	3605	3605	20600	90125
12100190	9	1	9	57	35	8	300110190	300140190	300150190	34480	3448	3448	19703	86200
12100190	10	1	9	57	35	8	300110190	300140190	300150190	32910	3291	3291	18806	82275
12100190	11	1	9	57	35	8	300110190	300140190	300150190	31340	3134	3134	17909	78350
12100190	12	1	9	57	35	8	300110190	300140190	300150190	29770	2977	2977	17011	74425
12100190	13	1	9	57	35	8	300110190	300140190	300150190	28200	2820	2820	16114	70500
12100190	14	1	9	57	35	8	300110190	300140190	300150190	26630	2663	2663	15217	66575
12100190	15	1	9	57	35	8	300110190	300140190	300150190	25060	2506	2506	14320	62650
12100190	16	1	9	57	35	8	300110190	300140190	300150190	23490	2349	2349	13423	58725
12100190	17	1	9	57	35	8	300110190	300140190	300150190	21920	2192	2192	12526	54800
12100190	18	1	9	57	35	8	300110190	300140190	300150190	20350	2035	2035	11629	50875
12100190	19	1	9	57	35	8	300110190	300140190	300150190	18780	1878	1878	10731	46950
12100190	20	1	9	57	35	8	300110190	300140190	300150190	17210	1721	1721	9834	43025
22100120	1	1	2	50	40	10	300110220	300120220	300130220	2880	288	288	1440	5760
22100120	2	1	2	50	40	10	300110220	300120220	300130220	2780	278	278	1390	5560
22100120	3	1	2	50	40	10	300110220	300120220	300130220	2680	268	268	1340	5360
22100120	4	1	2	50	40	10	300110220	300120220	300130220	2580	258	258	1290	5160
22100120	5	1	2	50	40	10	300110220	300120220	300130220	2480	248	248	1240	4960
22100120	6	1	2	50	40	10	300110220	300120220	300130220	2380	238	238	1190	4760
22100120	7	1	2	50	40	10	300110220	300120220	300130220	2280	228	228	1140	4560
22100120	8	1	2	50	40	10	300110220	300120220	300130220	2180	218	218	1090	4360
22100120	9	1	2	50	40	10	300110220	300120220	300130220	2080	208	208	1040	4160
22100120	10	1	2	50	40	10	300110220	300120220	300130220	1980	198	198	990	3960
22100120	11	1	2	50	40	10	300110220	300120220	300130220	1880	188	188	940	3760
22100120	12	1	2	50	40	10	300110220	300120220	300130220	1780	178	178	890	3560
22100120	13	1	2	50	40	10	300110220	300120220	300130220	1680	168	168	840	3360
22100120	14	1	2	50	40	10	300110220	300120220	300130220	1580	158	158	790	3160
22100120	15	1	2	50	40	10	300110220	300120220	300130220	1480	148	148	740	2960
22100120	16	1	2	50	40	10	300110220	300120220	300130220	1380	138	138	690	2760
22100120	17	1	2	50	40	10	300110220	300120220	300130220	1280	128	128	640	2560
22100120	18	1	2	50	40	10	300110220	300120220	300130220	1180	118	118	590	2360
22100120	19	1	2	50	40	10	300110220	300120220	300130220	1080	108	108	540	2160
22100120	20	1	2	50	40	10	300110220	300120220	300130220	980	98	98	490	1960
22100130	1	1	3	57	35	8	300110230	300140230	300150230	4680	468	468	2674	11700
22100130	2	1	3	57	35	8	300110230	300140230	300150230	4520	452	452	2583	11300
22100130	3	1	3	57	35	8	300110230	300140230	300150230	4360	436	436	2491	10900
22100130	4	1	3	57	35	8	300110230	300140230	300150230	4200	420	420	2400	10500
22100130	5	1	3	57	35	8	300110230	300140230	300150230	4040	404	404	2309	10100
22100130	6	1	3	57	35	8	300110230	300140230	300150230	3880	388	388	2217	9700
22100130	7	1	3	57	35	8	300110230	300140230	300150230	3720	372	372	2126	9300
22100130	8	1	3	57	35	8	300110230	300140230	300150230	3560	356	356	2034	8900
22100130	9	1	3	57	35	8	300110230	300140230	300150230	3400	340	340	1943	8500
22100130	10	1	3	57	35	8	300110230	300140230	300150230	3240	324	324	1851	8100
22100130	11	1	3	57	35	8	300110230	300140230	300150230	3080	308	308	1760	7700
22100130	12	1	3	57	35	8	300110230	300140230	300150230	2920	292	292	1669	7300
22100130	13	1	3	57	35	8	300110230	300140230	300150230	2760	276	276	1577	6900
22100130	14	1	3	57	35	8	300110230	300140230	300150230	2600	260	260	1486	6500
22100130	15	1	3	57	35	8	300110230	300140230	300150230	2440	244	244	1394	6100
22100130	16	1	3	57	35	8	300110230	300140230	300150230	2280	228	228	1303	5700
22100130	17	1	3	57	35	8	300110230	300140230	300150230	2120	212	212	1211	5300
22100130	18	1	3	57	35	8	300110230	300140230	300150230	1960	196	196	1120	4900
22100130	19	1	3	57	35	8	300110230	300140230	300150230	1800	180	180	1029	4500
22100130	20	1	3	57	35	8	300110230	300140230	300150230	1640	164	164	937	4100
22100140	1	1	4	57	35	8	300110240	300140240	300150240	6120	612	612	3497	15300
22100140	2	1	4	57	35	8	300110240	300140240	300150240	5920	592	592	3383	14800
22100140	3	1	4	57	35	8	300110240	300140240	300150240	5720	572	572	3269	14300
22100140	4	1	4	57	35	8	300110240	300140240	300150240	5520	552	552	3154	13800
22100140	5	1	4	57	35	8	300110240	300140240	300150240	5320	532	532	3040	13300
22100140	6	1	4	57	35	8	300110240	300140240	300150240	5120	512	512	2926	12800
22100140	7	1	4	57	35	8	300110240	300140240	300150240	4920	492	492	2811	12300
22100140	8	1	4	57	35	8	300110240	300140240	300150240	4720	472	472	2697	11800
22100140	9	1	4	57	35	8	300110240	300140240	300150240	4520	452	452	2583	11300
22100140	10	1	4	57	35	8	300110240	300140240	300150240	4320	432	432	2469	10800
22100140	11	1	4	57	35	8	300110240	300140240	300150240	4120	412	412	2354	10300
22100140	12	1	4	57	35	8	300110240	300140240	300150240	3920	392	392	2240	9800
22100140	13	1	4	57	35	8	300110240	300140240	300150240	3720	372	372	2126	9300
22100140	14	1	4	57	35	8	300110240	300140240	300150240	3520	352	352	2011	8800
22100140	15	1	4	57	35	8	300110240	300140240	300150240	3320	332	332	1897	8300
22100140	16	1	4	57	35	8	300110240	300140240	300150240	3120	312	312	1783	7800
22100140	17	1	4	57	35	8	300110240	300140240	300150240	2920	292	292	1669	7300
22100140	18	1	4	57	35	8	300110240	300140240	300150240	2720	272	272	1554	6800
22100140	19	1	4	57	35	8	300110240	300140240	300150240	2520	252	252	1440	6300
22100140	20	1	4	57	35	8	300110240	300140240	300150240	2320	232	232	1326	5800
22100150	1	1	5	57	35	8	300110250	300140250	300150250	9120	912	912	5211	22800
22100150	2	1	5	57	35	8	300110250	300140250	300150250	8820	882	882	5040	22050
22100150	3	1	5	57	35	8	300110250	300140250	300150250	8520	852	852	4869	21300
22100150	4	1	5	57	35	8	300110250	300140250	300150250	8220	822	822	4697	20550
22100150	5	1	5	57	35	8	300110250	300140250	300150250	7920	792	792	4526	19800
22100150	6	1	5	57	35	8	300110250	300140250	300150250	7620	762	762	4354	19050
22100150	7	1	5	57	35	8	300110250	300140250	300150250	7320	732	732	4183	18300
22100150	8	1	5	57	35	8	300110250	300140250	300150250	7020	702	702	4011	17550
22100150	9	1	5	57	35	8	300110250	300140250	300150250	6720	672	672	3840	16800
22100150	10	1	5	57	35	8	300110250	300140250	300150250	6420	642	642	3669	16050
22100150	11	1	5	57	35	8	300110250	300140250	300150250	6120	612	612	3497	15300
22100150	12	1	5	57	35	8	300110250	300140250	300150250	5820	582	582	3326	14550
22100150	13	1	5	57	35	8	300110250	300140250	300150250	5520	552	552	3154	13800
22100150	14	1	5	57	35	8	300110250	300140250	300150250	5220	522	522	2983	13050
22100150	15	1	5	57	35	8	300110250	300140250	300150250	4920	492	492	2811	12300
22100150	16	1	5	57	35	8	300110250	300140250	300150250	4620	462	462	2640	11550
22100150	17	1	5	57	35	8	300110250	300140250	300150250	4320	432	432	2469	10800
22100150	18	1	5	57	35	8	300110250	300140250	300150250	4020	402	402	2297	10050
22100150	19	1	5	57	35	8	300110250	300140250	300150250	3720	372	372	2126	9300
22100150	20	1	5	57	35	8	300110250	300140250	300150250	3420	342	342	1954	8550
22100160	1	1	6	57	35	8	300110260	300140260	300150260	13800	1380	1380	7886	34500
22100160	2	1	6	57	35	8	300110260	300140260	300150260	13340	1334	1334	7623	33350
22100160	3	1	6	57	35	8	300110260	300140260	300150260	12880	1288	1288	7360	32200
22100160	4	1	6	57	35	8	300110260	300140260	300150260	12420	1242	1242	7097	31050
22100160	5	1	6	57	35	8	300110260	300140260	300150260	11960	1196	1196	6834	29900
22100160	6	1	6	57	35	8	300110260	300140260	300150260	11500	1150	1150	6571	28750
22100160	7	1	6	57	35	8	300110260	300140260	300150260	11040	1104	1104	6309	27600
22100160	8	1	6	57	35	8	300110260	300140260	300150260	10580	1058	1058	6046	26450
22100160	9	1	6	57	35	8	300110260	300140260	300150260	10120	1012	1012	5783	25300
22100160	10	1	6	57	35	8	300110260	300140260	300150260	9660	966	966	5520	24150
22100160	11	1	6	57	35	8	300110260	300140260	300150260	9200	920	920	5257	23000
22100160	12	1	6	57	35	8	300110260	300140260	300150260	8740	874	874	4994	21850
22100160	13	1	6	57	35	8	300110260	300140260	300150260	8280	828	828	4731	20700
22100160	14	1	6	57	35	8	300110260	300140260	300150260	7820	782	782	4469	19550
22100160	15	1	6	57	35	8	300110260	300140260	300150260	7360	736	736	4206	18400
22100160	16	1	6	57	35	8	300110260	300140260	300150260	6900	690	690	3943	17250
22100160	17	1	6	57	35	8	300110260	300140260	300150260	6440	644	644	3680	16100
22100160	18	1	6	57	35	8	300110260	300140260	300150260	5980	598	598	3417	14950
22100160	19	1	6	57	35	8	300110260	300140260	300150260	5520	552	552	3154	13800
22100160	20	1	6	57	35	8	300110260	300140260	300150260	5060	506	506	2891	12650
22100170	1	1	7	57	35	8	300110270	300140270	300150270	19800	1980	1980	11314	49500
22100170	2	1	7	57	35	8	300110270	300140270	300150270	19140	1914	1914	10937	47850
22100170	3	1	7	57	35	8	300110270	300140270	300150270	18480	1848	1848	10560	46200
22100170	4	1	7	57	35	8	300110270	300140270	300150270	17820	1782	1782	10183	44550
22100170	5	1	7	57	35	8	300110270	300140270	300150270	17160	1716	1716	9806	42900
22100170	6	1	7	57	35	8	300110270	300140270	300150270	16500	1650	1650	9429	41250
22100170	7	1	7	57	35	8	300110270	300140270	300150270	15840	1584	1584	9051	39600
22100170	8	1	7	57	35	8	300110270	300140270	300150270	15180	1518	1518	8674	37950
22100170	9	1	7	57	35	8	300110270	300140270	300150270	14520	1452	1452	8297	36300
22100170	10	1	7	57	35	8	300110270	300140270	300150270	13860	1386	1386	7920	34650
22100170	11	1	7	57	35	8	300110270	300140270	300150270	13200	1320	1320	7543	33000
22100170	12	1	7	57	35	8	300110270	300140270	300150270	12540	1254	1254	7166	31350
22100170	13	1	7	57	35	8	300110270	300140270	300150270	11880	1188	1188	6789	29700
22100170	14	1	7	57	35	8	300110270	300140270	300150270	11220	1122	1122	6411	28050
22100170	15	1	7	57	35	8	300110270	300140270	300150270	10560	1056	1056	6034	26400
22100170	16	1	7	57	35	8	300110270	300140270	300150270	9900	990	990	5657	24750
22100170	17	1	7	57	35	8	300110270	300140270	300150270	9240	924	924	5280	23100
22100170	18	1	7	57	35	8	300110270	300140270	300150270	8580	858	858	4903	21450
22100170	19	1	7	57	35	8	300110270	300140270	300150270	7920	792	792	4526	19800
22100170	20	1	7	57	35	8	300110270	300140270	300150270	7260	726	726	4149	18150
22100180	1	1	8	57	35	8	300110280	300140280	300150280	29640	2964	2964	16937	74100
22100180	2	1	8	57	35	8	300110280	300140280	300150280	28650	2865	2865	16371	71625
22100180	3	1	8	57	35	8	300110280	300140280	300150280	27660	2766	2766	15806	69150
22100180	4	1	8	57	35	8	300110280	300140280	300150280	26670	2667	2667	15240	66675
22100180	5	1	8	57	35	8	300110280	300140280	300150280	25680	2568	2568	14674	64200
22100180	6	1	8	57	35	8	300110280	300140280	300150280	24690	2469	2469	14109	61725
22100180	7	1	8	57	35	8	300110280	300140280	300150280	23700	2370	2370	13543	59250
22100180	8	1	8	57	35	8	300110280	300140280	300150280	22710	2271	2271	12977	56775
22100180	9	1	8	57	35	8	300110280	300140280	300150280	21720	2172	2172	12411	54300
22100180	10	1	8	57	35	8	300110280	300140280	300150280	20730	2073	2073	11846	51825
22100180	11	1	8	57	35	8	300110280	300140280	300150280	19740	1974	1974	11280	49350
22100180	12	1	8	57	35	8	300110280	300140280	300150280	18750	1875	1875	10714	46875
22100180	13	1	8	57	35	8	300110280	300140280	300150280	17760	1776	1776	10149	44400
22100180	14	1	8	57	35	8	300110280	300140280	300150280	16770	1677	1677	9583	41925
22100180	15	1	8	57	35	8	300110280	300140280	300150280	15780	1578	1578	9017	39450
22100180	16	1	8	57	35	8	300110280	300140280	300150280	14790	1479	1479	8451	36975
22100180	17	1	8	57	35	8	300110280	300140280	300150280	13800	1380	1380	7886	34500
22100180	18	1	8	57	35	8	300110280	300140280	300150280	12810	1281	1281	7320	32025
22100180	19	1	8	57	35	8	300110280	300140280	300150280	11820	1182	1182	6754	29550
22100180	20	1	8	57	35	8	300110280	300140280	300150280	10830	1083	1083	6189	27075
22100190	1	1	9	57	35	8	300110290	300140290	300150290	47040	4704	4704	26880	117600
22100190	2	1	9	57	35	8	300110290	300140290	300150290	45470	4547	4547	25983	113675
22100190	3	1	9	57	35	8	300110290	300140290	300150290	43900	4390	4390	25086	109750
22100190	4	1	9	57	35	8	300110290	300140290	300150290	42330	4233	4233	24189	105825
22100190	5	1	9	57	35	8	300110290	300140290	300150290	40760	4076	4076	23291	101900
22100190	6	1	9	57	35	8	300110290	300140290	300150290	39190	3919	3919	22394	97975
22100190	7	1	9	57	35	8	300110290	300140290	300150290	37620	3762	3762	21497	94050
22100190	8	1	9	57	35	8	300110290	300140290	300150290	36050	3605	3605	20600	90125
22100190	9	1	9	57	35	8	300110290	300140290	300150290	34480	3448	3448	19703	86200
22100190	10	1	9	57	35	8	300110290	300140290	300150290	32910	3291	3291	18806	82275
22100190	11	1	9	57	35	8	300110290	300140290	300150290	31340	3134	3134	17909	78350
22100190	12	1	9	57	35	8	300110290	300140290	300150290	29770	2977	2977	17011	74425
22100190	13	1	9	57	35	8	300110290	300140290	300150290	28200	2820	2820	16114	70500
22100190	14	1	9	57	35	8	300110290	300140290	300150290	26630	2663	2663	15217	66575
22100190	15	1	9	57	35	8	300110290	300140290	300150290	25060	2506	2506	14320	62650
22100190	16	1	9	57	35	8	300110290	300140290	300150290	23490	2349	2349	13423	58725
22100190	17	1	9	57	35	8	300110290	300140290	300150290	21920	2192	2192	12526	54800
22100190	18	1	9	57	35	8	300110290	300140290	300150290	20350	2035	2035	11629	50875
22100190	19	1	9	57	35	8	300110290	300140290	300150290	18780	1878	1878	10731	46950
22100190	20	1	9	57	35	8	300110290	300140290	300150290	17210	1721	1721	9834	43025
32100120	1	1	2	50	40	10	300110320	300120320	300130320	2880	288	288	1440	5760
32100120	2	1	2	50	40	10	300110320	300120320	300130320	2780	278	278	1390	5560
32100120	3	1	2	50	40	10	300110320	300120320	300130320	2680	268	268	1340	5360
32100120	4	1	2	50	40	10	300110320	300120320	300130320	2580	258	258	1290	5160
32100120	5	1	2	50	40	10	300110320	300120320	300130320	2480	248	248	1240	4960
32100120	6	1	2	50	40	10	300110320	300120320	300130320	2380	238	238	1190	4760
32100120	7	1	2	50	40	10	300110320	300120320	300130320	2280	228	228	1140	4560
32100120	8	1	2	50	40	10	300110320	300120320	300130320	2180	218	218	1090	4360
32100120	9	1	2	50	40	10	300110320	300120320	300130320	2080	208	208	1040	4160
32100120	10	1	2	50	40	10	300110320	300120320	300130320	1980	198	198	990	3960
32100120	11	1	2	50	40	10	300110320	300120320	300130320	1880	188	188	940	3760
32100120	12	1	2	50	40	10	300110320	300120320	300130320	1780	178	178	890	3560
32100120	13	1	2	50	40	10	300110320	300120320	300130320	1680	168	168	840	3360
32100120	14	1	2	50	40	10	300110320	300120320	300130320	1580	158	158	790	3160
32100120	15	1	2	50	40	10	300110320	300120320	300130320	1480	148	148	740	2960
32100120	16	1	2	50	40	10	300110320	300120320	300130320	1380	138	138	690	2760
32100120	17	1	2	50	40	10	300110320	300120320	300130320	1280	128	128	640	2560
32100120	18	1	2	50	40	10	300110320	300120320	300130320	1180	118	118	590	2360
32100120	19	1	2	50	40	10	300110320	300120320	300130320	1080	108	108	540	2160
32100120	20	1	2	50	40	10	300110320	300120320	300130320	980	98	98	490	1960
32100130	1	1	3	57	35	8	300110330	300140330	300150330	4680	468	468	2674	11700
32100130	2	1	3	57	35	8	300110330	300140330	300150330	4520	452	452	2583	11300
32100130	3	1	3	57	35	8	300110330	300140330	300150330	4360	436	436	2491	10900
32100130	4	1	3	57	35	8	300110330	300140330	300150330	4200	420	420	2400	10500
32100130	5	1	3	57	35	8	300110330	300140330	300150330	4040	404	404	2309	10100
32100130	6	1	3	57	35	8	300110330	300140330	300150330	3880	388	388	2217	9700
32100130	7	1	3	57	35	8	300110330	300140330	300150330	3720	372	372	2126	9300
32100130	8	1	3	57	35	8	300110330	300140330	300150330	3560	356	356	2034	8900
32100130	9	1	3	57	35	8	300110330	300140330	300150330	3400	340	340	1943	8500
32100130	10	1	3	57	35	8	300110330	300140330	300150330	3240	324	324	1851	8100
32100130	11	1	3	57	35	8	300110330	300140330	300150330	3080	308	308	1760	7700
32100130	12	1	3	57	35	8	300110330	300140330	300150330	2920	292	292	1669	7300
32100130	13	1	3	57	35	8	300110330	300140330	300150330	2760	276	276	1577	6900
32100130	14	1	3	57	35	8	300110330	300140330	300150330	2600	260	260	1486	6500
32100130	15	1	3	57	35	8	300110330	300140330	300150330	2440	244	244	1394	6100
32100130	16	1	3	57	35	8	300110330	300140330	300150330	2280	228	228	1303	5700
32100130	17	1	3	57	35	8	300110330	300140330	300150330	2120	212	212	1211	5300
32100130	18	1	3	57	35	8	300110330	300140330	300150330	1960	196	196	1120	4900
32100130	19	1	3	57	35	8	300110330	300140330	300150330	1800	180	180	1029	4500
