#道藏成长ID	valid 	#成长阶段名称	#每阶段成长需要经验	#每阶段突破需要等级	#每阶段成长需要道具ID	#每阶段成长道具数量	#每阶段成长增加属性类型	#每阶段增加属性数量	#每阶段成长增加属性类型	#每阶段增加属性数量	#每阶段成长增加伙伴属性类型	#每阶段增加伙伴属性数量	#每阶段成长增加伙伴属性类型	#每阶段增加伙伴属性数量
[K][C][S]grow_id	0	[C][S]grow_name	[C][S]grow_exprience	[C][S]grow_level	[C][S]grow_item_id	[C][S]grow_item_num	[C][S]add_attr_type1	[C][S]add_attr_num1	[C][S]add_attr_type2 	[C][S]add_attr_num2	[C][S]add_attr_type_parterner1	[C][S]add_attr_num_parterner1	[C][S]add_attr_type_parterner2	[C][S]add_attr_num_parterner2
6003002	1	洞真·中境	1620	1	300200101	13	0	0	0	0	0	0	0	0
6003003	1	洞真·上境	1680	1	300200101	14	0	0	0	0	0	0	0	0
6003004	1	洞真·圆满	1740	1	300200101	14	0	0	0	0	0	0	0	0
6003005	1	洞神·初境	1800	1	300200101	15	0	0	0	0	0	0	0	0
6003006	1	洞神·中境	1860	1	300200101	15	0	0	0	0	0	0	0	0
6003007	1	洞神·上境	1920	1	300200101	16	0	0	0	0	0	0	0	0
6003008	1	洞神·圆满	1980	1	300200101	16	0	0	0	0	0	0	0	0
6003009	1	洞玄·初境	2040	1	300200101	17	0	0	0	0	0	0	0	0
6003010	1	洞玄·中境	2100	1	300200101	17	0	0	0	0	0	0	0	0
6003011	1	洞玄·上境	2160	1	300200101	18	0	0	0	0	0	0	0	0
6003012	1	洞玄·圆满	2220	1	300200101	18	0	0	0	0	0	0	0	0
6004001	1	洞真·初境	2280	1	300200101	19	0	0	0	0	0	0	0	0
6004002	1	洞真·中境	2340	1	300200101	19	0	0	0	0	0	0	0	0
6004003	1	洞真·上境	2400	1	300200101	20	0	0	0	0	0	0	0	0
6004004	1	洞真·圆满	2460	1	300200101	20	0	0	0	0	0	0	0	0
6004005	1	洞神·初境	2520	1	300200101	21	0	0	0	0	0	0	0	0
6004006	1	洞神·中境	2580	1	300200101	21	0	0	0	0	0	0	0	0
6004007	1	洞神·上境	2640	1	300200101	22	0	0	0	0	0	0	0	0
6004008	1	洞神·圆满	2700	1	300200101	22	0	0	0	0	0	0	0	0
6004009	1	洞玄·初境	2760	1	300200101	23	0	0	0	0	0	0	0	0
6004010	1	洞玄·中境	2820	1	300200101	23	0	0	0	0	0	0	0	0
6004011	1	洞玄·上境	2880	1	300200101	24	0	0	0	0	0	0	0	0
6004012	1	洞玄·圆满	2940	1	300200101	24	0	0	0	0	0	0	0	0
6005001	1	洞真·初境	3000	1	300200101	25	0	0	0	0	0	0	0	0
6005002	1	洞真·中境	3060	1	300200101	25	0	0	0	0	0	0	0	0
6005003	1	洞真·上境	3120	1	300200101	26	0	0	0	0	0	0	0	0
6005004	1	洞真·圆满	3180	1	300200101	26	0	0	0	0	0	0	0	0
6005005	1	洞神·初境	3240	1	300200101	27	0	0	0	0	0	0	0	0
6005006	1	洞神·中境	3300	1	300200101	27	0	0	0	0	0	0	0	0
6005007	1	洞神·上境	3360	1	300200101	28	0	0	0	0	0	0	0	0
6005008	1	洞神·圆满	3420	1	300200101	28	0	0	0	0	0	0	0	0
6005009	1	洞玄·初境	3480	1	300200101	29	0	0	0	0	0	0	0	0
6005010	1	洞玄·中境	3540	1	300200101	29	0	0	0	0	0	0	0	0
6005011	1	洞玄·上境	3600	1	300200101	30	0	0	0	0	0	0	0	0
6005012	1	洞玄·圆满	-1	1	300200101	-1	0	0	0	0	0	0	0	0
7001001	1	洞真·初境	120	1	300200101	1	72	200	0	0	72	200	0	0
7001002	1	洞真·中境	180	1	300200101	1	72	400	0	0	72	400	0	0
7001003	1	洞真·上境	240	1	300200101	2	72	600	0	0	72	600	0	0
7001004	1	洞真·圆满	300	1	300200101	2	72	800	0	0	72	800	0	0
7001005	1	洞神·初境	360	1	300200101	3	72	1000	0	0	72	1000	0	0
7001006	1	洞神·中境	420	1	300200101	3	72	1300	0	0	72	1300	0	0
7001007	1	洞神·上境	480	1	300200101	4	72	1600	0	0	72	1600	0	0
7001008	1	洞神·圆满	540	1	300200101	4	72	1900	0	0	72	1900	0	0
7001009	1	洞玄·初境	600	1	300200101	5	72	2200	0	0	72	2200	0	0
7001010	1	洞玄·中境	660	1	300200101	5	72	2500	0	0	72	2500	0	0
7001011	1	洞玄·上境	720	1	300200101	6	72	3000	0	0	72	3000	0	0
7001012	1	洞玄·圆满	780	1	300200101	6	72	3500	0	0	72	3500	0	0
7002001	1	洞真·初境	840	1	300200101	7	72	4000	0	0	72	4000	0	0
7002002	1	洞真·中境	900	1	300200101	7	72	4500	0	0	72	4500	0	0
7002003	1	洞真·上境	960	1	300200101	8	72	5000	0	0	72	5000	0	0
7002004	1	洞真·圆满	1020	1	300200101	8	72	5500	0	0	72	5500	0	0
7002005	1	洞神·初境	1080	1	300200101	9	72	6000	0	0	72	6000	0	0
7002006	1	洞神·中境	1140	1	300200101	9	72	6500	0	0	72	6500	0	0
7002007	1	洞神·上境	1200	1	300200101	10	72	7000	0	0	72	7000	0	0
7002008	1	洞神·圆满	1260	1	300200101	10	72	7500	0	0	72	7500	0	0
7002009	1	洞玄·初境	1320	1	300200101	11	72	8000	0	0	72	8000	0	0
7002010	1	洞玄·中境	1380	1	300200101	11	72	8500	0	0	72	8500	0	0
7002011	1	洞玄·上境	1440	1	300200101	12	72	9000	0	0	72	9000	0	0
7002012	1	洞玄·圆满	1500	1	300200101	12	72	9500	0	0	72	9500	0	0
7003001	1	洞真·初境	1560	1	300200101	13	72	10000	0	0	72	10000	0	0
7003002	1	洞真·中境	1620	1	300200101	13	72	11000	0	0	72	11000	0	0
7003003	1	洞真·上境	1680	1	300200101	14	72	12000	0	0	72	12000	0	0
7003004	1	洞真·圆满	1740	1	300200101	14	72	13000	0	0	72	13000	0	0
7003005	1	洞神·初境	1800	1	300200101	15	72	14000	0	0	72	14000	0	0
7003006	1	洞神·中境	1860	1	300200101	15	72	15000	0	0	72	15000	0	0
7003007	1	洞神·上境	1920	1	300200101	16	72	16000	0	0	72	16000	0	0
7003008	1	洞神·圆满	1980	1	300200101	16	72	17000	0	0	72	17000	0	0
7003009	1	洞玄·初境	2040	1	300200101	17	72	18000	0	0	72	18000	0	0
7003010	1	洞玄·中境	2100	1	300200101	17	72	19000	0	0	72	19000	0	0
7003011	1	洞玄·上境	2160	1	300200101	18	72	20000	0	0	72	20000	0	0
7003012	1	洞玄·圆满	2220	1	300200101	18	72	21500	0	0	72	21500	0	0
7004001	1	洞真·初境	2280	1	300200101	19	72	23000	0	0	72	23000	0	0
7004002	1	洞真·中境	2340	1	300200101	19	72	24500	0	0	72	24500	0	0
7004003	1	洞真·上境	2400	1	300200101	20	72	26000	0	0	72	26000	0	0
7004004	1	洞真·圆满	2460	1	300200101	20	72	27500	0	0	72	27500	0	0
7004005	1	洞神·初境	2520	1	300200101	21	72	29500	0	0	72	29500	0	0
7004006	1	洞神·中境	2580	1	300200101	21	72	31500	0	0	72	31500	0	0
7004007	1	洞神·上境	2640	1	300200101	22	72	33500	0	0	72	33500	0	0
7004008	1	洞神·圆满	2700	1	300200101	22	72	35500	0	0	72	35500	0	0
7004009	1	洞玄·初境	2760	1	300200101	23	72	37500	0	0	72	37500	0	0
7004010	1	洞玄·中境	2820	1	300200101	23	72	40000	0	0	72	40000	0	0
7004011	1	洞玄·上境	2880	1	300200101	24	72	42500	0	0	72	42500	0	0
7004012	1	洞玄·圆满	2940	1	300200101	24	72	45000	0	0	72	45000	0	0
7005001	1	洞真·初境	3000	1	300200101	25	72	47500	0	0	72	47500	0	0
7005002	1	洞真·中境	3060	1	300200101	25	72	50000	0	0	72	50000	0	0
7005003	1	洞真·上境	3120	1	300200101	26	72	55000	0	0	72	55000	0	0
7005004	1	洞真·圆满	3180	1	300200101	26	72	60000	0	0	72	60000	0	0
7005005	1	洞神·初境	3240	1	300200101	27	72	65000	0	0	72	65000	0	0
7005006	1	洞神·中境	3300	1	300200101	27	72	70000	0	0	72	70000	0	0
7005007	1	洞神·上境	3360	1	300200101	28	72	75000	0	0	72	75000	0	0
7005008	1	洞神·圆满	3420	1	300200101	28	72	80000	0	0	72	80000	0	0
7005009	1	洞玄·初境	3480	1	300200101	29	72	85000	0	0	72	85000	0	0
7005010	1	洞玄·中境	3540	1	300200101	29	72	90000	0	0	72	90000	0	0
7005011	1	洞玄·上境	3600	1	300200101	30	72	95000	0	0	72	95000	0	0
7005012	1	洞玄·圆满	-1	1	300200101	-1	72	100000	0	0	72	100000	0	0
8001001	1	洞真·初境	120	1	300200101	1	67	10	70	10	0	0	0	0
8001002	1	洞真·中境	180	1	300200101	1	67	20	70	20	0	0	0	0
8001003	1	洞真·上境	240	1	300200101	2	67	30	70	30	0	0	0	0
8001004	1	洞真·圆满	300	1	300200101	2	67	40	70	40	0	0	0	0
8001005	1	洞神·初境	360	1	300200101	3	67	50	70	50	0	0	0	0
8001006	1	洞神·中境	420	1	300200101	3	67	60	70	60	0	0	0	0
8001007	1	洞神·上境	480	1	300200101	4	67	70	70	70	0	0	0	0
8001008	1	洞神·圆满	540	1	300200101	4	67	80	70	80	0	0	0	0
8001009	1	洞玄·初境	600	1	300200101	5	67	90	70	90	0	0	0	0
8001010	1	洞玄·中境	660	1	300200101	5	67	100	70	100	0	0	0	0
8001011	1	洞玄·上境	720	1	300200101	6	67	112	70	112	0	0	0	0
8001012	1	洞玄·圆满	780	1	300200101	6	67	124	70	124	0	0	0	0
8002001	1	洞真·初境	840	1	300200101	7	67	136	70	136	0	0	0	0
8002002	1	洞真·中境	900	1	300200101	7	67	148	70	148	0	0	0	0
8002003	1	洞真·上境	960	1	300200101	8	67	160	70	160	0	0	0	0
8002004	1	洞真·圆满	1020	1	300200101	8	67	172	70	172	0	0	0	0
8002005	1	洞神·初境	1080	1	300200101	9	67	184	70	184	0	0	0	0
8002006	1	洞神·中境	1140	1	300200101	9	67	196	70	196	0	0	0	0
8002007	1	洞神·上境	1200	1	300200101	10	67	208	70	208	0	0	0	0
8002008	1	洞神·圆满	1260	1	300200101	10	67	220	70	220	0	0	0	0
8002009	1	洞玄·初境	1320	1	300200101	11	67	238	70	238	0	0	0	0
8002010	1	洞玄·中境	1380	1	300200101	11	67	256	70	256	0	0	0	0
8002011	1	洞玄·上境	1440	1	300200101	12	67	274	70	274	0	0	0	0
8002012	1	洞玄·圆满	1500	1	300200101	12	67	292	70	292	0	0	0	0
8003001	1	洞真·初境	1560	1	300200101	13	67	310	70	310	0	0	0	0
8003002	1	洞真·中境	1620	1	300200101	13	67	328	70	328	0	0	0	0
8003003	1	洞真·上境	1680	1	300200101	14	67	346	70	346	0	0	0	0
8003004	1	洞真·圆满	1740	1	300200101	14	67	364	70	364	0	0	0	0
8003005	1	洞神·初境	1800	1	300200101	15	67	382	70	382	0	0	0	0
8003006	1	洞神·中境	1860	1	300200101	15	67	400	70	400	0	0	0	0
8003007	1	洞神·上境	1920	1	300200101	16	67	430	70	430	0	0	0	0
8003008	1	洞神·圆满	1980	1	300200101	16	67	460	70	460	0	0	0	0
8003009	1	洞玄·初境	2040	1	300200101	17	67	490	70	490	0	0	0	0
8003010	1	洞玄·中境	2100	1	300200101	17	67	520	70	520	0	0	0	0
8003011	1	洞玄·上境	2160	1	300200101	18	67	550	70	550	0	0	0	0
8003012	1	洞玄·圆满	2220	1	300200101	18	67	580	70	580	0	0	0	0
8004001	1	洞真·初境	2280	1	300200101	19	67	610	70	610	0	0	0	0
8004002	1	洞真·中境	2340	1	300200101	19	67	640	70	640	0	0	0	0
8004003	1	洞真·上境	2400	1	300200101	20	67	670	70	670	0	0	0	0
8004004	1	洞真·圆满	2460	1	300200101	20	67	700	70	700	0	0	0	0
8004005	1	洞神·初境	2520	1	300200101	21	67	747	70	747	0	0	0	0
8004006	1	洞神·中境	2580	1	300200101	21	67	794	70	794	0	0	0	0
8004007	1	洞神·上境	2640	1	300200101	22	67	841	70	841	0	0	0	0
8004008	1	洞神·圆满	2700	1	300200101	22	67	888	70	888	0	0	0	0
8004009	1	洞玄·初境	2760	1	300200101	23	67	935	70	935	0	0	0	0
8004010	1	洞玄·中境	2820	1	300200101	23	67	982	70	982	0	0	0	0
8004011	1	洞玄·上境	2880	1	300200101	24	67	1029	70	1029	0	0	0	0
8004012	1	洞玄·圆满	2940	1	300200101	24	67	1076	70	1076	0	0	0	0
8005001	1	洞真·初境	3000	1	300200101	25	67	1123	70	1123	0	0	0	0
8005002	1	洞真·中境	3060	1	300200101	25	67	1170	70	1170	0	0	0	0
8005003	1	洞真·上境	3120	1	300200101	26	67	1235	70	1235	0	0	0	0
8005004	1	洞真·圆满	3180	1	300200101	26	67	1300	70	1300	0	0	0	0
8005005	1	洞神·初境	3240	1	300200101	27	67	1365	70	1365	0	0	0	0
8005006	1	洞神·中境	3300	1	300200101	27	67	1430	70	1430	0	0	0	0
8005007	1	洞神·上境	3360	1	300200101	28	67	1495	70	1495	0	0	0	0
8005008	1	洞神·圆满	3420	1	300200101	28	67	1560	70	1560	0	0	0	0
8005009	1	洞玄·初境	3480	1	300200101	29	67	1625	70	1625	0	0	0	0
8005010	1	洞玄·中境	3540	1	300200101	29	67	1690	70	1690	0	0	0	0
8005011	1	洞玄·上境	3600	1	300200101	30	67	1755	70	1755	0	0	0	0
8005012	1	洞玄·圆满	-1	1	300200101	-1	67	1820	70	1820	0	0	0	0
9001001	1	洞真·初境	120	1	300200101	1	68	10	71	10	0	0	0	0
9001002	1	洞真·中境	180	1	300200101	1	68	20	71	20	0	0	0	0
9001003	1	洞真·上境	240	1	300200101	2	68	30	71	30	0	0	0	0
9001004	1	洞真·圆满	300	1	300200101	2	68	40	71	40	0	0	0	0
9001005	1	洞神·初境	360	1	300200101	3	68	50	71	50	0	0	0	0
9001006	1	洞神·中境	420	1	300200101	3	68	60	71	60	0	0	0	0
9001007	1	洞神·上境	480	1	300200101	4	68	70	71	70	0	0	0	0
9001008	1	洞神·圆满	540	1	300200101	4	68	80	71	80	0	0	0	0
9001009	1	洞玄·初境	600	1	300200101	5	68	90	71	90	0	0	0	0
9001010	1	洞玄·中境	660	1	300200101	5	68	100	71	100	0	0	0	0
9001011	1	洞玄·上境	720	1	300200101	6	68	112	71	112	0	0	0	0
9001012	1	洞玄·圆满	780	1	300200101	6	68	124	71	124	0	0	0	0
9002001	1	洞真·初境	840	1	300200101	7	68	136	71	136	0	0	0	0
9002002	1	洞真·中境	900	1	300200101	7	68	148	71	148	0	0	0	0
9002003	1	洞真·上境	960	1	300200101	8	68	160	71	160	0	0	0	0
9002004	1	洞真·圆满	1020	1	300200101	8	68	172	71	172	0	0	0	0
9002005	1	洞神·初境	1080	1	300200101	9	68	184	71	184	0	0	0	0
9002006	1	洞神·中境	1140	1	300200101	9	68	196	71	196	0	0	0	0
9002007	1	洞神·上境	1200	1	300200101	10	68	208	71	208	0	0	0	0
9002008	1	洞神·圆满	1260	1	300200101	10	68	220	71	220	0	0	0	0
9002009	1	洞玄·初境	1320	1	300200101	11	68	238	71	238	0	0	0	0
9002010	1	洞玄·中境	1380	1	300200101	11	68	256	71	256	0	0	0	0
9002011	1	洞玄·上境	1440	1	300200101	12	68	274	71	274	0	0	0	0
9002012	1	洞玄·圆满	1500	1	300200101	12	68	292	71	292	0	0	0	0
9003001	1	洞真·初境	1560	1	300200101	13	68	310	71	310	0	0	0	0
9003002	1	洞真·中境	1620	1	300200101	13	68	328	71	328	0	0	0	0
9003003	1	洞真·上境	1680	1	300200101	14	68	346	71	346	0	0	0	0
9003004	1	洞真·圆满	1740	1	300200101	14	68	364	71	364	0	0	0	0
9003005	1	洞神·初境	1800	1	300200101	15	68	382	71	382	0	0	0	0
9003006	1	洞神·中境	1860	1	300200101	15	68	400	71	400	0	0	0	0
9003007	1	洞神·上境	1920	1	300200101	16	68	430	71	430	0	0	0	0
9003008	1	洞神·圆满	1980	1	300200101	16	68	460	71	460	0	0	0	0
9003009	1	洞玄·初境	2040	1	300200101	17	68	490	71	490	0	0	0	0
9003010	1	洞玄·中境	2100	1	300200101	17	68	520	71	520	0	0	0	0
9003011	1	洞玄·上境	2160	1	300200101	18	68	550	71	550	0	0	0	0
9003012	1	洞玄·圆满	2220	1	300200101	18	68	580	71	580	0	0	0	0
9004001	1	洞真·初境	2280	1	300200101	19	68	610	71	610	0	0	0	0
9004002	1	洞真·中境	2340	1	300200101	19	68	640	71	640	0	0	0	0
9004003	1	洞真·上境	2400	1	300200101	20	68	670	71	670	0	0	0	0
9004004	1	洞真·圆满	2460	1	300200101	20	68	700	71	700	0	0	0	0
9004005	1	洞神·初境	2520	1	300200101	21	68	747	71	747	0	0	0	0
9004006	1	洞神·中境	2580	1	300200101	21	68	794	71	794	0	0	0	0
9004007	1	洞神·上境	2640	1	300200101	22	68	841	71	841	0	0	0	0
9004008	1	洞神·圆满	2700	1	300200101	22	68	888	71	888	0	0	0	0
9004009	1	洞玄·初境	2760	1	300200101	23	68	935	71	935	0	0	0	0
9004010	1	洞玄·中境	2820	1	300200101	23	68	982	71	982	0	0	0	0
9004011	1	洞玄·上境	2880	1	300200101	24	68	1029	71	1029	0	0	0	0
9004012	1	洞玄·圆满	2940	1	300200101	24	68	1076	71	1076	0	0	0	0
9005001	1	洞真·初境	3000	1	300200101	25	68	1123	71	1123	0	0	0	0
9005002	1	洞真·中境	3060	1	300200101	25	68	1170	71	1170	0	0	0	0
9005003	1	洞真·上境	3120	1	300200101	26	68	1235	71	1235	0	0	0	0
9005004	1	洞真·圆满	3180	1	300200101	26	68	1300	71	1300	0	0	0	0
9005005	1	洞神·初境	3240	1	300200101	27	68	1365	71	1365	0	0	0	0
9005006	1	洞神·中境	3300	1	300200101	27	68	1430	71	1430	0	0	0	0
9005007	1	洞神·上境	3360	1	300200101	28	68	1495	71	1495	0	0	0	0
9005008	1	洞神·圆满	3420	1	300200101	28	68	1560	71	1560	0	0	0	0
9005009	1	洞玄·初境	3480	1	300200101	29	68	1625	71	1625	0	0	0	0
9005010	1	洞玄·中境	3540	1	300200101	29	68	1690	71	1690	0	0	0	0
9005011	1	洞玄·上境	3600	1	300200101	30	68	1755	71	1755	0	0	0	0
9005012	1	洞玄·圆满	-1	1	300200101	-1	68	1820	71	1820	0	0	0	0
10001001	1	洞真·初境	120	1	300200101	1	0	0	0	0	67	10	70	10
10001002	1	洞真·中境	180	1	300200101	1	0	0	0	0	67	20	70	20
10001003	1	洞真·上境	240	1	300200101	2	0	0	0	0	67	30	70	30
10001004	1	洞真·圆满	300	1	300200101	2	0	0	0	0	67	40	70	40
10001005	1	洞神·初境	360	1	300200101	3	0	0	0	0	67	50	70	50
10001006	1	洞神·中境	420	1	300200101	3	0	0	0	0	67	60	70	60
10001007	1	洞神·上境	480	1	300200101	4	0	0	0	0	67	70	70	70
10001008	1	洞神·圆满	540	1	300200101	4	0	0	0	0	67	80	70	80
10001009	1	洞玄·初境	600	1	300200101	5	0	0	0	0	67	90	70	90
10001010	1	洞玄·中境	660	1	300200101	5	0	0	0	0	67	100	70	100
10001011	1	洞玄·上境	720	1	300200101	6	0	0	0	0	67	112	70	112
10001012	1	洞玄·圆满	780	1	300200101	6	0	0	0	0	67	124	70	124
10002001	1	洞真·初境	840	1	300200101	7	0	0	0	0	67	136	70	136
10002002	1	洞真·中境	900	1	300200101	7	0	0	0	0	67	148	70	148
10002003	1	洞真·上境	960	1	300200101	8	0	0	0	0	67	160	70	160
10002004	1	洞真·圆满	1020	1	300200101	8	0	0	0	0	67	172	70	172
10002005	1	洞神·初境	1080	1	300200101	9	0	0	0	0	67	184	70	184
10002006	1	洞神·中境	1140	1	300200101	9	0	0	0	0	67	196	70	196
10002007	1	洞神·上境	1200	1	300200101	10	0	0	0	0	67	208	70	208
10002008	1	洞神·圆满	1260	1	300200101	10	0	0	0	0	67	220	70	220
10002009	1	洞玄·初境	1320	1	300200101	11	0	0	0	0	67	238	70	238
10002010	1	洞玄·中境	1380	1	300200101	11	0	0	0	0	67	256	70	256
10002011	1	洞玄·上境	1440	1	300200101	12	0	0	0	0	67	274	70	274
10002012	1	洞玄·圆满	1500	1	300200101	12	0	0	0	0	67	292	70	292
10003001	1	洞真·初境	1560	1	300200101	13	0	0	0	0	67	310	70	310
10003002	1	洞真·中境	1620	1	300200101	13	0	0	0	0	67	328	70	328
10003003	1	洞真·上境	1680	1	300200101	14	0	0	0	0	67	346	70	346
10003004	1	洞真·圆满	1740	1	300200101	14	0	0	0	0	67	364	70	364
10003005	1	洞神·初境	1800	1	300200101	15	0	0	0	0	67	382	70	382
10003006	1	洞神·中境	1860	1	300200101	15	0	0	0	0	67	400	70	400
10003007	1	洞神·上境	1920	1	300200101	16	0	0	0	0	67	430	70	430
10003008	1	洞神·圆满	1980	1	300200101	16	0	0	0	0	67	460	70	460
10003009	1	洞玄·初境	2040	1	300200101	17	0	0	0	0	67	490	70	490
10003010	1	洞玄·中境	2100	1	300200101	17	0	0	0	0	67	520	70	520
10003011	1	洞玄·上境	2160	1	300200101	18	0	0	0	0	67	550	70	550
10003012	1	洞玄·圆满	2220	1	300200101	18	0	0	0	0	67	580	70	580
10004001	1	洞真·初境	2280	1	300200101	19	0	0	0	0	67	610	70	610
10004002	1	洞真·中境	2340	1	300200101	19	0	0	0	0	67	640	70	640
10004003	1	洞真·上境	2400	1	300200101	20	0	0	0	0	67	670	70	670
10004004	1	洞真·圆满	2460	1	300200101	20	0	0	0	0	67	700	70	700
10004005	1	洞神·初境	2520	1	300200101	21	0	0	0	0	67	747	70	747
10004006	1	洞神·中境	2580	1	300200101	21	0	0	0	0	67	794	70	794
10004007	1	洞神·上境	2640	1	300200101	22	0	0	0	0	67	841	70	841
10004008	1	洞神·圆满	2700	1	300200101	22	0	0	0	0	67	888	70	888
10004009	1	洞玄·初境	2760	1	300200101	23	0	0	0	0	67	935	70	935
10004010	1	洞玄·中境	2820	1	300200101	23	0	0	0	0	67	982	70	982
10004011	1	洞玄·上境	2880	1	300200101	24	0	0	0	0	67	1029	70	1029
10004012	1	洞玄·圆满	2940	1	300200101	24	0	0	0	0	67	1076	70	1076
10005001	1	洞真·初境	3000	1	300200101	25	0	0	0	0	67	1123	70	1123
10005002	1	洞真·中境	3060	1	300200101	25	0	0	0	0	67	1170	70	1170
10005003	1	洞真·上境	3120	1	300200101	26	0	0	0	0	67	1235	70	1235
10005004	1	洞真·圆满	3180	1	300200101	26	0	0	0	0	67	1300	70	1300
10005005	1	洞神·初境	3240	1	300200101	27	0	0	0	0	67	1365	70	1365
10005006	1	洞神·中境	3300	1	300200101	27	0	0	0	0	67	1430	70	1430
10005007	1	洞神·上境	3360	1	300200101	28	0	0	0	0	67	1495	70	1495
10005008	1	洞神·圆满	3420	1	300200101	28	0	0	0	0	67	1560	70	1560
10005009	1	洞玄·初境	3480	1	300200101	29	0	0	0	0	67	1625	70	1625
10005010	1	洞玄·中境	3540	1	300200101	29	0	0	0	0	67	1690	70	1690
10005011	1	洞玄·上境	3600	1	300200101	30	0	0	0	0	67	1755	70	1755
10005012	1	洞玄·圆满	-1	1	300200101	-1	0	0	0	0	67	1820	70	1820
11001001	1	洞真·初境	120	1	300200101	1	0	0	0	0	68	10	71	10
11001002	1	洞真·中境	180	1	300200101	1	0	0	0	0	68	20	71	20
11001003	1	洞真·上境	240	1	300200101	2	0	0	0	0	68	30	71	30
11001004	1	洞真·圆满	300	1	300200101	2	0	0	0	0	68	40	71	40
11001005	1	洞神·初境	360	1	300200101	3	0	0	0	0	68	50	71	50
11001006	1	洞神·中境	420	1	300200101	3	0	0	0	0	68	60	71	60
11001007	1	洞神·上境	480	1	300200101	4	0	0	0	0	68	70	71	70
11001008	1	洞神·圆满	540	1	300200101	4	0	0	0	0	68	80	71	80
11001009	1	洞玄·初境	600	1	300200101	5	0	0	0	0	68	90	71	90
11001010	1	洞玄·中境	660	1	300200101	5	0	0	0	0	68	100	71	100
11001011	1	洞玄·上境	720	1	300200101	6	0	0	0	0	68	112	71	112
11001012	1	洞玄·圆满	780	1	300200101	6	0	0	0	0	68	124	71	124
11002001	1	洞真·初境	840	1	300200101	7	0	0	0	0	68	136	71	136
11002002	1	洞真·中境	900	1	300200101	7	0	0	0	0	68	148	71	148
11002003	1	洞真·上境	960	1	300200101	8	0	0	0	0	68	160	71	160
11002004	1	洞真·圆满	1020	1	300200101	8	0	0	0	0	68	172	71	172
11002005	1	洞神·初境	1080	1	300200101	9	0	0	0	0	68	184	71	184
11002006	1	洞神·中境	1140	1	300200101	9	0	0	0	0	68	196	71	196
11002007	1	洞神·上境	1200	1	300200101	10	0	0	0	0	68	208	71	208
11002008	1	洞神·圆满	1260	1	300200101	10	0	0	0	0	68	220	71	220
11002009	1	洞玄·初境	1320	1	300200101	11	0	0	0	0	68	238	71	238
11002010	1	洞玄·中境	1380	1	300200101	11	0	0	0	0	68	256	71	256
11002011	1	洞玄·上境	1440	1	300200101	12	0	0	0	0	68	274	71	274
11002012	1	洞玄·圆满	1500	1	300200101	12	0	0	0	0	68	292	71	292
11003001	1	洞真·初境	1560	1	300200101	13	0	0	0	0	68	310	71	310
11003002	1	洞真·中境	1620	1	300200101	13	0	0	0	0	68	328	71	328
11003003	1	洞真·上境	1680	1	300200101	14	0	0	0	0	68	346	71	346
11003004	1	洞真·圆满	1740	1	300200101	14	0	0	0	0	68	364	71	364
11003005	1	洞神·初境	1800	1	300200101	15	0	0	0	0	68	382	71	382
11003006	1	洞神·中境	1860	1	300200101	15	0	0	0	0	68	400	71	400
11003007	1	洞神·上境	1920	1	300200101	16	0	0	0	0	68	430	71	430
11003008	1	洞神·圆满	1980	1	300200101	16	0	0	0	0	68	460	71	460
11003009	1	洞玄·初境	2040	1	300200101	17	0	0	0	0	68	490	71	490
11003010	1	洞玄·中境	2100	1	300200101	17	0	0	0	0	68	520	71	520
11003011	1	洞玄·上境	2160	1	300200101	18	0	0	0	0	68	550	71	550
11003012	1	洞玄·圆满	2220	1	300200101	18	0	0	0	0	68	580	71	580
11004001	1	洞真·初境	2280	1	300200101	19	0	0	0	0	68	610	71	610
11004002	1	洞真·中境	2340	1	300200101	19	0	0	0	0	68	640	71	640
11004003	1	洞真·上境	2400	1	300200101	20	0	0	0	0	68	670	71	670
11004004	1	洞真·圆满	2460	1	300200101	20	0	0	0	0	68	700	71	700
11004005	1	洞神·初境	2520	1	300200101	21	0	0	0	0	68	747	71	747
11004006	1	洞神·中境	2580	1	300200101	21	0	0	0	0	68	794	71	794
11004007	1	洞神·上境	2640	1	300200101	22	0	0	0	0	68	841	71	841
11004008	1	洞神·圆满	2700	1	300200101	22	0	0	0	0	68	888	71	888
11004009	1	洞玄·初境	2760	1	300200101	23	0	0	0	0	68	935	71	935
11004010	1	洞玄·中境	2820	1	300200101	23	0	0	0	0	68	982	71	982
11004011	1	洞玄·上境	2880	1	300200101	24	0	0	0	0	68	1029	71	1029
11004012	1	洞玄·圆满	2940	1	300200101	24	0	0	0	0	68	1076	71	1076
11005001	1	洞真·初境	3000	1	300200101	25	0	0	0	0	68	1123	71	1123
11005002	1	洞真·中境	3060	1	300200101	25	0	0	0	0	68	1170	71	1170
11005003	1	洞真·上境	3120	1	300200101	26	0	0	0	0	68	1235	71	1235
11005004	1	洞真·圆满	3180	1	300200101	26	0	0	0	0	68	1300	71	1300
11005005	1	洞神·初境	3240	1	300200101	27	0	0	0	0	68	1365	71	1365
11005006	1	洞神·中境	3300	1	300200101	27	0	0	0	0	68	1430	71	1430
11005007	1	洞神·上境	3360	1	300200101	28	0	0	0	0	68	1495	71	1495
11005008	1	洞神·圆满	3420	1	300200101	28	0	0	0	0	68	1560	71	1560
