法器共鸣ID(流水号即可)	共鸣副ID(表示职业)	共鸣等级	有效标志位	magic_item_id_1法器ID1	magic_item_id_2法器ID2	magic_item_id_3法器ID3	magic_item_id_4法器ID4	magic_item_id_5法器ID5	attr_type1属性类型1	attr_value1属性值1	attr_type2属性类型2	attr_value2属性值2	attr_type3属性类型3	attr_value3属性值3	attr_type4属性类型4	attr_value4属性值4	增加战力值	共鸣名称
8	31	4	1	500213	500303	0	0	0	74	348	0	0	0	0	0	0	0	4级破军
8	31	5	1	500213	500303	0	0	0	74	365	0	0	0	0	0	0	0	5级破军
8	31	6	1	500213	500303	0	0	0	74	383	0	0	0	0	0	0	0	6级破军
8	31	7	1	500213	500303	0	0	0	74	402	0	0	0	0	0	0	0	7级破军
8	31	8	1	500213	500303	0	0	0	74	422	0	0	0	0	0	0	0	8级破军
8	31	9	1	500213	500303	0	0	0	74	443	0	0	0	0	0	0	0	9级破军
8	31	10	1	500213	500303	0	0	0	74	465	0	0	0	0	0	0	0	10级破军
8	41	1	1	500213	500303	0	0	0	74	300	0	0	0	0	0	0	0	1级破军
8	41	2	1	500213	500303	0	0	0	74	315	0	0	0	0	0	0	0	2级破军
8	41	3	1	500213	500303	0	0	0	74	331	0	0	0	0	0	0	0	3级破军
8	41	4	1	500213	500303	0	0	0	74	348	0	0	0	0	0	0	0	4级破军
8	41	5	1	500213	500303	0	0	0	74	365	0	0	0	0	0	0	0	5级破军
8	41	6	1	500213	500303	0	0	0	74	383	0	0	0	0	0	0	0	6级破军
8	41	7	1	500213	500303	0	0	0	74	402	0	0	0	0	0	0	0	7级破军
8	41	8	1	500213	500303	0	0	0	74	422	0	0	0	0	0	0	0	8级破军
8	41	9	1	500213	500303	0	0	0	74	443	0	0	0	0	0	0	0	9级破军
8	41	10	1	500213	500303	0	0	0	74	465	0	0	0	0	0	0	0	10级破军
9	11	1	1	500309	500307	0	0	0	8	300	0	0	0	0	0	0	0	1级磐石
9	11	2	1	500309	500307	0	0	0	8	315	0	0	0	0	0	0	0	2级磐石
9	11	3	1	500309	500307	0	0	0	8	331	0	0	0	0	0	0	0	3级磐石
9	11	4	1	500309	500307	0	0	0	8	348	0	0	0	0	0	0	0	4级磐石
9	11	5	1	500309	500307	0	0	0	8	365	0	0	0	0	0	0	0	5级磐石
9	11	6	1	500309	500307	0	0	0	8	383	0	0	0	0	0	0	0	6级磐石
9	11	7	1	500309	500307	0	0	0	8	402	0	0	0	0	0	0	0	7级磐石
9	11	8	1	500309	500307	0	0	0	8	422	0	0	0	0	0	0	0	8级磐石
9	11	9	1	500309	500307	0	0	0	8	443	0	0	0	0	0	0	0	9级磐石
9	11	10	1	500309	500307	0	0	0	8	465	0	0	0	0	0	0	0	10级磐石
9	21	1	1	500309	500307	0	0	0	8	300	0	0	0	0	0	0	0	1级磐石
9	21	2	1	500309	500307	0	0	0	8	315	0	0	0	0	0	0	0	2级磐石
9	21	3	1	500309	500307	0	0	0	8	331	0	0	0	0	0	0	0	3级磐石
9	21	4	1	500309	500307	0	0	0	8	348	0	0	0	0	0	0	0	4级磐石
9	21	5	1	500309	500307	0	0	0	8	365	0	0	0	0	0	0	0	5级磐石
9	21	6	1	500309	500307	0	0	0	8	383	0	0	0	0	0	0	0	6级磐石
9	21	7	1	500309	500307	0	0	0	8	402	0	0	0	0	0	0	0	7级磐石
9	21	8	1	500309	500307	0	0	0	8	422	0	0	0	0	0	0	0	8级磐石
9	21	9	1	500309	500307	0	0	0	8	443	0	0	0	0	0	0	0	9级磐石
9	21	10	1	500309	500307	0	0	0	8	465	0	0	0	0	0	0	0	10级磐石
9	31	1	1	500309	500307	0	0	0	8	300	0	0	0	0	0	0	0	1级磐石
9	31	2	1	500309	500307	0	0	0	8	315	0	0	0	0	0	0	0	2级磐石
9	31	3	1	500309	500307	0	0	0	8	331	0	0	0	0	0	0	0	3级磐石
9	31	4	1	500309	500307	0	0	0	8	348	0	0	0	0	0	0	0	4级磐石
9	31	5	1	500309	500307	0	0	0	8	365	0	0	0	0	0	0	0	5级磐石
9	31	6	1	500309	500307	0	0	0	8	383	0	0	0	0	0	0	0	6级磐石
9	31	7	1	500309	500307	0	0	0	8	402	0	0	0	0	0	0	0	7级磐石
9	31	8	1	500309	500307	0	0	0	8	422	0	0	0	0	0	0	0	8级磐石
9	31	9	1	500309	500307	0	0	0	8	443	0	0	0	0	0	0	0	9级磐石
9	31	10	1	500309	500307	0	0	0	8	465	0	0	0	0	0	0	0	10级磐石
9	41	1	1	500309	500307	0	0	0	8	300	0	0	0	0	0	0	0	1级磐石
9	41	2	1	500309	500307	0	0	0	8	315	0	0	0	0	0	0	0	2级磐石
9	41	3	1	500309	500307	0	0	0	8	331	0	0	0	0	0	0	0	3级磐石
9	41	4	1	500309	500307	0	0	0	8	348	0	0	0	0	0	0	0	4级磐石
9	41	5	1	500309	500307	0	0	0	8	365	0	0	0	0	0	0	0	5级磐石
9	41	6	1	500309	500307	0	0	0	8	383	0	0	0	0	0	0	0	6级磐石
9	41	7	1	500309	500307	0	0	0	8	402	0	0	0	0	0	0	0	7级磐石
9	41	8	1	500309	500307	0	0	0	8	422	0	0	0	0	0	0	0	8级磐石
9	41	9	1	500309	500307	0	0	0	8	443	0	0	0	0	0	0	0	9级磐石
9	41	10	1	500309	500307	0	0	0	8	465	0	0	0	0	0	0	0	10级磐石
10	11	1	1	500307	500312	0	0	0	5	300	0	0	0	0	0	0	0	1级精准
10	11	2	1	500307	500312	0	0	0	5	315	0	0	0	0	0	0	0	2级精准
10	11	3	1	500307	500312	0	0	0	5	331	0	0	0	0	0	0	0	3级精准
10	11	4	1	500307	500312	0	0	0	5	348	0	0	0	0	0	0	0	4级精准
10	11	5	1	500307	500312	0	0	0	5	365	0	0	0	0	0	0	0	5级精准
10	11	6	1	500307	500312	0	0	0	5	383	0	0	0	0	0	0	0	6级精准
10	11	7	1	500307	500312	0	0	0	5	402	0	0	0	0	0	0	0	7级精准
10	11	8	1	500307	500312	0	0	0	5	422	0	0	0	0	0	0	0	8级精准
10	11	9	1	500307	500312	0	0	0	5	443	0	0	0	0	0	0	0	9级精准
10	11	10	1	500307	500312	0	0	0	5	465	0	0	0	0	0	0	0	10级精准
10	21	1	1	500307	500312	0	0	0	5	300	0	0	0	0	0	0	0	1级精准
10	21	2	1	500307	500312	0	0	0	5	315	0	0	0	0	0	0	0	2级精准
10	21	3	1	500307	500312	0	0	0	5	331	0	0	0	0	0	0	0	3级精准
10	21	4	1	500307	500312	0	0	0	5	348	0	0	0	0	0	0	0	4级精准
10	21	5	1	500307	500312	0	0	0	5	365	0	0	0	0	0	0	0	5级精准
10	21	6	1	500307	500312	0	0	0	5	383	0	0	0	0	0	0	0	6级精准
10	21	7	1	500307	500312	0	0	0	5	402	0	0	0	0	0	0	0	7级精准
10	21	8	1	500307	500312	0	0	0	5	422	0	0	0	0	0	0	0	8级精准
10	21	9	1	500307	500312	0	0	0	5	443	0	0	0	0	0	0	0	9级精准
10	21	10	1	500307	500312	0	0	0	5	465	0	0	0	0	0	0	0	10级精准
10	31	1	1	500307	500312	0	0	0	5	300	0	0	0	0	0	0	0	1级精准
10	31	2	1	500307	500312	0	0	0	5	315	0	0	0	0	0	0	0	2级精准
10	31	3	1	500307	500312	0	0	0	5	331	0	0	0	0	0	0	0	3级精准
10	31	4	1	500307	500312	0	0	0	5	348	0	0	0	0	0	0	0	4级精准
10	31	5	1	500307	500312	0	0	0	5	365	0	0	0	0	0	0	0	5级精准
10	31	6	1	500307	500312	0	0	0	5	383	0	0	0	0	0	0	0	6级精准
10	31	7	1	500307	500312	0	0	0	5	402	0	0	0	0	0	0	0	7级精准
10	31	8	1	500307	500312	0	0	0	5	422	0	0	0	0	0	0	0	8级精准
10	31	9	1	500307	500312	0	0	0	5	443	0	0	0	0	0	0	0	9级精准
10	31	10	1	500307	500312	0	0	0	5	465	0	0	0	0	0	0	0	10级精准
10	41	1	1	500307	500312	0	0	0	5	300	0	0	0	0	0	0	0	1级精准
10	41	2	1	500307	500312	0	0	0	5	315	0	0	0	0	0	0	0	2级精准
10	41	3	1	500307	500312	0	0	0	5	331	0	0	0	0	0	0	0	3级精准
10	41	4	1	500307	500312	0	0	0	5	348	0	0	0	0	0	0	0	4级精准
10	41	5	1	500307	500312	0	0	0	5	365	0	0	0	0	0	0	0	5级精准
10	41	6	1	500307	500312	0	0	0	5	383	0	0	0	0	0	0	0	6级精准
10	41	7	1	500307	500312	0	0	0	5	402	0	0	0	0	0	0	0	7级精准
10	41	8	1	500307	500312	0	0	0	5	422	0	0	0	0	0	0	0	8级精准
10	41	9	1	500307	500312	0	0	0	5	443	0	0	0	0	0	0	0	9级精准
10	41	10	1	500307	500312	0	0	0	5	465	0	0	0	0	0	0	0	10级精准
11	11	1	1	500312	500304	0	0	0	11	300	0	0	0	0	0	0	0	1级静心
11	11	2	1	500312	500304	0	0	0	11	315	0	0	0	0	0	0	0	2级静心
11	11	3	1	500312	500304	0	0	0	11	331	0	0	0	0	0	0	0	3级静心
11	11	4	1	500312	500304	0	0	0	11	348	0	0	0	0	0	0	0	4级静心
11	11	5	1	500312	500304	0	0	0	11	365	0	0	0	0	0	0	0	5级静心
11	11	6	1	500312	500304	0	0	0	11	383	0	0	0	0	0	0	0	6级静心
11	11	7	1	500312	500304	0	0	0	11	402	0	0	0	0	0	0	0	7级静心
11	11	8	1	500312	500304	0	0	0	11	422	0	0	0	0	0	0	0	8级静心
11	11	9	1	500312	500304	0	0	0	11	443	0	0	0	0	0	0	0	9级静心
11	11	10	1	500312	500304	0	0	0	11	465	0	0	0	0	0	0	0	10级静心
11	21	1	1	500312	500304	0	0	0	11	300	0	0	0	0	0	0	0	1级静心
11	21	2	1	500312	500304	0	0	0	11	315	0	0	0	0	0	0	0	2级静心
11	21	3	1	500312	500304	0	0	0	11	331	0	0	0	0	0	0	0	3级静心
11	21	4	1	500312	500304	0	0	0	11	348	0	0	0	0	0	0	0	4级静心
11	21	5	1	500312	500304	0	0	0	11	365	0	0	0	0	0	0	0	5级静心
11	21	6	1	500312	500304	0	0	0	11	383	0	0	0	0	0	0	0	6级静心
11	21	7	1	500312	500304	0	0	0	11	402	0	0	0	0	0	0	0	7级静心
11	21	8	1	500312	500304	0	0	0	11	422	0	0	0	0	0	0	0	8级静心
11	21	9	1	500312	500304	0	0	0	11	443	0	0	0	0	0	0	0	9级静心
11	21	10	1	500312	500304	0	0	0	11	465	0	0	0	0	0	0	0	10级静心
11	31	1	1	500312	500304	0	0	0	11	300	0	0	0	0	0	0	0	1级静心
11	31	2	1	500312	500304	0	0	0	11	315	0	0	0	0	0	0	0	2级静心
11	31	3	1	500312	500304	0	0	0	11	331	0	0	0	0	0	0	0	3级静心
11	31	4	1	500312	500304	0	0	0	11	348	0	0	0	0	0	0	0	4级静心
11	31	5	1	500312	500304	0	0	0	11	365	0	0	0	0	0	0	0	5级静心
11	31	6	1	500312	500304	0	0	0	11	383	0	0	0	0	0	0	0	6级静心
11	31	7	1	500312	500304	0	0	0	11	402	0	0	0	0	0	0	0	7级静心
11	31	8	1	500312	500304	0	0	0	11	422	0	0	0	0	0	0	0	8级静心
11	31	9	1	500312	500304	0	0	0	11	443	0	0	0	0	0	0	0	9级静心
11	31	10	1	500312	500304	0	0	0	11	465	0	0	0	0	0	0	0	10级静心
11	41	1	1	500312	500304	0	0	0	11	300	0	0	0	0	0	0	0	1级静心
11	41	2	1	500312	500304	0	0	0	11	315	0	0	0	0	0	0	0	2级静心
11	41	3	1	500312	500304	0	0	0	11	331	0	0	0	0	0	0	0	3级静心
11	41	4	1	500312	500304	0	0	0	11	348	0	0	0	0	0	0	0	4级静心
11	41	5	1	500312	500304	0	0	0	11	365	0	0	0	0	0	0	0	5级静心
11	41	6	1	500312	500304	0	0	0	11	383	0	0	0	0	0	0	0	6级静心
11	41	7	1	500312	500304	0	0	0	11	402	0	0	0	0	0	0	0	7级静心
11	41	8	1	500312	500304	0	0	0	11	422	0	0	0	0	0	0	0	8级静心
11	41	9	1	500312	500304	0	0	0	11	443	0	0	0	0	0	0	0	9级静心
11	41	10	1	500312	500304	0	0	0	11	465	0	0	0	0	0	0	0	10级静心
12	11	1	1	500304	500309	0	0	0	75	300	0	0	0	0	0	0	0	1级盾墙
12	11	2	1	500304	500309	0	0	0	75	315	0	0	0	0	0	0	0	2级盾墙
12	11	3	1	500304	500309	0	0	0	75	331	0	0	0	0	0	0	0	3级盾墙
12	11	4	1	500304	500309	0	0	0	75	348	0	0	0	0	0	0	0	4级盾墙
12	11	5	1	500304	500309	0	0	0	75	365	0	0	0	0	0	0	0	5级盾墙
12	11	6	1	500304	500309	0	0	0	75	383	0	0	0	0	0	0	0	6级盾墙
12	11	7	1	500304	500309	0	0	0	75	402	0	0	0	0	0	0	0	7级盾墙
12	11	8	1	500304	500309	0	0	0	75	422	0	0	0	0	0	0	0	8级盾墙
12	11	9	1	500304	500309	0	0	0	75	443	0	0	0	0	0	0	0	9级盾墙
12	11	10	1	500304	500309	0	0	0	75	465	0	0	0	0	0	0	0	10级盾墙
12	21	1	1	500304	500309	0	0	0	75	300	0	0	0	0	0	0	0	1级盾墙
12	21	2	1	500304	500309	0	0	0	75	315	0	0	0	0	0	0	0	2级盾墙
12	21	3	1	500304	500309	0	0	0	75	331	0	0	0	0	0	0	0	3级盾墙
12	21	4	1	500304	500309	0	0	0	75	348	0	0	0	0	0	0	0	4级盾墙
12	21	5	1	500304	500309	0	0	0	75	365	0	0	0	0	0	0	0	5级盾墙
12	21	6	1	500304	500309	0	0	0	75	383	0	0	0	0	0	0	0	6级盾墙
12	21	7	1	500304	500309	0	0	0	75	402	0	0	0	0	0	0	0	7级盾墙
12	21	8	1	500304	500309	0	0	0	75	422	0	0	0	0	0	0	0	8级盾墙
12	21	9	1	500304	500309	0	0	0	75	443	0	0	0	0	0	0	0	9级盾墙
12	21	10	1	500304	500309	0	0	0	75	465	0	0	0	0	0	0	0	10级盾墙
12	31	1	1	500304	500309	0	0	0	75	300	0	0	0	0	0	0	0	1级盾墙
12	31	2	1	500304	500309	0	0	0	75	315	0	0	0	0	0	0	0	2级盾墙
12	31	3	1	500304	500309	0	0	0	75	331	0	0	0	0	0	0	0	3级盾墙
12	31	4	1	500304	500309	0	0	0	75	348	0	0	0	0	0	0	0	4级盾墙
12	31	5	1	500304	500309	0	0	0	75	365	0	0	0	0	0	0	0	5级盾墙
12	31	6	1	500304	500309	0	0	0	75	383	0	0	0	0	0	0	0	6级盾墙
12	31	7	1	500304	500309	0	0	0	75	402	0	0	0	0	0	0	0	7级盾墙
12	31	8	1	500304	500309	0	0	0	75	422	0	0	0	0	0	0	0	8级盾墙
12	31	9	1	500304	500309	0	0	0	75	443	0	0	0	0	0	0	0	9级盾墙
12	31	10	1	500304	500309	0	0	0	75	465	0	0	0	0	0	0	0	10级盾墙
12	41	1	1	500304	500309	0	0	0	75	300	0	0	0	0	0	0	0	1级盾墙
12	41	2	1	500304	500309	0	0	0	75	315	0	0	0	0	0	0	0	2级盾墙
12	41	3	1	500304	500309	0	0	0	75	331	0	0	0	0	0	0	0	3级盾墙
12	41	4	1	500304	500309	0	0	0	75	348	0	0	0	0	0	0	0	4级盾墙
12	41	5	1	500304	500309	0	0	0	75	365	0	0	0	0	0	0	0	5级盾墙
12	41	6	1	500304	500309	0	0	0	75	383	0	0	0	0	0	0	0	6级盾墙
12	41	7	1	500304	500309	0	0	0	75	402	0	0	0	0	0	0	0	7级盾墙
12	41	8	1	500304	500309	0	0	0	75	422	0	0	0	0	0	0	0	8级盾墙
12	41	9	1	500304	500309	0	0	0	75	443	0	0	0	0	0	0	0	9级盾墙
12	41	10	1	500304	500309	0	0	0	75	465	0	0	0	0	0	0	0	10级盾墙
13	11	1	1	500403	500405	0	0	0	7	1100	0	0	0	0	0	0	0	1级乾坤
13	11	2	1	500403	500405	0	0	0	7	1155	0	0	0	0	0	0	0	2级乾坤
13	11	3	1	500403	500405	0	0	0	7	1213	0	0	0	0	0	0	0	3级乾坤
13	11	4	1	500403	500405	0	0	0	7	1274	0	0	0	0	0	0	0	4级乾坤
13	11	5	1	500403	500405	0	0	0	7	1338	0	0	0	0	0	0	0	5级乾坤
13	11	6	1	500403	500405	0	0	0	7	1405	0	0	0	0	0	0	0	6级乾坤
13	11	7	1	500403	500405	0	0	0	7	1475	0	0	0	0	0	0	0	7级乾坤
13	11	8	1	500403	500405	0	0	0	7	1549	0	0	0	0	0	0	0	8级乾坤
13	11	9	1	500403	500405	0	0	0	7	1626	0	0	0	0	0	0	0	9级乾坤
13	11	10	1	500403	500405	0	0	0	7	1707	0	0	0	0	0	0	0	10级乾坤
13	21	1	1	500403	500405	0	0	0	7	1100	0	0	0	0	0	0	0	1级乾坤
13	21	2	1	500403	500405	0	0	0	7	1155	0	0	0	0	0	0	0	2级乾坤
13	21	3	1	500403	500405	0	0	0	7	1213	0	0	0	0	0	0	0	3级乾坤
13	21	4	1	500403	500405	0	0	0	7	1274	0	0	0	0	0	0	0	4级乾坤
13	21	5	1	500403	500405	0	0	0	7	1338	0	0	0	0	0	0	0	5级乾坤
13	21	6	1	500403	500405	0	0	0	7	1405	0	0	0	0	0	0	0	6级乾坤
13	21	7	1	500403	500405	0	0	0	7	1475	0	0	0	0	0	0	0	7级乾坤
13	21	8	1	500403	500405	0	0	0	7	1549	0	0	0	0	0	0	0	8级乾坤
13	21	9	1	500403	500405	0	0	0	7	1626	0	0	0	0	0	0	0	9级乾坤
13	21	10	1	500403	500405	0	0	0	7	1707	0	0	0	0	0	0	0	10级乾坤
13	31	1	1	500403	500405	0	0	0	7	1100	0	0	0	0	0	0	0	1级乾坤
13	31	2	1	500403	500405	0	0	0	7	1155	0	0	0	0	0	0	0	2级乾坤
13	31	3	1	500403	500405	0	0	0	7	1213	0	0	0	0	0	0	0	3级乾坤
13	31	4	1	500403	500405	0	0	0	7	1274	0	0	0	0	0	0	0	4级乾坤
13	31	5	1	500403	500405	0	0	0	7	1338	0	0	0	0	0	0	0	5级乾坤
13	31	6	1	500403	500405	0	0	0	7	1405	0	0	0	0	0	0	0	6级乾坤
13	31	7	1	500403	500405	0	0	0	7	1475	0	0	0	0	0	0	0	7级乾坤
13	31	8	1	500403	500405	0	0	0	7	1549	0	0	0	0	0	0	0	8级乾坤
13	31	9	1	500403	500405	0	0	0	7	1626	0	0	0	0	0	0	0	9级乾坤
13	31	10	1	500403	500405	0	0	0	7	1707	0	0	0	0	0	0	0	10级乾坤
13	41	1	1	500403	500405	0	0	0	7	1100	0	0	0	0	0	0	0	1级乾坤
13	41	2	1	500403	500405	0	0	0	7	1155	0	0	0	0	0	0	0	2级乾坤
13	41	3	1	500403	500405	0	0	0	7	1213	0	0	0	0	0	0	0	3级乾坤
13	41	4	1	500403	500405	0	0	0	7	1274	0	0	0	0	0	0	0	4级乾坤
13	41	5	1	500403	500405	0	0	0	7	1338	0	0	0	0	0	0	0	5级乾坤
13	41	6	1	500403	500405	0	0	0	7	1405	0	0	0	0	0	0	0	6级乾坤
13	41	7	1	500403	500405	0	0	0	7	1475	0	0	0	0	0	0	0	7级乾坤
13	41	8	1	500403	500405	0	0	0	7	1549	0	0	0	0	0	0	0	8级乾坤
13	41	9	1	500403	500405	0	0	0	7	1626	0	0	0	0	0	0	0	9级乾坤
13	41	10	1	500403	500405	0	0	0	7	1707	0	0	0	0	0	0	0	10级乾坤
14	11	1	1	500405	500406	0	0	0	6	1100	0	0	0	0	0	0	0	1级绝影
14	11	2	1	500405	500406	0	0	0	6	1155	0	0	0	0	0	0	0	2级绝影
14	11	3	1	500405	500406	0	0	0	6	1213	0	0	0	0	0	0	0	3级绝影
14	11	4	1	500405	500406	0	0	0	6	1274	0	0	0	0	0	0	0	4级绝影
14	11	5	1	500405	500406	0	0	0	6	1338	0	0	0	0	0	0	0	5级绝影
14	11	6	1	500405	500406	0	0	0	6	1405	0	0	0	0	0	0	0	6级绝影
14	11	7	1	500405	500406	0	0	0	6	1475	0	0	0	0	0	0	0	7级绝影
14	11	8	1	500405	500406	0	0	0	6	1549	0	0	0	0	0	0	0	8级绝影
14	11	9	1	500405	500406	0	0	0	6	1626	0	0	0	0	0	0	0	9级绝影
14	11	10	1	500405	500406	0	0	0	6	1707	0	0	0	0	0	0	0	10级绝影
14	21	1	1	500405	500406	0	0	0	6	1100	0	0	0	0	0	0	0	1级绝影
14	21	2	1	500405	500406	0	0	0	6	1155	0	0	0	0	0	0	0	2级绝影
14	21	3	1	500405	500406	0	0	0	6	1213	0	0	0	0	0	0	0	3级绝影
14	21	4	1	500405	500406	0	0	0	6	1274	0	0	0	0	0	0	0	4级绝影
14	21	5	1	500405	500406	0	0	0	6	1338	0	0	0	0	0	0	0	5级绝影
14	21	6	1	500405	500406	0	0	0	6	1405	0	0	0	0	0	0	0	6级绝影
14	21	7	1	500405	500406	0	0	0	6	1475	0	0	0	0	0	0	0	7级绝影
14	21	8	1	500405	500406	0	0	0	6	1549	0	0	0	0	0	0	0	8级绝影
14	21	9	1	500405	500406	0	0	0	6	1626	0	0	0	0	0	0	0	9级绝影
14	21	10	1	500405	500406	0	0	0	6	1707	0	0	0	0	0	0	0	10级绝影
14	31	1	1	500405	500406	0	0	0	6	1100	0	0	0	0	0	0	0	1级绝影
14	31	2	1	500405	500406	0	0	0	6	1155	0	0	0	0	0	0	0	2级绝影
14	31	3	1	500405	500406	0	0	0	6	1213	0	0	0	0	0	0	0	3级绝影
14	31	4	1	500405	500406	0	0	0	6	1274	0	0	0	0	0	0	0	4级绝影
14	31	5	1	500405	500406	0	0	0	6	1338	0	0	0	0	0	0	0	5级绝影
14	31	6	1	500405	500406	0	0	0	6	1405	0	0	0	0	0	0	0	6级绝影
14	31	7	1	500405	500406	0	0	0	6	1475	0	0	0	0	0	0	0	7级绝影
14	31	8	1	500405	500406	0	0	0	6	1549	0	0	0	0	0	0	0	8级绝影
14	31	9	1	500405	500406	0	0	0	6	1626	0	0	0	0	0	0	0	9级绝影
14	31	10	1	500405	500406	0	0	0	6	1707	0	0	0	0	0	0	0	10级绝影
14	41	1	1	500405	500406	0	0	0	6	1100	0	0	0	0	0	0	0	1级绝影
14	41	2	1	500405	500406	0	0	0	6	1155	0	0	0	0	0	0	0	2级绝影
14	41	3	1	500405	500406	0	0	0	6	1213	0	0	0	0	0	0	0	3级绝影
14	41	4	1	500405	500406	0	0	0	6	1274	0	0	0	0	0	0	0	4级绝影
14	41	5	1	500405	500406	0	0	0	6	1338	0	0	0	0	0	0	0	5级绝影
14	41	6	1	500405	500406	0	0	0	6	1405	0	0	0	0	0	0	0	6级绝影
14	41	7	1	500405	500406	0	0	0	6	1475	0	0	0	0	0	0	0	7级绝影
14	41	8	1	500405	500406	0	0	0	6	1549	0	0	0	0	0	0	0	8级绝影
14	41	9	1	500405	500406	0	0	0	6	1626	0	0	0	0	0	0	0	9级绝影
14	41	10	1	500405	500406	0	0	0	6	1707	0	0	0	0	0	0	0	10级绝影
15	11	1	1	500406	500413	0	0	0	10	1100	0	0	0	0	0	0	0	1级威烈
15	11	2	1	500406	500413	0	0	0	10	1155	0	0	0	0	0	0	0	2级威烈
15	11	3	1	500406	500413	0	0	0	10	1213	0	0	0	0	0	0	0	3级威烈
15	11	4	1	500406	500413	0	0	0	10	1274	0	0	0	0	0	0	0	4级威烈
15	11	5	1	500406	500413	0	0	0	10	1338	0	0	0	0	0	0	0	5级威烈
15	11	6	1	500406	500413	0	0	0	10	1405	0	0	0	0	0	0	0	6级威烈
15	11	7	1	500406	500413	0	0	0	10	1475	0	0	0	0	0	0	0	7级威烈
15	11	8	1	500406	500413	0	0	0	10	1549	0	0	0	0	0	0	0	8级威烈
15	11	9	1	500406	500413	0	0	0	10	1626	0	0	0	0	0	0	0	9级威烈
15	11	10	1	500406	500413	0	0	0	10	1707	0	0	0	0	0	0	0	10级威烈
15	21	1	1	500406	500413	0	0	0	10	1100	0	0	0	0	0	0	0	1级威烈
15	21	2	1	500406	500413	0	0	0	10	1155	0	0	0	0	0	0	0	2级威烈
15	21	3	1	500406	500413	0	0	0	10	1213	0	0	0	0	0	0	0	3级威烈
15	21	4	1	500406	500413	0	0	0	10	1274	0	0	0	0	0	0	0	4级威烈
15	21	5	1	500406	500413	0	0	0	10	1338	0	0	0	0	0	0	0	5级威烈
15	21	6	1	500406	500413	0	0	0	10	1405	0	0	0	0	0	0	0	6级威烈
15	21	7	1	500406	500413	0	0	0	10	1475	0	0	0	0	0	0	0	7级威烈
15	21	8	1	500406	500413	0	0	0	10	1549	0	0	0	0	0	0	0	8级威烈
15	21	9	1	500406	500413	0	0	0	10	1626	0	0	0	0	0	0	0	9级威烈
15	21	10	1	500406	500413	0	0	0	10	1707	0	0	0	0	0	0	0	10级威烈
15	31	1	1	500406	500413	0	0	0	10	1100	0	0	0	0	0	0	0	1级威烈
15	31	2	1	500406	500413	0	0	0	10	1155	0	0	0	0	0	0	0	2级威烈
15	31	3	1	500406	500413	0	0	0	10	1213	0	0	0	0	0	0	0	3级威烈
15	31	4	1	500406	500413	0	0	0	10	1274	0	0	0	0	0	0	0	4级威烈
15	31	5	1	500406	500413	0	0	0	10	1338	0	0	0	0	0	0	0	5级威烈
15	31	6	1	500406	500413	0	0	0	10	1405	0	0	0	0	0	0	0	6级威烈
15	31	7	1	500406	500413	0	0	0	10	1475	0	0	0	0	0	0	0	7级威烈
15	31	8	1	500406	500413	0	0	0	10	1549	0	0	0	0	0	0	0	8级威烈
15	31	9	1	500406	500413	0	0	0	10	1626	0	0	0	0	0	0	0	9级威烈
15	31	10	1	500406	500413	0	0	0	10	1707	0	0	0	0	0	0	0	10级威烈
15	41	1	1	500406	500413	0	0	0	10	1100	0	0	0	0	0	0	0	1级威烈
15	41	2	1	500406	500413	0	0	0	10	1155	0	0	0	0	0	0	0	2级威烈
15	41	3	1	500406	500413	0	0	0	10	1213	0	0	0	0	0	0	0	3级威烈
15	41	4	1	500406	500413	0	0	0	10	1274	0	0	0	0	0	0	0	4级威烈
15	41	5	1	500406	500413	0	0	0	10	1338	0	0	0	0	0	0	0	5级威烈
15	41	6	1	500406	500413	0	0	0	10	1405	0	0	0	0	0	0	0	6级威烈
15	41	7	1	500406	500413	0	0	0	10	1475	0	0	0	0	0	0	0	7级威烈
15	41	8	1	500406	500413	0	0	0	10	1549	0	0	0	0	0	0	0	8级威烈
15	41	9	1	500406	500413	0	0	0	10	1626	0	0	0	0	0	0	0	9级威烈
15	41	10	1	500406	500413	0	0	0	10	1707	0	0	0	0	0	0	0	10级威烈
16	11	1	1	500413	500403	0	0	0	74	1100	0	0	0	0	0	0	0	1级破军
16	11	2	1	500413	500403	0	0	0	74	1155	0	0	0	0	0	0	0	2级破军
16	11	3	1	500413	500403	0	0	0	74	1213	0	0	0	0	0	0	0	3级破军
16	11	4	1	500413	500403	0	0	0	74	1274	0	0	0	0	0	0	0	4级破军
16	11	5	1	500413	500403	0	0	0	74	1338	0	0	0	0	0	0	0	5级破军
16	11	6	1	500413	500403	0	0	0	74	1405	0	0	0	0	0	0	0	6级破军
16	11	7	1	500413	500403	0	0	0	74	1475	0	0	0	0	0	0	0	7级破军
16	11	8	1	500413	500403	0	0	0	74	1549	0	0	0	0	0	0	0	8级破军
16	11	9	1	500413	500403	0	0	0	74	1626	0	0	0	0	0	0	0	9级破军
16	11	10	1	500413	500403	0	0	0	74	1707	0	0	0	0	0	0	0	10级破军
16	21	1	1	500413	500403	0	0	0	74	1100	0	0	0	0	0	0	0	1级破军
16	21	2	1	500413	500403	0	0	0	74	1155	0	0	0	0	0	0	0	2级破军
16	21	3	1	500413	500403	0	0	0	74	1213	0	0	0	0	0	0	0	3级破军
16	21	4	1	500413	500403	0	0	0	74	1274	0	0	0	0	0	0	0	4级破军
