传送ID	有效值	速度	地图ID	X坐标	Y坐标	地图ID	X坐标	Y坐标	地图ID	X坐标	Y坐标	传送类型	限制类型	限制数据	无	无	无	无	检测状态	备注
808801	1	50	8088	3706	1509	8088	3706	1509	8088	3706	1509	1	0	0	0	0	0	0	0	无
808901	1	50	8089	3706	1509	8089	3706	1509	8089	3706	1509	1	0	0	0	0	0	0	0	无
809001	1	50	8090	3706	1509	8090	3706	1509	8090	3706	1509	1	0	0	0	0	0	0	0	无
809101	1	50	8091	1023	1998	8091	1023	1998	8091	1023	1998	1	0	0	0	0	0	0	0	无
809201	1	50	8092	759	1355	8092	759	1355	8092	759	1355	1	0	0	0	0	0	0	0	无
809301	1	50	8093	1725	1369	8093	1725	1369	8093	1725	1369	1	0	0	0	0	0	0	0	无
809401	1	50	8094	1021	667	8094	1021	667	8094	1021	667	1	0	0	0	0	0	0	0	无
809501	1	50	8095	1021	2076	8095	1021	2076	8095	1021	2076	1	0	0	0	0	0	0	0	无
809601	1	50	8096	781	1355	8096	781	1355	8096	781	1355	1	0	0	0	0	0	0	0	无
809701	1	50	8097	1716	1371	8097	1716	1371	8097	1716	1371	1	0	0	0	0	0	0	0	无
809801	1	50	8098	1021	722	8098	1021	722	8098	1021	722	1	0	0	0	0	0	0	0	无
809901	1	50	8099	1017	1883	8099	1017	1883	8099	1017	1883	1	0	0	0	0	0	0	0	无
810001	1	50	8100	784	1355	8100	784	1355	8100	784	1355	1	0	0	0	0	0	0	0	无
810101	1	50	8101	2311	2391	8101	2311	2391	8101	2311	2391	1	0	0	0	0	0	0	0	无
810201	1	50	8102	1484	2540	8102	1484	2540	8102	1484	2540	1	0	0	0	0	0	0	0	无
810301	1	50	8103	1493	2063	8103	1493	2063	8103	1493	2063	1	0	0	0	0	0	0	0	无
810401	1	50	8104	1768	1765	8104	1768	1765	8104	1768	1765	1	0	0	0	0	0	0	0	无
810501	1	50	8105	2311	2394	8105	2311	2394	8105	2311	2394	1	0	0	0	0	0	0	0	无
810601	1	50	8106	1782	1767	8106	1782	1767	8106	1782	1767	1	0	0	0	0	0	0	0	无
810701	1	50	8107	2316	2394	8107	2316	2394	8107	2316	2394	1	0	0	0	0	0	0	0	无
810801	1	50	8108	1490	2063	8108	1490	2063	8108	1490	2063	1	0	0	0	0	0	0	0	无
810901	1	50	8109	2299	2393	8109	2299	2393	8109	2299	2393	1	0	0	0	0	0	0	0	无
811001	1	50	8110	1793	1767	8110	1793	1767	8110	1793	1767	1	0	0	0	0	0	0	0	无
811101	1	50	8111	800	1023	8111	800	1023	8111	800	1023	1	0	0	0	0	0	0	0	无
811201	1	50	8112	944	892	8112	944	892	8112	944	892	1	0	0	0	0	0	0	0	无
811301	1	50	8113	944	1430	8113	944	1430	8113	944	1430	1	0	0	0	0	0	0	0	无
811401	1	50	8114	1077	1010	8114	1077	1010	8114	1077	1010	1	0	0	0	0	0	0	0	无
811501	1	50	8115	944	1436	8115	944	1436	8115	944	1436	1	0	0	0	0	0	0	0	无
811601	1	50	8116	943	891	8116	943	891	8116	943	891	1	0	0	0	0	0	0	0	无
811701	1	50	8117	1071	1010	8117	1071	1010	8117	1071	1010	1	0	0	0	0	0	0	0	无
811801	1	50	8118	1278	1126	8118	1278	1126	8118	1278	1126	1	0	0	0	0	0	0	0	无
811901	1	50	8119	944	877	8119	944	877	8119	944	877	1	0	0	0	0	0	0	0	无
812001	1	50	8120	814	1025	8120	814	1025	8120	814	1025	1	0	0	0	0	0	0	0	无
812101	1	50	8121	2657	2641	8121	2657	2641	8121	2657	2641	1	0	0	0	0	0	0	0	无
812201	1	50	8122	2098	1973	8122	2098	1973	8122	2098	1973	1	0	0	0	0	0	0	0	无
812301	1	50	8123	2641	1751	8123	2641	1751	8123	2641	1751	1	0	0	0	0	0	0	0	无
812401	1	50	8124	2680	2643	8124	2680	2643	8124	2680	2643	1	0	0	0	0	0	0	0	无
812501	1	50	8125	1847	1875	8125	1847	1875	8125	1847	1875	1	0	0	0	0	0	0	0	无
812601	1	50	8126	1759	1877	8126	1759	1877	8126	1759	1877	1	0	0	0	0	0	0	0	无
812701	1	50	8127	2679	1713	8127	2679	1713	8127	2679	1713	1	0	0	0	0	0	0	0	无
812801	1	50	8128	2642	1753	8128	2642	1753	8128	2642	1753	1	0	0	0	0	0	0	0	无
812901	1	50	8129	2698	2646	8129	2698	2646	8129	2698	2646	1	0	0	0	0	0	0	0	无
813001	1	50	8130	2618	2643	8130	2618	2643	8130	2618	2643	1	0	0	0	0	0	0	0	无
813101	1	50	8131	1527	1830	8131	1527	1830	8131	1527	1830	1	0	0	0	0	0	0	0	无
813201	1	50	8132	1459	1330	8132	1459	1330	8132	1459	1330	1	0	0	0	0	0	0	0	无
813301	1	50	8133	2150	1293	8133	2150	1293	8133	2150	1293	1	0	0	0	0	0	0	0	无
813401	1	50	8134	1797	2794	8134	1797	2794	8134	1797	2794	1	0	0	0	0	0	0	0	无
813501	1	50	8135	1459	1326	8135	1459	1326	8135	1459	1326	1	0	0	0	0	0	0	0	无
813601	1	50	8136	2207	2450	8136	2207	2450	8136	2207	2450	1	0	0	0	0	0	0	0	无
813701	1	50	8137	1519	1830	8137	1519	1830	8137	1519	1830	1	0	0	0	0	0	0	0	无
813801	1	50	8138	2151	1304	8138	2151	1304	8138	2151	1304	1	0	0	0	0	0	0	0	无
813901	1	50	8139	1249	2189	8139	1249	2189	8139	1249	2189	1	0	0	0	0	0	0	0	无
814001	1	50	8140	2083	1818	8140	2083	1818	8140	2083	1818	1	0	0	0	0	0	0	0	无
814101	1	50	8141	2302	2393	8141	2302	2393	8141	2302	2393	1	0	0	0	0	0	0	0	无
814201	1	50	8142	1493	2039	8142	1493	2039	8142	1493	2039	1	0	0	0	0	0	0	0	无
814301	1	50	8143	1164	2265	8143	1164	2265	8143	1164	2265	1	0	0	0	0	0	0	0	无
814401	1	50	8144	2313	2393	8144	2313	2393	8144	2313	2393	1	0	0	0	0	0	0	0	无
814501	1	50	8145	1489	2060	8145	1489	2060	8145	1489	2060	1	0	0	0	0	0	0	0	无
814601	1	50	8146	1756	1763	8146	1756	1763	8146	1756	1763	1	0	0	0	0	0	0	0	无
814701	1	50	8147	1714	2257	8147	1714	2257	8147	1714	2257	1	0	0	0	0	0	0	0	无
814801	1	50	8148	2290	2393	8148	2290	2393	8148	2290	2393	1	0	0	0	0	0	0	0	无
814901	1	50	8149	1491	2059	8149	1491	2059	8149	1491	2059	1	0	0	0	0	0	0	0	无
815001	1	50	8150	2315	2392	8150	2315	2392	8150	2315	2392	1	0	0	0	0	0	0	0	无
815101	1	50	8151	3712	1982	8151	3712	1982	8151	3712	1982	1	0	0	0	0	0	0	0	无
815201	1	50	8152	3707	1429	8152	3707	1429	8152	3707	1429	1	0	0	0	0	0	0	0	无
815301	1	50	8153	3175	779	8153	3175	779	8153	3175	779	1	0	0	0	0	0	0	0	无
815401	1	50	8154	3710	2051	8154	3710	2051	8154	3710	2051	1	0	0	0	0	0	0	0	无
815501	1	50	8155	3711	2020	8155	3711	2020	8155	3711	2020	1	0	0	0	0	0	0	0	无
815601	1	50	8156	3717	2511	8156	3717	2511	8156	3717	2511	1	0	0	0	0	0	0	0	无
815701	1	50	8157	3706	1482	8157	3706	1482	8157	3706	1482	1	0	0	0	0	0	0	0	无
815801	1	50	8158	3704	1483	8158	3704	1483	8158	3704	1483	1	0	0	0	0	0	0	0	无
815901	1	50	8159	3177	778	8159	3177	778	8159	3177	778	1	0	0	0	0	0	0	0	无
816001	1	50	8160	3712	1982	8160	3712	1982	8160	3712	1982	1	0	0	0	0	0	0	0	无
816101	1	50	8161	803	1021	8161	803	1021	8161	803	1021	1	0	0	0	0	0	0	0	无
816201	1	50	8162	945	892	8162	945	892	8162	945	892	1	0	0	0	0	0	0	0	无
816301	1	50	8163	1076	1010	8163	1076	1010	8163	1076	1010	1	0	0	0	0	0	0	0	无
816401	1	50	8164	946	760	8164	946	760	8164	946	760	1	0	0	0	0	0	0	0	无
816501	1	50	8165	944	1435	8165	944	1435	8165	944	1435	1	0	0	0	0	0	0	0	无
816601	1	50	8166	944	1422	8166	944	1422	8166	944	1422	1	0	0	0	0	0	0	0	无
816701	1	50	8167	800	1022	8167	800	1022	8167	800	1022	1	0	0	0	0	0	0	0	无
816801	1	50	8168	772	1326	8168	772	1326	8168	772	1326	1	0	0	0	0	0	0	0	无
816901	1	50	8169	944	1438	8169	944	1438	8169	944	1438	1	0	0	0	0	0	0	0	无
817001	1	50	8170	944	1443	8170	944	1443	8170	944	1443	1	0	0	0	0	0	0	0	无
817101	1	50	8171	791	815	8171	791	815	8171	791	815	1	0	0	0	0	0	0	0	无
817201	1	50	8172	791	815	8172	791	815	8172	791	815	1	0	0	0	0	0	0	0	无
817301	1	50	8173	791	815	8173	791	815	8173	791	815	1	0	0	0	0	0	0	0	无
817401	1	50	8174	791	815	8174	791	815	8174	791	815	1	0	0	0	0	0	0	0	无
817501	1	50	8175	791	815	8175	791	815	8175	791	815	1	0	0	0	0	0	0	0	无
817601	1	50	8176	791	815	8176	791	815	8176	791	815	1	0	0	0	0	0	0	0	无
817701	1	50	8177	791	815	8177	791	815	8177	791	815	1	0	0	0	0	0	0	0	无
817801	1	50	8178	791	815	8178	791	815	8178	791	815	1	0	0	0	0	0	0	0	无
817901	1	50	8179	791	815	8179	791	815	8179	791	815	1	0	0	0	0	0	0	0	无
818001	1	50	8180	791	815	8180	791	815	8180	791	815	1	0	0	0	0	0	0	0	无
818101	1	50	8181	2087	2323	8181	2087	2323	8181	2087	2323	1	0	0	0	0	0	0	0	无
818201	1	50	8182	2087	2323	8182	2087	2323	8182	2087	2323	1	0	0	0	0	0	0	0	无
818301	1	50	8183	2087	2323	8183	2087	2323	8183	2087	2323	1	0	0	0	0	0	0	0	无
818401	1	50	8184	2087	2323	8184	2087	2323	8184	2087	2323	1	0	0	0	0	0	0	0	无
818501	1	50	8185	2087	2323	8185	2087	2323	8185	2087	2323	1	0	0	0	0	0	0	0	无
818601	1	50	8186	2087	2323	8186	2087	2323	8186	2087	2323	1	0	0	0	0	0	0	0	无
818701	1	50	8187	2087	2323	8187	2087	2323	8187	2087	2323	1	0	0	0	0	0	0	0	无
818801	1	50	8188	2087	2323	8188	2087	2323	8188	2087	2323	1	0	0	0	0	0	0	0	无
818901	1	50	8189	2087	2323	8189	2087	2323	8189	2087	2323	1	0	0	0	0	0	0	0	无
819001	1	50	8190	2087	2323	8190	2087	2323	8190	2087	2323	1	0	0	0	0	0	0	0	无
819101	1	50	8191	554	1001	8191	554	1001	8191	554	1001	1	0	0	0	0	0	0	0	无
819201	1	50	8192	554	1001	8192	554	1001	8192	554	1001	1	0	0	0	0	0	0	0	无
819301	1	50	8193	554	1001	8193	554	1001	8193	554	1001	1	0	0	0	0	0	0	0	无
819401	1	50	8194	554	1001	8194	554	1001	8194	554	1001	1	0	0	0	0	0	0	0	无
819501	1	50	8195	554	1001	8195	554	1001	8195	554	1001	1	0	0	0	0	0	0	0	无
819601	1	50	8196	554	1001	8196	554	1001	8196	554	1001	1	0	0	0	0	0	0	0	无
819701	1	50	8197	554	1001	8197	554	1001	8197	554	1001	1	0	0	0	0	0	0	0	无
819801	1	50	8198	554	1001	8198	554	1001	8198	554	1001	1	0	0	0	0	0	0	0	无
819901	1	50	8199	554	1001	8199	554	1001	8199	554	1001	1	0	0	0	0	0	0	0	无
820001	1	50	8200	554	1001	8200	554	1001	8200	554	1001	1	0	0	0	0	0	0	0	无
820101	1	50	8201	1023	1998	8201	1023	1998	8201	1023	1998	1	0	0	0	0	0	0	0	无
820201	1	50	8202	759	1355	8202	759	1355	8202	759	1355	1	0	0	0	0	0	0	0	无
820301	1	50	8203	1725	1369	8203	1725	1369	8203	1725	1369	1	0	0	0	0	0	0	0	无
820401	1	50	8204	1021	667	8204	1021	667	8204	1021	667	1	0	0	0	0	0	0	0	无
820501	1	50	8205	1021	2076	8205	1021	2076	8205	1021	2076	1	0	0	0	0	0	0	0	无
820601	1	50	8206	781	1355	8206	781	1355	8206	781	1355	1	0	0	0	0	0	0	0	无
820701	1	50	8207	1716	1371	8207	1716	1371	8207	1716	1371	1	0	0	0	0	0	0	0	无
820801	1	50	8208	1021	722	8208	1021	722	8208	1021	722	1	0	0	0	0	0	0	0	无
820901	1	50	8209	1017	1883	8209	1017	1883	8209	1017	1883	1	0	0	0	0	0	0	0	无
821001	1	50	8210	784	1355	8210	784	1355	8210	784	1355	1	0	0	0	0	0	0	0	无
821101	1	50	8211	791	815	8211	791	815	8211	791	815	1	0	0	0	0	0	0	0	无
821201	1	50	8212	791	815	8212	791	815	8212	791	815	1	0	0	0	0	0	0	0	无
821301	1	50	8213	791	815	8213	791	815	8213	791	815	1	0	0	0	0	0	0	0	无
821401	1	50	8214	791	815	8214	791	815	8214	791	815	1	0	0	0	0	0	0	0	无
821501	1	50	8215	791	815	8215	791	815	8215	791	815	1	0	0	0	0	0	0	0	无
821601	1	50	8216	791	815	8216	791	815	8216	791	815	1	0	0	0	0	0	0	0	无
821701	1	50	8217	791	815	8217	791	815	8217	791	815	1	0	0	0	0	0	0	0	无
821801	1	50	8218	791	815	8218	791	815	8218	791	815	1	0	0	0	0	0	0	0	无
821901	1	50	8219	791	815	8219	791	815	8219	791	815	1	0	0	0	0	0	0	0	无
822001	1	50	8220	791	815	8220	791	815	8220	791	815	1	0	0	0	0	0	0	0	无
822101	1	50	8221	1693	2774	8221	1693	2774	8221	1693	2774	1	0	0	0	0	0	0	0	无
822201	1	50	8222	1693	2774	8222	1693	2774	8222	1693	2774	1	0	0	0	0	0	0	0	无
822301	1	50	8223	1693	2774	8223	1693	2774	8223	1693	2774	1	0	0	0	0	0	0	0	无
822401	1	50	8224	1693	2774	8224	1693	2774	8224	1693	2774	1	0	0	0	0	0	0	0	无
822501	1	50	8225	1693	2774	8225	1693	2774	8225	1693	2774	1	0	0	0	0	0	0	0	无
822601	1	50	8226	1693	2774	8226	1693	2774	8226	1693	2774	1	0	0	0	0	0	0	0	无
822701	1	50	8227	1693	2774	8227	1693	2774	8227	1693	2774	1	0	0	0	0	0	0	0	无
822801	1	50	8228	1693	2774	8228	1693	2774	8228	1693	2774	1	0	0	0	0	0	0	0	无
822901	1	50	8229	1693	2774	8229	1693	2774	8229	1693	2774	1	0	0	0	0	0	0	0	无
823001	1	50	8230	1693	2774	8230	1693	2774	8230	1693	2774	1	0	0	0	0	0	0	0	无
823101	1	50	8231	1693	2774	8230	1693	2774	8230	1693	2774	1	0	0	0	0	0	0	0	无
823201	1	50	8232	1693	2774	8230	1693	2774	8230	1693	2774	1	0	0	0	0	0	0	0	无
823301	1	50	8233	1693	2774	8230	1693	2774	8230	1693	2774	1	0	0	0	0	0	0	0	无
823401	1	50	8234	1693	2774	8230	1693	2774	8230	1693	2774	1	0	0	0	0	0	0	0	无
823501	1	50	8235	1693	2774	8230	1693	2774	8230	1693	2774	1	0	0	0	0	0	0	0	无
823601	1	50	8236	1693	2774	8230	1693	2774	8230	1693	2774	1	0	0	0	0	0	0	0	无
823701	1	50	8237	1693	2774	8230	1693	2774	8230	1693	2774	1	0	0	0	0	0	0	0	无
823801	1	50	8238	1693	2774	8230	1693	2774	8230	1693	2774	1	0	0	0	0	0	0	0	无
823901	1	50	8239	1693	2774	8230	1693	2774	8230	1693	2774	1	0	0	0	0	0	0	0	无
824001	1	50	8240	1693	2774	8230	1693	2774	8230	1693	2774	1	0	0	0	0	0	0	0	无
825101	1	50	8251	1693	2774	8251	1693	2774	8251	1693	2774	1	0	0	0	0	0	0	0	无
825201	1	50	8252	1693	2774	8252	1693	2774	8252	1693	2774	1	0	0	0	0	0	0	0	无
825301	1	50	8253	1693	2774	8253	1693	2774	8253	1693	2774	1	0	0	0	0	0	0	0	无
825401	1	50	8254	1693	2774	8254	1693	2774	8254	1693	2774	1	0	0	0	0	0	0	0	无
825501	1	50	8255	1693	2774	8255	1693	2774	8255	1693	2774	1	0	0	0	0	0	0	0	无
825601	1	50	8256	1693	2774	8256	1693	2774	8256	1693	2774	1	0	0	0	0	0	0	0	无
825701	1	50	8257	1693	2774	8257	1693	2774	8257	1693	2774	1	0	0	0	0	0	0	0	无
825801	1	50	8258	1693	2774	8258	1693	2774	8258	1693	2774	1	0	0	0	0	0	0	0	无
825901	1	50	8259	1693	2774	8259	1693	2774	8259	1693	2774	1	0	0	0	0	0	0	0	无
826001	1	50	8260	1693	2774	8260	1693	2774	8260	1693	2774	1	0	0	0	0	0	0	0	无
