灵宠的ID	有效标志位	名字	灵宠颜色，0白、1绿、2蓝C、3紫B、4橙A、5青、6红S、7黄SS（0~7）	职业，就只是用来算战斗力(111标准剑客，121高血，131高防，141高攻）	携带境界要求，0就是要求初境，其他的对应人物境界	携带灵宠类型，同类型的灵宠不可以带多个，主要为变异做的	初始境界	境界属性ID，对应partner_attr_cfg的主ID（1全能，2血，3防，4攻）	灵宠NPCID	灵宠头像(图标ID)	行为AI，服务器用的，以前灰哥写的行为AI	普攻ID（11001人近战，11002兽近程，11003人远程，11004兽远程）	普攻2	普攻3	普攻4	变异境界要求	变异灵宠ID	（洗髓）普通重铸消耗道具ID	（洗髓）普通重铸消耗道具数量	普通重铸变异几率	（洗髓）元宝重铸变异消耗（consumeID）	元宝重铸变异几率	天赋技能ID	天赋技能等级	天赋技能出现几率（普通重铸出现几率）	天赋技能出现几率（元宝重铸出现几率）	天赋技能普通重铸变异几率	天赋技能元宝重铸变异几率	变异天赋技能ID	变异天赋技能等级	技能1ID	技能1等级	技能1出现几率（普通重铸出现几率）	技能1出现几率（元宝重铸出现几率）	普通重铸变异几率	元宝重铸变异几率	变异技能1ID	变异技能1等级	技能2ID	技能2等级	技能2出现几率（普通重铸出现几率）	技能2出现几率（元宝重铸出现几率）	普通重铸变异几率	元宝重铸变异几率	变异技能2ID	变异技能2等级	技能3ID	技能3等级	技能3出现几率（普通重铸出现几率）	技能3出现几率（元宝重铸出现几率）	普通重铸变异几率	元宝重铸变异几率	变异技能3ID	变异技能3等级	技能4ID	技能4等级	技能4出现几率（普通重铸出现几率）	技能4出现几率（元宝重铸出现几率）	普通重铸变异几率	元宝重铸变异几率	变异技能4ID	变异技能4等级	缘分ID1	缘分ID2	缘分ID3	缘分ID4	缘分ID5	缘分ID6	灵宠环任务ID	擅长的经文任务类型	攻击资质ID	防御资质ID	生命资质ID	突破ID	可学习公共技能总数	遣散ID（对应抽卡的副键，1000以上的）	遣散奖励ID（遣散时必定获得的奖励，用来做兽魂的）	拥有时参与抽的几率	拥有时抽到对应道具ID	普通培养道具ID	普通培养数量	绑元洗消耗(consumeID)	类型(位域：1攻、2防、4血、8全能)	抽到重复时道具	抽到道具数量	升星ID	灵宠喊话ID(喊话ID，优先级低，字段先留着)	灵宠描述	来源	相机size（图鉴跟属性里模型站立高度不一样，所以乘以0.85，让属性里不会太高）	图鉴展示（拥有后才展示）	初始战力	招募排序科技1（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技2（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技3（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技4（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技5（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技6（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技7（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技8（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技9（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技10（999表示预览中不出现，1表示大概率，数值越小概率越大）	星级	预览状态限制	标签显示状态限制（0不做处理，不为0时判断状态限制ID是否通过，不通过则不管，通过则读后面两个字段→标签显示文本，标签颜色）	标签显示文字	标签颜色（1红2蓝3青4紫99灰）
730000011	1	应用宝宝	3	121	0	21	20	100001	9999021	partner00_311	char_ai_001	11003	0	0	0	9999	0	410600000	5	500	40522	1000	10203	1	10000	10000	0	0	0	0	37020	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	300111	300112	300113	300110	3	1001	30003613	0	410130011	410400001	4	40563	4	410900300	100	0	0	<color=#3f2a35>类型：</color><color=#625260>生命-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>生命型灵宠，生命转化</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合论语类任务</color>\n<color=#9b835d>应用宝专属</color>	SourcePanel.Show(2,410130011)	1	0	300	999	999	999	999	999	999	999	999	999	999	1	0	0	0	0
730000012	1	册画	3	121	0	22	20	100001	9999042	partner00_312	char_ai_001	11003	0	0	0	9999	0	410600000	5	500	40522	1000	10203	1	10000	10000	0	0	0	0	37020	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	300111	300112	300113	300120	3	1001	30003613	0	410130011	410400001	4	40563	4	410900300	100	0	0	<color=#3f2a35>类型：</color><color=#625260>生命-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>生命型灵宠，生命转化</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合论语类任务</color>\n<color=#9b835d>那一抹淡淡的忧伤</color>	SourcePanel.Show(2,410130012)	0.7	0	300	999	999	999	999	999	999	999	999	999	999	1	0	0	0	0
730000013	1	斗鱼	3	121	0	23	20	100001	9999043	partner00_313	char_ai_001	11003	0	0	0	9999	0	410600000	5	500	40522	1000	10203	1	10000	10000	0	0	0	0	37020	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	300111	300112	300113	300130	3	1001	30003613	0	410130011	410400001	4	40563	4	410900300	100	0	0	<color=#3f2a35>类型：</color><color=#625260>生命-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>生命型灵宠，生命转化</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合论语类任务</color>\n<color=#9b835d>斗鱼专属</color>	SourcePanel.Show(2,410130013)	0.8	0	300	999	999	999	999	999	999	999	999	999	999	1	0	0	0	0
730000014	1	小微与信	3	121	0	24	20	100001	9999044	partner00_314	char_ai_001	11003	0	0	0	9999	0	410600000	5	500	40522	1000	10203	1	10000	10000	0	0	0	0	37020	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	300111	300112	300113	300140	3	1001	30003613	0	410130011	410400001	4	40563	4	410900300	100	0	0	<color=#3f2a35>类型：</color><color=#625260>生命-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>生命型灵宠，生命转化</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合论语类任务</color>\n<color=#9b835d>微信专属</color>	SourcePanel.Show(2,410130014)	0.8	0	300	999	999	999	999	999	999	999	999	999	999	1	0	0	0	0
730000015	1	9游虫子	3	121	0	45	20	100001	9999045	partner00_315	char_ai_001	11003	0	0	0	9999	0	410600000	5	500	40522	1000	10203	1	10000	10000	0	0	0	0	37020	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	300111	300112	300113	300150	3	1001	30003613	0	410130011	410400001	4	40563	4	410900300	100	0	0	<color=#3f2a35>类型：</color><color=#625260>生命-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>生命型灵宠，生命转化</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合论语类任务</color>\n<color=#9b835d>UC专属</color>	SourcePanel.Show(2,410130015)	0.8	0	300	999	999	999	999	999	999	999	999	999	999	1	0	0	0	0
740000001	1	离火灵巫	4	141	0	25	20	100001	9999022	partner00_401	char_ai_001	11004	0	0	0	9999	0	410600000	5	500	40531	1000	10301	1	10000	10000	0	0	0	0	31060	1	10000	10000	0	0	0	0	37110	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	400011	400012	400013	400010	5	1001	30003614	0	410140001	410400001	6	40564	1	410900300	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>攻击-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻击型灵宠，单体输出</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、攻击位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>火烧坏了我的眼睛</color>	SourcePanel.Show(2,410140001)	0.6	1	1000	999	999	1	1	1	1	1	1	1	1	3	0	0	0	0
740000002	1	牛魔王	4	141	0	26	20	100001	9999023	partner00_402	char_ai_001	11002	0	0	0	9999	0	410600000	5	500	40531	1000	10301	1	10000	10000	0	0	0	0	31050	1	10000	10000	0	0	0	0	37040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	400021	400022	400023	400020	4	1001	30003614	0	410140002	410400001	6	40564	1	410900300	1000	740000002	0	<color=#3f2a35>类型：</color><color=#625260>攻击-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻击型灵宠，单体攻击</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、攻击位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>哞！要抱抱</color>	SourcePanel.Show(2,410140002)	1	1	1000	1	1	999	999	999	999	999	999	999	999	1	0	0	0	0
740000003	1	化灵魔菇	4	121	0	27	20	100001	9999024	partner00_403	char_ai_001	11004	0	0	0	9999	0	410600000	5	500	40531	1000	10303	1	10000	10000	0	0	0	0	33060	1	10000	10000	0	0	0	0	35020	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	400031	400032	400033	400030	5	1001	30003614	0	410140003	410400001	6	40564	4	410900300	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>攻击-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻击型灵宠，定身目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、攻击位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合孟子类任务</color>\n<color=#9b835d>菇头菇头，下雨不愁</color>	SourcePanel.Show(2,410140003)	0.9	1	1000	999	999	2	2	2	2	2	2	2	2	3	0	0	0	0
740000004	1	金刚	4	131	0	28	20	100001	9999025	partner00_404	char_ai_001	11006	0	0	0	9999	0	410600000	5	500	40531	1000	10302	1	10000	10000	0	0	0	0	37120	1	10000	10000	0	0	0	0	37080	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	400041	400042	400043	400040	5	1001	30003614	0	410140004	410400001	6	40564	2	410900300	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>防御-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，嘲讽，坦克</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合论语类任务</color>\n<color=#9b835d>总想把飞过面前的东西打下来</color>	SourcePanel.Show(2,410140004)	0.8	1	1000	999	999	3	3	3	3	3	3	3	3	3	0	0	0	0
740000005	1	蝶仙	4	131	0	29	20	100001	9999026	partner00_405	char_ai_001	11008	0	0	0	9999	0	410600000	5	500	40531	1000	10302	1	10000	10000	0	0	0	0	36030	1	10000	10000	0	0	0	0	37040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	400051	400052	400053	400050	4	1001	30003614	0	410140005	410400001	6	40564	2	410900300	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>防御-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，增强主人攻击</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合论语类任务</color>\n<color=#9b835d>拥有真爱就无法拥有蓝天</color>	SourcePanel.Show(2,410140005)	0.5	1	1000	2	2	999	999	999	999	999	999	999	999	1	70007100	0	0	0
740000006	1	松鼠小伞	4	131	0	30	20	100001	9999047	partner00_612	char_ai_001	11008	0	0	0	9999	0	410600000	5	500	40531	1000	10302	1	10000	10000	0	0	0	0	36040	1	10000	10000	0	0	0	0	37050	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	400061	400062	400063	400060	4	1001	30003614	0	410140006	410400001	6	40564	2	410900300	1000	740000006	0	<color=#3f2a35>类型：</color><color=#625260>防御-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，增强主人防御</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>代表小伞萌死你</color>	SourcePanel.Show(2,410140006)	0.68	1	1000	3	3	999	999	999	999	999	999	999	999	1	0	0	0	0
740000007	1	魅惑狐仙	4	131	0	31	20	100001	9999028	partner00_407	char_ai_001	11006	0	0	0	9999	0	410600000	5	500	40531	1000	10302	1	10000	10000	0	0	0	0	33070	1	10000	10000	0	0	0	0	37070	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	400071	400072	400073	400070	4	1001	30003614	0	410140007	410400001	6	40564	2	410900300	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>防御-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，沉默目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合孟子类任务</color>\n<color=#9b835d>讨厌，人家还没有化形呢</color>	SourcePanel.Show(2,410140007)	0.7	1	1000	4	4	999	999	999	999	999	999	999	999	1	0	0	0	0
740000008	1	冰冥女巫	4	121	0	32	20	100001	9999029	partner00_408	char_ai_001	11004	0	0	0	9999	0	410600000	8	500	40532	1000	10303	1	10000	10000	0	0	0	0	35040	1	10000	10000	0	0	0	0	37070	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	400081	400082	400083	400080	4	1001	30003614	0	410140008	410400001	6	40564	4	410900300	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>生命-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>生命型灵宠，削弱目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合尚书类任务</color>\n<color=#9b835d>没错，我的眼睛是冻坏的</color>	SourcePanel.Show(2,410140008)	0.595	1	1000	999	999	999	999	999	999	999	999	999	999	1	0	0	0	0
740000009	1	花蝶妖精	4	121	0	33	20	100001	9999030	partner00_409	char_ai_001	11004	0	0	0	9999	0	410600000	8	500	40532	1000	10303	1	10000	10000	0	0	0	0	37090	1	10000	10000	0	0	0	0	37010	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	400091	400092	400093	400090	5	1001	30003614	0	410140009	410400001	6	40564	4	410900300	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>生命-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>生命型灵宠，生命转化</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>若花不会凋零，我将会有56个民族……</color>	SourcePanel.Show(2,410140009)	0.8	1	1000	999	999	4	4	4	4	4	4	4	4	1	0	0	0	0
740000010	1	垂耳毛球	4	141	0	34	20	100001	9999048	partner00_613	char_ai_001	11002	0	0	0	9999	0	410600000	8	500	40532	1000	10301	1	10000	10000	0	0	0	0	33050	1	10000	10000	0	0	0	0	37040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	400101	400102	400103	400100	4	1001	30003614	0	410140010	410400001	6	40564	1	410900300	1000	740000010	0	<color=#3f2a35>类型：</color><color=#625260>攻击-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻击型灵宠、减速</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、攻击位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合礼记类任务</color>\n<color=#9b835d>吃可爱长大，超凶！！</color>	SourcePanel.Show(2,410140010)	0.8	1	1000	5	5	999	999	999	999	999	999	999	999	1	0	0	0	0
740000011	1	1星醒狮	4	141	0	46	20	100001	9999058	item97_002	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	36040	1	10000	10000	0	0	0	0	33030	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	400111	400112	400113	400110	4	1001	30003614	0	410140011	410400001	6	40564	1	410900300	1000	740000011	0	<color=#3f2a35>类型：</color><color=#625260>攻击-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>可升星灵宠，单体输出</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战、攻击相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合尚书类任务</color>\n<color=#9b835d>恭贺新年，纳福报喜</color>	SourcePanel.Show(2,410140011)	0.6	1	5000	999	999	999	999	999	999	999	999	999	999	1	70007300	0	0	0
740000012	1	2星醒狮	4	141	0	46	20	100001	9999058	item97_002	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	36040	1	10000	10000	0	0	0	0	33030	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	400121	400122	400123	400120	4	1001	30003614	0	410140011	410400001	6	40564	1	410900300	1000	740000012	0	<color=#3f2a35>类型：</color><color=#625260>攻击-2星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>可升星灵宠，单体输出</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战、攻击相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合尚书类任务</color>\n<color=#9b835d>恭贺新年，纳福报喜</color>	SourcePanel.Show(2,410140012)	0.6	0	5000	999	999	999	999	999	999	999	999	999	999	2	70007300	0	0	0
740000013	1	3星醒狮	4	141	0	46	20	100001	9999058	item97_002	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	36040	1	10000	10000	0	0	0	0	33030	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	400131	400132	400133	400130	5	1001	30003614	0	410140011	410400001	6	40564	1	410900300	1000	740000013	0	<color=#3f2a35>类型：</color><color=#625260>攻击-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>可升星灵宠，单体输出</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战、攻击相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合尚书类任务</color>\n<color=#9b835d>恭贺新年，纳福报喜</color>	SourcePanel.Show(2,410140013)	0.6	0	5000	999	999	999	999	999	999	999	999	999	999	3	70007300	0	0	0
740000014	1	4星醒狮	4	141	0	46	20	100001	9999058	item97_002	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	36040	1	10000	10000	0	0	0	0	33070	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	400141	400142	400143	400140	5	1001	30003614	0	410140011	410400001	8	40564	1	410900300	1000	740000014	0	<color=#3f2a35>类型：</color><color=#625260>攻击-4星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>可升星灵宠，单体输出</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战、攻击相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合尚书类任务</color>\n<color=#9b835d>恭贺新年，纳福报喜</color>	SourcePanel.Show(2,410140014)	0.6	0	5000	999	999	999	999	999	999	999	999	999	999	4	70007300	0	0	0
740000015	1	5星醒狮	4	141	0	46	20	100001	9999058	item97_002	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	33070	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	400151	400152	400153	400150	5	1001	30003614	0	410140011	410400001	8	40564	1	410900300	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>攻击-5星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>满星灵宠，单体输出</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战、攻击相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合尚书类任务</color>\n<color=#9b835d>恭贺新年，纳福报喜</color>	SourcePanel.Show(2,410140015)	0.6	1	5000	999	999	999	999	999	999	999	999	999	999	5	70007300	0	0	0
740000021	1	1星爱神	4	131	0	47	20	100001	9999059	item97_006	char_ai_001	11006	0	0	0	9999	0	410600000	15	500	40542	1000	10302	1	10000	10000	0	0	0	0	36030	1	10000	10000	0	0	0	0	35010	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	400211	400212	400213	400210	4	1001	30003614	0	410140021	410400001	6	40564	2	410900300	1000	740000021	0	<color=#3f2a35>类型：</color><color=#625260>防御-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>可升星灵宠，嘲讽、坦克</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战、防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合尚书类任务</color>\n<color=#9b835d>给我你的爱</color>	SourcePanel.Show(2,410140021)	0.6	1	5000	999	999	999	999	999	999	999	999	999	999	1	70007300	0	0	0
740000022	1	2星爱神	4	131	0	47	20	100001	9999059	item97_006	char_ai_001	11006	0	0	0	9999	0	410600000	15	500	40542	1000	10302	1	10000	10000	0	0	0	0	36030	1	10000	10000	0	0	0	0	35010	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	400221	400222	400223	400220	4	1001	30003614	0	410140021	410400001	6	40564	2	410900300	1000	740000022	0	<color=#3f2a35>类型：</color><color=#625260>防御-2星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>可升星灵宠，嘲讽、坦克</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战、防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合尚书类任务</color>\n<color=#9b835d>给我你的爱</color>	SourcePanel.Show(2,410140022)	0.6	0	5000	999	999	999	999	999	999	999	999	999	999	2	70007300	0	0	0
740000023	1	3星爱神	4	131	0	47	20	100001	9999059	item97_006	char_ai_001	11006	0	0	0	9999	0	410600000	15	500	40542	1000	10302	1	10000	10000	0	0	0	0	36030	1	10000	10000	0	0	0	0	35010	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	400231	400232	400233	400230	5	1001	30003614	0	410140021	410400001	6	40564	2	410900300	1000	740000023	0	<color=#3f2a35>类型：</color><color=#625260>防御-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>可升星灵宠，嘲讽、坦克</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战、防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合尚书类任务</color>\n<color=#9b835d>给我你的爱</color>	SourcePanel.Show(2,410140023)	0.6	0	5000	999	999	999	999	999	999	999	999	999	999	3	70007300	0	0	0
740000024	1	4星爱神	4	131	0	47	20	100001	9999059	item97_006	char_ai_001	11006	0	0	0	9999	0	410600000	15	500	40542	1000	10302	1	10000	10000	0	0	0	0	36030	1	10000	10000	0	0	0	0	35030	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	400241	400242	400243	400240	5	1001	30003614	0	410140021	410400001	8	40564	2	410900300	1000	740000024	0	<color=#3f2a35>类型：</color><color=#625260>防御-4星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>可升星灵宠，嘲讽、坦克</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战、防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合尚书类任务</color>\n<color=#9b835d>给我你的爱</color>	SourcePanel.Show(2,410140024)	0.6	0	5000	999	999	999	999	999	999	999	999	999	999	4	70007300	0	0	0
740000025	1	5星爱神	4	131	0	47	20	100001	9999059	item97_006	char_ai_001	11006	0	0	0	9999	0	410600000	15	500	40542	1000	10302	1	10000	10000	0	0	0	0	36050	1	10000	10000	0	0	0	0	35030	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	400251	400252	400253	400250	5	1001	30003614	0	410140021	410400001	8	40564	2	410900300	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>防御-5星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>满星灵宠，嘲讽、坦克</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战、防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合尚书类任务</color>\n<color=#9b835d>给我你的爱</color>	SourcePanel.Show(2,410140025)	0.6	1	5000	999	999	999	999	999	999	999	999	999	999	5	70007300	0	0	0
740000101	1	变异牛魔王	4	141	0	26	20	100001	9999049	partner00_614	char_ai_001	11002	0	0	0	9999	0	410600000	5	500	40531	1000	10301	1	10000	10000	0	0	0	0	31050	1	10000	10000	0	0	0	0	37040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	401011	401012	401013	400310	4	1001	30003614	0	410140002	410400001	6	40564	1	410900300	1000	740000101	0	<color=#3f2a35>类型：</color><color=#625260>攻击-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻击型灵宠，单体攻击</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、攻击位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>哞！哞！要热烈的抱抱！</color>	SourcePanel.Show(2,410140101)	1	1	1000	999	999	999	999	999	999	999	999	999	999	1	0	0	0	0
740000102	1	2星变异牛魔王	4	141	0	26	20	100001	9999049	partner00_614	char_ai_001	11002	0	0	0	9999	0	410600000	5	500	40531	1000	10301	1	10000	10000	0	0	0	0	31050	1	10000	10000	0	0	0	0	37040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	401021	401022	401023	400320	4	1001	30003614	0	410140002	410400001	6	40564	1	410900300	1000	740000102	0	<color=#3f2a35>类型：</color><color=#625260>攻击-2星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻击型灵宠，单体攻击</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、攻击位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>哞！哞！要热烈的抱抱！</color>	SourcePanel.Show(2,410140102)	1	0	1000	999	999	999	999	999	999	999	999	999	999	2	0	0	0	0
