任务池ID	任务池副键	有效标志位	无用·状态限制ID（该字段没用，别自动多情了）	任务ID	随机到的概率（相对概率）	接取任务NPCtype_id	接取任务map_id（这类任务在可接或是可交时，会先跳到该地图再寻路到指定NPC）	池名字	描述	接任务坐标x	接任务坐标y	接任务坐标z	所属环id	任务类型(0主线，1支线，2日常，3课程表，4伙伴，5学院，6指引，7帮派工资，8帮派任务1，9帮派任务2，10帮派任务3，11帮派任务4，12帮派任务5,14奇遇任务(指引型),15奇遇任务(选择型)）
4300	48	1	91000706	4348	5000	0	0	[奇]浪客剑心	天降奇缘，请做出你的选择	0	0	0	0	15
4300	49	1	91000707	4349	5000	0	0	[奇]浪客剑心	天降奇缘，请做出你的选择	0	0	0	0	15
4300	50	1	91000708	4350	5000	0	0	[奇]浪客剑心	天降奇缘，请做出你的选择	0	0	0	0	15
4300	51	1	91000701	4351	5000	0	0	[奇]奇门遁甲	天降奇缘，请做出你的选择	0	0	0	0	15
4300	52	1	91000702	4352	5000	0	0	[奇]奇门遁甲	天降奇缘，请做出你的选择	0	0	0	0	15
4300	53	1	91000703	4353	5000	0	0	[奇]奇门遁甲	天降奇缘，请做出你的选择	0	0	0	0	15
4300	54	1	91000704	4354	5000	0	0	[奇]奇门遁甲	天降奇缘，请做出你的选择	0	0	0	0	15
4300	55	1	91000705	4355	5000	0	0	[奇]奇门遁甲	天降奇缘，请做出你的选择	0	0	0	0	15
4300	56	1	91000706	4356	5000	0	0	[奇]奇门遁甲	天降奇缘，请做出你的选择	0	0	0	0	15
4300	57	1	91000707	4357	5000	0	0	[奇]奇门遁甲	天降奇缘，请做出你的选择	0	0	0	0	15
4300	58	1	91000708	4358	5000	0	0	[奇]奇门遁甲	天降奇缘，请做出你的选择	0	0	0	0	15
4300	59	1	91000701	4359	5000	0	0	[奇]千姿之术	天降奇缘，请做出你的选择	0	0	0	0	15
4300	60	1	91000702	4360	5000	0	0	[奇]千姿之术	天降奇缘，请做出你的选择	0	0	0	0	15
4300	61	1	91000703	4361	5000	0	0	[奇]千姿之术	天降奇缘，请做出你的选择	0	0	0	0	15
4300	62	1	91000704	4362	5000	0	0	[奇]千姿之术	天降奇缘，请做出你的选择	0	0	0	0	15
4300	63	1	91000705	4363	5000	0	0	[奇]千姿之术	天降奇缘，请做出你的选择	0	0	0	0	15
4300	64	1	91000706	4364	5000	0	0	[奇]千姿之术	天降奇缘，请做出你的选择	0	0	0	0	15
4300	65	1	91000707	4365	5000	0	0	[奇]千姿之术	天降奇缘，请做出你的选择	0	0	0	0	15
4300	66	1	91000708	4366	5000	0	0	[奇]千姿之术	天降奇缘，请做出你的选择	0	0	0	0	15
4300	67	1	91000701	4367	5000	0	0	[奇]医圣云逍	天降奇缘，请做出你的选择	0	0	0	0	15
4300	68	1	91000702	4368	5000	0	0	[奇]医圣云逍	天降奇缘，请做出你的选择	0	0	0	0	15
4300	69	1	91000703	4369	5000	0	0	[奇]医圣云逍	天降奇缘，请做出你的选择	0	0	0	0	15
4300	70	1	91000704	4370	5000	0	0	[奇]医圣云逍	天降奇缘，请做出你的选择	0	0	0	0	15
4300	71	1	91000705	4371	5000	0	0	[奇]医圣云逍	天降奇缘，请做出你的选择	0	0	0	0	15
4300	72	1	91000706	4372	5000	0	0	[奇]医圣云逍	天降奇缘，请做出你的选择	0	0	0	0	15
4300	73	1	91000707	4373	5000	0	0	[奇]医圣云逍	天降奇缘，请做出你的选择	0	0	0	0	15
4300	74	1	91000708	4374	5000	0	0	[奇]医圣云逍	天降奇缘，请做出你的选择	0	0	0	0	15
4300	75	1	91000701	4375	5000	0	0	[奇]小人谗言	天降奇缘，请做出你的选择	0	0	0	0	15
4300	76	1	91000702	4376	5000	0	0	[奇]小人谗言	天降奇缘，请做出你的选择	0	0	0	0	15
4300	77	1	91000703	4377	5000	0	0	[奇]小人谗言	天降奇缘，请做出你的选择	0	0	0	0	15
4300	78	1	91000704	4378	5000	0	0	[奇]小人谗言	天降奇缘，请做出你的选择	0	0	0	0	15
4300	79	1	91000705	4379	5000	0	0	[奇]小人谗言	天降奇缘，请做出你的选择	0	0	0	0	15
4300	80	1	91000706	4380	5000	0	0	[奇]小人谗言	天降奇缘，请做出你的选择	0	0	0	0	15
4300	81	1	91000707	4381	5000	0	0	[奇]小人谗言	天降奇缘，请做出你的选择	0	0	0	0	15
4300	82	1	91000708	4382	5000	0	0	[奇]小人谗言	天降奇缘，请做出你的选择	0	0	0	0	15
4300	83	1	91000701	4383	5000	0	0	[奇]百眼灵泉	天降奇缘，请做出你的选择	0	0	0	0	15
4300	84	1	91000702	4384	5000	0	0	[奇]百眼灵泉	天降奇缘，请做出你的选择	0	0	0	0	15
4300	85	1	91000703	4385	5000	0	0	[奇]百眼灵泉	天降奇缘，请做出你的选择	0	0	0	0	15
4300	86	1	91000704	4386	5000	0	0	[奇]百眼灵泉	天降奇缘，请做出你的选择	0	0	0	0	15
4300	87	1	91000705	4387	5000	0	0	[奇]百眼灵泉	天降奇缘，请做出你的选择	0	0	0	0	15
4300	88	1	91000706	4388	5000	0	0	[奇]百眼灵泉	天降奇缘，请做出你的选择	0	0	0	0	15
4300	89	1	91000707	4389	5000	0	0	[奇]百眼灵泉	天降奇缘，请做出你的选择	0	0	0	0	15
4300	90	1	91000708	4390	5000	0	0	[奇]百眼灵泉	天降奇缘，请做出你的选择	0	0	0	0	15
4300	91	1	91000701	4391	5000	0	0	[奇]紫金葫芦	天降奇缘，请做出你的选择	0	0	0	0	15
4300	92	1	91000702	4392	5000	0	0	[奇]紫金葫芦	天降奇缘，请做出你的选择	0	0	0	0	15
4300	93	1	91000703	4393	5000	0	0	[奇]紫金葫芦	天降奇缘，请做出你的选择	0	0	0	0	15
4300	94	1	91000704	4394	5000	0	0	[奇]紫金葫芦	天降奇缘，请做出你的选择	0	0	0	0	15
4300	95	1	91000705	4395	5000	0	0	[奇]紫金葫芦	天降奇缘，请做出你的选择	0	0	0	0	15
4300	96	1	91000706	4396	5000	0	0	[奇]紫金葫芦	天降奇缘，请做出你的选择	0	0	0	0	15
4300	97	1	91000707	4397	5000	0	0	[奇]紫金葫芦	天降奇缘，请做出你的选择	0	0	0	0	15
4300	98	1	91000708	4398	5000	0	0	[奇]紫金葫芦	天降奇缘，请做出你的选择	0	0	0	0	15
4300	99	1	0	4399	5000	0	0	[奇]新船	天降奇缘，请做出你的选择	0	0	0	0	15
4400	0	1	0	4400	5000	0	0	[奇]灵蝶闪现	天降奇缘，请做出你的选择	0	0	0	0	15
4400	1	1	91000701	4401	5000	0	0	[奇]水上行舟	天降奇缘，请做出你的选择	0	0	0	0	15
4400	2	1	91000702	4402	5000	0	0	[奇]水上行舟	天降奇缘，请做出你的选择	0	0	0	0	15
4400	3	1	91000703	4403	5000	0	0	[奇]水上行舟	天降奇缘，请做出你的选择	0	0	0	0	15
4400	4	1	91000704	4404	5000	0	0	[奇]水上行舟	天降奇缘，请做出你的选择	0	0	0	0	15
4400	5	1	91000705	4405	5000	0	0	[奇]水上行舟	天降奇缘，请做出你的选择	0	0	0	0	15
4400	6	1	91000706	4406	5000	0	0	[奇]水上行舟	天降奇缘，请做出你的选择	0	0	0	0	15
4400	7	1	91000707	4407	5000	0	0	[奇]水上行舟	天降奇缘，请做出你的选择	0	0	0	0	15
4400	8	1	91000708	4408	5000	0	0	[奇]水上行舟	天降奇缘，请做出你的选择	0	0	0	0	15
4400	9	1	91000701	4409	5000	0	0	[奇]春秋大家	天降奇缘，请做出你的选择	0	0	0	0	15
4400	10	1	91000702	4410	5000	0	0	[奇]春秋大家	天降奇缘，请做出你的选择	0	0	0	0	15
4400	11	1	91000703	4411	5000	0	0	[奇]春秋大家	天降奇缘，请做出你的选择	0	0	0	0	15
4400	12	1	91000704	4412	5000	0	0	[奇]春秋大家	天降奇缘，请做出你的选择	0	0	0	0	15
4400	13	1	91000705	4413	5000	0	0	[奇]春秋大家	天降奇缘，请做出你的选择	0	0	0	0	15
4400	14	1	91000706	4414	5000	0	0	[奇]春秋大家	天降奇缘，请做出你的选择	0	0	0	0	15
4400	15	1	91000707	4415	5000	0	0	[奇]春秋大家	天降奇缘，请做出你的选择	0	0	0	0	15
4400	16	1	91000708	4416	5000	0	0	[奇]春秋大家	天降奇缘，请做出你的选择	0	0	0	0	15
4400	17	1	91000701	4417	5000	0	0	[奇]山水之乐	天降奇缘，请做出你的选择	0	0	0	0	15
4400	18	1	91000702	4418	5000	0	0	[奇]山水之乐	天降奇缘，请做出你的选择	0	0	0	0	15
4400	19	1	91000703	4419	5000	0	0	[奇]山水之乐	天降奇缘，请做出你的选择	0	0	0	0	15
4400	20	1	91000704	4420	5000	0	0	[奇]山水之乐	天降奇缘，请做出你的选择	0	0	0	0	15
4400	21	1	91000705	4421	5000	0	0	[奇]山水之乐	天降奇缘，请做出你的选择	0	0	0	0	15
4400	22	1	91000706	4422	5000	0	0	[奇]山水之乐	天降奇缘，请做出你的选择	0	0	0	0	15
4400	23	1	91000707	4423	5000	0	0	[奇]山水之乐	天降奇缘，请做出你的选择	0	0	0	0	15
4400	24	1	91000708	4424	5000	0	0	[奇]山水之乐	天降奇缘，请做出你的选择	0	0	0	0	15
4400	25	1	0	4425	5000	0	0	[奇]挚爱之礼	天降奇缘，请做出你的选择	0	0	0	0	15
4400	26	1	91000701	4426	5000	0	0	[奇]石上刻记	天降奇缘，请做出你的选择	0	0	0	0	15
4400	27	1	91000702	4427	5000	0	0	[奇]石上刻记	天降奇缘，请做出你的选择	0	0	0	0	15
4400	28	1	91000703	4428	5000	0	0	[奇]石上刻记	天降奇缘，请做出你的选择	0	0	0	0	15
4400	29	1	91000704	4429	5000	0	0	[奇]石上刻记	天降奇缘，请做出你的选择	0	0	0	0	15
4400	30	1	91000705	4430	5000	0	0	[奇]石上刻记	天降奇缘，请做出你的选择	0	0	0	0	15
4400	31	1	91000706	4431	5000	0	0	[奇]石上刻记	天降奇缘，请做出你的选择	0	0	0	0	15
4400	32	1	91000707	4432	5000	0	0	[奇]石上刻记	天降奇缘，请做出你的选择	0	0	0	0	15
4400	33	1	91000708	4433	5000	0	0	[奇]石上刻记	天降奇缘，请做出你的选择	0	0	0	0	15
4400	34	1	91000701	4434	5000	0	0	[奇]三月秘闻	天降奇缘，请做出你的选择	0	0	0	0	15
4400	35	1	91000702	4435	5000	0	0	[奇]三月秘闻	天降奇缘，请做出你的选择	0	0	0	0	15
4400	36	1	91000703	4436	5000	0	0	[奇]三月秘闻	天降奇缘，请做出你的选择	0	0	0	0	15
4400	37	1	91000704	4437	5000	0	0	[奇]三月秘闻	天降奇缘，请做出你的选择	0	0	0	0	15
4400	38	1	91000705	4438	5000	0	0	[奇]三月秘闻	天降奇缘，请做出你的选择	0	0	0	0	15
4400	39	1	91000706	4439	5000	0	0	[奇]三月秘闻	天降奇缘，请做出你的选择	0	0	0	0	15
4400	40	1	91000707	4440	5000	0	0	[奇]三月秘闻	天降奇缘，请做出你的选择	0	0	0	0	15
4400	41	1	91000708	4441	5000	0	0	[奇]三月秘闻	天降奇缘，请做出你的选择	0	0	0	0	15
4400	42	1	91000701	4442	5000	0	0	[奇]祖传宝剑	天降奇缘，请做出你的选择	0	0	0	0	15
4400	43	1	91000702	4443	5000	0	0	[奇]祖传宝剑	天降奇缘，请做出你的选择	0	0	0	0	15
4400	44	1	91000703	4444	5000	0	0	[奇]祖传宝剑	天降奇缘，请做出你的选择	0	0	0	0	15
4400	45	1	91000704	4445	5000	0	0	[奇]祖传宝剑	天降奇缘，请做出你的选择	0	0	0	0	15
4400	46	1	91000705	4446	5000	0	0	[奇]祖传宝剑	天降奇缘，请做出你的选择	0	0	0	0	15
4400	47	1	91000706	4447	5000	0	0	[奇]祖传宝剑	天降奇缘，请做出你的选择	0	0	0	0	15
4400	48	1	91000707	4448	5000	0	0	[奇]祖传宝剑	天降奇缘，请做出你的选择	0	0	0	0	15
4400	49	1	91000708	4449	5000	0	0	[奇]祖传宝剑	天降奇缘，请做出你的选择	0	0	0	0	15
4400	50	1	91000701	4450	5000	0	0	[奇]发病老人	天降奇缘，请做出你的选择	0	0	0	0	15
4400	51	1	91000702	4451	5000	0	0	[奇]发病老人	天降奇缘，请做出你的选择	0	0	0	0	15
4400	52	1	91000703	4452	5000	0	0	[奇]发病老人	天降奇缘，请做出你的选择	0	0	0	0	15
4400	53	1	91000704	4453	5000	0	0	[奇]发病老人	天降奇缘，请做出你的选择	0	0	0	0	15
4400	54	1	91000705	4454	5000	0	0	[奇]发病老人	天降奇缘，请做出你的选择	0	0	0	0	15
4400	55	1	91000706	4455	5000	0	0	[奇]发病老人	天降奇缘，请做出你的选择	0	0	0	0	15
4400	56	1	91000707	4456	5000	0	0	[奇]发病老人	天降奇缘，请做出你的选择	0	0	0	0	15
4400	57	1	91000708	4457	5000	0	0	[奇]发病老人	天降奇缘，请做出你的选择	0	0	0	0	15
4400	58	1	91000701	4458	5000	0	0	[奇]合体之术	天降奇缘，请做出你的选择	0	0	0	0	15
4400	59	1	91000702	4459	5000	0	0	[奇]合体之术	天降奇缘，请做出你的选择	0	0	0	0	15
4400	60	1	91000703	4460	5000	0	0	[奇]合体之术	天降奇缘，请做出你的选择	0	0	0	0	15
4400	61	1	91000704	4461	5000	0	0	[奇]合体之术	天降奇缘，请做出你的选择	0	0	0	0	15
4400	62	1	91000705	4462	5000	0	0	[奇]合体之术	天降奇缘，请做出你的选择	0	0	0	0	15
4400	63	1	91000706	4463	5000	0	0	[奇]合体之术	天降奇缘，请做出你的选择	0	0	0	0	15
4400	64	1	91000707	4464	5000	0	0	[奇]合体之术	天降奇缘，请做出你的选择	0	0	0	0	15
4400	65	1	91000708	4465	5000	0	0	[奇]合体之术	天降奇缘，请做出你的选择	0	0	0	0	15
4400	66	1	91000701	4466	5000	0	0	[奇]外星来访	天降奇缘，请做出你的选择	0	0	0	0	15
4400	67	1	91000702	4467	5000	0	0	[奇]外星来访	天降奇缘，请做出你的选择	0	0	0	0	15
4400	68	1	91000703	4468	5000	0	0	[奇]外星来访	天降奇缘，请做出你的选择	0	0	0	0	15
4400	69	1	91000704	4469	5000	0	0	[奇]外星来访	天降奇缘，请做出你的选择	0	0	0	0	15
4400	70	1	91000705	4470	5000	0	0	[奇]外星来访	天降奇缘，请做出你的选择	0	0	0	0	15
4400	71	1	91000706	4471	5000	0	0	[奇]外星来访	天降奇缘，请做出你的选择	0	0	0	0	15
4400	72	1	91000707	4472	5000	0	0	[奇]外星来访	天降奇缘，请做出你的选择	0	0	0	0	15
4400	73	1	91000708	4473	5000	0	0	[奇]外星来访	天降奇缘，请做出你的选择	0	0	0	0	15
4400	74	1	91000701	4474	5000	0	0	[奇]天下双美	天降奇缘，请做出你的选择	0	0	0	0	15
4400	75	1	91000702	4475	5000	0	0	[奇]天下双美	天降奇缘，请做出你的选择	0	0	0	0	15
4400	76	1	91000703	4476	5000	0	0	[奇]天下双美	天降奇缘，请做出你的选择	0	0	0	0	15
4400	77	1	91000704	4477	5000	0	0	[奇]天下双美	天降奇缘，请做出你的选择	0	0	0	0	15
4400	78	1	91000705	4478	5000	0	0	[奇]天下双美	天降奇缘，请做出你的选择	0	0	0	0	15
4400	79	1	91000706	4479	5000	0	0	[奇]天下双美	天降奇缘，请做出你的选择	0	0	0	0	15
4400	80	1	91000707	4480	5000	0	0	[奇]天下双美	天降奇缘，请做出你的选择	0	0	0	0	15
4400	81	1	91000708	4481	5000	0	0	[奇]天下双美	天降奇缘，请做出你的选择	0	0	0	0	15
4400	82	1	91000701	4482	5000	0	0	[奇]上古神像	天降奇缘，请做出你的选择	0	0	0	0	15
4400	83	1	91000702	4483	5000	0	0	[奇]上古神像	天降奇缘，请做出你的选择	0	0	0	0	15
4400	84	1	91000703	4484	5000	0	0	[奇]上古神像	天降奇缘，请做出你的选择	0	0	0	0	15
4400	85	1	91000704	4485	5000	0	0	[奇]上古神像	天降奇缘，请做出你的选择	0	0	0	0	15
4400	86	1	91000705	4486	5000	0	0	[奇]上古神像	天降奇缘，请做出你的选择	0	0	0	0	15
4400	87	1	91000706	4487	5000	0	0	[奇]上古神像	天降奇缘，请做出你的选择	0	0	0	0	15
4400	88	1	91000707	4488	5000	0	0	[奇]上古神像	天降奇缘，请做出你的选择	0	0	0	0	15
4400	89	1	91000708	4489	5000	0	0	[奇]上古神像	天降奇缘，请做出你的选择	0	0	0	0	15
4400	90	1	91000701	4490	5000	0	0	[奇]古文奇书	天降奇缘，请做出你的选择	0	0	0	0	15
4400	91	1	91000702	4491	5000	0	0	[奇]古文奇书	天降奇缘，请做出你的选择	0	0	0	0	15
4400	92	1	91000703	4492	5000	0	0	[奇]古文奇书	天降奇缘，请做出你的选择	0	0	0	0	15
4400	93	1	91000704	4493	5000	0	0	[奇]古文奇书	天降奇缘，请做出你的选择	0	0	0	0	15
4400	94	1	91000705	4494	5000	0	0	[奇]古文奇书	天降奇缘，请做出你的选择	0	0	0	0	15
4400	95	1	91000706	4495	5000	0	0	[奇]古文奇书	天降奇缘，请做出你的选择	0	0	0	0	15
4400	96	1	91000707	4496	5000	0	0	[奇]古文奇书	天降奇缘，请做出你的选择	0	0	0	0	15
4400	97	1	91000708	4497	5000	0	0	[奇]古文奇书	天降奇缘，请做出你的选择	0	0	0	0	15
4400	98	1	0	4498	5000	0	0	[奇]刀形铜币	天降奇缘，请做出你的选择	0	0	0	0	15
4400	99	1	0	4499	5000	0	0	[奇]百鬼夜行	天降奇缘，请做出你的选择	0	0	0	0	15
4500	0	1	91000701	4500	5000	0	0	[奇]万魔噬天	天降奇缘，请做出你的选择	0	0	0	0	15
4500	1	1	91000702	4501	5000	0	0	[奇]万魔噬天	天降奇缘，请做出你的选择	0	0	0	0	15
4500	2	1	91000703	4502	5000	0	0	[奇]万魔噬天	天降奇缘，请做出你的选择	0	0	0	0	15
4500	3	1	91000704	4503	5000	0	0	[奇]万魔噬天	天降奇缘，请做出你的选择	0	0	0	0	15
4500	4	1	91000705	4504	5000	0	0	[奇]万魔噬天	天降奇缘，请做出你的选择	0	0	0	0	15
4500	5	1	91000706	4505	5000	0	0	[奇]万魔噬天	天降奇缘，请做出你的选择	0	0	0	0	15
4500	6	1	91000707	4506	5000	0	0	[奇]万魔噬天	天降奇缘，请做出你的选择	0	0	0	0	15
4500	7	1	91000708	4507	5000	0	0	[奇]万魔噬天	天降奇缘，请做出你的选择	0	0	0	0	15
4500	8	1	91000701	4508	5000	0	0	[奇]深海巨鱿	天降奇缘，请做出你的选择	0	0	0	0	15
4500	9	1	91000702	4509	5000	0	0	[奇]深海巨鱿	天降奇缘，请做出你的选择	0	0	0	0	15
4500	10	1	91000703	4510	5000	0	0	[奇]深海巨鱿	天降奇缘，请做出你的选择	0	0	0	0	15
4500	11	1	91000704	4511	5000	0	0	[奇]深海巨鱿	天降奇缘，请做出你的选择	0	0	0	0	15
4500	12	1	91000705	4512	5000	0	0	[奇]深海巨鱿	天降奇缘，请做出你的选择	0	0	0	0	15
4500	13	1	91000706	4513	5000	0	0	[奇]深海巨鱿	天降奇缘，请做出你的选择	0	0	0	0	15
4500	14	1	91000707	4514	5000	0	0	[奇]深海巨鱿	天降奇缘，请做出你的选择	0	0	0	0	15
4500	15	1	91000708	4515	5000	0	0	[奇]深海巨鱿	天降奇缘，请做出你的选择	0	0	0	0	15
4500	16	1	91000701	4516	5000	0	0	[奇]怀抱之人	天降奇缘，请做出你的选择	0	0	0	0	15
4500	17	1	91000702	4517	5000	0	0	[奇]怀抱之人	天降奇缘，请做出你的选择	0	0	0	0	15
4500	18	1	91000703	4518	5000	0	0	[奇]怀抱之人	天降奇缘，请做出你的选择	0	0	0	0	15
4500	19	1	91000704	4519	5000	0	0	[奇]怀抱之人	天降奇缘，请做出你的选择	0	0	0	0	15
4500	20	1	91000705	4520	5000	0	0	[奇]怀抱之人	天降奇缘，请做出你的选择	0	0	0	0	15
4500	21	1	91000706	4521	5000	0	0	[奇]怀抱之人	天降奇缘，请做出你的选择	0	0	0	0	15
4500	22	1	91000707	4522	5000	0	0	[奇]怀抱之人	天降奇缘，请做出你的选择	0	0	0	0	15
4500	23	1	91000708	4523	5000	0	0	[奇]怀抱之人	天降奇缘，请做出你的选择	0	0	0	0	15
4500	24	1	0	4524	5000	0	0	[奇]血海冥河	天降奇缘，请做出你的选择	0	0	0	0	15
4500	25	1	91000701	4525	5000	0	0	[奇]流浪修士	天降奇缘，请做出你的选择	0	0	0	0	15
4500	26	1	91000702	4526	5000	0	0	[奇]流浪修士	天降奇缘，请做出你的选择	0	0	0	0	15
4500	27	1	91000703	4527	5000	0	0	[奇]流浪修士	天降奇缘，请做出你的选择	0	0	0	0	15
4500	28	1	91000704	4528	5000	0	0	[奇]流浪修士	天降奇缘，请做出你的选择	0	0	0	0	15
4500	29	1	91000705	4529	5000	0	0	[奇]流浪修士	天降奇缘，请做出你的选择	0	0	0	0	15
4500	30	1	91000706	4530	5000	0	0	[奇]流浪修士	天降奇缘，请做出你的选择	0	0	0	0	15
4500	31	1	91000707	4531	5000	0	0	[奇]流浪修士	天降奇缘，请做出你的选择	0	0	0	0	15
4500	32	1	91000708	4532	5000	0	0	[奇]流浪修士	天降奇缘，请做出你的选择	0	0	0	0	15
4500	33	1	91000701	4533	5000	0	0	[奇]三字真言	天降奇缘，请做出你的选择	0	0	0	0	15
4500	34	1	91000702	4534	5000	0	0	[奇]三字真言	天降奇缘，请做出你的选择	0	0	0	0	15
4500	35	1	91000703	4535	5000	0	0	[奇]三字真言	天降奇缘，请做出你的选择	0	0	0	0	15
4500	36	1	91000704	4536	5000	0	0	[奇]三字真言	天降奇缘，请做出你的选择	0	0	0	0	15
4500	37	1	91000705	4537	5000	0	0	[奇]三字真言	天降奇缘，请做出你的选择	0	0	0	0	15
4500	38	1	91000706	4538	5000	0	0	[奇]三字真言	天降奇缘，请做出你的选择	0	0	0	0	15
4500	39	1	91000707	4539	5000	0	0	[奇]三字真言	天降奇缘，请做出你的选择	0	0	0	0	15
4500	40	1	91000708	4540	5000	0	0	[奇]三字真言	天降奇缘，请做出你的选择	0	0	0	0	15
4500	41	1	91000701	4541	5000	0	0	[奇]神匠	天降奇缘，请做出你的选择	0	0	0	0	15
4500	42	1	91000702	4542	5000	0	0	[奇]神匠	天降奇缘，请做出你的选择	0	0	0	0	15
4500	43	1	91000703	4543	5000	0	0	[奇]神匠	天降奇缘，请做出你的选择	0	0	0	0	15
4500	44	1	91000704	4544	5000	0	0	[奇]神匠	天降奇缘，请做出你的选择	0	0	0	0	15
4500	45	1	91000705	4545	5000	0	0	[奇]神匠	天降奇缘，请做出你的选择	0	0	0	0	15
4500	46	1	91000706	4546	5000	0	0	[奇]神匠	天降奇缘，请做出你的选择	0	0	0	0	15
4500	47	1	91000707	4547	5000	0	0	[奇]神匠	天降奇缘，请做出你的选择	0	0	0	0	15
4500	48	1	91000708	4548	5000	0	0	[奇]神匠	天降奇缘，请做出你的选择	0	0	0	0	15
4500	49	1	91000701	4549	5000	0	0	[奇]幻林异果	天降奇缘，请做出你的选择	0	0	0	0	15
4500	50	1	91000702	4550	5000	0	0	[奇]幻林异果	天降奇缘，请做出你的选择	0	0	0	0	15
4500	51	1	91000703	4551	5000	0	0	[奇]幻林异果	天降奇缘，请做出你的选择	0	0	0	0	15
4500	52	1	91000704	4552	5000	0	0	[奇]幻林异果	天降奇缘，请做出你的选择	0	0	0	0	15
4500	53	1	91000705	4553	5000	0	0	[奇]幻林异果	天降奇缘，请做出你的选择	0	0	0	0	15
4500	54	1	91000706	4554	5000	0	0	[奇]幻林异果	天降奇缘，请做出你的选择	0	0	0	0	15
4500	55	1	91000707	4555	5000	0	0	[奇]幻林异果	天降奇缘，请做出你的选择	0	0	0	0	15
4500	56	1	91000708	4556	5000	0	0	[奇]幻林异果	天降奇缘，请做出你的选择	0	0	0	0	15
4500	57	1	91000701	4557	5000	0	0	[奇]三合殿食神	天降奇缘，请做出你的选择	0	0	0	0	15
4500	58	1	91000702	4558	5000	0	0	[奇]三合殿食神	天降奇缘，请做出你的选择	0	0	0	0	15
4500	59	1	91000703	4559	5000	0	0	[奇]三合殿食神	天降奇缘，请做出你的选择	0	0	0	0	15
4500	60	1	91000704	4560	5000	0	0	[奇]三合殿食神	天降奇缘，请做出你的选择	0	0	0	0	15
4500	61	1	91000705	4561	5000	0	0	[奇]三合殿食神	天降奇缘，请做出你的选择	0	0	0	0	15
4500	62	1	91000706	4562	5000	0	0	[奇]三合殿食神	天降奇缘，请做出你的选择	0	0	0	0	15
4500	63	1	91000707	4563	5000	0	0	[奇]三合殿食神	天降奇缘，请做出你的选择	0	0	0	0	15
4500	64	1	91000708	4564	5000	0	0	[奇]三合殿食神	天降奇缘，请做出你的选择	0	0	0	0	15
4901	0	1	91000708	4901	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	1	1	91000708	4902	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	2	1	91000708	4903	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	3	1	91000708	4904	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	4	1	91000708	4905	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	5	1	91000708	4906	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	6	1	91000708	4907	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	7	1	91000708	4908	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	8	1	91000708	4909	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	9	1	91000708	4910	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	10	1	91000708	4911	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	11	1	91000708	4912	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	12	1	91000708	4913	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	13	1	91000708	4914	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	14	1	91000708	4915	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	15	1	91000708	4916	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	16	1	91000708	4917	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	17	1	91000708	4918	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	18	1	91000708	4919	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	19	1	91000708	4920	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	20	1	91000708	4921	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	21	1	91000708	4922	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	22	1	91000708	4923	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	23	1	91000708	4924	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	24	1	91000708	4925	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	25	1	91000708	4926	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
