任务ID（1-1279为一次性任务）	有效标志位	子任务ID	任务类型（1正常模式，2客户端模式，指引、奇遇、全隐藏模式这几个待定）	任务模式（来源：1经文,2神树，3课程表，4剑池，5灵宠，6出国，7帮派工资，8帮派任务1，9帮派任务2，10帮派任务3，11帮派任务4，12帮派任务5，13修仙之路,14奇遇任务(指引型),15奇遇任务(选择型)，16师徒任务）	任务模式（时间：0一次性任务，1日常任务，2周常任务，3月常任务）	任务模式（接取来源-位域：0无，1NPC，2面板，4道具）	所属环ID	模式参数	领取任务状态限制表主键，填0则不会读取	消耗条件主键，填0则不会读取	奖励ID主键，填0则不会读取	任务名字	可接任务描述	已接任务描述	可交任务描述	整个任务描述	领取任务对白ID	提交任务对白ID	领取任务脚本ID	完成任务脚本ID	完成任务的模式：0表示或条件，1表示与条件（注意：如果是或条件的话，空条件类型的参数2要是1，否则会一接就完成的情况）	完成任务条件：（1杀怪，2通关副本，3完成成就，4境界要求，5诵读经文，6采集多少次，7是客户端采集，8获得道具，9完成次数限制，10装备加工，11技能加工，12由服务器通关客户端副本，13灵宠注入灵元几次，14提交名剑X次，15通关指定类型客户端副本X次<2为观灵阁，8是精英历练>，16获得经文残页X次，17等级提升，18参与指定类型副本，19每日通关封魔塔层数（重置也算）），20重铸卡牌（无用），21杀敌/助攻,22抽奖(参数1:1青铜,2白银,3黄金)，23悬赏（条件为0，进度为1），24好友个数（参数1：需要角色身上的好友数量，25客户端触发服务器进度，26帮派竞拍物品成功次数，27购买某个商店多少个物品  参数1：商店ID，28帮派分红多少元宝，29开启修炼，30打造装备，31灵宠招募，参数2次数，32升级宝石，参数2次数，33合成魂装，参数2次数，34精炼多少次，35卡牌重铸多少次，36卡牌洗练多少次，37灵宠培养，38灵宠重铸，39购买聚宝盆）	完成任务条件1参数1	完成任务条件1参数2	完成任务条件1参数3	任务条件1的描述	任务条件1触发的脚本	完成条件2	完成条件2参数1	完成条件2参数2	完成条件2参数3	完成条件2描述	完成条件2脚本	完成条件3	完成条件3参数1	完成条件3参数2	完成条件3参数3	完成条件3描述	完成条件3脚本	完成条件4	完成条件4参数1	完成条件4参数2	完成条件4参数3	完成条件4描述	完成条件4脚本	完成条件5	完成条件5参数1	完成条件5参数2	完成条件5参数3	完成条件5描述	完成条件5脚本	可重复次数（仅针对可循环任务）	接任务NPC（默认）	交任务NPC（默认）	接任务地图（默认公共地图及第一阵营）	交任务地图（默认公共地图及第一阵营）	任务预给奖励	任务回收ID（消耗ID）	状态限制ID（仅在这个状态内可提交）	任务类型(0主线，1支线，2日常，3课程表，4灵宠，5教院，6指引）	只能接一个任务	是否可放弃任务（0不可以，1可以）	师徒值邮件ID	奖励师德值	接任务NPCX坐标	接任务NPCY坐标	接任务NPCZ坐标	交任务NPCX坐标	交任务NPCY坐标	交任务NPCZ坐标	任务目标1npcid	任务目标1地图	任务目标1x	任务目标1y	任务目标1z	任务目标2npcid	任务目标2地图	任务目标2x	任务目标2y	任务目标2z	任务目标3npcid	任务目标3地图	任务目标3x	任务目标3y	任务目标3z	可提交时触发脚本ID	不自动去做	不自动去交	任务自动读秒（大于0的则为默认读秒时间，读秒仅用于自动领取任务和自动领取任务奖励，等于0则不自动读秒）	目标1寻路后触发脚本	目标2寻路后触发脚本	目标3寻路后触发脚本	任务显示优先级	是否显示特殊奖励	环任务脚本（仅用在环任务上，切记）	接任务NPC（阵营2）	接任务地图（第二阵营）	接任务NPCX坐标	接任务NPCY坐标	接任务NPCZ坐标	交任务NPC（阵营2）	交任务地图（第二阵营）	交任务NPCX坐标	交任务NPCY坐标	交任务NPCZ坐标	接任务NPC（阵营3）	接任务地图（第二阵营）	接任务NPCX坐标	接任务NPCY坐标	接任务NPCZ坐标	交任务NPC（阵营3）	交任务地图（第二阵营）	交任务NPCX坐标	交任务NPCY坐标	交任务NPCZ坐标	接任务上报	交任务上报 
1013	1	1012	1	0	0	0	0	0	10101301	0	10101301	神都龙故事	与神秘使者对话	空	点击领取奖励	从神秘使者那里了解神都传说中的龙，根据玄天思南显示第三块《长生诀》跟此有关。	0	101301	0	0	0	0	0	0	0	与神秘使者对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10019	0	10	0	0	0	0	0	0	0	0	0	0	0	515.96	341.87	702.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10019	10	515.96	341.87	702.01	0	0	0	0	0	10019	10	515.96	341.87	702.01	128000	128010
1012	1	1011	1	0	0	0	0	0	10101201	0	10101201	武官的指导	与忠武将军对话	空	点击领取奖励	忠武将军告诉我神都确实镇压了一条龙，这条龙的生命力是生平难得一见，屡败而不死。	0	101201	0	0	0	0	0	0	0	与忠武将军对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10151	0	10	0	0	0	0	0	0	0	0	0	0	0	503.3	352.3821	801.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10151	10	503.3	352.3821	801.4	0	0	0	0	0	10151	10	503.3	352.3821	801.4	128100	128110
1011	1	1008	1	0	0	0	0	0	10101101	0	10101101	太子妃的邀请	与龙妃芝芝对话	空	点击领取奖励	不知道刚刚大婚的太子妃找我有什么事。	0	101101	0	0	0	0	0	0	0	与龙妃芝芝对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036083	0	10	0	0	0	0	0	0	0	0	0	0	0	501.01	358.51	835.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	1036083	10	501.01	358.51	835.15	0	0	0	0	0	1036083	10	501.01	358.51	835.15	128200	128210
1008	1	1007	1	0	0	0	0	0	10100801	0	10100801	太子妃寻亲	与天魁神将对话	空	点击领取奖励	原来太子妃找我是想我帮她找一条失踪已久的龙，这条龙是她的妹妹。	0	100801	0	0	0	0	0	0	0	与天魁神将对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10098	0	10	0	0	0	0	0	0	0	0	0	0	0	509.3	358.84	845.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10098	10	509.3	358.84	845.1	0	0	0	0	0	10098	10	509.3	358.84	845.1	128300	128310
1007	1	1006	1	0	0	0	0	0	10100701	0	10100701	崇明的暗示	与崇明殿下对话	空	点击领取奖励	崇明殿下似乎知道一些线索，但是碍于他爷爷帝江的面子，不能直接告诉他的妻子，但是隐约给了一点提示给我。	0	100701	0	0	0	0	0	0	0	与崇明殿下对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10097	0	10	0	0	0	0	0	0	0	0	0	0	0	516.08	358.53	835.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10097	10	516.08	358.53	835.96	0	0	0	0	0	10097	10	516.08	358.53	835.96	128400	128410
1006	1	111	1	0	0	0	0	0	10100601	0	10100601	师父的线索	与师父对话	空	点击领取奖励	师父了解到事情的来龙去脉后，让我找一下小小，小小身为妖族一员，应该知道神都传闻中的龙。	0	100601	0	0	0	0	0	0	0	与师父对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011005	0	10	0	0	0	0	0	0	0	0	0	0	0	510.08	341.86	697.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	1011005	10	510.08	341.86	697.43	0	0	0	0	0	1011005	10	510.08	341.86	697.43	128500	128510
111	1	1242	2	0	0	0	0	0	10011101	0	10011101	第三块《长生诀》	与小小对话	空	点击领取奖励	小小知道我的来意之后告诉我可以去星月阁后山那里，而破虚石是觉醒神龙的关键。	0	0	0	0	1	1	10001	1	0	与小小对话	LogicScriptManager.TriggerScript(11101)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011005	10041	10	10	0	0	0	0	0	0	0	0	510.08	341.86	697.43	726.6	313.52	730.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	1011005	10	510.08	341.86	697.43	10041	10	726.6	313.52	730.7	1011005	10	510.08	341.86	697.43	10041	10	726.6	313.52	730.7	128600	128610
1242	1	112	2	0	0	0	0	0	10124201	0	10124201	锁龙潭	收集锁龙潭的线索	空	点击领取奖励	锁龙潭是千年前神鬼之战中遗留下来的，那时烛龙一族强盛一时，协助鬼王入侵人族，结果被广成子打败困于潭中。	0	0	0	0	1	1	10001	1	0	收集锁龙潭的线索	LogicScriptManager.TriggerScript(124201)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10021	0	10	0	0	0	0	0	0	0	0	0	750.55	313.77	701.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	10021	10	750.55	313.77	701.4	0	0	0	0	0	10021	10	750.55	313.77	701.4	0	0	0	0	0	128700	128710
112	1	1241	2	0	0	0	0	0	10011201	0	10011201	寻找传说的锁龙潭	寻找锁龙潭	空	点击领取奖励	传说广成子将一头寒晶龙锁在潭中，这潭中之水因为寒晶龙的缘故，变得极度寒冷却灵力充沛。	0	0	0	11203	1	1	10001	1	0	寻找锁龙桥	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	405.05	327.9894	700.6571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LogicScriptManager.TriggerScript(11202)	0	0	88888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128800	128810
1241	1	113	1	0	0	0	0	0	10124101	0	10124101	寒晶龙	击败狼妖并找到寒晶龙	空	点击领取奖励	人们一直以为只是一个传说，没想到竟然真的有一头寒晶龙困于这锁龙潭中，这千年一来不知道它是怎么活下来的。	0	0	0	0	1	12	6009	1	0	击败狼妖并找到寒晶龙	LogicScriptManager.TriggerScript(124101)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128900	128910
113	1	1240	2	0	0	0	0	0	10011301	0	10011301	《长生诀》的守护者	对话寒晶龙	空	点击领取奖励	八百年前广林子被十二大家族围困，逼其交出最后一块《长生诀》，却被鬼王干扰，使得帝江收集好八块散落世间。	0	0	0	0	1	1	10001	1	0	对话寒晶龙	LogicScriptManager.TriggerScript(11301)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129000	129010
1240	1	1239	2	0	0	0	0	0	10124001	0	10124001	魔族与龙族	对话音一	空	点击领取奖励	人们一直以为只是一个传说，没想到竟然真的有一头寒晶龙困于这锁龙潭中，这千年一来不知道它是怎么活下来的。	124001	0	0	0	0	0	0	0	0	对话音一	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011005	0	10	0	0	0	0	0	0	0	0	0	510.08	341.86	697.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	1011005	10	510.08	341.86	697.43	0	0	0	0	0	1011005	10	510.08	341.86	697.43	0	0	0	0	0	129100	129110
1239	1	1005	1	0	0	0	0	0	10123901	0	10123901	等级提升	等级提升至70级	空	点击领取奖励	先定个阶段小目标，把等级提升到70级。	0	0	0	0	1	17	0	70	0	等级提升至70级	SourcePanel.Show(6,123902)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	88888	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129200	129210
1005	1	1004	1	0	0	0	0	0	10100501	0	10100501	龙族渊源	了解龙族渊源	空	点击领取奖励	向龙妃了解一下龙族渊源。	0	100501	0	0	0	0	0	0	0	了解龙族渊源。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10153	0	10	0	0	0	0	0	0	0	0	0	0	0	667.76	331.44	795.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10153	10	667.76	331.44	795.51	0	0	0	0	0	10153	10	667.76	331.44	795.51	129300	129310
1004	1	1003	1	0	0	0	0	0	10100401	0	10100401	神将之职	了解神将职责	空	点击领取奖励	了解一下神将职责，神将在神都中可谓是特殊的存在。	0	100401	0	0	0	0	0	0	0	了解神将职责	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10098	0	10	0	0	0	0	0	0	0	0	0	0	0	509.3	358.84	845.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10098	10	509.3	358.84	845.1	0	0	0	0	0	10098	10	509.3	358.84	845.1	129400	129410
1003	1	1002	1	0	0	0	0	0	10100301	0	10100301	答复龙妃	与龙妃对话	空	点击领取奖励	我将找到寒晶龙之事告知龙妃，和她商量一下，或许有新的对策。	0	100301	0	0	0	0	0	0	0	与龙妃对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036083	0	10	0	0	0	0	0	0	0	0	0	0	0	501.01	358.51	835.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	1036083	10	501.01	358.51	835.15	0	0	0	0	0	1036083	10	501.01	358.51	835.15	129500	129510
1002	1	1001	1	0	0	0	0	0	10100201	0	10100201	龙妃之礼	龙妃的谢礼	空	点击领取奖励	龙妃感谢我找到了她的亲人，为了表达谢意送了一些礼物给我，并表示此事我不用再关注了。	0	100201	0	0	0	0	0	0	0	龙妃的谢礼	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036083	0	10	0	0	0	0	0	0	0	0	0	0	0	501.01	358.51	835.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	1036083	10	501.01	358.51	835.15	0	0	0	0	0	1036083	10	501.01	358.51	835.15	129600	129610
1001	1	1000	1	0	0	0	0	0	10100101	0	10100101	筹备盛典	与正议大夫对话	空	点击领取奖励	正议大夫告诉我有关观灵会圣典的事宜。	0	100101	0	0	0	0	0	0	0	与正议大夫对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10152	0	10	0	0	0	0	0	0	0	0	0	0	0	515.8	352.39	801.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10152	10	515.8	352.39	801.3	0	0	0	0	0	10152	10	515.8	352.39	801.3	129700	129710
1000	1	999	1	0	0	0	0	0	10100001	0	10100001	各司其职	与忠武将军对话	空	点击领取奖励	了解观灵会的注意事项。	0	100001	0	0	0	0	0	0	0	与忠武将军对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10151	0	10	0	0	0	0	0	0	0	0	0	0	0	503.3	352.3821	801.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10151	10	503.3	352.3821	801.4	0	0	0	0	0	10151	10	503.3	352.3821	801.4	129800	129810
999	1	998	1	0	0	0	0	0	10099901	0	10099901	加强警戒	与俞霜对话	空	点击领取奖励	观灵会期间需要加强神都的守备和警戒灵力，防止不轨之人捣乱。	0	99901	0	0	0	0	0	0	0	与俞霜对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10095	0	10	0	0	0	0	0	0	0	0	0	0	0	555.1	341.8687	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10095	10	555.1	341.8687	676	0	0	0	0	0	10095	10	555.1	341.8687	676	129900	129910
998	1	997	1	0	0	0	0	0	10099801	0	10099801	星月阁的准备	与师父对话	空	点击领取奖励	向师父汇报观灵会之事。	0	99801	0	0	0	0	0	0	0	与师父对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10046	0	10	0	0	0	0	0	0	0	0	0	0	0	736.52	316.8	697.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10046	10	736.52	316.8	697.3	0	0	0	0	0	10046	10	736.52	316.8	697.3	130000	130010
997	1	114	1	0	0	0	0	0	10099701	0	10099701	节外生枝	与烟尘生对话	空	点击领取奖励	尘生本也想参加观灵会，却发生的突发事故。	0	99701	0	0	0	0	0	0	0	与烟尘生对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	0	10	0	0	0	0	0	0	0	0	0	0	0	739.68	299.9	630.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10001	10	739.68	299.9	630.25	0	0	0	0	0	10001	10	739.68	299.9	630.25	130100	130110
114	1	1159	2	0	0	0	0	0	10011401	0	10011401	帝江现身	了解线索	空	点击领取奖励	十大家族之首的帝江终于现身了，尘生也从寒晶龙的对话中了解到，帝江就是当年那个害自己家族被毁的罪魁祸首。	0	0	0	11402	0	0	0	0	0	了解线索	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	0	10	0	0	0	0	0	0	0	0	0	0	0	739.68	299.9	630.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10001	10	739.68	299.9	630.25	0	0	0	0	0	10001	10	739.68	299.9	630.25	130200	130210
1159	1	1160	1	0	0	0	0	0	10115901	0	10115901	观灵会	了解观灵会	空	点击领取奖励	四年一次的观灵会源自神都修行者选拔，之后变成了各方展现实力的比试，这次观灵会的榜首可以进皇宫面见帝江。	0	0	0	115901	0	0	0	0	0	了解观灵会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10127	0	10	0	0	0	0	0	0	0	0	0	0	0	687.17	299.9	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10127	10	687.17	299.9	591	0	0	0	0	0	10127	10	687.17	299.9	591	130300	130310
1160	1	1161	1	0	0	0	0	0	10116001	0	10116001	观灵会的准备	对话慕萧辰	空	点击领取奖励	音一对于寻找鬼族毫无头绪，但是已经知道帝江是尘生家族灭族的罪魁祸首，愿全力支持尘生参加观灵会。	0	0	0	116001	0	0	0	0	0	对话慕萧辰	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10006	0	10	0	0	0	0	0	0	0	0	0	0	0	759.33	313.5	714.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10006	10	759.33	313.5	714.8	0	0	0	0	0	10006	10	759.33	313.5	714.8	130400	130410
1161	1	201	1	0	0	0	0	0	10116101	0	10116101	实力为尊	对话师父	空	点击领取奖励	回去找师父，了解实力的提升方式。	0	116101	0	0	0	0	0	0	0	对话师父	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011005	0	10	0	0	0	0	0	0	0	0	0	0	0	510.08	341.86	697.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	1011005	10	510.08	341.86	697.43	0	0	0	0	0	1011005	10	510.08	341.86	697.43	130500	130510
201	1	996	1	0	0	0	0	0	10020101	0	10020101	等级提升	等级提升至75级	空	点击领取奖励	提升等级到75级。	0	0	0	0	1	17	0	75	0	等级提升至75级	SourcePanel.Show(6,123902)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011005	0	10	0	0	0	0	0	0	0	0	0	0	0	510.08	341.86	697.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	88888	1	0	0	0	0	0	0	1011005	10	510.08	341.86	697.43	0	0	0	0	0	1011005	10	510.08	341.86	697.43	130600	130610
996	1	995	1	0	0	0	0	0	10099601	0	10099601	碎星阙的挑衅	碎星阙的挑衅	空	点击领取奖励	观灵会举办在即，碎星阙向星月阁发来战书。	0	99601	0	0	0	0	0	0	0	与碎星阙训导对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10028	0	10	0	0	0	0	0	0	0	0	0	0	0	332.65	317.63	723.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10028	10	332.65	317.63	723.08	0	0	0	0	0	10028	10	332.65	317.63	723.08	130700	130710
995	1	994	1	0	0	0	0	0	10099501	0	10099501	第一书院的狂傲	第一书院的狂傲	空	点击领取奖励	碎星阙作为第一书院，确实有狂傲的资本，但是瞧不起其他学院，这个是狂傲过头了吧。	0	99501	0	0	0	0	0	0	0	与碎星阙学生对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10018	0	10	0	0	0	0	0	0	0	0	0	0	0	326.9	326.9	711.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10018	10	326.9	326.9	711.5	0	0	0	0	0	10018	10	326.9	326.9	711.5	130800	130810
994	1	993	1	0	0	0	0	0	10099401	0	10099401	白宁辰之蔑	白宁辰之蔑	空	点击领取奖励	白宁辰向烟尘生、慕萧辰发起挑战，言语不堪，蔑视星月阁的学员。	0	99401	0	0	0	0	0	0	0	与白宁辰对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10018	0	10	0	0	0	0	0	0	0	0	0	0	0	326.9	326.9	711.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10018	10	326.9	326.9	711.5	0	0	0	0	0	10018	10	326.9	326.9	711.5	130900	130910
993	1	1231	1	0	0	0	0	0	10099301	0	10099301	慕萧辰反驳	慕萧辰反驳	空	点击领取奖励	慕萧辰反驳了白宁辰，认为作为神都的一员，不应分彼此，学院之间应该相互尊重。	0	99301	0	0	0	0	0	0	0	与慕萧辰对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10006	0	10	0	0	0	0	0	0	0	0	0	0	0	318.8	316.29	707.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	10006	10	318.8	316.29	707.73	0	0	0	0	0	10006	10	318.8	316.29	707.73	131000	131010
1231	1	1238	1	0	0	0	0	0	10123101	0	10123101	等级提升	等级提升至78级	空	点击领取奖励	先定个阶段小目标，把等级提升到78级。	0	0	0	0	1	17	0	78	0	等级提升至78级	SourcePanel.Show(6,123902)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011005	0	10	0	0	0	0	0	0	0	0	0	0	0	510.08	341.86	697.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	88888	1	0	0	0	0	0	0	1011005	10	510.08	341.86	697.43	0	0	0	0	0	1011005	10	510.08	341.86	697.43	131100	131110
1238	1	1237	2	0	0	0	0	0	10123801	0	10123801	启程	催促尘生	空	点击领取奖励	观灵会在三合殿开始了，它分为文试与武试，最后根据二者成绩来定夺。时间不早了，去看看尘生准备得怎么样。	0	0	0	0	1	1	10001	1	0	催促尘生	LogicScriptManager.TriggerScript(123801)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131200	131210
1237	1	115	2	0	0	0	0	0	10123701	0	10123701	参试令牌	对话护卫	空	点击领取奖励	这次观灵会对尘生至关重要，师父也知道尘生报仇心切，因此需要我暗中保护尘生的安全，切记不要冲动行事。	123701	0	0	0	1	1	10001	1	0	对话护卫	LogicScriptManager.TriggerScript(123701)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011005	0	10	0	0	0	0	0	0	0	0	0	510.08	341.86	697.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	1011005	10	510.08	341.86	697.43	0	0	0	0	0	1011005	10	510.08	341.86	697.43	0	0	0	0	0	131300	131310
115	1	116	2	0	0	0	0	0	10011501	0	10011501	前往三合殿	会合慕萧辰	空	点击领取奖励	慕萧辰的一些物品还放在碎星阙，因此就先行一步来到三合殿等我们，现在人都齐了，一同前往三合殿大殿。	0	0	0	0	1	1	10001	1	0	会合慕萧辰	LogicScriptManager.TriggerScript(11501)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036001	0	13	0	0	0	0	0	0	0	0	0	0	0	404.66	23.28	241.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	1036001	13	404.66	23.28	241.58	0	0	0	0	0	1036001	13	404.66	23.28	241.58	131400	131410
116	1	117	2	0	0	0	0	0	10011601	0	10011601	再次找茬	辩驳白宁辰	空	点击领取奖励	白宁辰竟然又来找茬，音一没有观灵会的参试令牌，被白宁辰指使的巡视官挡在外面不可进入观灵会现场。	0	0	0	0	1	1	10001	1	0	辩驳白宁辰	LogicScriptManager.TriggerScript(11601)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131500	131510
