attr_type	equip_color	有效标志位	ratio_value	parm1	parm2	parm3	parm4	备注
6079	2	1	40	0	0	0	0	真元伤害减免
6005	3	1	40	0	0	0	0	命中
6006	3	1	40	0	0	0	0	闪避
6007	3	1	40	0	0	0	0	暴击
6008	3	1	40	0	0	0	0	韧性
6009	3	1	40	0	0	0	0	暴击倍率
6010	3	1	40	0	0	0	0	格挡
6011	3	1	40	0	0	0	0	穿透
6015	3	1	40	0	0	0	0	暴击伤害缩小
6016	3	1	40	0	0	0	0	暴击伤害放大
6065	3	1	200	0	0	0	0	攻击基数
6066	3	1	200	0	0	0	0	防御基数
6067	3	1	100	0	0	0	0	物攻
6068	3	1	100	0	0	0	0	物防
6070	3	1	100	0	0	0	0	真攻
6071	3	1	100	0	0	0	0	真防
6072	3	1	15	0	0	0	0	生命
6074	3	1	40	0	0	0	0	破招
6075	3	1	40	0	0	0	0	专注
6076	3	1	40	0	0	0	0	伤害加深
6077	3	1	40	0	0	0	0	伤害减免
6078	3	1	40	0	0	0	0	物理伤害减免
6079	3	1	40	0	0	0	0	真元伤害减免
6005	4	1	40	0	0	0	0	命中
6006	4	1	40	0	0	0	0	闪避
6007	4	1	40	0	0	0	0	暴击
6008	4	1	40	0	0	0	0	韧性
6009	4	1	40	0	0	0	0	暴击倍率
6010	4	1	40	0	0	0	0	格挡
6011	4	1	40	0	0	0	0	穿透
6015	4	1	40	0	0	0	0	暴击伤害缩小
6016	4	1	40	0	0	0	0	暴击伤害放大
6065	4	1	200	0	0	0	0	攻击基数
6066	4	1	200	0	0	0	0	防御基数
6067	4	1	100	0	0	0	0	物攻
6068	4	1	100	0	0	0	0	物防
6070	4	1	100	0	0	0	0	真攻
6071	4	1	100	0	0	0	0	真防
6072	4	1	15	0	0	0	0	生命
6074	4	1	40	0	0	0	0	破招
6075	4	1	40	0	0	0	0	专注
6076	4	1	40	0	0	0	0	伤害加深
6077	4	1	40	0	0	0	0	伤害减免
6078	4	1	40	0	0	0	0	物理伤害减免
6079	4	1	40	0	0	0	0	真元伤害减免
6005	5	1	40	0	0	0	0	命中
6006	5	1	40	0	0	0	0	闪避
6007	5	1	40	0	0	0	0	暴击
6008	5	1	40	0	0	0	0	韧性
6009	5	1	40	0	0	0	0	暴击倍率
6010	5	1	40	0	0	0	0	格挡
6011	5	1	40	0	0	0	0	穿透
6015	5	1	40	0	0	0	0	暴击伤害缩小
6016	5	1	40	0	0	0	0	暴击伤害放大
6065	5	1	200	0	0	0	0	攻击基数
6066	5	1	200	0	0	0	0	防御基数
6067	5	1	100	0	0	0	0	物攻
6068	5	1	100	0	0	0	0	物防
6070	5	1	100	0	0	0	0	真攻
6071	5	1	100	0	0	0	0	真防
6072	5	1	15	0	0	0	0	生命
6074	5	1	40	0	0	0	0	破招
6075	5	1	40	0	0	0	0	专注
6076	5	1	40	0	0	0	0	伤害加深
6077	5	1	40	0	0	0	0	伤害减免
6078	5	1	40	0	0	0	0	物理伤害减免
6079	5	1	40	0	0	0	0	真元伤害减免
6005	6	1	40	0	0	0	0	命中
6006	6	1	40	0	0	0	0	闪避
6007	6	1	40	0	0	0	0	暴击
6008	6	1	40	0	0	0	0	韧性
6009	6	1	40	0	0	0	0	暴击倍率
6010	6	1	40	0	0	0	0	格挡
6011	6	1	40	0	0	0	0	穿透
6015	6	1	40	0	0	0	0	暴击伤害缩小
6016	6	1	40	0	0	0	0	暴击伤害放大
6065	6	1	200	0	0	0	0	攻击基数
6066	6	1	200	0	0	0	0	防御基数
6067	6	1	100	0	0	0	0	物攻
6068	6	1	100	0	0	0	0	物防
6070	6	1	100	0	0	0	0	真攻
6071	6	1	100	0	0	0	0	真防
6072	6	1	15	0	0	0	0	生命
6074	6	1	40	0	0	0	0	破招
6075	6	1	40	0	0	0	0	专注
6076	6	1	40	0	0	0	0	伤害加深
6077	6	1	40	0	0	0	0	伤害减免
6078	6	1	40	0	0	0	0	物理伤害减免
6079	6	1	40	0	0	0	0	真元伤害减免
6005	7	1	40	0	0	0	0	命中
6006	7	1	40	0	0	0	0	闪避
6007	7	1	40	0	0	0	0	暴击
6008	7	1	40	0	0	0	0	韧性
6009	7	1	40	0	0	0	0	暴击倍率
6010	7	1	40	0	0	0	0	格挡
6011	7	1	40	0	0	0	0	穿透
6015	7	1	40	0	0	0	0	暴击伤害缩小
6016	7	1	40	0	0	0	0	暴击伤害放大
6065	7	1	200	0	0	0	0	攻击基数
6066	7	1	200	0	0	0	0	防御基数
6067	7	1	100	0	0	0	0	物攻
6068	7	1	100	0	0	0	0	物防
6070	7	1	100	0	0	0	0	真攻
6071	7	1	100	0	0	0	0	真防
6072	7	1	15	0	0	0	0	生命
6074	7	1	40	0	0	0	0	破招
6075	7	1	40	0	0	0	0	专注
6076	7	1	40	0	0	0	0	伤害加深
6077	7	1	40	0	0	0	0	伤害减免
6078	7	1	40	0	0	0	0	物理伤害减免
6079	7	1	40	0	0	0	0	真元伤害减免
6005	8	1	40	0	0	0	0	命中
6006	8	1	40	0	0	0	0	闪避
6007	8	1	40	0	0	0	0	暴击
6008	8	1	40	0	0	0	0	韧性
6009	8	1	40	0	0	0	0	暴击倍率
6010	8	1	40	0	0	0	0	格挡
6011	8	1	40	0	0	0	0	穿透
6015	8	1	40	0	0	0	0	暴击伤害缩小
6016	8	1	40	0	0	0	0	暴击伤害放大
6065	8	1	200	0	0	0	0	攻击基数
6066	8	1	200	0	0	0	0	防御基数
6067	8	1	100	0	0	0	0	物攻
6068	8	1	100	0	0	0	0	物防
6070	8	1	100	0	0	0	0	真攻
6071	8	1	100	0	0	0	0	真防
6072	8	1	15	0	0	0	0	生命
6074	8	1	40	0	0	0	0	破招
6075	8	1	40	0	0	0	0	专注
6076	8	1	40	0	0	0	0	伤害加深
6077	8	1	40	0	0	0	0	伤害减免
6078	8	1	40	0	0	0	0	物理伤害减免
6079	8	1	40	0	0	0	0	真元伤害减免
6005	9	1	40	0	0	0	0	命中
6006	9	1	40	0	0	0	0	闪避
6007	9	1	40	0	0	0	0	暴击
6008	9	1	40	0	0	0	0	韧性
6009	9	1	40	0	0	0	0	暴击倍率
6010	9	1	40	0	0	0	0	格挡
6011	9	1	40	0	0	0	0	穿透
6015	9	1	40	0	0	0	0	暴击伤害缩小
6016	9	1	40	0	0	0	0	暴击伤害放大
6065	9	1	200	0	0	0	0	攻击基数
6066	9	1	200	0	0	0	0	防御基数
6067	9	1	100	0	0	0	0	物攻
6068	9	1	100	0	0	0	0	物防
6070	9	1	100	0	0	0	0	真攻
6071	9	1	100	0	0	0	0	真防
6072	9	1	15	0	0	0	0	生命
6074	9	1	40	0	0	0	0	破招
6075	9	1	40	0	0	0	0	专注
6076	9	1	40	0	0	0	0	伤害加深
6077	9	1	40	0	0	0	0	伤害减免
6078	9	1	40	0	0	0	0	物理伤害减免
6079	9	1	40	0	0	0	0	真元伤害减免
