时装ID	阶级	外观分类（10套装，11武器，12挂件，13灵宝，14头发，15坐骑，16光环）	职业	激活条件（状态限制）	激活消耗	魅力值	附加属性	特殊颜色1	颜色1状态	颜色1消耗	特殊颜色2	颜色2状态	颜色2消耗	特殊颜色3	颜色3状态	颜色3消耗	特殊颜色4	颜色4状态	颜色4消耗	特殊颜色5	颜色5状态	颜色5消耗	特殊颜色6	颜色6状态	颜色6消耗	特殊颜色7	颜色7状态	颜色7消耗	特殊颜色8	颜色8状态	颜色8消耗	特殊颜色9	颜色9状态	颜色9消耗	附加特效1	特效1状态	附加特效2	特效2状态	过期提醒提前时间	过期提醒邮件ID	是否可染色（0不可，1可以）	名称	外观ID	说明	颜色	男图标（后面要改名成ImageId_male）	女图标	镜头朝向	镜头距离	镜头偏移X	镜头偏移Y	镜头偏移Z	可见状态限制
103105	4	10	31	0	100053	270	0	410	1	109101	411	1	109102	412	1	109103	413	1	109104	414	1	109105	415	0	109106	0	0	0	0	0	0	0	0	0	110	1	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_510	fashionClothe_520	0	0	0	0	0	0
103105	5	10	31	0	100053	405	0	410	1	109101	411	1	109102	412	1	109103	413	1	109104	414	1	109105	415	1	109106	0	0	0	0	0	0	0	0	0	111	1	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_510	fashionClothe_520	0	0	0	0	0	0
104105	1	10	41	0	100054	80	0	410	1	109101	411	1	109102	412	1	109103	413	1	109104	414	0	109105	415	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_510	fashionClothe_520	0	0	0	0	0	0
104105	2	10	41	0	100054	120	0	410	1	109101	411	1	109102	412	1	109103	413	1	109104	414	0	109105	415	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_510	fashionClothe_520	0	0	0	0	0	0
104105	3	10	41	0	100054	180	0	410	1	109101	411	1	109102	412	1	109103	413	1	109104	414	1	109105	415	0	109106	0	0	0	0	0	0	0	0	0	110	1	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_510	fashionClothe_520	0	0	0	0	0	0
104105	4	10	41	0	100054	270	0	410	1	109101	411	1	109102	412	1	109103	413	1	109104	414	1	109105	415	0	109106	0	0	0	0	0	0	0	0	0	110	1	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_510	fashionClothe_520	0	0	0	0	0	0
104105	5	10	41	0	100054	405	0	410	1	109101	411	1	109102	412	1	109103	413	1	109104	414	1	109105	415	1	109106	0	0	0	0	0	0	0	0	0	111	1	0	0	1800	2105	1	清凉夏日	5	要一起玩水吗？外观商店可购买	3	fashionClothe_510	fashionClothe_520	0	0	0	0	0	0
101106	1	10	11	0	100061	80	0	310	1	109101	311	1	109102	312	1	109103	313	1	109104	314	0	109105	315	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_310	fashionClothe_320	0	0	0	0	0	0
101106	2	10	11	0	100061	120	0	310	1	109101	311	1	109102	312	1	109103	313	1	109104	314	0	109105	315	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_310	fashionClothe_320	0	0	0	0	0	0
101106	3	10	11	0	100061	180	0	310	1	109101	311	1	109102	312	1	109103	313	1	109104	314	1	109105	315	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_310	fashionClothe_320	0	0	0	0	0	0
101106	4	10	11	0	100061	270	0	310	1	109101	311	1	109102	312	1	109103	313	1	109104	314	1	109105	315	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_310	fashionClothe_320	0	0	0	0	0	0
101106	5	10	11	0	100061	405	0	310	1	109101	311	1	109102	312	1	109103	313	1	109104	314	1	109105	315	1	109106	0	0	0	0	0	0	0	0	0	107	1	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_310	fashionClothe_320	0	0	0	0	0	0
102106	1	10	21	0	100062	80	0	320	1	109101	321	1	109102	322	1	109103	323	1	109104	324	0	109105	325	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_330	fashionClothe_340	0	0	0	0	0	0
102106	2	10	21	0	100062	120	0	320	1	109101	321	1	109102	322	1	109103	323	1	109104	324	0	109105	325	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_330	fashionClothe_340	0	0	0	0	0	0
102106	3	10	21	0	100062	180	0	320	1	109101	321	1	109102	322	1	109103	323	1	109104	324	1	109105	325	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_330	fashionClothe_340	0	0	0	0	0	0
102106	4	10	21	0	100062	270	0	320	1	109101	321	1	109102	322	1	109103	323	1	109104	324	1	109105	325	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_330	fashionClothe_340	0	0	0	0	0	0
102106	5	10	21	0	100062	405	0	320	1	109101	321	1	109102	322	1	109103	323	1	109104	324	1	109105	325	1	109106	0	0	0	0	0	0	0	0	0	107	1	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_330	fashionClothe_340	0	0	0	0	0	0
103106	1	10	31	0	100063	80	0	310	1	109101	311	1	109102	312	1	109103	313	1	109104	314	0	109105	315	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_310	fashionClothe_320	0	0	0	0	0	0
103106	2	10	31	0	100063	120	0	310	1	109101	311	1	109102	312	1	109103	313	1	109104	314	0	109105	315	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_310	fashionClothe_320	0	0	0	0	0	0
103106	3	10	31	0	100063	180	0	310	1	109101	311	1	109102	312	1	109103	313	1	109104	314	1	109105	315	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_310	fashionClothe_320	0	0	0	0	0	0
103106	4	10	31	0	100063	270	0	310	1	109101	311	1	109102	312	1	109103	313	1	109104	314	1	109105	315	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_310	fashionClothe_320	0	0	0	0	0	0
103106	5	10	31	0	100063	405	0	310	1	109101	311	1	109102	312	1	109103	313	1	109104	314	1	109105	315	1	109106	0	0	0	0	0	0	0	0	0	107	1	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_310	fashionClothe_320	0	0	0	0	0	0
104106	1	10	41	0	100064	80	0	310	1	109101	311	1	109102	312	1	109103	313	1	109104	314	0	109105	315	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_310	fashionClothe_320	0	0	0	0	0	0
104106	2	10	41	0	100064	120	0	310	1	109101	311	1	109102	312	1	109103	313	1	109104	314	0	109105	315	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_310	fashionClothe_320	0	0	0	0	0	0
104106	3	10	41	0	100064	180	0	310	1	109101	311	1	109102	312	1	109103	313	1	109104	314	1	109105	315	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_310	fashionClothe_320	0	0	0	0	0	0
104106	4	10	41	0	100064	270	0	310	1	109101	311	1	109102	312	1	109103	313	1	109104	314	1	109105	315	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_310	fashionClothe_320	0	0	0	0	0	0
104106	5	10	41	0	100064	405	0	310	1	109101	311	1	109102	312	1	109103	313	1	109104	314	1	109105	315	1	109106	0	0	0	0	0	0	0	0	0	107	1	0	0	1800	2106	1	狐言	4	白狩衣衫,猎猎风华。外观商店可购买	3	fashionClothe_310	fashionClothe_320	0	0	0	0	0	0
101107	1	10	11	0	100071	405	0	315	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	1	0	0	1800	1800	0	狐言·风雪	4	风雪漫天，白狩衣衫,猎猎风华。武试前三名奖励	4	fashionClothe_315	fashionClothe_325	0	0	0	0	0	0
102107	1	10	21	0	100072	405	0	325	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	1	0	0	1800	1800	0	狐言·风雪	4	风雪漫天，白狩衣衫,猎猎风华。武试前三名奖励	4	fashionClothe_335	fashionClothe_345	0	0	0	0	0	0
103107	1	10	31	0	100073	405	0	315	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	1	0	0	1800	1800	0	狐言·风雪	4	风雪漫天，白狩衣衫,猎猎风华。武试前三名奖励	4	fashionClothe_315	fashionClothe_325	0	0	0	0	0	0
104107	1	10	41	0	100074	405	0	315	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	1	0	0	1800	1800	0	狐言·风雪	4	风雪漫天，白狩衣衫,猎猎风华。武试前三名奖励	4	fashionClothe_315	fashionClothe_325	0	0	0	0	0	0
101108	1	10	11	0	100081	80	0	610	1	109101	611	1	109102	612	1	109103	613	1	109104	614	0	109105	615	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_610	fashionClothe_620	0	0	0	0	0	70007400
101108	2	10	11	0	100081	120	0	610	1	109101	611	1	109102	612	1	109103	613	1	109104	614	0	109105	615	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_610	fashionClothe_620	0	0	0	0	0	70007400
101108	3	10	11	0	100081	180	0	610	1	109101	611	1	109102	612	1	109103	613	1	109104	614	1	109105	615	0	109106	0	0	0	0	0	0	0	0	0	108	1	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_610	fashionClothe_620	0	0	0	0	0	70007400
101108	4	10	11	0	100081	270	0	610	1	109101	611	1	109102	612	1	109103	613	1	109104	614	1	109105	615	0	109106	0	0	0	0	0	0	0	0	0	108	1	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_610	fashionClothe_620	0	0	0	0	0	70007400
101108	5	10	11	0	100081	405	0	610	1	109101	611	1	109102	612	1	109103	613	1	109104	614	1	109105	615	1	109106	0	0	0	0	0	0	0	0	0	109	1	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_610	fashionClothe_620	0	0	0	0	0	70007400
102108	1	10	21	0	100082	80	0	620	1	109101	621	1	109102	622	1	109103	623	1	109104	624	0	109105	625	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_630	fashionClothe_640	0	0	0	0	0	70007400
102108	2	10	21	0	100082	120	0	620	1	109101	621	1	109102	622	1	109103	623	1	109104	624	0	109105	625	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_630	fashionClothe_640	0	0	0	0	0	70007400
102108	3	10	21	0	100082	180	0	620	1	109101	621	1	109102	622	1	109103	623	1	109104	624	1	109105	625	0	109106	0	0	0	0	0	0	0	0	0	108	1	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_630	fashionClothe_640	0	0	0	0	0	70007400
102108	4	10	21	0	100082	270	0	620	1	109101	621	1	109102	622	1	109103	623	1	109104	624	1	109105	625	0	109106	0	0	0	0	0	0	0	0	0	108	1	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_630	fashionClothe_640	0	0	0	0	0	70007400
102108	5	10	21	0	100082	405	0	620	1	109101	621	1	109102	622	1	109103	623	1	109104	624	1	109105	625	1	109106	0	0	0	0	0	0	0	0	0	109	1	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_630	fashionClothe_640	0	0	0	0	0	70007400
103108	1	10	31	0	100083	80	0	610	1	109101	611	1	109102	612	1	109103	613	1	109104	614	0	109105	615	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_610	fashionClothe_620	0	0	0	0	0	70007400
103108	2	10	31	0	100083	120	0	610	1	109101	611	1	109102	612	1	109103	613	1	109104	614	0	109105	615	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_610	fashionClothe_620	0	0	0	0	0	70007400
103108	3	10	31	0	100083	180	0	610	1	109101	611	1	109102	612	1	109103	613	1	109104	614	1	109105	615	0	109106	0	0	0	0	0	0	0	0	0	108	1	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_610	fashionClothe_620	0	0	0	0	0	70007400
103108	4	10	31	0	100083	270	0	610	1	109101	611	1	109102	612	1	109103	613	1	109104	614	1	109105	615	0	109106	0	0	0	0	0	0	0	0	0	108	1	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_610	fashionClothe_620	0	0	0	0	0	70007400
103108	5	10	31	0	100083	405	0	610	1	109101	611	1	109102	612	1	109103	613	1	109104	614	1	109105	615	1	109106	0	0	0	0	0	0	0	0	0	109	1	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_610	fashionClothe_620	0	0	0	0	0	70007400
104108	1	10	41	0	100084	80	0	610	1	109101	611	1	109102	612	1	109103	613	1	109104	614	0	109105	615	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_610	fashionClothe_620	0	0	0	0	0	70007400
104108	2	10	41	0	100084	120	0	610	1	109101	611	1	109102	612	1	109103	613	1	109104	614	0	109105	615	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_610	fashionClothe_620	0	0	0	0	0	70007400
104108	3	10	41	0	100084	180	0	610	1	109101	611	1	109102	612	1	109103	613	1	109104	614	1	109105	615	0	109106	0	0	0	0	0	0	0	0	0	108	1	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_610	fashionClothe_620	0	0	0	0	0	70007400
104108	4	10	41	0	100084	270	0	610	1	109101	611	1	109102	612	1	109103	613	1	109104	614	1	109105	615	0	109106	0	0	0	0	0	0	0	0	0	108	1	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_610	fashionClothe_620	0	0	0	0	0	70007400
104108	5	10	41	0	100084	405	0	610	1	109101	611	1	109102	612	1	109103	613	1	109104	614	1	109105	615	1	109106	0	0	0	0	0	0	0	0	0	109	1	0	0	1800	2107	1	细雨和风	7	润物无声，细雨和风。外观商店可购买	3	fashionClothe_610	fashionClothe_620	0	0	0	0	0	70007400
101109	1	10	11	0	100091	80	0	710	1	109101	711	1	109102	712	1	109103	713	1	109104	714	0	109105	715	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_710	fashionClothe_720	0	0	0	0	0	70007500
101109	2	10	11	0	100091	120	0	710	1	109101	711	1	109102	712	1	109103	713	1	109104	714	0	109105	715	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_710	fashionClothe_720	0	0	0	0	0	70007500
101109	3	10	11	0	100091	180	0	710	1	109101	711	1	109102	712	1	109103	713	1	109104	714	1	109105	715	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_710	fashionClothe_720	0	0	0	0	0	70007500
101109	4	10	11	0	100091	270	0	710	1	109101	711	1	109102	712	1	109103	713	1	109104	714	1	109105	715	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_710	fashionClothe_720	0	0	0	0	0	70007500
101109	5	10	11	0	100091	405	0	710	1	109101	711	1	109102	712	1	109103	713	1	109104	714	1	109105	715	1	109106	0	0	0	0	0	0	0	0	0	107	1	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_710	fashionClothe_720	0	0	0	0	0	70007500
102109	1	10	21	0	100092	80	0	720	1	109101	721	1	109102	722	1	109103	723	1	109104	724	0	109105	725	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_730	fashionClothe_740	0	0	0	0	0	70007500
102109	2	10	21	0	100092	120	0	720	1	109101	721	1	109102	722	1	109103	723	1	109104	724	0	109105	725	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_730	fashionClothe_740	0	0	0	0	0	70007500
102109	3	10	21	0	100092	180	0	720	1	109101	721	1	109102	722	1	109103	723	1	109104	724	1	109105	725	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_730	fashionClothe_740	0	0	0	0	0	70007500
102109	4	10	21	0	100092	270	0	720	1	109101	721	1	109102	722	1	109103	723	1	109104	724	1	109105	725	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_730	fashionClothe_740	0	0	0	0	0	70007500
102109	5	10	21	0	100092	405	0	720	1	109101	721	1	109102	722	1	109103	723	1	109104	724	1	109105	725	1	109106	0	0	0	0	0	0	0	0	0	107	1	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_730	fashionClothe_740	0	0	0	0	0	70007500
103109	1	10	31	0	100093	80	0	710	1	109101	711	1	109102	712	1	109103	713	1	109104	714	0	109105	715	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_710	fashionClothe_720	0	0	0	0	0	70007500
103109	2	10	31	0	100093	120	0	710	1	109101	711	1	109102	712	1	109103	713	1	109104	714	0	109105	715	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_710	fashionClothe_720	0	0	0	0	0	70007500
103109	3	10	31	0	100093	180	0	710	1	109101	711	1	109102	712	1	109103	713	1	109104	714	1	109105	715	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_710	fashionClothe_720	0	0	0	0	0	70007500
103109	4	10	31	0	100093	270	0	710	1	109101	711	1	109102	712	1	109103	713	1	109104	714	1	109105	715	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_710	fashionClothe_720	0	0	0	0	0	70007500
103109	5	10	31	0	100093	405	0	710	1	109101	711	1	109102	712	1	109103	713	1	109104	714	1	109105	715	1	109106	0	0	0	0	0	0	0	0	0	107	1	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_710	fashionClothe_720	0	0	0	0	0	70007500
104109	1	10	41	0	100094	80	0	710	1	109101	711	1	109102	712	1	109103	713	1	109104	714	0	109105	715	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_710	fashionClothe_720	0	0	0	0	0	70007500
104109	2	10	41	0	100094	120	0	710	1	109101	711	1	109102	712	1	109103	713	1	109104	714	0	109105	715	0	109106	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_710	fashionClothe_720	0	0	0	0	0	70007500
104109	3	10	41	0	100094	180	0	710	1	109101	711	1	109102	712	1	109103	713	1	109104	714	1	109105	715	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_710	fashionClothe_720	0	0	0	0	0	70007500
104109	4	10	41	0	100094	270	0	710	1	109101	711	1	109102	712	1	109103	713	1	109104	714	1	109105	715	0	109106	0	0	0	0	0	0	0	0	0	106	1	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_710	fashionClothe_720	0	0	0	0	0	70007500
104109	5	10	41	0	100094	405	0	710	1	109101	711	1	109102	712	1	109103	713	1	109104	714	1	109105	715	1	109106	0	0	0	0	0	0	0	0	0	107	1	0	0	1800	2108	1	踏雪寻梅	8	踏遍雪林无寻处，不见石后梅花笑。外观商店可购买	3	fashionClothe_710	fashionClothe_720	0	0	0	0	0	70007500
101110	1	10	11	0	100101	80	0	810	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2168	1	雪夜虹影	9	叮叮当，叮叮当，铃儿响叮当。外观商店可购买	3	fashionClothe_810	fashionClothe_820	0	0	0	0	0	0
101110	2	10	11	0	100101	120	0	810	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2168	1	雪夜虹影	9	叮叮当，叮叮当，铃儿响叮当。外观商店可购买	3	fashionClothe_810	fashionClothe_820	0	0	0	0	0	0
101110	3	10	11	0	100101	180	0	810	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	1	0	0	1800	2168	1	雪夜虹影	9	叮叮当，叮叮当，铃儿响叮当。外观商店可购买	3	fashionClothe_810	fashionClothe_820	0	0	0	0	0	0
101110	4	10	11	0	100101	270	0	810	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	1	0	0	1800	2168	1	雪夜虹影	9	叮叮当，叮叮当，铃儿响叮当。外观商店可购买	3	fashionClothe_810	fashionClothe_820	0	0	0	0	0	0
101110	5	10	11	0	100101	405	0	810	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	1	0	0	1800	2168	1	雪夜虹影	9	叮叮当，叮叮当，铃儿响叮当。外观商店可购买	3	fashionClothe_810	fashionClothe_820	0	0	0	0	0	0
102110	1	10	21	0	100102	80	0	820	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2168	1	雪夜虹影	9	叮叮当，叮叮当，铃儿响叮当。外观商店可购买	3	fashionClothe_830	fashionClothe_840	0	0	0	0	0	0
102110	2	10	21	0	100102	120	0	820	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2168	1	雪夜虹影	9	叮叮当，叮叮当，铃儿响叮当。外观商店可购买	3	fashionClothe_830	fashionClothe_840	0	0	0	0	0	0
102110	3	10	21	0	100102	180	0	820	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	1	0	0	1800	2168	1	雪夜虹影	9	叮叮当，叮叮当，铃儿响叮当。外观商店可购买	3	fashionClothe_830	fashionClothe_840	0	0	0	0	0	0
102110	4	10	21	0	100102	270	0	820	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	1	0	0	1800	2168	1	雪夜虹影	9	叮叮当，叮叮当，铃儿响叮当。外观商店可购买	3	fashionClothe_830	fashionClothe_840	0	0	0	0	0	0
102110	5	10	21	0	100102	405	0	820	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	1	0	0	1800	2168	1	雪夜虹影	9	叮叮当，叮叮当，铃儿响叮当。外观商店可购买	3	fashionClothe_830	fashionClothe_840	0	0	0	0	0	0
103110	1	10	31	0	100103	80	0	810	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2168	1	雪夜虹影	9	叮叮当，叮叮当，铃儿响叮当。外观商店可购买	3	fashionClothe_810	fashionClothe_820	0	0	0	0	0	0
103110	2	10	31	0	100103	120	0	810	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	2168	1	雪夜虹影	9	叮叮当，叮叮当，铃儿响叮当。外观商店可购买	3	fashionClothe_810	fashionClothe_820	0	0	0	0	0	0
103110	3	10	31	0	100103	180	0	810	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	1	0	0	1800	2168	1	雪夜虹影	9	叮叮当，叮叮当，铃儿响叮当。外观商店可购买	3	fashionClothe_810	fashionClothe_820	0	0	0	0	0	0
103110	4	10	31	0	100103	270	0	810	1	109101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	1	0	0	1800	2168	1	雪夜虹影	9	叮叮当，叮叮当，铃儿响叮当。外观商店可购买	3	fashionClothe_810	fashionClothe_820	0	0	0	0	0	0
