#难度等级	#关卡index	#有效值	#地图ID	#该境界下最大关卡数量	#这个关卡固定奖励ID	#这个关卡超级奖励概率万分比	#奖励宝箱ID	#BOSS出生x坐标客户端X坐标	#BOSS出生y坐标客户端Z坐标	#精英1出生x坐标客户端X坐标	#精英1出生y坐标客户端Z坐标	#精英2出生x坐标客户端X坐标	#精英2出生y坐标客户端Z坐标	#精英3出生x坐标客户端X坐标	#精英3出生y坐标客户端Z坐标	#精英4出生x坐标客户端X坐标	#精英4出生y坐标客户端Z坐标	#精英5出生x坐标客户端X坐标	#精英5出生y坐标客户端Z坐标	#光圈X坐标客户端X坐标	#光圈Y坐标客户端Y坐标	#光圈Z坐标客户端Z坐标	#出生点X坐标客户端X坐标	#出生点Y坐标客户端Z坐标	#关卡时间限制，单位秒	#关卡开始事件	#关卡胜利事件	#关卡障碍群组ID	#关卡传送员ID	#是否有BOSS	#BOSS池ID1（关联npc_big_type_pool表池ID）	#BOSS等级1	#BOSS概率1	#BOSS池ID2（关联npc_big_type_pool表池ID）	#BOSS等级2	#BOSS概率2	#BOSS池ID3（关联npc_big_type_pool表池ID）	#BOSS等级3	#BOSS概率3	#BOSS池ID4（关联npc_big_type_pool表池ID）	#BOSS等级4	#BOSS概率4	#BOSS池ID5（关联npc_big_type_pool表池ID）	#BOSS等级5	#BOSS概率5	#精英怪数量	#精英池ID1（关联npc_big_type_pool表池ID）	#精英等级1	#精英概率1	#精英大类型7	#精英的等级7	#精英随机到的概率7	#精英大类型8	#精英的等级8	#精英随机到的概率8	#精英大类型9	#精英的等级9	#精英随机到的概率9	#精英大类型10	#精英的等级10	#精英随机到的概率10	#BUFF数量（指后面池中计入随机的BUFF数量）	#BUFF类型1，1表示恢复角色100%生命，2表示恢复50%角色生命，3表示恢复25%角色生命，其他值表示BUFFID	#BUFF类型1等级	#BUFF随机到的概率1	#BUFF类型2	#BUFF类型2等级	#BUFF随机到的概率2	#BUFF类型3	#BUFF类型3等级	#BUFF随机到的概率3	#BUFF类型4	#BUFF类型4等级	#BUFF随机到的概率4	#BUFF类型5	#BUFF类型5等级	#BUFF随机到的概率5	#BUFF类型6	#BUFF类型6等级	#BUFF随机到的概率6	#BUFF类型7	#BUFF类型7等级	#BUFF随机到的概率7	#BUFF类型8	#BUFF类型8等级	#BUFF随机到的概率8	#BUFF类型9	#BUFF类型9等级	#BUFF随机到的概率9	#BUFF类型10	#BUFF类型10等级	#BUFF随机到的概率10
[K][C][S]jingjie	[K][C][S]tower_index	 valid 	[C][S]map_id	[C][S]total_tower_num	[C][S]reward_id 	[S]super_reward_random	[S]super_item_id	[S]boss_pos_x	[S]boss_pos_y	[S]elite1_pos_x	[S]elite1_pos_y	[S]elite2_pos_x	[S]elite2_pos_y	[S]elite3_pos_x	[S]elite3_pos_y	[S]elite4_pos_x	[S]elite4_pos_y	[S]elite5_pos_x	[S]elite5_pos_y	[C]zhalan_pos_x	[C]zhalan_pos_y	[C]zhalan_pos_z	[S]role_pos_x	[S]role_pos_y	[C][S]time_limit	[S]start_event_id	[S]end_event_id	[S]npc_group_id1	[S]trans_npc_id	[C][S]random_boss_num	[C][S]boss_type_id1	[C][S]boss_level1	[C][S]boss_random1	[C][S]boss_type_id2	[C][S]boss_level2	[C][S]boss_random2	[C][S]boss_type_id3	[C][S]boss_level3	[C][S]boss_random3	[C][S]boss_type_id4	[C][S]boss_level4	[C][S]boss_random4	[C][S]boss_type_id5	[C][S]boss_level5	[C][S]boss_random5	[C][S]random_elite_num	[C][S]type_id5	[C][S]elite_level5	[C][S]elite_random5	[C][S]type_id5	[C][S]elite_level5	[C][S]elite_random5	[C][S]type_id5	[C][S]elite_level5	[C][S]elite_random5	[C][S]type_id5	[C][S]elite_level5	[C][S]elite_random5	[C][S]type_id5	[C][S]elite_level5	[C][S]elite_random5	[C][S]random_buff_num	[C][S]buff_id1	[C][S]buff_level1	[C][S]buff_random1	[C][S]buff_id2	[C][S]buff_level2	[C][S]buff_random2	[C][S]buff_id3	[C][S]buff_level3	[C][S]buff_random3	[C][S]buff_id4	[C][S]buff_level4	[C][S]buff_random4	[C][S]buff_id5	[C][S]buff_level5	[C][S]buff_random5	[C][S]buff_id6	[C][S]buff_level6	[C][S]buff_random6	[C][S]buff_id7	[C][S]buff_level7	[C][S]buff_random7	[C][S]buff_id8	[C][S]buff_level8	[C][S]buff_random8	[C][S]buff_id9	[C][S]buff_level9	[C][S]buff_random9	[C][S]buff_id10	[C][S]buff_level10	[C][S]buff_random10
4	1	1	9005	10	30900101	0	0	1236	2320	0	0	0	0	0	0	0	0	0	0	1069	-46	2467	1131	2403	1800	90050001	90050006	900501001	900501002	1	90011	900201	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2	1	9005	10	30900102	0	0	1492	2005	0	0	0	0	0	0	0	0	0	0	1362	-12	2183	1443	2118	1800	90050002	90050007	900502001	900502002	1	90012	900202	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	3	1	9005	10	30900103	0	0	2135	2353	0	0	0	0	0	0	0	0	0	0	1881	33	2288	1982	2317	1800	90050003	90050008	900503001	900503002	1	90012	900203	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900101	1	2000	900111	1	2000	900121	1	2000	900131	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	4	1	9005	10	30900104	10000	30900201	2506	2099	0	0	0	0	0	0	0	0	0	0	2177	47	2497	2480	2193	1800	90050004	90050009	900504001	900504002	1	90013	900204	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	5	1	9005	10	30900105	0	0	2693	1483	0	0	0	0	0	0	0	0	0	0	2630	331	1680	2645	1603	1800	90050005	90050010	900505001	900505002	1	90013	900205	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	6	1	9005	10	30900106	0	0	2217	755	0	0	0	0	0	0	0	0	0	0	2408	369	927	2339	852	1800	90050011	90050016	900506001	900506002	1	90013	900206	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900102	1	2000	900112	1	2000	900122	1	2000	900132	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	7	1	9005	10	30900107	10000	30900202	1782	846	0	0	0	0	0	0	0	0	0	0	1979	400	784	1912	825	1800	90050012	90050017	900507001	900507002	1	90014	900207	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	8	1	9005	10	30900108	0	0	1501	1154	0	0	0	0	0	0	0	0	0	0	1639	433	970	1596	1037	1800	90050013	90050018	900508001	900508002	1	90014	900208	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	9	1	9005	10	30900109	0	0	1281	1434	0	0	0	0	0	0	0	0	0	0	1454	482	1245	1394	1312	1800	90050014	90050019	900509001	900509002	1	90014	900209	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900103	1	3333	900113	1	3333	2	1	3334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	10	1	9005	10	30900110	10000	30900203	2056	1541	0	0	0	0	0	0	0	0	0	0	1188	499	1543	1942	1463	1800	90050015	90050020	900510001	0	1	90014	900210	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	1	9006	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1019	2515	6000	0	0	0	900600001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1	1	9006	10	30900101	0	0	1236	2320	0	0	0	0	0	0	0	0	0	0	1069	-46	2467	1131	2403	1800	90060001	90060006	900601001	900601002	1	90011	900201	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2	1	9006	10	30900102	0	0	1492	2005	0	0	0	0	0	0	0	0	0	0	1362	-12	2183	1443	2118	1800	90060002	90060007	900602001	900602002	1	90011	900202	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	3	1	9006	10	30900103	0	0	2135	2353	0	0	0	0	0	0	0	0	0	0	1881	33	2288	1982	2317	1800	90060003	90060008	900603001	900603002	1	90011	900203	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900101	1	2000	900111	1	2000	900121	1	2000	900131	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	4	1	9006	10	30900104	10000	30900201	2506	2099	0	0	0	0	0	0	0	0	0	0	2177	47	2497	2480	2193	1800	90060004	90060009	900604001	900604002	1	90012	900204	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	5	1	9006	10	30900105	0	0	2693	1483	0	0	0	0	0	0	0	0	0	0	2630	331	1680	2645	1603	1800	90060005	90060010	900605001	900605002	1	90012	900205	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	6	1	9006	10	30900106	0	0	2217	755	0	0	0	0	0	0	0	0	0	0	2408	369	927	2339	852	1800	90060011	90060016	900606001	900606002	1	90013	900206	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900102	1	2000	900112	1	2000	900122	1	2000	900132	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	7	1	9006	10	30900107	10000	30900202	1782	846	0	0	0	0	0	0	0	0	0	0	1979	400	784	1912	825	1800	90060012	90060017	900607001	900607002	1	90013	900207	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	8	1	9006	10	30900108	0	0	1501	1154	0	0	0	0	0	0	0	0	0	0	1639	433	970	1596	1037	1800	90060013	90060018	900608001	900608002	1	90013	900208	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	9	1	9006	10	30900109	0	0	1281	1434	0	0	0	0	0	0	0	0	0	0	1454	482	1245	1394	1312	1800	90060014	90060019	900609001	900609002	1	90013	900209	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900103	1	3333	900113	1	3333	2	1	3334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	10	1	9006	10	30900110	10000	30900203	2056	1541	0	0	0	0	0	0	0	0	0	0	1188	499	1543	1942	1463	1800	90060015	90060020	900610001	0	1	90013	900210	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	1	9007	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1019	2515	6000	0	0	0	900700001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1	1	9007	10	30900101	0	0	1236	2320	0	0	0	0	0	0	0	0	0	0	1069	-46	2467	1131	2403	1800	90070001	90070006	900701001	900701002	1	90011	900201	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2	1	9007	10	30900102	0	0	1492	2005	0	0	0	0	0	0	0	0	0	0	1362	-12	2183	1443	2118	1800	90070002	90070007	900702001	900702002	1	90011	900202	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	3	1	9007	10	30900103	0	0	2135	2353	0	0	0	0	0	0	0	0	0	0	1881	33	2288	1982	2317	1800	90070003	90070008	900703001	900703002	1	90011	900203	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900101	1	2000	900111	1	2000	900121	1	2000	900131	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	4	1	9007	10	30900104	10000	30900201	2506	2099	0	0	0	0	0	0	0	0	0	0	2177	47	2497	2480	2193	1800	90070004	90070009	900704001	900704002	1	90012	900204	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	5	1	9007	10	30900105	0	0	2693	1483	0	0	0	0	0	0	0	0	0	0	2630	331	1680	2645	1603	1800	90070005	90070010	900705001	900705002	1	90012	900205	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	6	1	9007	10	30900106	0	0	2217	755	0	0	0	0	0	0	0	0	0	0	2408	369	927	2339	852	1800	90070011	90070016	900706001	900706002	1	90013	900206	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900102	1	2000	900112	1	2000	900122	1	2000	900132	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	7	1	9007	10	30900107	10000	30900202	1782	846	0	0	0	0	0	0	0	0	0	0	1979	400	784	1912	825	1800	90070012	90070017	900707001	900707002	1	90013	900207	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	8	1	9007	10	30900108	0	0	1501	1154	0	0	0	0	0	0	0	0	0	0	1639	433	970	1596	1037	1800	90070013	90070018	900708001	900708002	1	90013	900208	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	9	1	9007	10	30900109	0	0	1281	1434	0	0	0	0	0	0	0	0	0	0	1454	482	1245	1394	1312	1800	90070014	90070019	900709001	900709002	1	90013	900209	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900103	1	3333	900113	1	3333	2	1	3334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	10	1	9007	10	30900110	10000	30900203	2056	1541	0	0	0	0	0	0	0	0	0	0	1188	499	1543	1942	1463	1800	90070015	90070020	900710001	0	1	90013	900210	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	1	9008	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1019	2515	6000	0	0	0	900800001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1	1	9008	10	30900101	0	0	1236	2320	0	0	0	0	0	0	0	0	0	0	1069	-46	2467	1131	2403	1800	90080001	90080006	900801001	900801002	1	90011	900201	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2	1	9008	10	30900102	0	0	1492	2005	0	0	0	0	0	0	0	0	0	0	1362	-12	2183	1443	2118	1800	90080002	90080007	900802001	900802002	1	90011	900202	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	3	1	9008	10	30900103	0	0	2135	2353	0	0	0	0	0	0	0	0	0	0	1881	33	2288	1982	2317	1800	90080003	90080008	900803001	900803002	1	90011	900203	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900101	1	2000	900111	1	2000	900121	1	2000	900131	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	4	1	9008	10	30900104	10000	30900201	2506	2099	0	0	0	0	0	0	0	0	0	0	2177	47	2497	2480	2193	1800	90080004	90080009	900804001	900804002	1	90012	900204	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	5	1	9008	10	30900105	0	0	2693	1483	0	0	0	0	0	0	0	0	0	0	2630	331	1680	2645	1603	1800	90080005	90080010	900805001	900805002	1	90012	900205	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	6	1	9008	10	30900106	0	0	2217	755	0	0	0	0	0	0	0	0	0	0	2408	369	927	2339	852	1800	90080011	90080016	900806001	900806002	1	90013	900206	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900102	1	2000	900112	1	2000	900122	1	2000	900132	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	7	1	9008	10	30900107	10000	30900202	1782	846	0	0	0	0	0	0	0	0	0	0	1979	400	784	1912	825	1800	90080012	90080017	900807001	900807002	1	90013	900207	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	8	1	9008	10	30900108	0	0	1501	1154	0	0	0	0	0	0	0	0	0	0	1639	433	970	1596	1037	1800	90080013	90080018	900808001	900808002	1	90013	900208	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	9	1	9008	10	30900109	0	0	1281	1434	0	0	0	0	0	0	0	0	0	0	1454	482	1245	1394	1312	1800	90080014	90080019	900809001	900809002	1	90013	900209	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900103	1	3333	900113	1	3333	2	1	3334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	10	1	9008	10	30900110	10000	30900203	2056	1541	0	0	0	0	0	0	0	0	0	0	1188	499	1543	1942	1463	1800	90080015	90080020	900810001	0	1	90013	900210	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	1	9009	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1019	2515	6000	0	0	0	900900001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1	1	9009	10	30900101	0	0	1236	2320	0	0	0	0	0	0	0	0	0	0	1069	-46	2467	1131	2403	1800	90090001	90090006	900901001	900901002	1	90011	900201	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2	1	9009	10	30900102	0	0	1492	2005	0	0	0	0	0	0	0	0	0	0	1362	-12	2183	1443	2118	1800	90090002	90090007	900902001	900902002	1	90011	900202	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	3	1	9009	10	30900103	0	0	2135	2353	0	0	0	0	0	0	0	0	0	0	1881	33	2288	1982	2317	1800	90090003	90090008	900903001	900903002	1	90011	900203	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900101	1	2000	900111	1	2000	900121	1	2000	900131	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	4	1	9009	10	30900104	10000	30900201	2506	2099	0	0	0	0	0	0	0	0	0	0	2177	47	2497	2480	2193	1800	90090004	90090009	900904001	900904002	1	90012	900204	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	5	1	9009	10	30900105	0	0	2693	1483	0	0	0	0	0	0	0	0	0	0	2630	331	1680	2645	1603	1800	90090005	90090010	900905001	900905002	1	90012	900205	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	6	1	9009	10	30900106	0	0	2217	755	0	0	0	0	0	0	0	0	0	0	2408	369	927	2339	852	1800	90090011	90090016	900906001	900906002	1	90013	900206	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900102	1	2000	900112	1	2000	900122	1	2000	900132	1	2000	3	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	7	1	9009	10	30900107	10000	30900202	1782	846	0	0	0	0	0	0	0	0	0	0	1979	400	784	1912	825	1800	90090012	90090017	900907001	900907002	1	90013	900207	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	8	1	9009	10	30900108	0	0	1501	1154	0	0	0	0	0	0	0	0	0	0	1639	433	970	1596	1037	1800	90090013	90090018	900908001	900908002	1	90013	900208	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	9	1	9009	10	30900109	0	0	1281	1434	0	0	0	0	0	0	0	0	0	0	1454	482	1245	1394	1312	1800	90090014	90090019	900909001	900909002	1	90013	900209	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	900103	1	3333	900113	1	3333	2	1	3334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	10	1	9009	10	30900110	10000	30900203	2056	1541	0	0	0	0	0	0	0	0	0	0	1188	499	1543	1942	1463	1800	90090015	90090020	900910001	0	1	90013	900210	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	1	9010	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1019	2515	6000	0	0	0	901000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1	1	9010	10	30900101	0	0	1236	2320	0	0	0	0	0	0	0	0	0	0	1069	-46	2467	1131	2403	1800	90100001	90100006	901001001	901001002	1	90011	900201	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
