consume_id消耗ID(2位系统<1武学，2任务，3地图，4付费，5装备，6道藏,7制造，8道具，9系统，10时装，11仙道秘法>+2位类型+2位流水)	second_id副键ID（默认值9999，当副ID找不到时就找这个9999，如果也找不到才返回错误；任务回收填任务ID；制造绑定解绑的0-9副键代表0-9档的解绑消耗，宝塔中代表奖励池ID，仙道秘法重铸）	valid	consume1_mode消耗模式1(1货币，2道具，3精血，4宝石精华，5次数限制<次数ID，数量>，6道藏残页，7消耗特定品质的特定装备（精炼过的装备不算，优先扣除评分低的）（参数1：type_id 参数2：品质 参数3：数量）)	mode1_parm1参数1	mode1_parm2参数2	mode1_parm3参数3	consume2_mode	mode2_parm1	mode2_parm2	mode2_parm3	consume3_mode	mode3_parm1	mode3_parm2	mode3_parm3	consume4_mode	mode4_parm1	mode4_parm2	mode4_parm3	consume5_mode	mode5_parm1	mode5_parm2	mode5_parm3	consume6_mode	mode6_parm1	mode6_parm2	mode6_parm3 
10230	6	1	2	420200300	8	0	2	420100203	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10230	7	1	2	420200300	16	0	2	420100203	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10230	8	1	2	420200300	32	0	2	420100203	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10230	9	1	2	420200300	64	0	2	420100203	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10231	0	1	2	420100207	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10231	1	1	2	420200300	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10231	2	1	2	420200300	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10231	3	1	2	420200300	2	0	2	420100207	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10231	4	1	2	420200300	2	0	2	420100207	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10231	5	1	2	420200300	4	0	2	420100207	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10231	6	1	2	420200300	8	0	2	420100207	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10231	7	1	2	420200300	16	0	2	420100207	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10231	8	1	2	420200300	32	0	2	420100207	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10231	9	1	2	420200300	64	0	2	420100207	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10232	0	1	2	420100210	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10232	1	1	2	420200300	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10232	2	1	2	420200300	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10232	3	1	2	420200300	2	0	2	420100210	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10232	4	1	2	420200300	2	0	2	420100210	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10232	5	1	2	420200300	4	0	2	420100210	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10232	6	1	2	420200300	8	0	2	420100210	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10232	7	1	2	420200300	16	0	2	420100210	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10232	8	1	2	420200300	32	0	2	420100210	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10232	9	1	2	420200300	64	0	2	420100210	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10233	0	1	2	420100212	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10233	1	1	2	420200300	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10233	2	1	2	420200300	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10233	3	1	2	420200300	2	0	2	420100212	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10233	4	1	2	420200300	2	0	2	420100212	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10233	5	1	2	420200300	4	0	2	420100212	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10233	6	1	2	420200300	8	0	2	420100212	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10233	7	1	2	420200300	16	0	2	420100212	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10233	8	1	2	420200300	32	0	2	420100212	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10233	9	1	2	420200300	64	0	2	420100212	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10241	0	1	2	420100301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10241	1	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10241	2	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10241	3	1	2	420200400	4	0	2	420100301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10241	4	1	2	420200400	4	0	2	420100301	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10241	5	1	2	420200400	8	0	2	420100301	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10241	6	1	2	420200400	16	0	2	420100301	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10241	7	1	2	420200400	32	0	2	420100301	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10241	8	1	2	420200400	64	0	2	420100301	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10241	9	1	2	420200400	128	0	2	420100301	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10242	0	1	2	420100300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10242	1	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10242	2	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10242	3	1	2	420200400	4	0	2	420100300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10242	4	1	2	420200400	4	0	2	420100300	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10242	5	1	2	420200400	8	0	2	420100300	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10242	6	1	2	420200400	16	0	2	420100300	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10242	7	1	2	420200400	32	0	2	420100300	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10242	8	1	2	420200400	64	0	2	420100300	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10242	9	1	2	420200400	128	0	2	420100300	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10243	0	1	2	420100306	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10243	1	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10243	2	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10243	3	1	2	420200400	4	0	2	420100306	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10243	4	1	2	420200400	4	0	2	420100306	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10243	5	1	2	420200400	8	0	2	420100306	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10243	6	1	2	420200400	16	0	2	420100306	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10243	7	1	2	420200400	32	0	2	420100306	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10243	8	1	2	420200400	64	0	2	420100306	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10243	9	1	2	420200400	128	0	2	420100306	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10244	0	1	2	420100309	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10244	1	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10244	2	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10244	3	1	2	420200400	4	0	2	420100309	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10244	4	1	2	420200400	4	0	2	420100309	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10244	5	1	2	420200400	8	0	2	420100309	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10244	6	1	2	420200400	16	0	2	420100309	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10244	7	1	2	420200400	32	0	2	420100309	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10244	8	1	2	420200400	64	0	2	420100309	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10244	9	1	2	420200400	128	0	2	420100309	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10245	0	1	2	420100302	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10245	1	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10245	2	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10245	3	1	2	420200400	4	0	2	420100302	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10245	4	1	2	420200400	4	0	2	420100302	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10245	5	1	2	420200400	8	0	2	420100302	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10245	6	1	2	420200400	16	0	2	420100302	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10245	7	1	2	420200400	32	0	2	420100302	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10245	8	1	2	420200400	64	0	2	420100302	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10245	9	1	2	420200400	128	0	2	420100302	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10246	0	1	2	420100305	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10246	1	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10246	2	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10246	3	1	2	420200400	4	0	2	420100305	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10246	4	1	2	420200400	4	0	2	420100305	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10246	5	1	2	420200400	8	0	2	420100305	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10246	6	1	2	420200400	16	0	2	420100305	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10246	7	1	2	420200400	32	0	2	420100305	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10246	8	1	2	420200400	64	0	2	420100305	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10246	9	1	2	420200400	128	0	2	420100305	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10247	0	1	2	420100308	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10247	1	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10247	2	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10247	3	1	2	420200400	4	0	2	420100308	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10247	4	1	2	420200400	4	0	2	420100308	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10247	5	1	2	420200400	8	0	2	420100308	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10247	6	1	2	420200400	16	0	2	420100308	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10247	7	1	2	420200400	32	0	2	420100308	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10247	8	1	2	420200400	64	0	2	420100308	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10247	9	1	2	420200400	128	0	2	420100308	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10248	0	1	2	420100311	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10248	1	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10248	2	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10248	3	1	2	420200400	4	0	2	420100311	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10248	4	1	2	420200400	4	0	2	420100311	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10248	5	1	2	420200400	8	0	2	420100311	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10248	6	1	2	420200400	16	0	2	420100311	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10248	7	1	2	420200400	32	0	2	420100311	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10248	8	1	2	420200400	64	0	2	420100311	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10248	9	1	2	420200400	128	0	2	420100311	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10249	0	1	2	420100304	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10249	1	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10249	2	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10249	3	1	2	420200400	4	0	2	420100304	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10249	4	1	2	420200400	4	0	2	420100304	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10249	5	1	2	420200400	8	0	2	420100304	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10249	6	1	2	420200400	16	0	2	420100304	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10249	7	1	2	420200400	32	0	2	420100304	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10249	8	1	2	420200400	64	0	2	420100304	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10249	9	1	2	420200400	128	0	2	420100304	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10250	0	1	2	420100303	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10250	1	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10250	2	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10250	3	1	2	420200400	4	0	2	420100303	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10250	4	1	2	420200400	4	0	2	420100303	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10250	5	1	2	420200400	8	0	2	420100303	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10250	6	1	2	420200400	16	0	2	420100303	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10250	7	1	2	420200400	32	0	2	420100303	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10250	8	1	2	420200400	64	0	2	420100303	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10250	9	1	2	420200400	128	0	2	420100303	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10251	0	1	2	420100307	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10251	1	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10251	2	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10251	3	1	2	420200400	4	0	2	420100307	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10251	4	1	2	420200400	4	0	2	420100307	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10251	5	1	2	420200400	8	0	2	420100307	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10251	6	1	2	420200400	16	0	2	420100307	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10251	7	1	2	420200400	32	0	2	420100307	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10251	8	1	2	420200400	64	0	2	420100307	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10251	9	1	2	420200400	128	0	2	420100307	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10252	0	1	2	420100310	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10252	1	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10252	2	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10252	3	1	2	420200400	4	0	2	420100310	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10252	4	1	2	420200400	4	0	2	420100310	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10252	5	1	2	420200400	8	0	2	420100310	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10252	6	1	2	420200400	16	0	2	420100310	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10252	7	1	2	420200400	32	0	2	420100310	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10252	8	1	2	420200400	64	0	2	420100310	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10252	9	1	2	420200400	128	0	2	420100310	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10253	0	1	2	420100312	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10253	1	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10253	2	1	2	420200400	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10253	3	1	2	420200400	4	0	2	420100312	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10253	4	1	2	420200400	4	0	2	420100312	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10253	5	1	2	420200400	8	0	2	420100312	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10253	6	1	2	420200400	16	0	2	420100312	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10253	7	1	2	420200400	32	0	2	420100312	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10253	8	1	2	420200400	64	0	2	420100312	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10253	9	1	2	420200400	128	0	2	420100312	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10261	0	1	2	420100401	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10261	1	1	2	420200500	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10261	2	1	2	420200500	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10261	3	1	2	420200500	6	0	2	420100401	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10261	4	1	2	420200500	6	0	2	420100401	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10261	5	1	2	420200500	12	0	2	420100401	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10261	6	1	2	420200500	24	0	2	420100401	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10261	7	1	2	420200500	48	0	2	420100401	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10261	8	1	2	420200500	96	0	2	420100401	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10261	9	1	2	420200500	192	0	2	420100401	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10262	0	1	2	420100400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10262	1	1	2	420200500	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10262	2	1	2	420200500	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10262	3	1	2	420200500	6	0	2	420100400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10262	4	1	2	420200500	6	0	2	420100400	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10262	5	1	2	420200500	12	0	2	420100400	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10262	6	1	2	420200500	24	0	2	420100400	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10262	7	1	2	420200500	48	0	2	420100400	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10262	8	1	2	420200500	96	0	2	420100400	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10262	9	1	2	420200500	192	0	2	420100400	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10263	0	1	2	420100406	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10263	1	1	2	420200500	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10263	2	1	2	420200500	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10263	3	1	2	420200500	6	0	2	420100406	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10263	4	1	2	420200500	6	0	2	420100406	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10263	5	1	2	420200500	12	0	2	420100406	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10263	6	1	2	420200500	24	0	2	420100406	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10263	7	1	2	420200500	48	0	2	420100406	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10263	8	1	2	420200500	96	0	2	420100406	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10263	9	1	2	420200500	192	0	2	420100406	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10264	0	1	2	420100409	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10264	1	1	2	420200500	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10264	2	1	2	420200500	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10264	3	1	2	420200500	6	0	2	420100409	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10264	4	1	2	420200500	6	0	2	420100409	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10264	5	1	2	420200500	12	0	2	420100409	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10264	6	1	2	420200500	24	0	2	420100409	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10264	7	1	2	420200500	48	0	2	420100409	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10264	8	1	2	420200500	96	0	2	420100409	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10264	9	1	2	420200500	192	0	2	420100409	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10265	0	1	2	420100402	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10265	1	1	2	420200500	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10265	2	1	2	420200500	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10265	3	1	2	420200500	6	0	2	420100402	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10265	4	1	2	420200500	6	0	2	420100402	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10265	5	1	2	420200500	12	0	2	420100402	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10265	6	1	2	420200500	24	0	2	420100402	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10265	7	1	2	420200500	48	0	2	420100402	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10265	8	1	2	420200500	96	0	2	420100402	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10265	9	1	2	420200500	192	0	2	420100402	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10266	0	1	2	420100405	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10266	1	1	2	420200500	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10266	2	1	2	420200500	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10266	3	1	2	420200500	6	0	2	420100405	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10266	4	1	2	420200500	6	0	2	420100405	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10266	5	1	2	420200500	12	0	2	420100405	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10266	6	1	2	420200500	24	0	2	420100405	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10266	7	1	2	420200500	48	0	2	420100405	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10266	8	1	2	420200500	96	0	2	420100405	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10266	9	1	2	420200500	192	0	2	420100405	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10267	0	1	2	420100408	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10267	1	1	2	420200500	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10267	2	1	2	420200500	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10267	3	1	2	420200500	6	0	2	420100408	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10267	4	1	2	420200500	6	0	2	420100408	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10267	5	1	2	420200500	12	0	2	420100408	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10267	6	1	2	420200500	24	0	2	420100408	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
