资质ID	有效标志位	满时不降几率（单条，2条时，为该几率的一半）	区间1下限	区间1上限	区间1几率	区间1付费几率	步数	区间2下限	区间2上限	区间2几率	区间2付费几率	步数	区间3下限	区间3上限	区间3几率	区间3付费几率	步数	区间4下限	区间4上限	区间4几率	区间4付费几率	步数	区间5下限	区间5上限	区间5几率	区间5付费几率	步数	区间6下限	区间6上限	区间6几率	区间6付费几率	步数	区间7下限	区间7上限	区间7几率	区间7付费几率	步数	区间8下限	区间8上限	区间8几率	区间8付费几率	步数	区间9下限	区间9上限	区间9几率	区间9付费几率	步数	区间10下限	区间10上限	区间10几率	区间10付费几率	步数
402031	1	10000	1243	1243	0	0	1	1243	1243	0	0	1	1243	1243	0	0	1	1243	1243	0	0	3	1243	1243	10000	10000	4	1243	1243	0	0	6	1243	1243	0	0	6	1243	1243	0	0	8	1243	1243	0	0	8	1243	1243	0	0	10
402032	1	10000	1638	1638	0	0	1	1638	1638	0	0	1	1638	1638	0	0	1	1638	1638	0	0	3	1638	1638	10000	10000	4	1638	1638	0	0	6	1638	1638	0	0	6	1638	1638	0	0	8	1638	1638	0	0	8	1638	1638	0	0	10
402033	1	10000	1183	1183	0	0	1	1183	1183	0	0	1	1183	1183	0	0	1	1183	1183	0	0	3	1183	1183	10000	10000	4	1183	1183	0	0	6	1183	1183	0	0	6	1183	1183	0	0	8	1183	1183	0	0	8	1183	1183	0	0	10
402041	1	10000	1304	1304	0	0	1	1304	1304	0	0	1	1304	1304	0	0	1	1304	1304	0	0	3	1304	1304	10000	10000	4	1304	1304	0	0	6	1304	1304	0	0	6	1304	1304	0	0	8	1304	1304	0	0	8	1304	1304	0	0	10
402042	1	10000	1745	1745	0	0	1	1745	1745	0	0	1	1745	1745	0	0	1	1745	1745	0	0	3	1745	1745	10000	10000	4	1745	1745	0	0	6	1745	1745	0	0	6	1745	1745	0	0	8	1745	1745	0	0	8	1745	1745	0	0	10
402043	1	10000	1242	1242	0	0	1	1242	1242	0	0	1	1242	1242	0	0	1	1242	1242	0	0	3	1242	1242	10000	10000	4	1242	1242	0	0	6	1242	1242	0	0	6	1242	1242	0	0	8	1242	1242	0	0	8	1242	1242	0	0	10
403011	1	10000	1510	1510	0	0	1	1510	1510	0	0	1	1510	1510	0	0	1	1510	1510	0	0	3	1510	1510	10000	10000	4	1510	1510	0	0	6	1510	1510	0	0	6	1510	1510	0	0	8	1510	1510	0	0	8	1510	1510	0	0	10
403012	1	10000	1010	1010	0	0	1	1010	1010	0	0	1	1010	1010	0	0	1	1010	1010	0	0	3	1010	1010	10000	10000	4	1010	1010	0	0	6	1010	1010	0	0	6	1010	1010	0	0	8	1010	1010	0	0	8	1010	1010	0	0	10
403013	1	10000	1248	1248	0	0	1	1248	1248	0	0	1	1248	1248	0	0	1	1248	1248	0	0	3	1248	1248	10000	10000	4	1248	1248	0	0	6	1248	1248	0	0	6	1248	1248	0	0	8	1248	1248	0	0	8	1248	1248	0	0	10
403021	1	10000	1613	1613	0	0	1	1613	1613	0	0	1	1613	1613	0	0	1	1613	1613	0	0	3	1613	1613	10000	10000	4	1613	1613	0	0	6	1613	1613	0	0	6	1613	1613	0	0	8	1613	1613	0	0	8	1613	1613	0	0	10
403022	1	10000	1054	1054	0	0	1	1054	1054	0	0	1	1054	1054	0	0	1	1054	1054	0	0	3	1054	1054	10000	10000	4	1054	1054	0	0	6	1054	1054	0	0	6	1054	1054	0	0	8	1054	1054	0	0	8	1054	1054	0	0	10
403023	1	10000	1338	1338	0	0	1	1338	1338	0	0	1	1338	1338	0	0	1	1338	1338	0	0	3	1338	1338	10000	10000	4	1338	1338	0	0	6	1338	1338	0	0	6	1338	1338	0	0	8	1338	1338	0	0	8	1338	1338	0	0	10
403031	1	10000	1717	1717	0	0	1	1717	1717	0	0	1	1717	1717	0	0	1	1717	1717	0	0	3	1717	1717	10000	10000	4	1717	1717	0	0	6	1717	1717	0	0	6	1717	1717	0	0	8	1717	1717	0	0	8	1717	1717	0	0	10
403032	1	10000	1098	1098	0	0	1	1098	1098	0	0	1	1098	1098	0	0	1	1098	1098	0	0	3	1098	1098	10000	10000	4	1098	1098	0	0	6	1098	1098	0	0	6	1098	1098	0	0	8	1098	1098	0	0	8	1098	1098	0	0	10
403033	1	10000	1428	1428	0	0	1	1428	1428	0	0	1	1428	1428	0	0	1	1428	1428	0	0	3	1428	1428	10000	10000	4	1428	1428	0	0	6	1428	1428	0	0	6	1428	1428	0	0	8	1428	1428	0	0	8	1428	1428	0	0	10
403041	1	10000	1821	1821	0	0	1	1821	1821	0	0	1	1821	1821	0	0	1	1821	1821	0	0	3	1821	1821	10000	10000	4	1821	1821	0	0	6	1821	1821	0	0	6	1821	1821	0	0	8	1821	1821	0	0	8	1821	1821	0	0	10
403042	1	10000	1142	1142	0	0	1	1142	1142	0	0	1	1142	1142	0	0	1	1142	1142	0	0	3	1142	1142	10000	10000	4	1142	1142	0	0	6	1142	1142	0	0	6	1142	1142	0	0	8	1142	1142	0	0	8	1142	1142	0	0	10
403043	1	10000	1518	1518	0	0	1	1518	1518	0	0	1	1518	1518	0	0	1	1518	1518	0	0	3	1518	1518	10000	10000	4	1518	1518	0	0	6	1518	1518	0	0	6	1518	1518	0	0	8	1518	1518	0	0	8	1518	1518	0	0	10
400111	1	10000	1442	1442	0	0	1	1442	1442	0	0	1	1442	1442	0	0	1	1442	1442	0	0	3	1442	1442	10000	10000	4	1442	1442	0	0	6	1442	1442	0	0	6	1442	1442	0	0	8	1442	1442	0	0	8	1442	1442	0	0	10
400112	1	10000	1117	1117	0	0	1	1117	1117	0	0	1	1117	1117	0	0	1	1117	1117	0	0	3	1117	1117	10000	10000	4	1117	1117	0	0	6	1117	1117	0	0	6	1117	1117	0	0	8	1117	1117	0	0	8	1117	1117	0	0	10
400113	1	10000	1242	1242	0	0	1	1242	1242	0	0	1	1242	1242	0	0	1	1242	1242	0	0	3	1242	1242	10000	10000	4	1242	1242	0	0	6	1242	1242	0	0	6	1242	1242	0	0	8	1242	1242	0	0	8	1242	1242	0	0	10
400121	1	10000	1518	1518	0	0	1	1518	1518	0	0	1	1518	1518	0	0	1	1518	1518	0	0	3	1518	1518	10000	10000	4	1518	1518	0	0	6	1518	1518	0	0	6	1518	1518	0	0	8	1518	1518	0	0	8	1518	1518	0	0	10
400122	1	10000	1179	1179	0	0	1	1179	1179	0	0	1	1179	1179	0	0	1	1179	1179	0	0	3	1179	1179	10000	10000	4	1179	1179	0	0	6	1179	1179	0	0	6	1179	1179	0	0	8	1179	1179	0	0	8	1179	1179	0	0	10
400123	1	10000	1311	1311	0	0	1	1311	1311	0	0	1	1311	1311	0	0	1	1311	1311	0	0	3	1311	1311	10000	10000	4	1311	1311	0	0	6	1311	1311	0	0	6	1311	1311	0	0	8	1311	1311	0	0	8	1311	1311	0	0	10
400131	1	10000	1593	1593	0	0	1	1593	1593	0	0	1	1593	1593	0	0	1	1593	1593	0	0	3	1593	1593	10000	10000	4	1593	1593	0	0	6	1593	1593	0	0	6	1593	1593	0	0	8	1593	1593	0	0	8	1593	1593	0	0	10
400132	1	10000	1242	1242	0	0	1	1242	1242	0	0	1	1242	1242	0	0	1	1242	1242	0	0	3	1242	1242	10000	10000	4	1242	1242	0	0	6	1242	1242	0	0	6	1242	1242	0	0	8	1242	1242	0	0	8	1242	1242	0	0	10
400133	1	10000	1380	1380	0	0	1	1380	1380	0	0	1	1380	1380	0	0	1	1380	1380	0	0	3	1380	1380	10000	10000	4	1380	1380	0	0	6	1380	1380	0	0	6	1380	1380	0	0	8	1380	1380	0	0	8	1380	1380	0	0	10
400141	1	10000	1669	1669	0	0	1	1669	1669	0	0	1	1669	1669	0	0	1	1669	1669	0	0	3	1669	1669	10000	10000	4	1669	1669	0	0	6	1669	1669	0	0	6	1669	1669	0	0	8	1669	1669	0	0	8	1669	1669	0	0	10
400142	1	10000	1304	1304	0	0	1	1304	1304	0	0	1	1304	1304	0	0	1	1304	1304	0	0	3	1304	1304	10000	10000	4	1304	1304	0	0	6	1304	1304	0	0	6	1304	1304	0	0	8	1304	1304	0	0	8	1304	1304	0	0	10
400143	1	10000	1449	1449	0	0	1	1449	1449	0	0	1	1449	1449	0	0	1	1449	1449	0	0	3	1449	1449	10000	10000	4	1449	1449	0	0	6	1449	1449	0	0	6	1449	1449	0	0	8	1449	1449	0	0	8	1449	1449	0	0	10
400151	1	10000	1745	1745	0	0	1	1745	1745	0	0	1	1745	1745	0	0	1	1745	1745	0	0	3	1745	1745	10000	10000	4	1745	1745	0	0	6	1745	1745	0	0	6	1745	1745	0	0	8	1745	1745	0	0	8	1745	1745	0	0	10
400152	1	10000	1366	1366	0	0	1	1366	1366	0	0	1	1366	1366	0	0	1	1366	1366	0	0	3	1366	1366	10000	10000	4	1366	1366	0	0	6	1366	1366	0	0	6	1366	1366	0	0	8	1366	1366	0	0	8	1366	1366	0	0	10
400153	1	10000	1518	1518	0	0	1	1518	1518	0	0	1	1518	1518	0	0	1	1518	1518	0	0	3	1518	1518	10000	10000	4	1518	1518	0	0	6	1518	1518	0	0	6	1518	1518	0	0	8	1518	1518	0	0	8	1518	1518	0	0	10
400211	1	10000	1117	1117	0	0	1	1117	1117	0	0	1	1117	1117	0	0	1	1117	1117	0	0	3	1117	1117	10000	10000	4	1117	1117	0	0	6	1117	1117	0	0	6	1117	1117	0	0	8	1117	1117	0	0	8	1117	1117	0	0	10
400212	1	10000	1442	1442	0	0	1	1442	1442	0	0	1	1442	1442	0	0	1	1442	1442	0	0	3	1442	1442	10000	10000	4	1442	1442	0	0	6	1442	1442	0	0	6	1442	1442	0	0	8	1442	1442	0	0	8	1442	1442	0	0	10
400213	1	10000	1117	1117	0	0	1	1117	1117	0	0	1	1117	1117	0	0	1	1117	1117	0	0	3	1117	1117	10000	10000	4	1117	1117	0	0	6	1117	1117	0	0	6	1117	1117	0	0	8	1117	1117	0	0	8	1117	1117	0	0	10
400221	1	10000	1179	1179	0	0	1	1179	1179	0	0	1	1179	1179	0	0	1	1179	1179	0	0	3	1179	1179	10000	10000	4	1179	1179	0	0	6	1179	1179	0	0	6	1179	1179	0	0	8	1179	1179	0	0	8	1179	1179	0	0	10
400222	1	10000	1518	1518	0	0	1	1518	1518	0	0	1	1518	1518	0	0	1	1518	1518	0	0	3	1518	1518	10000	10000	4	1518	1518	0	0	6	1518	1518	0	0	6	1518	1518	0	0	8	1518	1518	0	0	8	1518	1518	0	0	10
400223	1	10000	1179	1179	0	0	1	1179	1179	0	0	1	1179	1179	0	0	1	1179	1179	0	0	3	1179	1179	10000	10000	4	1179	1179	0	0	6	1179	1179	0	0	6	1179	1179	0	0	8	1179	1179	0	0	8	1179	1179	0	0	10
400231	1	10000	1242	1242	0	0	1	1242	1242	0	0	1	1242	1242	0	0	1	1242	1242	0	0	3	1242	1242	10000	10000	4	1242	1242	0	0	6	1242	1242	0	0	6	1242	1242	0	0	8	1242	1242	0	0	8	1242	1242	0	0	10
400232	1	10000	1593	1593	0	0	1	1593	1593	0	0	1	1593	1593	0	0	1	1593	1593	0	0	3	1593	1593	10000	10000	4	1593	1593	0	0	6	1593	1593	0	0	6	1593	1593	0	0	8	1593	1593	0	0	8	1593	1593	0	0	10
400233	1	10000	1242	1242	0	0	1	1242	1242	0	0	1	1242	1242	0	0	1	1242	1242	0	0	3	1242	1242	10000	10000	4	1242	1242	0	0	6	1242	1242	0	0	6	1242	1242	0	0	8	1242	1242	0	0	8	1242	1242	0	0	10
400241	1	10000	1304	1304	0	0	1	1304	1304	0	0	1	1304	1304	0	0	1	1304	1304	0	0	3	1304	1304	10000	10000	4	1304	1304	0	0	6	1304	1304	0	0	6	1304	1304	0	0	8	1304	1304	0	0	8	1304	1304	0	0	10
400242	1	10000	1669	1669	0	0	1	1669	1669	0	0	1	1669	1669	0	0	1	1669	1669	0	0	3	1669	1669	10000	10000	4	1669	1669	0	0	6	1669	1669	0	0	6	1669	1669	0	0	8	1669	1669	0	0	8	1669	1669	0	0	10
400243	1	10000	1304	1304	0	0	1	1304	1304	0	0	1	1304	1304	0	0	1	1304	1304	0	0	3	1304	1304	10000	10000	4	1304	1304	0	0	6	1304	1304	0	0	6	1304	1304	0	0	8	1304	1304	0	0	8	1304	1304	0	0	10
400251	1	10000	1366	1366	0	0	1	1366	1366	0	0	1	1366	1366	0	0	1	1366	1366	0	0	3	1366	1366	10000	10000	4	1366	1366	0	0	6	1366	1366	0	0	6	1366	1366	0	0	8	1366	1366	0	0	8	1366	1366	0	0	10
400252	1	10000	1745	1745	0	0	1	1745	1745	0	0	1	1745	1745	0	0	1	1745	1745	0	0	3	1745	1745	10000	10000	4	1745	1745	0	0	6	1745	1745	0	0	6	1745	1745	0	0	8	1745	1745	0	0	8	1745	1745	0	0	10
400253	1	10000	1366	1366	0	0	1	1366	1366	0	0	1	1366	1366	0	0	1	1366	1366	0	0	3	1366	1366	10000	10000	4	1366	1366	0	0	6	1366	1366	0	0	6	1366	1366	0	0	8	1366	1366	0	0	8	1366	1366	0	0	10
600011	1	10000	2094	2094	0	0	1	2094	2094	0	0	1	2094	2094	0	0	1	2094	2094	0	0	3	2094	2094	10000	10000	4	2094	2094	0	0	6	2094	2094	0	0	6	2094	2094	0	0	8	2094	2094	0	0	8	2094	2094	0	0	10
600012	1	10000	1713	1713	0	0	1	1713	1713	0	0	1	1713	1713	0	0	1	1713	1713	0	0	3	1713	1713	10000	10000	4	1713	1713	0	0	6	1713	1713	0	0	6	1713	1713	0	0	8	1713	1713	0	0	8	1713	1713	0	0	10
600013	1	10000	1904	1904	0	0	1	1904	1904	0	0	1	1904	1904	0	0	1	1904	1904	0	0	3	1904	1904	10000	10000	4	1904	1904	0	0	6	1904	1904	0	0	6	1904	1904	0	0	8	1904	1904	0	0	8	1904	1904	0	0	10
600021	1	10000	1663	1663	0	0	1	1663	1663	0	0	1	1663	1663	0	0	1	1663	1663	0	0	3	1663	1663	10000	10000	4	1663	1663	0	0	6	1663	1663	0	0	6	1663	1663	0	0	8	1663	1663	0	0	8	1663	1663	0	0	10
600022	1	10000	1270	1270	0	0	1	1270	1270	0	0	1	1270	1270	0	0	1	1270	1270	0	0	3	1270	1270	10000	10000	4	1270	1270	0	0	6	1270	1270	0	0	6	1270	1270	0	0	8	1270	1270	0	0	8	1270	1270	0	0	10
600023	1	10000	1411	1411	0	0	1	1411	1411	0	0	1	1411	1411	0	0	1	1411	1411	0	0	3	1411	1411	10000	10000	4	1411	1411	0	0	6	1411	1411	0	0	6	1411	1411	0	0	8	1411	1411	0	0	8	1411	1411	0	0	10
600031	1	10000	1440	1440	0	0	1	1440	1440	0	0	1	1440	1440	0	0	1	1440	1440	0	0	3	1440	1440	10000	10000	4	1440	1440	0	0	6	1440	1440	0	0	6	1440	1440	0	0	8	1440	1440	0	0	8	1440	1440	0	0	10
600032	1	10000	1440	1440	0	0	1	1440	1440	0	0	1	1440	1440	0	0	1	1440	1440	0	0	3	1440	1440	10000	10000	4	1440	1440	0	0	6	1440	1440	0	0	6	1440	1440	0	0	8	1440	1440	0	0	8	1440	1440	0	0	10
600033	1	10000	1584	1584	0	0	1	1584	1584	0	0	1	1584	1584	0	0	1	1584	1584	0	0	3	1584	1584	10000	10000	4	1584	1584	0	0	6	1584	1584	0	0	6	1584	1584	0	0	8	1584	1584	0	0	8	1584	1584	0	0	10
600041	1	10000	1821	1821	0	0	1	1821	1821	0	0	1	1821	1821	0	0	1	1821	1821	0	0	3	1821	1821	10000	10000	4	1821	1821	0	0	6	1821	1821	0	0	6	1821	1821	0	0	8	1821	1821	0	0	8	1821	1821	0	0	10
600042	1	10000	1460	1460	0	0	1	1460	1460	0	0	1	1460	1460	0	0	1	1460	1460	0	0	3	1460	1460	10000	10000	4	1460	1460	0	0	6	1460	1460	0	0	6	1460	1460	0	0	8	1460	1460	0	0	8	1460	1460	0	0	10
600043	1	10000	1573	1573	0	0	1	1573	1573	0	0	1	1573	1573	0	0	1	1573	1573	0	0	3	1573	1573	10000	10000	4	1573	1573	0	0	6	1573	1573	0	0	6	1573	1573	0	0	8	1573	1573	0	0	8	1573	1573	0	0	10
600051	1	10000	1400	1400	0	0	1	1400	1400	0	0	1	1400	1400	0	0	1	1400	1400	0	0	3	1400	1400	10000	10000	4	1400	1400	0	0	6	1400	1400	0	0	6	1400	1400	0	0	8	1400	1400	0	0	8	1400	1400	0	0	10
600052	1	10000	1912	1912	0	0	1	1912	1912	0	0	1	1912	1912	0	0	1	1912	1912	0	0	3	1912	1912	10000	10000	4	1912	1912	0	0	6	1912	1912	0	0	6	1912	1912	0	0	8	1912	1912	0	0	8	1912	1912	0	0	10
600053	1	10000	1564	1564	0	0	1	1564	1564	0	0	1	1564	1564	0	0	1	1564	1564	0	0	3	1564	1564	10000	10000	4	1564	1564	0	0	6	1564	1564	0	0	6	1564	1564	0	0	8	1564	1564	0	0	8	1564	1564	0	0	10
600061	1	10000	1622	1622	0	0	1	1622	1622	0	0	1	1622	1622	0	0	1	1622	1622	0	0	3	1622	1622	10000	10000	4	1622	1622	0	0	6	1622	1622	0	0	6	1622	1622	0	0	8	1622	1622	0	0	8	1622	1622	0	0	10
600062	1	10000	1622	1622	0	0	1	1622	1622	0	0	1	1622	1622	0	0	1	1622	1622	0	0	3	1622	1622	10000	10000	4	1622	1622	0	0	6	1622	1622	0	0	6	1622	1622	0	0	8	1622	1622	0	0	8	1622	1622	0	0	10
600063	1	10000	1893	1893	0	0	1	1893	1893	0	0	1	1893	1893	0	0	1	1893	1893	0	0	3	1893	1893	10000	10000	4	1893	1893	0	0	6	1893	1893	0	0	6	1893	1893	0	0	8	1893	1893	0	0	8	1893	1893	0	0	10
600071	1	10000	1296	1296	0	0	1	1296	1296	0	0	1	1296	1296	0	0	1	1296	1296	0	0	3	1296	1296	10000	10000	4	1296	1296	0	0	6	1296	1296	0	0	6	1296	1296	0	0	8	1296	1296	0	0	8	1296	1296	0	0	10
600072	1	10000	1663	1663	0	0	1	1663	1663	0	0	1	1663	1663	0	0	1	1663	1663	0	0	3	1663	1663	10000	10000	4	1663	1663	0	0	6	1663	1663	0	0	6	1663	1663	0	0	8	1663	1663	0	0	8	1663	1663	0	0	10
600073	1	10000	1231	1231	0	0	1	1231	1231	0	0	1	1231	1231	0	0	1	1231	1231	0	0	3	1231	1231	10000	10000	4	1231	1231	0	0	6	1231	1231	0	0	6	1231	1231	0	0	8	1231	1231	0	0	8	1231	1231	0	0	10
600081	1	10000	1788	1788	0	0	1	1788	1788	0	0	1	1788	1788	0	0	1	1788	1788	0	0	3	1788	1788	10000	10000	4	1788	1788	0	0	6	1788	1788	0	0	6	1788	1788	0	0	8	1788	1788	0	0	8	1788	1788	0	0	10
600082	1	10000	1788	1788	0	0	1	1788	1788	0	0	1	1788	1788	0	0	1	1788	1788	0	0	3	1788	1788	10000	10000	4	1788	1788	0	0	6	1788	1788	0	0	6	1788	1788	0	0	8	1788	1788	0	0	8	1788	1788	0	0	10
600083	1	10000	1088	1088	0	0	1	1088	1088	0	0	1	1088	1088	0	0	1	1088	1088	0	0	3	1088	1088	10000	10000	4	1088	1088	0	0	6	1088	1088	0	0	6	1088	1088	0	0	8	1088	1088	0	0	8	1088	1088	0	0	10
600091	1	10000	1627	1627	0	0	1	1627	1627	0	0	1	1627	1627	0	0	1	1627	1627	0	0	3	1627	1627	10000	10000	4	1627	1627	0	0	6	1627	1627	0	0	6	1627	1627	0	0	8	1627	1627	0	0	8	1627	1627	0	0	10
600092	1	10000	2094	2094	0	0	1	2094	2094	0	0	1	2094	2094	0	0	1	2094	2094	0	0	3	2094	2094	10000	10000	4	2094	2094	0	0	6	2094	2094	0	0	6	2094	2094	0	0	8	2094	2094	0	0	8	2094	2094	0	0	10
600093	1	10000	1798	1798	0	0	1	1798	1798	0	0	1	1798	1798	0	0	1	1798	1798	0	0	3	1798	1798	10000	10000	4	1798	1798	0	0	6	1798	1798	0	0	6	1798	1798	0	0	8	1798	1798	0	0	8	1798	1798	0	0	10
600101	1	10000	1713	1713	0	0	1	1713	1713	0	0	1	1713	1713	0	0	1	1713	1713	0	0	3	1713	1713	10000	10000	4	1713	1713	0	0	6	1713	1713	0	0	6	1713	1713	0	0	8	1713	1713	0	0	8	1713	1713	0	0	10
600102	1	10000	1904	1904	0	0	1	1904	1904	0	0	1	1904	1904	0	0	1	1904	1904	0	0	3	1904	1904	10000	10000	4	1904	1904	0	0	6	1904	1904	0	0	6	1904	1904	0	0	8	1904	1904	0	0	8	1904	1904	0	0	10
600103	1	10000	2303	2303	0	0	1	2303	2303	0	0	1	2303	2303	0	0	1	2303	2303	0	0	3	2303	2303	10000	10000	4	2303	2303	0	0	6	2303	2303	0	0	6	2303	2303	0	0	8	2303	2303	0	0	8	2303	2303	0	0	10
600111	1	10000	1663	1663	0	0	1	1663	1663	0	0	1	1663	1663	0	0	1	1663	1663	0	0	3	1663	1663	10000	10000	4	1663	1663	0	0	6	1663	1663	0	0	6	1663	1663	0	0	8	1663	1663	0	0	8	1663	1663	0	0	10
600112	1	10000	1425	1425	0	0	1	1425	1425	0	0	1	1425	1425	0	0	1	1425	1425	0	0	3	1425	1425	10000	10000	4	1425	1425	0	0	6	1425	1425	0	0	6	1425	1425	0	0	8	1425	1425	0	0	8	1425	1425	0	0	10
600113	1	10000	1512	1512	0	0	1	1512	1512	0	0	1	1512	1512	0	0	1	1512	1512	0	0	3	1512	1512	10000	10000	4	1512	1512	0	0	6	1512	1512	0	0	6	1512	1512	0	0	8	1512	1512	0	0	8	1512	1512	0	0	10
600121	1	10000	1762	1762	0	0	1	1762	1762	0	0	1	1762	1762	0	0	1	1762	1762	0	0	3	1762	1762	10000	10000	4	1762	1762	0	0	6	1762	1762	0	0	6	1762	1762	0	0	8	1762	1762	0	0	8	1762	1762	0	0	10
600122	1	10000	1510	1510	0	0	1	1510	1510	0	0	1	1510	1510	0	0	1	1510	1510	0	0	3	1510	1510	10000	10000	4	1510	1510	0	0	6	1510	1510	0	0	6	1510	1510	0	0	8	1510	1510	0	0	8	1510	1510	0	0	10
600123	1	10000	1602	1602	0	0	1	1602	1602	0	0	1	1602	1602	0	0	1	1602	1602	0	0	3	1602	1602	10000	10000	4	1602	1602	0	0	6	1602	1602	0	0	6	1602	1602	0	0	8	1602	1602	0	0	8	1602	1602	0	0	10
600131	1	10000	1867	1867	0	0	1	1867	1867	0	0	1	1867	1867	0	0	1	1867	1867	0	0	3	1867	1867	10000	10000	4	1867	1867	0	0	6	1867	1867	0	0	6	1867	1867	0	0	8	1867	1867	0	0	8	1867	1867	0	0	10
600132	1	10000	1601	1601	0	0	1	1601	1601	0	0	1	1601	1601	0	0	1	1601	1601	0	0	3	1601	1601	10000	10000	4	1601	1601	0	0	6	1601	1601	0	0	6	1601	1601	0	0	8	1601	1601	0	0	8	1601	1601	0	0	10
600133	1	10000	1697	1697	0	0	1	1697	1697	0	0	1	1697	1697	0	0	1	1697	1697	0	0	3	1697	1697	10000	10000	4	1697	1697	0	0	6	1697	1697	0	0	6	1697	1697	0	0	8	1697	1697	0	0	8	1697	1697	0	0	10
600141	1	10000	1999	1999	0	0	1	1999	1999	0	0	1	1999	1999	0	0	1	1999	1999	0	0	3	1999	1999	10000	10000	4	1999	1999	0	0	6	1999	1999	0	0	6	1999	1999	0	0	8	1999	1999	0	0	8	1999	1999	0	0	10
600142	1	10000	1713	1713	0	0	1	1713	1713	0	0	1	1713	1713	0	0	1	1713	1713	0	0	3	1713	1713	10000	10000	4	1713	1713	0	0	6	1713	1713	0	0	6	1713	1713	0	0	8	1713	1713	0	0	8	1713	1713	0	0	10
600143	1	10000	1817	1817	0	0	1	1817	1817	0	0	1	1817	1817	0	0	1	1817	1817	0	0	3	1817	1817	10000	10000	4	1817	1817	0	0	6	1817	1817	0	0	6	1817	1817	0	0	8	1817	1817	0	0	8	1817	1817	0	0	10
600151	1	10000	2138	2138	0	0	1	2138	2138	0	0	1	2138	2138	0	0	1	2138	2138	0	0	3	2138	2138	10000	10000	4	2138	2138	0	0	6	2138	2138	0	0	6	2138	2138	0	0	8	2138	2138	0	0	8	2138	2138	0	0	10
600152	1	10000	1833	1833	0	0	1	1833	1833	0	0	1	1833	1833	0	0	1	1833	1833	0	0	3	1833	1833	10000	10000	4	1833	1833	0	0	6	1833	1833	0	0	6	1833	1833	0	0	8	1833	1833	0	0	8	1833	1833	0	0	10
600153	1	10000	1944	1944	0	0	1	1944	1944	0	0	1	1944	1944	0	0	1	1944	1944	0	0	3	1944	1944	10000	10000	4	1944	1944	0	0	6	1944	1944	0	0	6	1944	1944	0	0	8	1944	1944	0	0	8	1944	1944	0	0	10
600161	1	10000	2289	2289	0	0	1	2289	2289	0	0	1	2289	2289	0	0	1	2289	2289	0	0	3	2289	2289	10000	10000	4	2289	2289	0	0	6	2289	2289	0	0	6	2289	2289	0	0	8	2289	2289	0	0	8	2289	2289	0	0	10
600162	1	10000	1961	1961	0	0	1	1961	1961	0	0	1	1961	1961	0	0	1	1961	1961	0	0	3	1961	1961	10000	10000	4	1961	1961	0	0	6	1961	1961	0	0	6	1961	1961	0	0	8	1961	1961	0	0	8	1961	1961	0	0	10
600163	1	10000	2081	2081	0	0	1	2081	2081	0	0	1	2081	2081	0	0	1	2081	2081	0	0	3	2081	2081	10000	10000	4	2081	2081	0	0	6	2081	2081	0	0	6	2081	2081	0	0	8	2081	2081	0	0	8	2081	2081	0	0	10
600171	1	10000	2448	2448	0	0	1	2448	2448	0	0	1	2448	2448	0	0	1	2448	2448	0	0	3	2448	2448	10000	10000	4	2448	2448	0	0	6	2448	2448	0	0	6	2448	2448	0	0	8	2448	2448	0	0	8	2448	2448	0	0	10
600172	1	10000	2098	2098	0	0	1	2098	2098	0	0	1	2098	2098	0	0	1	2098	2098	0	0	3	2098	2098	10000	10000	4	2098	2098	0	0	6	2098	2098	0	0	6	2098	2098	0	0	8	2098	2098	0	0	8	2098	2098	0	0	10
600173	1	10000	2226	2226	0	0	1	2226	2226	0	0	1	2226	2226	0	0	1	2226	2226	0	0	3	2226	2226	10000	10000	4	2226	2226	0	0	6	2226	2226	0	0	6	2226	2226	0	0	8	2226	2226	0	0	8	2226	2226	0	0	10
600181	1	10000	2620	2620	0	0	1	2620	2620	0	0	1	2620	2620	0	0	1	2620	2620	0	0	3	2620	2620	10000	10000	4	2620	2620	0	0	6	2620	2620	0	0	6	2620	2620	0	0	8	2620	2620	0	0	8	2620	2620	0	0	10
600182	1	10000	2246	2246	0	0	1	2246	2246	0	0	1	2246	2246	0	0	1	2246	2246	0	0	3	2246	2246	10000	10000	4	2246	2246	0	0	6	2246	2246	0	0	6	2246	2246	0	0	8	2246	2246	0	0	8	2246	2246	0	0	10
600183	1	10000	2382	2382	0	0	1	2382	2382	0	0	1	2382	2382	0	0	1	2382	2382	0	0	3	2382	2382	10000	10000	4	2382	2382	0	0	6	2382	2382	0	0	6	2382	2382	0	0	8	2382	2382	0	0	8	2382	2382	0	0	10
600191	1	10000	2803	2803	0	0	1	2803	2803	0	0	1	2803	2803	0	0	1	2803	2803	0	0	3	2803	2803	10000	10000	4	2803	2803	0	0	6	2803	2803	0	0	6	2803	2803	0	0	8	2803	2803	0	0	8	2803	2803	0	0	10
600192	1	10000	2403	2403	0	0	1	2403	2403	0	0	1	2403	2403	0	0	1	2403	2403	0	0	3	2403	2403	10000	10000	4	2403	2403	0	0	6	2403	2403	0	0	6	2403	2403	0	0	8	2403	2403	0	0	8	2403	2403	0	0	10
600193	1	10000	2549	2549	0	0	1	2549	2549	0	0	1	2549	2549	0	0	1	2549	2549	0	0	3	2549	2549	10000	10000	4	2549	2549	0	0	6	2549	2549	0	0	6	2549	2549	0	0	8	2549	2549	0	0	8	2549	2549	0	0	10
