效果ID(技能ID*10+流水号)	效果等级	技能生效条件1（关联至skill_condition表）	生效目标1（0技能目标，1对自己生效）	效果1（效果多余4个就需要更改lua生产，技能效果，关联effect表；并且根据不同的技能类型字段的意义也不一样，以前最多配置4个效果；并且技能效果按照配置顺序进行计算）	百分比1（效果百分比）	数值参数1（效果固定值）	命中率1（效果的单独命中）	暴击几率1（效果的单独概率）	暴击系数1（效果的单独系数）	技能生效条件2	生效目标2	效果2	百分比2	数值参数2	命中率2	暴击几率2	暴击系数2	技能生效条件3	生效目标3	效果3	百分比3	数值参数3	命中率3	暴击几率3	暴击系数3	技能生效条件4	生效目标4	效果4	百分比4	数值参数4	命中率4	暴击几率4	暴击系数4	BUFF生效条件1（关联至skill_condition表）	BUFF目标（0技能目标，1自己）	关联buff配置1（BUFF的ID）	关联buff配置1（BUFF的等级）	持续时间1（持续的时间）	有效概率1（给予的概率）	BUFF层数1（给予的层数）	BUFF生效条件2	BUFF目标	关联buff配置2	关联buff配置1	持续时间2	有效概率2	BUFF层数2	BUFF生效条件3	BUFF目标	关联buff配置3	关联buff配置1	持续时间3	有效概率3	BUFF层数3	BUFF生效条件4	BUFF目标	关联buff配置4	关联buff配置1	持续时间4	有效概率4	BUFF层数4 
20113	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20113	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20113	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20113	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20113	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20113	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20113	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20113	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20113	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20113	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20113	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20113	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20113	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20113	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20113	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	1	0	0	1002	117	648	0	0	0	6	0	1002	13	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	2	0	0	1002	117	677	0	0	0	6	0	1002	13	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	3	0	0	1002	117	706	0	0	0	6	0	1002	13	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	4	0	0	1002	117	734	0	0	0	6	0	1002	13	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	5	0	0	1002	126	821	0	0	0	6	0	1002	14	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	6	0	0	1002	126	852	0	0	0	6	0	1002	14	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	7	0	0	1002	126	887	0	0	0	6	0	1002	14	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	8	0	0	1002	126	922	0	0	0	6	0	1002	14	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	9	0	0	1002	126	1048	0	0	0	6	0	1002	14	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	10	0	0	1002	136	1267	0	0	0	6	0	1002	15	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	11	0	0	1002	136	1403	0	0	0	6	0	1002	15	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	12	0	0	1002	136	1523	0	0	0	6	0	1002	15	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	13	0	0	1002	136	1643	0	0	0	6	0	1002	15	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	14	0	0	1002	136	1783	0	0	0	6	0	1002	15	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	15	0	0	1002	146	2064	0	0	0	6	0	1002	16	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	16	0	0	1002	146	2215	0	0	0	6	0	1002	16	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	17	0	0	1002	146	2306	0	0	0	6	0	1002	16	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	18	0	0	1002	146	2398	0	0	0	6	0	1002	16	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	19	0	0	1002	146	2500	0	0	0	6	0	1002	16	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	20	0	0	1002	156	2779	0	0	0	6	0	1002	17	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	21	0	0	1002	156	2888	0	0	0	6	0	1002	17	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	22	0	0	1002	156	3008	0	0	0	6	0	1002	17	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	23	0	0	1002	156	3128	0	0	0	6	0	1002	17	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	24	0	0	1002	156	3257	0	0	0	6	0	1002	17	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	25	0	0	1002	167	3624	0	0	0	6	0	1002	19	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	26	0	0	1002	167	3763	0	0	0	6	0	1002	19	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	27	0	0	1002	167	3879	0	0	0	6	0	1002	19	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	28	0	0	1002	167	3995	0	0	0	6	0	1002	19	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	29	0	0	1002	167	4120	0	0	0	6	0	1002	19	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	30	0	0	1002	178	4525	0	0	0	6	0	1002	20	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	31	0	0	1002	178	4659	0	0	0	6	0	1002	20	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	32	0	0	1002	178	4801	0	0	0	6	0	1002	20	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	33	0	0	1002	178	4945	0	0	0	6	0	1002	20	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	34	0	0	1002	178	5099	0	0	0	6	0	1002	20	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	35	0	0	1002	189	5578	0	0	0	6	0	1002	21	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	36	0	0	1002	189	5743	0	0	0	6	0	1002	21	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	37	0	0	1002	189	5919	0	0	0	6	0	1002	21	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	38	0	0	1002	189	6097	0	0	0	6	0	1002	21	677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	39	0	0	1002	189	6287	0	0	0	6	0	1002	21	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	40	0	0	1002	201	6889	0	0	0	6	0	1002	22	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	41	0	0	1002	201	7092	0	0	0	6	0	1002	22	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	42	0	0	1002	201	7310	0	0	0	6	0	1002	22	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	43	0	0	1002	201	7529	0	0	0	6	0	1002	22	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	44	0	0	1002	201	7764	0	0	0	6	0	1002	22	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	45	0	0	1002	213	8477	0	0	0	6	0	1002	24	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	46	0	0	1002	213	8727	0	0	0	6	0	1002	24	970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	47	0	0	1002	213	8995	0	0	0	6	0	1002	24	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	48	0	0	1002	213	9265	0	0	0	6	0	1002	24	1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	49	0	0	1002	213	9549	0	0	0	6	0	1002	24	1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	50	0	0	1002	225	10388	0	0	0	6	0	1002	25	1154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	51	0	0	1002	225	10705	0	0	0	6	0	1002	25	1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	52	0	0	1002	225	11030	0	0	0	6	0	1002	25	1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	53	0	0	1002	225	11366	0	0	0	6	0	1002	25	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	54	0	0	1002	225	11712	0	0	0	6	0	1002	25	1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	55	0	0	1002	240	12871	0	0	0	6	0	1002	27	1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	56	0	0	1002	240	13261	0	0	0	6	0	1002	27	1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	57	0	0	1002	240	13666	0	0	0	6	0	1002	27	1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	58	0	0	1002	240	14079	0	0	0	6	0	1002	27	1564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	59	0	0	1002	240	14506	0	0	0	6	0	1002	27	1612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	60	0	0	1002	255	15880	0	0	0	6	0	1002	28	1764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	61	0	0	1002	255	16362	0	0	0	6	0	1002	28	1818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	62	0	0	1002	255	16860	0	0	0	6	0	1002	28	1873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	63	0	0	1002	255	17369	0	0	0	6	0	1002	28	1930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	64	0	0	1002	255	17896	0	0	0	6	0	1002	28	1988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	65	0	0	1002	270	19523	0	0	0	6	0	1002	30	2169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	66	0	0	1002	270	20117	0	0	0	6	0	1002	30	2235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	67	0	0	1002	270	20727	0	0	0	6	0	1002	30	2303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	68	0	0	1002	270	21355	0	0	0	6	0	1002	30	2373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	69	0	0	1002	270	22003	0	0	0	6	0	1002	30	2445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	70	0	0	1002	285	23931	0	0	0	6	0	1002	32	2659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	71	0	0	1002	285	24658	0	0	0	6	0	1002	32	2740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	72	0	0	1002	285	25406	0	0	0	6	0	1002	32	2823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	73	0	0	1002	285	26178	0	0	0	6	0	1002	32	2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	74	0	0	1002	285	26972	0	0	0	6	0	1002	32	2997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20121	75	0	0	1002	300	29253	0	0	0	6	0	1002	33	3250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2012101	1	5000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20131	1	0	0	1002	59	324	0	0	0	6	0	1002	7	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2013101	1	3200	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20131	2	0	0	1002	59	339	0	0	0	6	0	1002	7	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2013101	2	3200	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20131	3	0	0	1002	59	353	0	0	0	6	0	1002	7	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2013101	3	3200	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20131	4	0	0	1002	59	367	0	0	0	6	0	1002	7	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2013101	4	3200	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20131	5	0	0	1002	63	411	0	0	0	6	0	1002	7	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2013101	5	3200	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20131	6	0	0	1002	63	426	0	0	0	6	0	1002	7	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2013101	6	3200	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20131	7	0	0	1002	63	444	0	0	0	6	0	1002	7	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2013101	7	3200	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20131	8	0	0	1002	63	461	0	0	0	6	0	1002	7	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2013101	8	3200	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20131	9	0	0	1002	63	524	0	0	0	6	0	1002	7	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2013101	9	3200	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20131	10	0	0	1002	68	634	0	0	0	6	0	1002	8	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2013101	10	3200	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20131	11	0	0	1002	68	702	0	0	0	6	0	1002	8	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2013101	11	3200	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
