总奖池序号（宝塔抽奖运营活动id：37   参数1该字段，消耗ID的副键也对应这个字段）	有效标志	所属境界(对应等级）	奖励序号	所在层数	奖励类型（1货币，2道具）	奖励物品ID(货币枚举：1感悟，2军功，3威望，4荣誉，5贡献，6体力，7神识，8学分，200经验,201星辉，202金币，203绑金，204元宝，205绑元)	奖励数量	抽中几率（普通时间段内，读这个字段的概率）	吉星几率（吉星时间段内，读这个字段的概率）	触发保底次数	抽中后跳到序号几所在的层数	触发保底一定抽中序号几	是否广播（1代表抽中后世界广播，2代表阵营广播）	增加修为描述	增加修为描述（langs） 
115	1	21	0	0	2	422190200	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	22	0	0	2	422190200	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	23	0	0	2	422190200	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	24	0	0	2	422190200	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	25	0	0	2	422190200	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	0	1	0	1	203	180000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	1	1	0	1	203	180000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	2	1	0	1	203	180000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	3	1	0	1	203	180000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	4	1	0	1	203	180000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	5	1	0	1	203	220000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	6	1	0	1	203	220000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	7	1	0	1	203	220000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	8	1	0	1	203	260000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	9	1	0	1	203	260000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	10	1	0	1	203	260000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	11	1	0	1	203	300000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	12	1	0	1	203	300000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	13	1	0	1	203	300000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	14	1	0	1	203	360000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	15	1	0	1	203	360000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	16	1	0	1	203	360000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	17	1	0	1	203	440000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	18	1	0	1	203	440000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	19	1	0	1	203	440000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	20	1	0	1	203	540000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	21	1	0	1	203	540000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	22	1	0	1	203	540000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	23	1	0	1	203	640000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	24	1	0	1	203	640000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	25	1	0	1	203	640000	4419	4419	2	0	5	0	完整三阶神器	0
115	1	0	2	0	2	310254000	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	1	2	0	2	310254000	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	2	2	0	2	310254000	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	3	2	0	2	310254000	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	4	2	0	2	310254000	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	5	2	0	2	310254001	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	6	2	0	2	310254001	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	7	2	0	2	310254001	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	8	2	0	2	310254002	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	9	2	0	2	310254002	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	10	2	0	2	310254002	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	11	2	0	2	310254003	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	12	2	0	2	310254003	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	13	2	0	2	310254003	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	14	2	0	2	310254004	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	15	2	0	2	310254004	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	16	2	0	2	310254004	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	17	2	0	2	310254005	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	18	2	0	2	310254005	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	19	2	0	2	310254005	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	20	2	0	2	310254006	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	21	2	0	2	310254006	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	22	2	0	2	310254006	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	23	2	0	2	310254007	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	24	2	0	2	310254007	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	25	2	0	2	310254007	2	1860	1860	2	0	5	0	完整三阶神器	0
115	1	0	3	0	2	400400100	12	930	930	2	0	5	0	完整三阶神器	0
115	1	1	3	0	2	400400100	12	930	930	2	0	5	0	完整三阶神器	0
115	1	2	3	0	2	400400100	12	930	930	2	0	5	0	完整三阶神器	0
115	1	3	3	0	2	400400100	12	930	930	2	0	5	0	完整三阶神器	0
115	1	4	3	0	2	400400100	12	930	930	2	0	5	0	完整三阶神器	0
115	1	5	3	0	2	400400100	14	930	930	2	0	5	0	完整三阶神器	0
115	1	6	3	0	2	400400100	14	930	930	2	0	5	0	完整三阶神器	0
115	1	7	3	0	2	400400100	14	930	930	2	0	5	0	完整三阶神器	0
115	1	8	3	0	2	400400100	18	930	930	2	0	5	0	完整三阶神器	0
115	1	9	3	0	2	400400100	18	930	930	2	0	5	0	完整三阶神器	0
115	1	10	3	0	2	400400100	18	930	930	2	0	5	0	完整三阶神器	0
115	1	11	3	0	2	400400100	20	930	930	2	0	5	0	完整三阶神器	0
115	1	12	3	0	2	400400100	20	930	930	2	0	5	0	完整三阶神器	0
115	1	13	3	0	2	400400100	20	930	930	2	0	5	0	完整三阶神器	0
115	1	14	3	0	2	400400100	24	930	930	2	0	5	0	完整三阶神器	0
115	1	15	3	0	2	400400100	24	930	930	2	0	5	0	完整三阶神器	0
115	1	16	3	0	2	400400100	24	930	930	2	0	5	0	完整三阶神器	0
115	1	17	3	0	2	400400100	30	930	930	2	0	5	0	完整三阶神器	0
115	1	18	3	0	2	400400100	30	930	930	2	0	5	0	完整三阶神器	0
115	1	19	3	0	2	400400100	30	930	930	2	0	5	0	完整三阶神器	0
115	1	20	3	0	2	400400100	36	930	930	2	0	5	0	完整三阶神器	0
115	1	21	3	0	2	400400100	36	930	930	2	0	5	0	完整三阶神器	0
115	1	22	3	0	2	400400100	36	930	930	2	0	5	0	完整三阶神器	0
115	1	23	3	0	2	400400100	42	930	930	2	0	5	0	完整三阶神器	0
115	1	24	3	0	2	400400100	42	930	930	2	0	5	0	完整三阶神器	0
115	1	25	3	0	2	400400100	42	930	930	2	0	5	0	完整三阶神器	0
115	1	0	4	0	2	410400001	50	930	930	2	0	5	0	完整三阶神器	0
115	1	1	4	0	2	410400001	50	930	930	2	0	5	0	完整三阶神器	0
115	1	2	4	0	2	410400001	50	930	930	2	0	5	0	完整三阶神器	0
115	1	3	4	0	2	410400001	50	930	930	2	0	5	0	完整三阶神器	0
115	1	4	4	0	2	410400001	50	930	930	2	0	5	0	完整三阶神器	0
115	1	5	4	0	2	410400001	56	930	930	2	0	5	0	完整三阶神器	0
115	1	6	4	0	2	410400001	56	930	930	2	0	5	0	完整三阶神器	0
115	1	7	4	0	2	410400001	56	930	930	2	0	5	0	完整三阶神器	0
115	1	8	4	0	2	410400001	60	930	930	2	0	5	0	完整三阶神器	0
115	1	9	4	0	2	410400001	60	930	930	2	0	5	0	完整三阶神器	0
115	1	10	4	0	2	410400001	60	930	930	2	0	5	0	完整三阶神器	0
115	1	11	4	0	2	410400001	66	930	930	2	0	5	0	完整三阶神器	0
115	1	12	4	0	2	410400001	66	930	930	2	0	5	0	完整三阶神器	0
115	1	13	4	0	2	410400001	66	930	930	2	0	5	0	完整三阶神器	0
115	1	14	4	0	2	410400001	74	930	930	2	0	5	0	完整三阶神器	0
115	1	15	4	0	2	410400001	74	930	930	2	0	5	0	完整三阶神器	0
115	1	16	4	0	2	410400001	74	930	930	2	0	5	0	完整三阶神器	0
115	1	17	4	0	2	410400001	80	930	930	2	0	5	0	完整三阶神器	0
115	1	18	4	0	2	410400001	80	930	930	2	0	5	0	完整三阶神器	0
115	1	19	4	0	2	410400001	80	930	930	2	0	5	0	完整三阶神器	0
115	1	20	4	0	2	410400001	88	930	930	2	0	5	0	完整三阶神器	0
115	1	21	4	0	2	410400001	88	930	930	2	0	5	0	完整三阶神器	0
115	1	22	4	0	2	410400001	88	930	930	2	0	5	0	完整三阶神器	0
115	1	23	4	0	2	410400001	98	930	930	2	0	5	0	完整三阶神器	0
115	1	24	4	0	2	410400001	98	930	930	2	0	5	0	完整三阶神器	0
115	1	25	4	0	2	410400001	98	930	930	2	0	5	0	完整三阶神器	0
115	1	0	5	0	2	400130200	2	0	500	0	6	5	0	完整三阶神器	0
115	1	1	5	0	2	400130200	2	0	500	0	6	5	0	完整三阶神器	0
115	1	2	5	0	2	400130200	2	0	500	0	6	5	0	完整三阶神器	0
115	1	3	5	0	2	400130200	2	0	500	0	6	5	0	完整三阶神器	0
115	1	4	5	0	2	400130200	2	0	500	0	6	5	0	完整三阶神器	0
115	1	5	5	0	2	400130200	2	0	500	0	6	5	0	完整三阶神器	0
115	1	6	5	0	2	400130200	2	0	500	0	6	5	0	完整三阶神器	0
115	1	7	5	0	2	400130200	2	0	500	0	6	5	0	完整三阶神器	0
115	1	8	5	0	2	400130200	2	0	500	0	6	5	0	完整三阶神器	0
115	1	9	5	0	2	400130200	2	0	500	0	6	5	0	完整三阶神器	0
115	1	10	5	0	2	400130200	2	0	500	0	6	5	0	完整三阶神器	0
115	1	11	5	0	2	400140100	4	0	500	0	6	5	0	完整三阶神器	0
115	1	12	5	0	2	400140100	4	0	500	0	6	5	0	完整三阶神器	0
115	1	13	5	0	2	400140100	4	0	500	0	6	5	0	完整三阶神器	0
115	1	14	5	0	2	400140100	4	0	500	0	6	5	0	完整三阶神器	0
115	1	15	5	0	2	400140100	4	0	500	0	6	5	0	完整三阶神器	0
115	1	16	5	0	2	400140100	4	0	500	0	6	5	0	完整三阶神器	0
115	1	17	5	0	2	400140100	4	0	500	0	6	5	0	完整三阶神器	0
115	1	18	5	0	2	400140100	4	0	500	0	6	5	0	完整三阶神器	0
115	1	19	5	0	2	400140100	4	0	500	0	6	5	0	完整三阶神器	0
115	1	20	5	0	2	400150100	2	0	500	0	6	5	0	完整三阶神器	0
115	1	21	5	0	2	400150100	2	0	500	0	6	5	0	完整三阶神器	0
115	1	22	5	0	2	400150100	2	0	500	0	6	5	0	完整三阶神器	0
115	1	23	5	0	2	400150100	2	0	500	0	6	5	0	完整三阶神器	0
115	1	24	5	0	2	400150100	2	0	500	0	6	5	0	完整三阶神器	0
115	1	25	5	0	2	400150100	2	0	500	0	6	5	0	完整三阶神器	0
115	1	0	6	1	1	203	180000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	1	6	1	1	203	180000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	2	6	1	1	203	180000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	3	6	1	1	203	180000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	4	6	1	1	203	180000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	5	6	1	1	203	220000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	6	6	1	1	203	220000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	7	6	1	1	203	220000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	8	6	1	1	203	260000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	9	6	1	1	203	260000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	10	6	1	1	203	260000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	11	6	1	1	203	300000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	12	6	1	1	203	300000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	13	6	1	1	203	300000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	14	6	1	1	203	360000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	15	6	1	1	203	360000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	16	6	1	1	203	360000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	17	6	1	1	203	440000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	18	6	1	1	203	440000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	19	6	1	1	203	440000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	20	6	1	1	203	540000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	21	6	1	1	203	540000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	22	6	1	1	203	540000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	23	6	1	1	203	640000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	24	6	1	1	203	640000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	25	6	1	1	203	640000	5660	5660	2	0	10	0	完整三阶神器	0
115	1	0	7	1	2	310260100	2	189	189	2	0	10	1	完整三阶神器	0
115	1	1	7	1	2	310260100	2	189	189	2	0	10	1	完整三阶神器	0
115	1	2	7	1	2	310260100	2	189	189	2	0	10	1	完整三阶神器	0
115	1	3	7	1	2	310260100	2	189	189	2	0	10	1	完整三阶神器	0
115	1	4	7	1	2	310260100	2	189	189	2	0	10	1	完整三阶神器	0
115	1	5	7	1	2	310260100	2	189	189	2	0	10	1	完整三阶神器	0
115	1	6	7	1	2	310260100	2	189	189	2	0	10	1	完整三阶神器	0
115	1	7	7	1	2	310260100	2	189	189	2	0	10	1	完整三阶神器	0
115	1	8	7	1	2	310260101	2	189	189	2	0	10	1	完整三阶神器	0
115	1	9	7	1	2	310260101	2	189	189	2	0	10	1	完整三阶神器	0
115	1	10	7	1	2	310260101	2	189	189	2	0	10	1	完整三阶神器	0
115	1	11	7	1	2	310260102	2	189	189	2	0	10	1	完整三阶神器	0
115	1	12	7	1	2	310260102	2	189	189	2	0	10	1	完整三阶神器	0
115	1	13	7	1	2	310260102	2	189	189	2	0	10	1	完整三阶神器	0
115	1	14	7	1	2	310260103	2	189	189	2	0	10	1	完整三阶神器	0
115	1	15	7	1	2	310260103	2	189	189	2	0	10	1	完整三阶神器	0
115	1	16	7	1	2	310260103	2	189	189	2	0	10	1	完整三阶神器	0
115	1	17	7	1	2	310260104	2	189	189	2	0	10	1	完整三阶神器	0
115	1	18	7	1	2	310260104	2	189	189	2	0	10	1	完整三阶神器	0
115	1	19	7	1	2	310260104	2	189	189	2	0	10	1	完整三阶神器	0
115	1	20	7	1	2	310260105	2	189	189	2	0	10	1	完整三阶神器	0
115	1	21	7	1	2	310260105	2	189	189	2	0	10	1	完整三阶神器	0
115	1	22	7	1	2	310260105	2	189	189	2	0	10	1	完整三阶神器	0
115	1	23	7	1	2	310260106	2	189	189	2	0	10	1	完整三阶神器	0
115	1	24	7	1	2	310260106	2	189	189	2	0	10	1	完整三阶神器	0
115	1	25	7	1	2	310260106	2	189	189	2	0	10	1	完整三阶神器	0
115	1	0	8	1	2	400400100	14	2075	2075	2	0	10	0	完整三阶神器	0
115	1	1	8	1	2	400400100	14	2075	2075	2	0	10	0	完整三阶神器	0
115	1	2	8	1	2	400400100	14	2075	2075	2	0	10	0	完整三阶神器	0
115	1	3	8	1	2	400400100	14	2075	2075	2	0	10	0	完整三阶神器	0
115	1	4	8	1	2	400400100	14	2075	2075	2	0	10	0	完整三阶神器	0
115	1	5	8	1	2	400400100	16	2075	2075	2	0	10	0	完整三阶神器	0
115	1	6	8	1	2	400400100	16	2075	2075	2	0	10	0	完整三阶神器	0
115	1	7	8	1	2	400400100	16	2075	2075	2	0	10	0	完整三阶神器	0
115	1	8	8	1	2	400400100	20	2075	2075	2	0	10	0	完整三阶神器	0
115	1	9	8	1	2	400400100	20	2075	2075	2	0	10	0	完整三阶神器	0
115	1	10	8	1	2	400400100	20	2075	2075	2	0	10	0	完整三阶神器	0
115	1	11	8	1	2	400400100	24	2075	2075	2	0	10	0	完整三阶神器	0
115	1	12	8	1	2	400400100	24	2075	2075	2	0	10	0	完整三阶神器	0
115	1	13	8	1	2	400400100	24	2075	2075	2	0	10	0	完整三阶神器	0
115	1	14	8	1	2	400400100	30	2075	2075	2	0	10	0	完整三阶神器	0
115	1	15	8	1	2	400400100	30	2075	2075	2	0	10	0	完整三阶神器	0
115	1	16	8	1	2	400400100	30	2075	2075	2	0	10	0	完整三阶神器	0
115	1	17	8	1	2	400400100	34	2075	2075	2	0	10	0	完整三阶神器	0
115	1	18	8	1	2	400400100	34	2075	2075	2	0	10	0	完整三阶神器	0
115	1	19	8	1	2	400400100	34	2075	2075	2	0	10	0	完整三阶神器	0
115	1	20	8	1	2	400400100	42	2075	2075	2	0	10	0	完整三阶神器	0
115	1	21	8	1	2	400400100	42	2075	2075	2	0	10	0	完整三阶神器	0
115	1	22	8	1	2	400400100	42	2075	2075	2	0	10	0	完整三阶神器	0
115	1	23	8	1	2	400400100	50	2075	2075	2	0	10	0	完整三阶神器	0
115	1	24	8	1	2	400400100	50	2075	2075	2	0	10	0	完整三阶神器	0
115	1	25	8	1	2	400400100	50	2075	2075	2	0	10	0	完整三阶神器	0
115	1	0	9	1	2	410400001	56	2075	2075	2	0	10	0	完整三阶神器	0
115	1	1	9	1	2	410400001	56	2075	2075	2	0	10	0	完整三阶神器	0
115	1	2	9	1	2	410400001	56	2075	2075	2	0	10	0	完整三阶神器	0
115	1	3	9	1	2	410400001	56	2075	2075	2	0	10	0	完整三阶神器	0
115	1	4	9	1	2	410400001	56	2075	2075	2	0	10	0	完整三阶神器	0
115	1	5	9	1	2	410400001	62	2075	2075	2	0	10	0	完整三阶神器	0
115	1	6	9	1	2	410400001	62	2075	2075	2	0	10	0	完整三阶神器	0
115	1	7	9	1	2	410400001	62	2075	2075	2	0	10	0	完整三阶神器	0
115	1	8	9	1	2	410400001	68	2075	2075	2	0	10	0	完整三阶神器	0
115	1	9	9	1	2	410400001	68	2075	2075	2	0	10	0	完整三阶神器	0
115	1	10	9	1	2	410400001	68	2075	2075	2	0	10	0	完整三阶神器	0
115	1	11	9	1	2	410400001	74	2075	2075	2	0	10	0	完整三阶神器	0
115	1	12	9	1	2	410400001	74	2075	2075	2	0	10	0	完整三阶神器	0
115	1	13	9	1	2	410400001	74	2075	2075	2	0	10	0	完整三阶神器	0
115	1	14	9	1	2	410400001	82	2075	2075	2	0	10	0	完整三阶神器	0
115	1	15	9	1	2	410400001	82	2075	2075	2	0	10	0	完整三阶神器	0
115	1	16	9	1	2	410400001	82	2075	2075	2	0	10	0	完整三阶神器	0
115	1	17	9	1	2	410400001	90	2075	2075	2	0	10	0	完整三阶神器	0
115	1	18	9	1	2	410400001	90	2075	2075	2	0	10	0	完整三阶神器	0
115	1	19	9	1	2	410400001	90	2075	2075	2	0	10	0	完整三阶神器	0
115	1	20	9	1	2	410400001	100	2075	2075	2	0	10	0	完整三阶神器	0
115	1	21	9	1	2	410400001	100	2075	2075	2	0	10	0	完整三阶神器	0
115	1	22	9	1	2	410400001	100	2075	2075	2	0	10	0	完整三阶神器	0
115	1	23	9	1	2	410400001	110	2075	2075	2	0	10	0	完整三阶神器	0
115	1	24	9	1	2	410400001	110	2075	2075	2	0	10	0	完整三阶神器	0
115	1	25	9	1	2	410400001	110	2075	2075	2	0	10	0	完整三阶神器	0
115	1	0	10	1	2	400130200	2	0	500	0	11	10	0	完整三阶神器	0
115	1	1	10	1	2	400130200	2	0	500	0	11	10	0	完整三阶神器	0
115	1	2	10	1	2	400130200	2	0	500	0	11	10	0	完整三阶神器	0
115	1	3	10	1	2	400130200	2	0	500	0	11	10	0	完整三阶神器	0
115	1	4	10	1	2	400130200	2	0	500	0	11	10	0	完整三阶神器	0
115	1	5	10	1	2	400130200	2	0	500	0	11	10	0	完整三阶神器	0
115	1	6	10	1	2	400130200	2	0	500	0	11	10	0	完整三阶神器	0
115	1	7	10	1	2	400130200	2	0	500	0	11	10	0	完整三阶神器	0
115	1	8	10	1	2	400130200	2	0	500	0	11	10	0	完整三阶神器	0
115	1	9	10	1	2	400130200	2	0	500	0	11	10	0	完整三阶神器	0
115	1	10	10	1	2	400130200	2	0	500	0	11	10	0	完整三阶神器	0
115	1	11	10	1	2	400140100	4	0	500	0	11	10	0	完整三阶神器	0
115	1	12	10	1	2	400140100	4	0	500	0	11	10	0	完整三阶神器	0
115	1	13	10	1	2	400140100	4	0	500	0	11	10	0	完整三阶神器	0
115	1	14	10	1	2	400140100	4	0	500	0	11	10	0	完整三阶神器	0
115	1	15	10	1	2	400140100	4	0	500	0	11	10	0	完整三阶神器	0
115	1	16	10	1	2	400140100	4	0	500	0	11	10	0	完整三阶神器	0
115	1	17	10	1	2	400140100	4	0	500	0	11	10	0	完整三阶神器	0
115	1	18	10	1	2	400140100	4	0	500	0	11	10	0	完整三阶神器	0
115	1	19	10	1	2	400140100	4	0	500	0	11	10	0	完整三阶神器	0
115	1	20	10	1	2	400150100	2	0	500	0	11	10	0	完整三阶神器	0
115	1	21	10	1	2	400150100	2	0	500	0	11	10	0	完整三阶神器	0
115	1	22	10	1	2	400150100	2	0	500	0	11	10	0	完整三阶神器	0
115	1	23	10	1	2	400150100	2	0	500	0	11	10	0	完整三阶神器	0
115	1	24	10	1	2	400150100	2	0	500	0	11	10	0	完整三阶神器	0
115	1	25	10	1	2	400150100	2	0	500	0	11	10	0	完整三阶神器	0
115	1	0	11	2	2	310254008	2	179	179	2	6	14	1	完整三阶神器	0
115	1	1	11	2	2	310254008	2	179	179	2	6	14	1	完整三阶神器	0
115	1	2	11	2	2	310254008	2	179	179	2	6	14	1	完整三阶神器	0
115	1	3	11	2	2	310254008	2	179	179	2	6	14	1	完整三阶神器	0
115	1	4	11	2	2	310254008	2	179	179	2	6	14	1	完整三阶神器	0
115	1	5	11	2	2	310254009	2	179	179	2	6	14	1	完整三阶神器	0
115	1	6	11	2	2	310254009	2	179	179	2	6	14	1	完整三阶神器	0
115	1	7	11	2	2	310254009	2	179	179	2	6	14	1	完整三阶神器	0
115	1	8	11	2	2	310254010	2	179	179	2	6	14	1	完整三阶神器	0
115	1	9	11	2	2	310254010	2	179	179	2	6	14	1	完整三阶神器	0
115	1	10	11	2	2	310254010	2	179	179	2	6	14	1	完整三阶神器	0
115	1	11	11	2	2	310254011	2	179	179	2	6	14	1	完整三阶神器	0
115	1	12	11	2	2	310254011	2	179	179	2	6	14	1	完整三阶神器	0
115	1	13	11	2	2	310254011	2	179	179	2	6	14	1	完整三阶神器	0
115	1	14	11	2	2	310254012	2	179	179	2	6	14	1	完整三阶神器	0
115	1	15	11	2	2	310254012	2	179	179	2	6	14	1	完整三阶神器	0
115	1	16	11	2	2	310254012	2	179	179	2	6	14	1	完整三阶神器	0
115	1	17	11	2	2	310254013	2	179	179	2	6	14	1	完整三阶神器	0
115	1	18	11	2	2	310254013	2	179	179	2	6	14	1	完整三阶神器	0
115	1	19	11	2	2	310254013	2	179	179	2	6	14	1	完整三阶神器	0
115	1	20	11	2	2	310254014	2	179	179	2	6	14	1	完整三阶神器	0
115	1	21	11	2	2	310254014	2	179	179	2	6	14	1	完整三阶神器	0
115	1	22	11	2	2	310254014	2	179	179	2	6	14	1	完整三阶神器	0
115	1	23	11	2	2	310254015	2	179	179	2	6	14	1	完整三阶神器	0
115	1	24	11	2	2	310254015	2	179	179	2	6	14	1	完整三阶神器	0
115	1	25	11	2	2	310254015	2	179	179	2	6	14	1	完整三阶神器	0
115	1	0	12	2	2	400400100	16	4821	4821	2	6	14	0	完整三阶神器	0
115	1	1	12	2	2	400400100	16	4821	4821	2	6	14	0	完整三阶神器	0
115	1	2	12	2	2	400400100	16	4821	4821	2	6	14	0	完整三阶神器	0
115	1	3	12	2	2	400400100	16	4821	4821	2	6	14	0	完整三阶神器	0
115	1	4	12	2	2	400400100	16	4821	4821	2	6	14	0	完整三阶神器	0
115	1	5	12	2	2	400400100	20	4821	4821	2	6	14	0	完整三阶神器	0
115	1	6	12	2	2	400400100	20	4821	4821	2	6	14	0	完整三阶神器	0
115	1	7	12	2	2	400400100	20	4821	4821	2	6	14	0	完整三阶神器	0
115	1	8	12	2	2	400400100	24	4821	4821	2	6	14	0	完整三阶神器	0
115	1	9	12	2	2	400400100	24	4821	4821	2	6	14	0	完整三阶神器	0
115	1	10	12	2	2	400400100	24	4821	4821	2	6	14	0	完整三阶神器	0
115	1	11	12	2	2	400400100	28	4821	4821	2	6	14	0	完整三阶神器	0
115	1	12	12	2	2	400400100	28	4821	4821	2	6	14	0	完整三阶神器	0
115	1	13	12	2	2	400400100	28	4821	4821	2	6	14	0	完整三阶神器	0
115	1	14	12	2	2	400400100	34	4821	4821	2	6	14	0	完整三阶神器	0
115	1	15	12	2	2	400400100	34	4821	4821	2	6	14	0	完整三阶神器	0
115	1	16	12	2	2	400400100	34	4821	4821	2	6	14	0	完整三阶神器	0
115	1	17	12	2	2	400400100	40	4821	4821	2	6	14	0	完整三阶神器	0
115	1	18	12	2	2	400400100	40	4821	4821	2	6	14	0	完整三阶神器	0
115	1	19	12	2	2	400400100	40	4821	4821	2	6	14	0	完整三阶神器	0
115	1	20	12	2	2	400400100	48	4821	4821	2	6	14	0	完整三阶神器	0
115	1	21	12	2	2	400400100	48	4821	4821	2	6	14	0	完整三阶神器	0
115	1	22	12	2	2	400400100	48	4821	4821	2	6	14	0	完整三阶神器	0
115	1	23	12	2	2	400400100	58	4821	4821	2	6	14	0	完整三阶神器	0
115	1	24	12	2	2	400400100	58	4821	4821	2	6	14	0	完整三阶神器	0
115	1	25	12	2	2	400400100	58	4821	4821	2	6	14	0	完整三阶神器	0
115	1	0	13	2	2	410400001	60	5000	5000	2	6	14	0	完整三阶神器	0
115	1	1	13	2	2	410400001	60	5000	5000	2	6	14	0	完整三阶神器	0
115	1	2	13	2	2	410400001	60	5000	5000	2	6	14	0	完整三阶神器	0
115	1	3	13	2	2	410400001	60	5000	5000	2	6	14	0	完整三阶神器	0
115	1	4	13	2	2	410400001	60	5000	5000	2	6	14	0	完整三阶神器	0
115	1	5	13	2	2	410400001	66	5000	5000	2	6	14	0	完整三阶神器	0
115	1	6	13	2	2	410400001	66	5000	5000	2	6	14	0	完整三阶神器	0
115	1	7	13	2	2	410400001	66	5000	5000	2	6	14	0	完整三阶神器	0
115	1	8	13	2	2	410400001	72	5000	5000	2	6	14	0	完整三阶神器	0
115	1	9	13	2	2	410400001	72	5000	5000	2	6	14	0	完整三阶神器	0
115	1	10	13	2	2	410400001	72	5000	5000	2	6	14	0	完整三阶神器	0
115	1	11	13	2	2	410400001	80	5000	5000	2	6	14	0	完整三阶神器	0
115	1	12	13	2	2	410400001	80	5000	5000	2	6	14	0	完整三阶神器	0
115	1	13	13	2	2	410400001	80	5000	5000	2	6	14	0	完整三阶神器	0
115	1	14	13	2	2	410400001	88	5000	5000	2	6	14	0	完整三阶神器	0
115	1	15	13	2	2	410400001	88	5000	5000	2	6	14	0	完整三阶神器	0
115	1	16	13	2	2	410400001	88	5000	5000	2	6	14	0	完整三阶神器	0
