活动ID（ID规则：共3位，第一位表示礼包类型<0为成长礼包，1为超值礼包>，第二位为世界科技等级，第三位根据玩家状态决定，1为后进玩家，2为正常玩家）	副键	有效标志（1读取该条数据，0不读）	商品形式（0表示走充值内购，非0则为隐形商城shopID：13）	商品ID（如果商品形式是0则填内购depositeID，如果商品形式填0元depositeID统计用）	可见状态限制（可以看到该条数据的限制）	可买状态限制（可以购买该条内容的限制）	次数限制ID（该条数据能购买的次数）	获得奖励（购买后获得的reward_cfg奖励）	界面显示组（界面显示的礼包组数）	商品名称（显示用，预览时的标题）	道具ID（商店中对应道具的ID，同时显示用）	角标签（右上角标签文本）	道具标签	原价	现价	显示开始（界面显示的开始时间）	持续时间	界面显示1（界面显示文本）	界面显示2	界面显示3	显示面板（0正常成长礼包，1超值礼包，9其他）	底图名字
38	2	1	0	50	40051532	40051532	563	40002558	5	30元扣豪礼	0	5.5折	超值	55	30	1037400	258600	超值限时礼包	仅在<color=#00ab37>天地异变三</color>开放	<color=#00ab37>1转81~2转100级</color>玩家可购买	0	0
38	3	1	0	54	40051532	40051532	564	40002559	5	150元扣豪礼	0	5折	豪华	300	150	1037400	258600	超值限时礼包	仅在<color=#00ab37>天地异变三</color>开放	<color=#00ab37>1转81~2转100级</color>玩家可购买	0	0
38	4	1	0	59	40051532	40051532	565	40002560	5	300元扣豪礼	0	5折	稀有	600	300	1037400	258600	超值限时礼包	仅在<color=#00ab37>天地异变三</color>开放	<color=#00ab37>1转81~2转100级</color>玩家可购买	0	0
38	5	1	0	64	40051532	40051532	566	40002561	5	450元扣豪礼	0	4.7折	稀有	975	450	1037400	258600	超值限时礼包	仅在<color=#00ab37>天地异变三</color>开放	<color=#00ab37>1转81~2转100级</color>玩家可购买	0	0
41	1	1	13	14	40051533	40051533	433	40000126	4	新手成长礼	322400218	福利	热卖	125	0	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变四</color>开放	<color=#00ab37>1转71~2转90级</color>玩家可购买	0	0
41	2	1	0	800	40051533	40051533	434	40000127	4	50元扣豪礼	0	1.4折	超值	375	50	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变四</color>开放	<color=#00ab37>1转71~2转90级</color>玩家可购买	0	0
41	3	1	0	51	40051533	40051533	434	40000127	4	60元扣豪礼	0	1.6折	超值	375	60	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变四</color>开放	<color=#00ab37>1转71~2转90级</color>玩家可购买	0	0
41	4	1	0	54	40051533	40051533	435	40000128	4	150元扣豪礼	0	1.9折	豪华	795	150	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变四</color>开放	<color=#00ab37>1转71~2转90级</color>玩家可购买	0	0
42	1	1	13	14	40051534	40051534	436	40000129	8	新手成长礼	322400219	福利	热卖	345	0	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变四</color>开放	<color=#00ab37>2转101~3转120级</color>玩家可购买	0	0
42	2	1	0	800	40051534	40051534	437	40000130	8	50元扣豪礼	0	1折	超值	530	50	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变四</color>开放	<color=#00ab37>2转101~3转120级</color>玩家可购买	0	0
42	3	1	0	51	40051534	40051534	437	40000130	8	60元扣豪礼	0	1.2折	超值	530	60	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变四</color>开放	<color=#00ab37>2转101~3转120级</color>玩家可购买	0	0
42	4	1	0	54	40051534	40051534	438	40000131	8	150元扣豪礼	0	1.5折	超值	1000	150	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变四</color>开放	<color=#00ab37>2转101~3转120级</color>玩家可购买	0	0
42	5	1	0	59	40051534	40051534	439	40000132	8	300元扣豪礼	0	1.3折	豪华	2340	300	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变四</color>开放	<color=#00ab37>2转101~3转120级</color>玩家可购买	0	0
42	6	1	0	64	40051534	40051534	440	40000133	8	450元扣豪礼	0	2.1折	稀有	2165	450	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变四</color>开放	<color=#00ab37>2转101~3转120级</color>玩家可购买	0	0
42	7	1	0	69	40051534	40051534	441	40000134	8	1150元扣豪礼	0	3.4折	稀有	3400	1150	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变四</color>开放	<color=#00ab37>2转101~3转120级</color>玩家可购买	0	0
42	8	1	0	803	40051534	40051534	441	40000134	8	1190元扣豪礼	0	3.5折	稀有	3400	1190	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变四</color>开放	<color=#00ab37>2转101~3转120级</color>玩家可购买	0	0
43	1	1	0	54	40051535	40051535	587	40055006	6	150元扣豪礼	0	3折	豪华	500	150	346200	172200	超值限时礼包	仅在<color=#00ab38>天地异变四</color>开放	<color=#00ab37>1转71~3转120级</color>玩家可购买	0	0
43	2	1	0	801	40051535	40051535	588	40055007	6	200元扣豪礼	0	2.7折	豪华	750	200	346200	172200	超值限时礼包	仅在<color=#00ab39>天地异变四</color>开放	<color=#00ab37>1转71~3转120级</color>玩家可购买	0	0
43	3	1	0	56	40051535	40051535	588	40055007	6	210元扣豪礼	0	2.8折	豪华	750	210	346200	172200	超值限时礼包	仅在<color=#00ab40>天地异变四</color>开放	<color=#00ab37>1转71~3转120级</color>玩家可购买	0	0
43	4	1	0	59	40051535	40051535	589	40055008	6	300元扣豪礼	0	4折	豪华	750	300	346200	172200	超值限时礼包	仅在<color=#00ab41>天地异变四</color>开放	<color=#00ab37>1转71~3转120级</color>玩家可购买	0	0
43	5	1	0	802	40051535	40051535	590	40055009	6	400元扣豪礼	0	5.4折	豪华	750	400	346200	172200	超值限时礼包	仅在<color=#00ab42>天地异变四</color>开放	<color=#00ab37>1转71~3转120级</color>玩家可购买	0	0
43	6	1	0	63	40051535	40051535	590	40055009	6	420元扣豪礼	0	5.6折	豪华	750	420	346200	172200	超值限时礼包	仅在<color=#00ab43>天地异变四</color>开放	<color=#00ab37>1转71~3转120级</color>玩家可购买	0	0
44	1	1	0	800	40051536	40051536	591	40055010	5	50元扣豪礼	0	1折	豪华	500	50	519000	777000	超值限时礼包	仅在<color=#00ab44>天地异变四</color>开放	<color=#00ab37>1转71~3转120级</color>玩家可购买	0	0
44	2	1	0	51	40051536	40051536	591	40055010	5	60元扣豪礼	0	1.2折	豪华	500	60	519000	777000	超值限时礼包	仅在<color=#00ab45>天地异变四</color>开放	<color=#00ab37>1转71~3转120级</color>玩家可购买	0	0
44	3	1	0	59	40051536	40051536	592	40055011	5	300元扣豪礼	0	2折	豪华	1500	300	519000	777000	超值限时礼包	仅在<color=#00ab46>天地异变四</color>开放	<color=#00ab37>1转71~3转120级</color>玩家可购买	0	0
44	4	1	0	802	40051536	40051536	593	40055012	5	400元扣豪礼	0	2.7折	豪华	1500	400	519000	777000	超值限时礼包	仅在<color=#00ab47>天地异变四</color>开放	<color=#00ab37>1转71~3转120级</color>玩家可购买	0	0
44	5	1	0	63	40051536	40051536	593	40055012	5	420元扣豪礼	0	2.8折	豪华	1500	420	519000	777000	超值限时礼包	仅在<color=#00ab48>天地异变四</color>开放	<color=#00ab37>1转71~3转120级</color>玩家可购买	0	0
51	1	1	13	14	40051413	40051413	449	40000135	4	新手成长礼	322400220	福利	热卖	220	0	0	345600	超值限时礼包	<color=#00ab37>天地异变五</color>后开放	<color=#00ab37>2转90级~3转110级</color>玩家可购买	0	0
51	2	1	0	800	40051413	40051413	450	40000136	4	50元扣豪礼	322400203	1.4折	超值	375	50	0	345600	超值限时礼包	<color=#00ab37>天地异变五</color>后开放	<color=#00ab37>2转90级~3转110级</color>玩家可购买	0	0
51	3	1	0	51	40051413	40051413	450	40000136	4	60元扣豪礼	322400203	1.6折	超值	375	60	0	345600	超值限时礼包	<color=#00ab37>天地异变五</color>后开放	<color=#00ab37>2转90级~3转110级</color>玩家可购买	0	0
51	4	1	0	54	40051413	40051413	451	40000137	4	150元扣豪礼	322400204	1.9折	豪华	795	150	0	345600	超值限时礼包	<color=#00ab37>天地异变五</color>后开放	<color=#00ab37>2转90级~3转110级</color>玩家可购买	0	0
52	1	1	13	14	40051414	40051414	452	40000138	9	新手成长礼	322400221	福利	热卖	455	0	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变五</color>开放	<color=#00ab37>3转121级~4转140级</color>玩家可购买	0	0
52	2	1	0	800	40051414	40051414	453	40000139	9	50元扣豪礼	322400206	0.9折	超值	595	50	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变五</color>开放	<color=#00ab37>3转121级~4转140级</color>玩家可购买	0	0
52	3	1	0	51	40051414	40051414	453	40000139	9	60元扣豪礼	322400206	1.1折	超值	595	60	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变五</color>开放	<color=#00ab37>3转121级~4转140级</color>玩家可购买	0	0
52	4	1	0	54	40051414	40051414	454	40000140	9	150元扣豪礼	322400207	1.4折	超值	1110	150	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变五</color>开放	<color=#00ab37>3转121级~4转140级</color>玩家可购买	0	0
52	5	1	0	59	40051414	40051414	455	40000141	9	300元扣豪礼	322400208	1.5折	豪华	2050	300	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变五</color>开放	<color=#00ab37>3转121级~4转140级</color>玩家可购买	0	0
52	6	1	0	66	40051414	40051414	456	40000142	9	500元扣豪礼	322400209	1.6折	稀有	3160	500	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变五</color>开放	<color=#00ab37>3转121级~4转140级</color>玩家可购买	0	0
52	7	1	0	67	40051414	40051414	456	40000142	9	540元扣豪礼	322400209	1.8折	稀有	3160	540	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变五</color>开放	<color=#00ab37>3转121级~4转140级</color>玩家可购买	0	0
52	8	1	0	69	40051414	40051414	457	40000143	9	1150元扣豪礼	322400210	2.7折	稀有	4360	1150	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变五</color>开放	<color=#00ab37>3转121级~4转140级</color>玩家可购买	0	0
52	9	1	0	803	40051414	40051414	457	40000143	9	1190元扣豪礼	322400210	2.8折	稀有	4360	1190	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变五</color>开放	<color=#00ab37>3转121级~4转140级</color>玩家可购买	0	0
53	1	1	0	59	40051537	40051537	594	40055013	5	300元扣豪礼	0	3.4折	豪华	900	300	346200	949800	超值限时礼包	仅在<color=#00ab38>天地异变五</color>开放	<color=#00ab37>2转90~4转140级</color>玩家可购买	0	0
53	2	1	0	69	40051537	40051537	595	40055014	5	1150元扣豪礼	0	4.8折	豪华	2400	1150	346200	949800	超值限时礼包	仅在<color=#00ab39>天地异变五</color>开放	<color=#00ab37>2转90~4转140级</color>玩家可购买	0	0
53	3	1	0	803	40051537	40051537	595	40055014	5	1190元扣豪礼	0	5折	豪华	2400	1190	346200	949800	超值限时礼包	仅在<color=#00ab40>天地异变五</color>开放	<color=#00ab37>2转90~4转140级</color>玩家可购买	0	0
53	4	1	0	804	40051537	40051537	596	40055015	5	2000元扣豪礼	0	5.2折	豪华	3900	2000	346200	949800	超值限时礼包	仅在<color=#00ab41>天地异变五</color>开放	<color=#00ab37>2转90~4转140级</color>玩家可购买	0	0
53	5	1	0	71	40051537	40051537	596	40055015	5	2090元扣豪礼	0	5.4折	豪华	3900	2090	346200	949800	超值限时礼包	仅在<color=#00ab42>天地异变五</color>开放	<color=#00ab37>2转90~4转140级</color>玩家可购买	0	0
61	1	1	13	14	40051415	40051415	458	40000144	4	新手成长礼	322400222	福利	热卖	220	0	0	345600	超值限时礼包	<color=#00ab37>天地异变六</color>后开放	<color=#00ab37>3转110级~4转130级</color>玩家可购买	0	0
61	2	1	0	800	40051415	40051415	459	40000145	4	50元扣豪礼	322400203	1.4折	超值	375	50	0	345600	超值限时礼包	<color=#00ab37>天地异变六</color>后开放	<color=#00ab37>3转110级~4转130级</color>玩家可购买	0	0
61	3	1	0	51	40051415	40051415	459	40000145	4	60元扣豪礼	322400203	1.6折	超值	375	60	0	345600	超值限时礼包	<color=#00ab37>天地异变六</color>后开放	<color=#00ab37>3转110级~4转130级</color>玩家可购买	0	0
61	4	1	0	54	40051415	40051415	460	40000146	4	150元扣豪礼	322400204	1.9折	豪华	795	150	0	345600	超值限时礼包	<color=#00ab37>天地异变六</color>后开放	<color=#00ab37>3转110级~4转130级</color>玩家可购买	0	0
62	1	1	13	14	40051416	40051416	461	40000147	9	新手成长礼	322400223	福利	热卖	455	0	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>4转141级~5转160级</color>玩家可购买	0	0
62	2	1	0	800	40051416	40051416	462	40000148	9	50元扣豪礼	322400206	0.9折	超值	595	50	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>4转141级~5转160级</color>玩家可购买	0	0
62	3	1	0	51	40051416	40051416	462	40000148	9	60元扣豪礼	322400206	1.1折	超值	595	60	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>4转141级~5转160级</color>玩家可购买	0	0
62	4	1	0	54	40051416	40051416	463	40000149	9	150元扣豪礼	322400207	1.4折	超值	1110	150	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>4转141级~5转160级</color>玩家可购买	0	0
62	5	1	0	59	40051416	40051416	464	40000150	9	300元扣豪礼	322400208	1.5折	豪华	2050	300	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>4转141级~5转160级</color>玩家可购买	0	0
62	6	1	0	69	40051416	40051416	465	40000151	9	1150元扣豪礼	322400209	3.7折	稀有	3160	1150	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>4转141级~5转160级</color>玩家可购买	0	0
62	7	1	0	803	40051416	40051416	465	40000151	9	1190元扣豪礼	322400209	3.8折	稀有	3160	1190	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>4转141级~5转160级</color>玩家可购买	0	0
62	8	1	0	804	40051416	40051416	466	40000152	9	2000元扣豪礼	322400210	4.6折	稀有	4360	2000	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>4转141级~5转160级</color>玩家可购买	0	0
62	9	1	0	71	40051416	40051416	466	40000152	9	2090元扣豪礼	322400210	4.8折	稀有	4360	2090	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>4转141级~5转160级</color>玩家可购买	0	0
63	1	1	0	801	40051538	40051538	597	40055016	7	200元扣豪礼	0	1.7折	豪华	1200	200	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>3转110~5转160级</color>玩家可购买	0	0
63	2	1	0	56	40051538	40051538	597	40055016	7	210元扣豪礼	0	1.8折	豪华	1200	210	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>3转110~5转160级</color>玩家可购买	0	0
63	3	1	0	64	40051538	40051538	598	40055017	7	450元扣豪礼	0	3折	豪华	1500	450	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>3转110~5转160级</color>玩家可购买	0	0
63	4	1	0	66	40051538	40051538	599	40055018	7	500元扣豪礼	0	3.4折	豪华	1500	500	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>3转110~5转160级</color>玩家可购买	0	0
63	5	1	0	67	40051538	40051538	599	40055018	7	540元扣豪礼	0	3.6折	豪华	1500	540	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>3转110~5转160级</color>玩家可购买	0	0
63	6	1	0	69	40051538	40051538	288	40055019	7	1150元扣豪礼	0	7.7折	豪华	1500	1150	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>3转110~5转160级</color>玩家可购买	0	0
63	7	1	0	803	40051538	40051538	288	40055019	7	1190元扣豪礼	0	8折	豪华	1500	1190	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变六</color>开放	<color=#00ab37>3转110~5转160级</color>玩家可购买	0	0
71	1	1	13	14	40051417	40051417	467	40000153	4	新手成长礼	322400224	福利	热卖	220	0	0	345600	超值限时礼包	<color=#00ab37>天地异变七</color>后开放	<color=#00ab37>4转130级~5转150级</color>玩家可购买	0	0
71	2	1	0	800	40051417	40051417	468	40000154	4	50元扣豪礼	322400203	1.4折	超值	375	50	0	345600	超值限时礼包	<color=#00ab37>天地异变七</color>后开放	<color=#00ab37>4转130级~5转150级</color>玩家可购买	0	0
71	3	1	0	51	40051417	40051417	468	40000154	4	60元扣豪礼	322400203	1.6折	超值	375	60	0	345600	超值限时礼包	<color=#00ab37>天地异变七</color>后开放	<color=#00ab37>4转130级~5转150级</color>玩家可购买	0	0
71	4	1	0	54	40051417	40051417	469	40000155	4	150元扣豪礼	322400204	1.9折	豪华	795	150	0	345600	超值限时礼包	<color=#00ab37>天地异变七</color>后开放	<color=#00ab37>4转130级~5转150级</color>玩家可购买	0	0
72	1	1	13	14	40051418	40051418	470	40000156	9	新手成长礼	322400225	福利	热卖	455	0	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变七</color>开放	<color=#00ab37>5转161级~6转180级</color>玩家可购买	0	0
72	2	1	0	800	40051418	40051418	471	40000157	9	50元扣豪礼	322400206	0.9折	超值	595	50	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变七</color>开放	<color=#00ab37>5转161级~6转180级</color>玩家可购买	0	0
72	3	1	0	51	40051418	40051418	471	40000157	9	60元扣豪礼	322400206	1.1折	超值	595	60	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变七</color>开放	<color=#00ab37>5转161级~6转180级</color>玩家可购买	0	0
72	4	1	0	54	40051418	40051418	472	40000158	9	150元扣豪礼	322400207	1.4折	超值	1110	150	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变七</color>开放	<color=#00ab37>5转161级~6转180级</color>玩家可购买	0	0
72	5	1	0	59	40051418	40051418	473	40000159	9	300元扣豪礼	322400208	1.5折	豪华	2050	300	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变七</color>开放	<color=#00ab37>5转161级~6转180级</color>玩家可购买	0	0
72	6	1	0	69	40051418	40051418	474	40000160	9	1150元扣豪礼	322400209	3.7折	稀有	3160	1150	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变七</color>开放	<color=#00ab37>5转161级~6转180级</color>玩家可购买	0	0
72	7	1	0	803	40051418	40051418	474	40000160	9	1190元扣豪礼	322400209	3.8折	稀有	3160	1190	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变七</color>开放	<color=#00ab37>5转161级~6转180级</color>玩家可购买	0	0
72	8	1	0	804	40051418	40051418	475	40000161	9	2000元扣豪礼	322400210	4.6折	稀有	4360	2000	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变七</color>开放	<color=#00ab37>5转161级~6转180级</color>玩家可购买	0	0
72	9	1	0	71	40051418	40051418	475	40000161	9	2090元扣豪礼	322400210	4.8折	稀有	4360	2090	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变七</color>开放	<color=#00ab37>5转161级~6转180级</color>玩家可购买	0	0
73	1	1	0	66	40051539	40051539	289	40055020	6	500元扣豪礼	0	3.5折	豪华	1440	500	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变七</color>开放	<color=#00ab37>4转130~6转180级</color>玩家可购买	0	0
73	2	1	0	67	40051539	40051539	289	40055020	6	540元扣豪礼	0	3.8折	豪华	1440	540	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变七</color>开放	<color=#00ab37>4转130~6转180级</color>玩家可购买	0	0
73	3	1	0	804	40051539	40051539	290	40055021	6	2000元扣豪礼	0	5.1折	豪华	3960	2000	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变七</color>开放	<color=#00ab37>4转130~6转180级</color>玩家可购买	0	0
73	4	1	0	71	40051539	40051539	290	40055021	6	2090元扣豪礼	0	5.3折	豪华	3960	2090	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变七</color>开放	<color=#00ab37>4转130~6转180级</color>玩家可购买	0	0
73	5	1	0	72	40051539	40051539	291	40055022	6	2990元扣豪礼	0	6.1折	豪华	4920	2990	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变七</color>开放	<color=#00ab37>4转130~6转180级</color>玩家可购买	0	0
73	6	1	0	73	40051539	40051539	291	40055022	6	3000元扣豪礼	0	6.1折	豪华	4920	3000	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变七</color>开放	<color=#00ab37>4转130~6转180级</color>玩家可购买	0	0
81	1	1	13	14	40051419	40051419	476	40000162	4	新手成长礼	322400226	福利	热卖	220	0	0	345600	超值限时礼包	<color=#00ab37>天地异变八</color>后开放	<color=#00ab37>5转150级~6转170级</color>玩家可购买	0	0
81	2	1	0	800	40051419	40051419	477	40000163	4	50元扣豪礼	322400203	1.4折	超值	375	50	0	345600	超值限时礼包	<color=#00ab37>天地异变八</color>后开放	<color=#00ab37>5转150级~6转170级</color>玩家可购买	0	0
81	3	1	0	51	40051419	40051419	477	40000163	4	60元扣豪礼	322400203	1.6折	超值	375	60	0	345600	超值限时礼包	<color=#00ab37>天地异变八</color>后开放	<color=#00ab37>5转150级~6转170级</color>玩家可购买	0	0
81	4	1	0	54	40051419	40051419	478	40000164	4	150元扣豪礼	322400204	1.9折	豪华	795	150	0	345600	超值限时礼包	<color=#00ab37>天地异变八</color>后开放	<color=#00ab37>5转150级~6转170级</color>玩家可购买	0	0
82	1	1	13	14	40051420	40051420	479	40000165	9	新手成长礼	322400227	福利	热卖	455	0	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变八</color>开放	<color=#00ab37>6转181级~7转200级</color>玩家可购买	0	0
82	2	1	0	800	40051420	40051420	480	40000166	9	50元扣豪礼	322400206	0.9折	超值	595	50	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变八</color>开放	<color=#00ab37>6转181级~7转200级</color>玩家可购买	0	0
82	3	1	0	51	40051420	40051420	480	40000166	9	60元扣豪礼	322400206	1.1折	超值	595	60	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变八</color>开放	<color=#00ab37>6转181级~7转200级</color>玩家可购买	0	0
82	4	1	0	54	40051420	40051420	481	40000167	9	150元扣豪礼	322400207	1.4折	超值	1110	150	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变八</color>开放	<color=#00ab37>6转181级~7转200级</color>玩家可购买	0	0
82	5	1	0	59	40051420	40051420	482	40000168	9	300元扣豪礼	322400208	1.5折	豪华	2050	300	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变八</color>开放	<color=#00ab37>6转181级~7转200级</color>玩家可购买	0	0
82	6	1	0	69	40051420	40051420	483	40000169	9	1150元扣豪礼	322400209	3.7折	稀有	3160	1150	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变八</color>开放	<color=#00ab37>6转181级~7转200级</color>玩家可购买	0	0
82	7	1	0	803	40051420	40051420	483	40000169	9	1190元扣豪礼	322400209	3.8折	稀有	3160	1190	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变八</color>开放	<color=#00ab37>6转181级~7转200级</color>玩家可购买	0	0
82	8	1	0	804	40051420	40051420	484	40000170	9	2000元扣豪礼	322400210	4.6折	稀有	4360	2000	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变八</color>开放	<color=#00ab37>6转181级~7转200级</color>玩家可购买	0	0
82	9	1	0	71	40051420	40051420	484	40000170	9	2090元扣豪礼	322400210	4.8折	稀有	4360	2090	0	345600	超值限时礼包	仅在<color=#00ab37>天地异变八</color>开放	<color=#00ab37>6转181级~7转200级</color>玩家可购买	0	0
83	1	1	0	62	40051540	40051540	292	40055023	6	390元扣豪礼	0	2.1折	豪华	1920	390	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变八</color>开放	<color=#00ab37>5转150级~7转200级</color>玩家可购买	0	0
83	2	1	0	802	40051540	40051540	292	40055023	6	400元扣豪礼	0	2.1折	豪华	1920	400	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变八</color>开放	<color=#00ab37>5转150级~7转200级</color>玩家可购买	0	0
83	3	1	0	804	40051540	40051540	293	40055024	6	2000元扣豪礼	0	4.8折	豪华	4250	2000	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变八</color>开放	<color=#00ab37>5转150级~7转200级</color>玩家可购买	0	0
83	4	1	0	71	40051540	40051540	293	40055024	6	2090元扣豪礼	0	5折	豪华	4250	2090	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变八</color>开放	<color=#00ab37>5转150级~7转200级</color>玩家可购买	0	0
83	5	1	0	72	40051540	40051540	294	40055025	6	2990元扣豪礼	0	5折	豪华	6000	2990	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变八</color>开放	<color=#00ab37>5转150级~7转200级</color>玩家可购买	0	0
83	6	1	0	73	40051540	40051540	294	40055025	6	3000元扣豪礼	0	5折	豪华	6000	3000	346200	949800	超值限时礼包	仅在<color=#00ab37>天地异变八</color>开放	<color=#00ab37>5转150级~7转200级</color>玩家可购买	0	0
100	1	1	0	52	0	0	420	40000200	1	超值礼包	0	4.6折	超值	198 	90 	0	0	超值礼包	超值礼包	超值礼包	1	0
101	1	1	0	50	0	0	421	40000203	1	周卡优惠	0	3.3折	超值	90 	30 	0	0	优惠周卡	优惠周卡	优惠周卡	9	0
101	2	1	0	52	0	0	422	40000204	1	月卡优惠	0	6折	超值	150 	90 	0	0	优惠月卡	优惠月卡	优惠月卡	9	0
200	1	1	0	50	0	0	321	40053500	6	长生礼包1	0	2.7折	超值	115	30	0	0	0	0	0	2	0
200	2	1	0	801	0	0	322	40053501	6	长生礼包2	0	5折	超值	400	200	0	0	0	0	0	2	0
200	3	1	0	56	0	0	322	40053501	6	长生礼包2	0	5.3折	超值	400	210	0	0	0	0	0	2	0
200	4	1	0	66	0	0	323	40053502	6	长生礼包3	0	5.1折	超值	990	500	0	0	0	0	0	2	0
200	5	1	0	67	0	0	323	40053502	6	长生礼包3	0	5.5折	超值	990	540	0	0	0	0	0	2	0
200	6	1	0	70	0	0	324	40053503	6	长生礼包4	0	6.2折	超值	2430	1490	0	0	0	0	0	2	0
210	1	1	0	50	0	0	325	40053504	4	强化榜礼包1	0	3.4折	超值	90	30	0	0	0	0	0	2	0
210	2	1	0	54	0	0	326	40053505	4	强化榜礼包2	0	5.6折	超值	270	150	0	0	0	0	0	2	0
210	3	1	0	59	0	0	327	40053506	4	强化榜礼包3	0	5折	超值	610	300	0	0	0	0	0	2	0
210	4	1	0	64	0	0	328	40053507	4	强化榜礼包4	0	6.5折	超值	700	450	0	0	0	0	0	2	0
220	1	1	0	50	0	0	378	40053508	6	宝石榜礼包1	0	2.7折	超值	115	30	0	0	0	0	0	2	0
220	2	1	0	801	0	0	330	40053509	6	宝石榜礼包2	0	3.9折	超值	520	200	0	0	0	0	0	2	0
220	3	1	0	56	0	0	330	40053509	6	宝石榜礼包2	0	4.1折	超值	520	210	0	0	0	0	0	2	0
220	4	1	0	802	0	0	331	40053510	6	宝石榜礼包3	0	4.4折	超值	925	400	0	0	0	0	0	2	0
220	5	1	0	63	0	0	331	40053510	6	宝石榜礼包3	0	4.6折	超值	925	420	0	0	0	0	0	2	0
220	6	1	0	70	0	0	332	40053511	6	宝石榜礼包4	0	5.1折	超值	2930	1490	0	0	0	0	0	2	0
230	1	1	0	50	0	0	333	40053512	5	灵宠榜礼包1	0	3.2折	超值	95	30	0	0	0	0	0	2	0
230	2	1	0	54	0	0	334	40053513	5	灵宠榜礼包2	0	5折	超值	300	150	0	0	0	0	0	2	0
