1位类型(0特殊，1活动，2运营，3任务，4由活动ID控制的动营活动（id暂定不能超过200个，定之前与vic沟通），8000000~8999999为科技周天限制，9000000~9999999为开服时间限制)+4位参数+2位流水，type_id	有效标志位	serial(与或关系，0或1与)	time_type（副键）	周限制位域(2进制位域，第一位是星期天)week_limit_begin	周限制止（暂无用）week_limit_end	月限制起（科技运转周天：限制科技几开始）month_limit_begin	月限制止（科技运转周天：限制科技几结束）month_limit_end	日限制起，开服：距离开服时间多少天起（开服当天算第0天）（科技运转周天：限制科技几运转第几天开始）day_limit_begin	日限制止，开服：距离开服时间多少天止（开服当天算第0天）（科技运转周天：限制科技几运转第几天结束）day_limit_end	秒限制起，开服：每日的秒限制起second_limit_begin	秒限制止，开服：每日的秒限制止second_limit_end	描述文本，这个是无用字段，无论什么时候放在最后面就行了	映射活动IDrelated_xl_activity_id	"开服天数限制起(开服当天为第1天,填0则此限制无效），24小时过天"	开服天数限制止	世界科技下限	世界科技上限	大区活动错开（0不错开，1代表大区ID%2==0，2代表大区ID%2==1）暂时先错开巨兽和观碑	映射活动状态（填1表示开启，填0表示屏蔽）	阶段1起始时间	阶段1结束时间	阶段2起始时间	阶段2结束时间	阶段3起始时间	阶段3结束时间	阶段4起始时间	阶段4结束时间	阶段5起始时间	阶段5结束时间	映射活动客户端专用(改这个要txt打开)IDrelated_xl_activity_id_client
2052000	1	0	3	1111111	0	11	11	25	25	0	86400	公测七天登录活动	0	3	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052000	1	0	4	1111111	0	11	11	26	26	0	86400	公测七天登录活动	0	4	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052000	1	0	5	1111111	0	11	11	27	27	0	86400	公测七天登录活动	0	5	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052000	1	0	6	1111111	0	11	11	28	28	0	86400	公测七天登录活动	0	6	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052000	1	0	7	1111111	0	11	11	29	29	0	86400	公测七天登录活动	0	7	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052001	1	0	1	1111111	0	11	11	17	30	0	86400	公测七天登录活动	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052002	1	0	1	1111111	0	11	11	18	30	0	86400	公测七天登录活动	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052003	1	0	1	1111111	0	11	11	19	30	0	86400	公测七天登录活动	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052004	1	0	1	1111111	0	11	11	20	30	0	86400	公测七天登录活动	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052005	1	0	1	1111111	0	11	11	21	30	0	86400	公测七天登录活动	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052006	1	0	1	1111111	0	11	11	22	30	0	86400	公测七天登录活动	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052007	1	0	1	1111111	0	11	11	23	30	0	86400	公测七天登录活动	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052101	1	0	1	1111111	0	11	11	22	25	0	86400	小雪活动	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052201	1	0	1	1111111	0	0	0	0	0	0	86400	活动，商城打折专用	8	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052202	1	0	1	1111111	0	12	12	11	13	0	86400	双12节	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052500	1	0	1	1111111	0	12	12	24	27	0	86400	圣诞节	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052501	1	0	1	1111111	0	12	12	24	27	72000	72600	圣诞节-观碑圣诞树刷新	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052600	1	0	1	1111111	0	0	0	0	0	0	86400	元旦节	3	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052601	1	0	1	1111111	0	0	0	0	0	0	86400	活动基金专用	2	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052602	1	0	1	1111111	0	0	0	0	0	0	86400	圣诞活动时装--特殊	4	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052603	1	0	1	1111111	0	0	0	0	0	0	86400	新年活动时装--特殊	12	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052800	1	0	1	1111111	0	2	2	15	15	0	86400	春节第1天	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052801	1	0	1	1111111	0	2	2	16	16	0	86400	春节第2天	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2052802	1	0	1	1111111	0	2	2	17	17	0	86400	春节第3天	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2053101	1	0	1	1111111	0	2	2	16	31	0	86400	大年初一以后	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2053101	1	0	2	1111111	0	3	12	1	31	0	86400	大年初一以后	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2053102	1	0	1	1111111	0	2	2	17	31	0	86400	大年初二以后	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2053102	1	0	2	1111111	0	3	12	1	31	0	86400	大年初二以后	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2053103	1	0	1	1111111	0	2	2	18	31	0	86400	大年初三以后	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2053103	1	0	2	1111111	0	3	12	1	31	0	86400	大年初三以后	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2053104	1	0	1	1111111	0	2	2	19	31	0	86400	大年初四以后	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2053104	1	0	2	1111111	0	3	12	1	31	0	86400	大年初四以后	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2053105	1	0	1	1111111	0	2	2	20	31	0	86400	大年初五以后	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2053105	1	0	2	1111111	0	3	12	1	31	0	86400	大年初五以后	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2053106	1	0	1	1111111	0	2	2	21	31	0	86400	大年初六以后	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2053106	1	0	2	1111111	0	3	12	1	31	0	86400	大年初六以后	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2053107	1	0	1	1111111	0	2	2	22	31	0	86400	大年初七以后	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2053107	1	0	2	1111111	0	3	12	1	31	0	86400	大年初七以后	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2053500	1	0	1	1111111	0	0	0	0	0	0	86400	开服活动--仙露琼浆、开服宝箱	0	1	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2100000	1	0	1	1111111	0	1	12	1	31	0	86400	活动商店-情人节之后，开放之前	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2100001	1	0	1	1111111	0	1	12	1	31	0	86400	活动商店-春节之后，开放之前	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
2100002	1	0	1	1111111	0	0	0	0	0	0	86400	活动-藏品店、活动币开启限制	0	0	9999	10	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3300003	1	0	1	0	0	0	0	0	0	0	86400	活动-阵营刺探	0	0	9999	99	99	0	1	0	0	0	0	0	0	0	0	0	0	0
3300004	1	0	1	1111111	0	0	0	0	0	0	86400	活动-答题	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3300005	1	0	1	1111111	0	0	0	0	0	0	86400	活动-迷宫	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3300006	1	0	1	10101	0	0	0	0	0	0	86400	活动-战场	87	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300007	1	0	1	1010000	0	0	0	0	0	0	86400	活动-武道大会	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3300008	1	0	1	1101010	0	0	0	0	0	0	86400	活动-夺宝奇兵	88	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300009	1	0	1	1000100	0	0	0	0	0	0	86400	活动-帮派攻防	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3300010	1	0	1	1	0	0	0	0	0	0	86400	活动-攻城战（循环）	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3300011	1	0	1	1111111	0	0	0	0	0	0	86400	活动-帮派观碑	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3300012	1	0	1	0	0	0	0	0	0	0	86400	活动-不开放	0	9999	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3300013	1	0	1	100100	0	0	0	0	0	0	86400	活动-宝库	86	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300014	1	0	1	1111111	0	0	0	0	0	0	86400	活动-攻城战	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3300015	1	0	1	1111111	0	0	0	0	0	0	86400	活动-宝库（第2天）	86	2	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300016	1	0	1	1111111	0	0	0	0	0	0	86400	活动状态限制-攻城战(前3天）	0	1	3	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3300017	1	0	1	1111111	0	0	0	0	0	0	86400	活动状态限制-攻城战(第4天）	0	4	4	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3300018	1	0	1	1111111	0	0	0	0	0	0	86400	活动状态限制-攻城战(4天后）	0	6	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3300019	1	0	1	1111111	0	0	0	0	0	0	86400	活动状态限制-帮派宝库(前2天）	86	1	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300020	1	0	1	1111111	0	0	0	0	0	0	86400	活动状态限制-帮派宝库(第3、4天）	86	3	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300021	1	0	1	1111111	0	0	0	0	0	0	86400	活动状态限制-帮派宝库(第4天之后）	86	5	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300022	1	0	1	1111111	0	0	0	0	0	0	86400	活动状态限制-武试(第1天）	85	1	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300023	1	0	1	1111111	0	0	0	0	0	0	86400	活动状态限制-武试(第2/3天）	85	3	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300024	1	0	1	1111111	0	0	0	0	0	0	86400	活动状态限制-武试	85	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300025	1	0	1	1111111	0	0	0	0	0	0	86400	活动状态限制-武试(第4天）	85	4	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300026	1	0	1	1111111	0	0	0	0	0	0	86400	活动状态限制-武试(第4天之后）	85	5	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300027	1	0	1	1111111	0	0	0	0	0	0	86400	活动状态-神魔古墓	85	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300028	1	0	1	1111111	0	0	0	0	0	0	86400	活动状态限制-武试(第3天）	85	3	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300029	1	0	1	10101	0	0	0	0	0	0	86400	活动-夺宝奇兵晚上场	88	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300030	1	0	1	1101010	0	0	0	0	0	0	86400	活动-战场晚上场	87	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300031	1	0	1	1111111	0	0	0	0	0	0	86400	活动-吃鸡战场	0	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300032	1	0	1	10100	0	0	0	0	0	0	86400	活动-跨服吃鸡战场	0	0	9999	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3300033	1	0	1	1	0	0	0	0	0	0	86400	活动-情侣跨服吃鸡战场	0	0	9999	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3301001	1	0	1	10101	0	0	0	0	0	0	86400	2\4\6战场	87	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3301002	1	0	1	10101	0	0	0	0	0	0	86400	2\4\7战场	87	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3301003	1	0	1	1111111	0	0	0	0	0	0	86400	战场屏蔽总	87	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3401101	1	0	1	0	0	0	0	0	0	0	86400	目标-帮派攻防	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3401301	1	0	1	10001	0	0	0	0	0	0	86400	目标-攻城战	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3401501	1	0	1	100100	0	0	0	0	0	0	86400	目标-宝库	86	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3401701	1	0	1	1001010	0	0	0	0	0	0	86400	目标-武道大会	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3402101	1	0	1	1101010	0	0	0	0	0	0	86400	目标-夺宝奇兵	88	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3504101	1	0	1	0	0	0	0	0	0	54000	55800	攻防双倍(暂时无用)	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
3504101	1	0	2	0	0	0	0	0	0	72000	73800	攻防双倍(暂时无用)	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4000101	1	0	1	1111111	0	0	0	0	0	0	86400	卡牌系统后台屏蔽	1	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4000102	1	0	1	1111111	0	0	0	0	0	0	86400	卡牌升星后台屏蔽	64	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4000103	1	0	1	1111111	0	0	0	0	0	0	86400	三才激活+卡牌洗练后台屏蔽	67	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4000104	1	0	1	1111111	0	0	0	0	0	0	86400	宝石升阶后台屏蔽	63	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4000105	1	0	1	1111111	0	0	0	0	0	0	86400	神兽升星后台屏蔽	66	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4000106	1	0	1	1111111	0	0	0	0	0	0	86400	地宫魔像后台屏蔽	61	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4000107	1	0	1	1111111	0	0	0	0	0	0	86400	夫妻踏浪后台屏蔽	65	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4000108	1	0	1	1111111	0	0	0	0	0	0	86400	灵宠大暴走后台屏蔽	62	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4000109	1	0	1	1111111	0	0	0	0	0	0	86400	试炼之地后台屏蔽	93	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4000110	1	0	1	1111111	0	0	0	0	0	0	86400	夏季狂欢后台屏蔽	96	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4000111	1	0	1	1111111	0	0	0	0	0	0	86400	剑破太虚后台屏蔽	97	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4000112	1	0	1	1111111	0	0	0	0	0	0	86400	大海之言后台屏蔽	98	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4000113	1	0	1	1101010	0	0	0	0	0	0	86400	试炼之地后台屏蔽-活动面板1	93	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4000114	1	0	1	10101	0	0	0	0	0	0	86400	试炼之地后台屏蔽-活动面板2	93	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4000115	1	0	1	1111111	0	0	0	0	0	0	86400	跨服试炼之地后台屏蔽	101	0	9999	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4000116	1	0	1	1111111	0	0	0	0	0	0	86400	煤气罐后台屏蔽	104	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4001101	1	0	1	1111111	0	0	0	0	0	0	86400	师徒系统活动开启	11	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4003001	1	0	1	1111111	0	0	0	0	0	0	86400	宝石直升打折活动	30	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4003201	1	0	1	1111111	0	0	0	0	0	0	86400	帮派联盟活动开启	32	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4003501	1	0	1	1111111	0	0	0	0	0	0	86400	推荐面板清明节活动开启	35	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4003601	1	0	1	1111111	0	0	0	0	0	0	86400	推荐面板开服宝箱活动	36	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4003701	1	0	1	1111111	0	0	0	0	0	0	86400	宝塔吉星时间段-活动ID控制	68	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4003701	1	0	2	1110000	0	0	0	0	0	0	86400	宝塔吉星时间段-自然周控制	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4003702	1	0	1	1111111	0	0	0	0	0	0	86400	宝塔主界面图标时间限制	37	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4007000	1	0	1	1111111	0	0	0	0	0	0	86400	仙道秘法开启	70	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4007100	1	0	1	1111111	0	0	0	0	0	0	86400	御刃、蝶仙后台屏蔽	71	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4007200	1	0	1	1111111	0	0	0	0	0	0	86400	幽灵虎后台屏蔽	72	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4007300	1	0	1	1111111	0	0	0	0	0	0	86400	年兽、爱神、醒狮后台屏蔽	73	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4007400	1	0	1	1111111	0	0	0	0	0	0	86400	西雨和风后台屏蔽	74	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4007500	1	0	1	1111111	0	0	0	0	0	0	86400	踏雪寻梅后台屏蔽	75	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4007600	1	0	1	1111111	0	0	0	0	0	0	86400	画卷后台屏蔽	76	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4007700	1	0	1	1111111	0	0	0	0	0	0	86400	风车后台屏蔽	77	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4007800	1	0	1	1111111	0	0	0	0	0	0	86400	蝶恋花鼓后台屏蔽	78	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4007900	1	0	1	1111111	0	0	0	0	0	0	86400	千纸鹤后台屏蔽	79	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4008000	1	0	1	1111111	0	0	0	0	0	0	86400	暖冬卷后台屏蔽	80	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4008100	1	0	1	1111111	0	0	0	0	0	0	86400	雪麒麟后台屏蔽	81	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4008200	1	0	1	1111111	0	0	0	0	0	0	86400	雪落舆后台屏蔽	82	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4008300	1	0	1	1111111	0	0	0	0	0	0	86400	君雪后台屏蔽	83	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4008600	1	0	1	1111111	0	0	0	0	0	0	86400	宝库后台屏蔽---帮派活动面板	86	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4008800	1	0	1	1111111	0	0	0	0	0	0	86400	夺宝奇兵后台屏蔽	88	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4009200	1	0	1	1111111	0	0	0	0	0	0	86400	出售魂装图纸	92	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4009400	1	0	1	1111111	0	0	0	0	0	0	86400	仙侣PK总控制时间	94	5	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4009401	1	0	1	1010	0	0	0	0	0	75000	78320	仙侣PK开启	94	5	9999	0	10	0	0	75000	76800	76800	77100	77100	78320	0	0	0	0	0
4009402	1	0	1	1010	0	0	0	0	0	0	86400	仙侣PK活动面板	94	5	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4010101	1	0	1	10100	0	0	0	0	0	69300	71400	跨服单人吃鸡预告+准备场+正式地图开启	101	0	9999	2	10	0	0	69300	70200	70200	70500	70500	71400	0	0	0	0	0
4010102	1	0	1	1111111	0	0	0	0	0	70500	70950	跨服单人吃鸡前半场，低级buff刷新多	101	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4010103	1	0	1	1111111	0	0	0	0	0	70950	71400	跨服单人吃鸡后半场，高级buff刷新多	101	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4010104	1	0	1	10100	0	0	0	0	0	70200	70500	跨服单人吃鸡进准备场时间	101	0	9999	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4010111	1	0	1	1	0	0	0	0	0	69300	71400	情侣跨服吃鸡预告+准备场+正式地图开启	101	0	9999	2	10	0	0	69300	70200	70200	70500	70500	71400	0	0	0	0	0
4010112	1	0	1	1111111	0	0	0	0	0	70500	70950	情侣跨服吃鸡前半场，低级buff刷新多	101	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4010113	1	0	1	1111111	0	0	0	0	0	70950	71400	情侣跨服吃鸡后半场，高级buff刷新多	101	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4010114	1	0	1	1	0	0	0	0	0	70200	70500	情侣跨服吃鸡进准备场时间	101	0	9999	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4011501	1	0	1	1111111	0	0	0	0	0	0	86400	双倍日常活动	115	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4052700	1	0	1	1111111	0	0	0	0	0	0	86400	情人节各活动开启	13	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4052800	1	0	1	1111111	0	0	0	0	0	0	86400	春节，15~17号	20	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4052801	1	0	1	1111111	0	0	0	0	0	0	86400	春节，15~21号	14	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4052802	1	0	1	1111111	0	0	0	0	0	0	86400	春节醒狮	18	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4052900	1	0	1	1111111	0	0	0	0	0	0	86400	元宵	15	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4052901	1	0	1	1111111	0	0	0	0	0	72000	86400	元宵灯谜	19	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4052902	1	0	1	1111111	0	0	0	0	0	0	86400	元宵灯谜活动面板	19	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4053400	1	0	1	1111111	0	0	0	0	0	0	86400	清明节	35	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4053500	1	0	1	1111111	0	0	0	0	0	0	86400	开服宝箱	36	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4053600	1	0	1	1111111	0	0	0	0	0	0	86400	选择性充值--主界面UI、福利面板开启	69	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	"69,2000-2499"
4053800	1	0	1	1111111	0	0	0	0	0	0	86400	劳动节	38	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4053900	1	0	1	1111111	0	0	0	0	0	0	86400	母亲节	39	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4054100	1	0	1	1111111	0	0	0	0	0	0	86400	佛诞节（泰国）	89	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4054200	1	0	1	1111111	0	0	0	0	0	0	86400	显忠日（韩国）	90	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4054300	1	0	1	1111111	0	0	0	0	0	0	86400	端午节	91	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4054400	1	0	1	1111111	0	0	0	0	0	0	86400	初伏日（韩国）	102	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4054500	1	0	1	1111111	0	0	0	0	0	0	86400	国王诞辰日（泰国）	103	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4054600	1	0	1	1111111	0	0	0	0	0	0	86400	七夕节	109	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4054700	1	0	1	1111111	0	0	0	0	0	0	86400	女王诞辰日	110	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4054800	1	0	1	1111111	0	0	0	0	0	0	86400	光复节	111	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4054900	1	0	1	1111111	0	0	0	0	0	0	86400	SS宠概率翻倍活动	113	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100000	1	0	1	1111111	0	0	0	0	0	0	86400	点券夺宝	6	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100001	1	0	1	1111111	0	0	0	0	0	0	86400	活动商店专用	9	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100001	1	0	2	1	0	0	0	0	0	18000	86400	活动商店专用	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100001	1	0	3	1000000	0	0	0	0	0	0	86400	活动商店专用	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100002	1	0	1	1111111	0	0	0	0	0	0	86400	商城礼包	10	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100003	1	0	1	1111111	0	0	0	0	0	0	86400	仙侣双修	16	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100004	1	0	1	1111111	0	0	0	0	0	0	86400	仙侣踏浪	17	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100005	1	0	1	1000001	0	1	12	1	31	0	86400	周末活动积分产出	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100006	1	0	1	1111111	0	0	0	0	0	0	86400	活动切页、活动活跃礼包、节日活动币产出	22	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100007	1	0	1	1111111	0	0	0	0	0	0	86400	商城礼包	23	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100008	1	0	1	1111111	0	0	0	0	0	0	86400	商城礼包	24	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100009	1	0	1	1111111	0	0	0	0	0	0	86400	商城礼包	25	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100010	1	0	2	1	0	0	0	0	0	18000	86400	周末礼包控制	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100010	1	0	3	1000000	0	0	0	0	0	0	86400	周末礼包控制	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
