奖励ID（1位标示<1任务2历练3系统（暂时用地图ID来定吧）4活动5道藏6宝箱7离线找回9其他>+5位类型+2位流水）	有效标志（0：无效，1：有效）	副键	世界科技系数ID（关联world_civ_mod表ID，经验1200001铜币1203001）	状态限制ID	次数限制	需要背包格子	是否绑定（0是不绑定，1是绑定）	上报活动ID	奖励1模式（1货币，2道具，3宝石精华，4BUFF，5奖励任务,6掉落ID，7事件ID，8国家积分，9给予额外储备经验奖励参数1表示多给的经验（从储备经验扣除），10增加帮派资金参数1数量，11对应的成就ID，12奖励邮件ID，13增加恩爱值【参数1：要加的数值  参数2: 0表示默认给男方加，1表示不限制】），14补偿升级所需经验（参数1：目标等级下限  参数2：目标等级上限，客户端默认显示经验图标），207代金券）	奖励1参数1(货币枚举：1感悟，2军功，3威望（无用），4荣誉（无用），5贡献，6体力，7神识，8学分，9荣誉（原魔符），10修炼经验，11师德值，12亿经验，200经验,201星辉，202金币，203铜币，204元宝，205绑元，206双倍经验储量)，BUFF（ID，等级），国家积分增长值	奖励1参数2	奖励1参数3（奖励说明，填字符串，纯数字的话要加双引号例:"1"）	装备品质系数(如果是道具请填-1，否则弹出的TIPS会出错；如果是成就道具，就填-2才能隐藏)	是否高价物	奖励2模式（1货币，2道具，3宝石精华，4BUFF，5奖励任务,6掉落ID，7事件ID，8国家积分，9给予额外储备经验奖励参数1表示多给的经验（从储备经验扣除），10增加帮派资金参数1数量，11对应的成就ID，12奖励邮件ID，13增加恩爱值【参数1：要加的数值  参数2: 0表示默认给男方加，1表示不限制】），14补偿升级所需经验（参数1：目标等级下限  参数2：目标等级上限），207代金券）	奖励2参数1(货币枚举：1感悟，2军功，3威望（无用），4荣誉（无用），5贡献，6体力，7神识，8学分，9荣誉（原魔符），10修炼经验，11师德值，12亿经验，200经验,201星辉，202金币，203铜币，204元宝，205绑元，206双倍经验储量)，BUFF（ID，等级），国家积分增长值	奖励2参数2	奖励2参数3（奖励说明，填字符串）	装备品质系数(如果是道具请填-1，否则弹出的TIPS会出错；如果是成就道具，就填-2才能隐藏)	是否高价物	奖励3模式（1货币，2道具，3宝石精华，4BUFF，5奖励任务,6掉落ID，7事件ID，8国家积分，9给予额外储备经验奖励参数1表示多给的经验（从储备经验扣除），10增加帮派资金参数1数量，11对应的成就ID，12奖励邮件ID，13增加恩爱值【参数1：要加的数值  参数2: 0表示默认给男方加，1表示不限制】），14补偿升级所需经验（参数1：目标等级下限  参数2：目标等级上限），207代金券）	奖励3参数1(货币枚举：1感悟，2军功，3威望（无用），4荣誉（无用），5贡献，6体力，7神识，8学分，9荣誉（原魔符），10修炼经验，11师德值，12亿经验，200经验,201星辉，202金币，203铜币，204元宝，205绑元，206双倍经验储量)，BUFF（ID，等级），国家积分增长值	奖励3参数2	奖励3参数3（奖励说明，填字符串）	装备品质系数(如果是道具请填-1，否则弹出的TIPS会出错；如果是成就道具，就填-2才能隐藏)	是否高价物	奖励4模式（1货币，2道具，3宝石精华，4BUFF，5奖励任务,6掉落ID，7事件ID，8国家积分，9给予额外储备经验奖励参数1表示多给的经验（从储备经验扣除），10增加帮派资金参数1数量，11对应的成就ID，12奖励邮件ID，13增加恩爱值【参数1：要加的数值  参数2: 0表示默认给男方加，1表示不限制】），14补偿升级所需经验（参数1：目标等级下限  参数2：目标等级上限），207代金券）	奖励4参数1(货币枚举：1感悟，2军功，3威望（无用），4荣誉（无用），5贡献，6体力，7神识，8学分，9荣誉（原魔符），10修炼经验，11师德值，12亿经验，200经验,201星辉，202金币，203铜币，204元宝，205绑元，206双倍经验储量)，BUFF（ID，等级），国家积分增长值	奖励4参数2	奖励4参数3（奖励说明，填字符串）	装备品质系数(如果是道具请填-1，否则弹出的TIPS会出错；如果是成就道具，就填-2才能隐藏)	是否高价物	奖励5模式（1货币，2道具，3宝石精华，4BUFF，5奖励任务,6掉落ID，7事件ID，8国家积分，9给予额外储备经验奖励参数1表示多给的经验（从储备经验扣除），10增加帮派资金参数1数量，11对应的成就ID，12奖励邮件ID，13增加恩爱值【参数1：要加的数值  参数2: 0表示默认给男方加，1表示不限制】），14补偿升级所需经验（参数1：目标等级下限  参数2：目标等级上限），207代金券）	奖励5参数1(货币枚举：1感悟，2军功，3威望（无用），4荣誉（无用），5贡献，6体力，7神识，8学分，9荣誉（原魔符），10修炼经验，11师德值，12亿经验，200经验,201星辉，202金币，203铜币，204元宝，205绑元，206双倍经验储量)，BUFF（ID，等级），国家积分增长值	奖励5参数2	奖励5参数3（奖励说明，填字符串）	装备品质系数(如果是道具请填-1，否则弹出的TIPS会出错；如果是成就道具，就填-2才能隐藏)	是否高价物	奖励6模式（1货币，2道具，3宝石精华，4BUFF，5奖励任务,6掉落ID，7事件ID，8国家积分，9给予额外储备经验奖励参数1表示多给的经验（从储备经验扣除），10增加帮派资金参数1数量，11对应的成就ID，12奖励邮件ID，13增加恩爱值【参数1：要加的数值  参数2: 0表示默认给男方加，1表示不限制】），14补偿升级所需经验（参数1：目标等级下限  参数2：目标等级上限），207代金券）	奖励6参数1(货币枚举：1感悟，2军功，3威望（无用），4荣誉（无用），5贡献，6体力，7神识，8学分，9荣誉（原魔符），10修炼经验，11师德值，12亿经验，200经验,201星辉，202金币，203铜币，204元宝，205绑元，206双倍经验储量)，BUFF（ID，等级），国家积分增长值	奖励6参数2	奖励6参数3（奖励说明，填字符串）	装备品质系数(如果是道具请填-1，否则弹出的TIPS会出错；如果是成就道具，就填-2才能隐藏)	是否高价物	奖励预览文字显示 
40053325	1	2	0	0	0	4	1	0	2	320100401	2	0	-1	1	2	410400001	200	0	-1	1	2	400400100	50	0	-1	1	2	410200100	3	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
40053326	1	1	1203001	0	0	0	0	0	1	203	3000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053326	1	2	0	80011012	0	1	1	0	2	401500201	10	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053326	1	3	0	80011013	0	1	1	0	2	401500202	10	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053326	1	4	0	80011014	0	1	1	0	2	401500203	10	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053326	1	5	0	80011015	0	1	1	0	2	401500204	10	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053326	1	6	0	80011016	0	1	1	0	2	401500205	10	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053326	1	7	0	80011017	0	1	1	0	2	401500206	10	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053326	1	8	0	80011018	0	1	1	0	2	401500207	10	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053326	1	9	0	80011019	0	1	1	0	2	401500208	10	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053326	1	10	0	0	0	3	1	0	2	400400100	50	0	-1	1	2	410200200	2	0	-1	1	2	320100500	2	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053327	1	1	0	0	0	6	1	0	2	400700101	2	0	-1	1	2	400700105	2	0	-1	1	2	400700106	2	0	-1	1	2	410560011	80	0	-1	1	2	410600001	5	0	-1	1	2	403200017	5	0	-1	1	0
40053328	1	1	1203001	0	0	0	0	0	1	203	500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053328	1	2	0	0	0	2	1	0	2	310255601	1	0	-1	0	2	322100001	5	0	-1	1	1	5	5000	0	0	0	2	310270069	1	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
40053329	1	1	0	0	0	2	1	0	2	322100001	5	0	-1	1	2	410400001	50	0	-1	1	1	205	400	0	0	1	2	410300000	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053329	1	2	0	80011012	0	1	1	0	2	400400100	20	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053329	1	3	0	80011013	0	1	1	0	2	400400100	20	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053329	1	4	0	80011014	0	1	1	0	2	400400101	7	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053329	1	5	0	80011015	0	1	1	0	2	400400101	7	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053329	1	6	0	80011016	0	1	1	0	2	400400102	2	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053329	1	7	0	80011017	0	1	1	0	2	400400102	2	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053329	1	8	0	80011018	0	1	1	0	2	400400102	2	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053329	1	9	0	80011019	0	1	1	0	2	400400102	2	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053330	1	1	0	0	0	4	1	0	1	205	500	0	0	1	2	410400001	50	0	-1	1	2	322100002	3	0	-1	1	2	410200100	3	0	-1	1	2	310270070	1	0	-1	1	0	0	0	0	0	0	0
40053331	1	1	0	0	0	6	1	0	2	400700101	1	0	-1	1	2	322100002	3	0	-1	1	2	400400100	30	0	-1	1	2	400400101	10	0	-1	1	2	400400102	10	0	-1	1	2	410200200	1	0	-1	1	0
40053332	1	1	1203001	0	0	0	0	0	1	203	800000	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053332	1	2	0	0	0	0	1	0	2	400800100	1	0	-1	1	2	410560001	16	0	-1	1	2	400400100	50	0	-1	1	2	322100002	1	0	-1	1	2	320100301	1	0	-1	1	0	0	0	0	0	0	0
40053333	1	1	1203001	0	0	0	0	0	1	203	500000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053333	1	2	0	0	0	3	1	0	1	5	5000	0	0	1	2	320100301	1	0	-1	1	2	322100001	3	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053333	1	3	0	80011012	0	1	1	0	2	400400100	20	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053333	1	4	0	80011013	0	1	1	0	2	400400100	20	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053333	1	5	0	80011014	0	1	1	0	2	400400101	10	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053333	1	6	0	80011015	0	1	1	0	2	400400101	10	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053333	1	7	0	80011016	0	1	1	0	2	400400102	5	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053333	1	8	0	80011017	0	1	1	0	2	400400102	5	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053333	1	9	0	80011018	0	1	1	0	2	400400102	5	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053333	1	10	0	80011019	0	1	1	0	2	400400102	5	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053334	1	1	0	0	0	3	1	0	1	205	500	0	0	1	2	322100001	5	0	-1	1	2	410300001	2	0	-1	1	2	410400001	100	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
40053334	1	2	0	80011012	0	1	1	0	2	400400100	20	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053334	1	3	0	80011013	0	1	1	0	2	400400100	20	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053334	1	4	0	80011014	0	1	1	0	2	400400101	10	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053334	1	5	0	80011015	0	1	1	0	2	400400101	10	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053334	1	6	0	80011016	0	1	1	0	2	400400102	5	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053334	1	7	0	80011017	0	1	1	0	2	400400102	5	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053334	1	8	0	80011018	0	1	1	0	2	400400102	5	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053334	1	9	0	80011019	0	1	1	0	2	400400102	5	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053335	1	1	0	0	0	4	1	0	1	205	700	0	0	1	2	410400001	250	0	-1	1	2	322100002	5	0	-1	1	2	410200200	1	0	-1	1	2	310270073	1	0	-1	1	0	0	0	0	0	0	0
40053336	1	1	0	0	0	5	1	0	2	310270043	1	0	-1	1	2	310270042	1	0	-1	1	2	400800100	1	0	-1	1	2	322100002	10	0	-1	1	2	320100401	1	0	-1	1	2	310270073	1	0	-1	1	0
40053500	1	1	0	0	0	1	1	0	2	310255303	1	0	-1	1	1	5	12000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053501	1	1	0	0	0	2	1	0	2	310255303	2	0	-1	1	2	420200200	8	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053501	1	2	1203001	0	0	0	1	0	1	203	450000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053502	1	1	0	0	0	1	1	0	2	410200200	1	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053503	1	1	0	0	0	2	1	0	2	310255753	3	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053504	1	1	0	0	0	1	1	0	2	400400100	18	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053504	1	2	1203001	0	0	0	0	0	1	203	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053505	1	1	0	0	0	2	1	0	2	400400100	60	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053506	1	1	0	0	0	1	1	0	2	400400100	135	0	-1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053507	1	1	0	0	0	2	1	0	2	400400100	155	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053508	1	1	1203001	0	0	0	0	0	1	203	700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053509	1	1	0	0	0	1	1	0	2	310255601	2	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053509	1	2	1203001	0	0	0	0	0	1	203	700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053510	1	1	0	0	0	1	1	0	2	310255702	1	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053510	1	2	1203001	0	0	0	0	0	1	203	700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053511	1	1	0	0	0	1	1	0	2	310255703	1	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053511	1	2	1203001	0	0	1	1	0	1	203	3000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053512	1	1	0	0	0	2	1	0	2	410400001	50	0	-1	0	2	410900300	35	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053513	1	1	0	0	0	2	1	0	2	410400001	200	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053514	1	1	0	0	0	2	1	0	2	410400001	140	0	-1	1	2	410200100	5	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053515	1	1	0	0	0	1	1	0	2	410200200	2	0	-1	1	2	410300000	9	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053516	1	1	1203001	0	0	0	0	0	1	203	800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053517	1	1	0	0	0	1	1	0	2	402500003	135	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053518	1	1	0	0	0	1	1	0	2	401500202	10	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053518	1	2	1203001	0	0	0	0	0	1	203	300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053519	1	1	0	0	0	1	1	0	2	400800100	2	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053520	1	1	0	0	0	1	1	0	2	310256000	1	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053521	1	1	0	0	0	1	1	0	2	310256001	1	0	-1	1	2	300500009	300	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053522	1	1	0	0	0	1	1	0	2	300500009	1400	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053522	1	2	1203001	0	0	0	0	0	1	203	1000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053523	1	1	0	0	0	2	1	0	2	324200102	2	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053524	1	1	0	0	0	1	1	0	2	420200300	4	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053525	1	1	0	0	0	2	1	0	2	310255304	2	0	-1	1	2	420200300	6	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053525	1	2	1203001	0	0	0	0	0	1	203	300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053526	1	1	0	0	0	2	1	0	2	310255304	4	0	-1	1	2	420200300	4	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053526	1	2	1203001	0	0	0	0	0	1	203	800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053527	1	1	0	0	0	2	1	0	2	310255304	2	0	-1	1	2	420200300	15	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053527	1	2	1203001	0	0	0	0	0	1	203	800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053528	1	1	0	0	0	1	1	0	2	400400101	4	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053528	1	2	1203001	0	0	0	0	0	1	203	250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053529	1	1	0	0	0	1	1	0	2	400400101	15	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053529	1	2	1203001	0	0	0	0	0	1	203	700000	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053530	1	1	0	0	0	2	1	0	2	400400101	35	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053530	1	2	1203001	0	0	2	1	0	1	203	1000000	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053531	1	1	0	0	0	2	1	0	2	400400101	38	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053531	1	2	1203001	0	0	0	0	0	1	203	1200000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053532	1	1	1203001	0	0	1	1	0	1	203	700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053533	1	1	0	0	0	1	1	0	2	310255701	2	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053533	1	2	1203001	0	0	0	0	0	1	203	700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053534	1	1	0	0	0	1	1	0	2	310255702	1	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053534	1	2	1203001	0	0	0	0	0	1	203	700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053535	1	1	0	0	0	1	1	0	2	321700012	1	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053536	1	1	0	0	0	1	1	0	2	310255703	1	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053536	1	2	1203001	0	0	0	0	0	1	203	3000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053537	1	1	0	0	0	2	1	0	2	410400001	50	0	-1	1	2	410900300	35	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053538	1	1	0	0	0	2	1	0	2	410400001	200	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053539	1	1	0	0	0	1	1	0	2	410200100	5	0	-1	1	2	410400001	140	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053540	1	1	0	0	0	1	1	0	2	410200200	2	0	-1	1	2	410300000	9	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053541	1	1	0	0	0	1	1	0	2	410200200	45	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053542	1	1	1203001	0	0	0	0	0	1	203	800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053543	1	1	0	0	0	1	1	0	2	402500004	135	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053544	1	1	0	0	0	1	1	0	2	401500203	8	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053544	1	2	1203001	0	0	0	0	0	1	203	300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053545	1	1	0	0	0	1	1	0	2	400800100	2	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40053546	1	1	0	0	0	1	1	0	2	310256000	1	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
